開放粵語詞典（黃錫凌數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
西紙	sɐi1 dzi2	外幣
西周	sɐi1 dzɐu1	
西裝	sɐi1 dzɔŋ1	
西多	sɐi1 dɔ1	法國土司，法式土司
西多士	sɐi1 dɔ1 si2	法國土司
西方	sɐi1 fɔŋ1	
收放	sɐi1 fɔŋ3	
西瓜	sɐi1 gwa1	
犀角	sɐi1 gɔk8	
西夏	sɐi1 ha6	
西海岸	sɐi1 hɔi2 ŋɔn6	
西漢	sɐi1 hɔn3	
西洋	sɐi1 jœŋ4	
西洋棋	sɐi1 jœŋ4 kei4	
西人	sɐi1 jɐn4	西洋人，外國人
西遊記	sɐi1 jɐu4 gei3	
犀利	sɐi1 lei6	厲害
犀鳥	sɐi1 niu5	
西片	sɐi1 pin2	外國電影，西方電影，外國影片
篩選	sɐi1 syn2	
西斜	sɐi1 tsɛ4	西曬
西斜熱	sɐi1 tsɛ4 jit9	西曬
犀牛	sɐi1 ŋɐu4	
使	sɐi2	花（錢）
使	sɐi2	要，需要，用
洗滌	sɐi2 dik9	
洗滌劑	sɐi2 dik9 dzɐi1	
使費	sɐi2 fɐi3	費用，開銷，開支
洗腳	sɐi2 gœk8	
使頸	sɐi2 gɛŋ2	使性子，耍脾氣，賭氣
駛去	sɐi2 hœy3	
駛向	sɐi2 hœŋ3	
洗黑錢	sɐi2 hɐk7 tsin2	洗錢
洗衣店	sɐi2 ji1 dim3	
洗衣機	sɐi2 ji1 gei1	
洗耳恭聽	sɐi2 ji5 gʊŋ1 tɪŋ1	
洗浴	sɐi2 jʊk9	
使用	sɐi2 jʊŋ6	費用，開銷，開支
使用	sɐi2 jʊŋ6	
駛艃	sɐi2 lei5	駕船
洗禮	sɐi2 lɐi5	
洗面	sɐi2 min6	洗臉
洗面手巾	sɐi2 min6 sɐu2 gɐn1	洗臉毛巾
使乜	sɐi2 mɐt7	何必，用不著，不用
使乜道歉	sɐi2 mɐt7 dou6 hip8	不用道歉
使乜咁客氣	sɐi2 mɐt7 gɐm3 hak8 hei3	不用客氣，別客氣
使乜講	sɐi2 mɐt7 gɔŋ2	不用說，那還用說，那當然
使乜驚呀	sɐi2 mɐt7 gɛŋ1 a3	用不著怕了
洗物槽	sɐi2 mɐt9 tsou4	
使唔晒	sɐi2 m̩4 sai3	花不完，用不完
使唔使	sɐi2 m̩4 sɐi2	要不要，用不用，用得著…嗎
使唔使…呀？	sɐi2 m̩4 sɐi2 a3	必須…嗎？
洗腦	sɐi2 nou5	
使晒	sɐi2 sai3	花光
洗衫	sɐi2 sam1	洗衣服
洗衫板	sɐi2 sam1 ban2	搓板
洗衫梘	sɐi2 sam1 gan2	洗衣粉
洗心革面	sɐi2 sɐm1 gak8 min6	
洗身	sɐi2 sɐn1	洗澡
洗濕咗個頭	sɐi2 sɐp7 dzɔ2 gɔ3 tɐu4	陷進去了，身不由己，已經下水
洗手	sɐi2 sɐu2	
洗手不幹	sɐi2 sɐu2 bɐt7 gɔn3	
洗手間	sɐi2 sɐu2 gan1	
洗漱	sɐi2 sɐu3	
洗錢	sɐi2 tsin2	
使錢	sɐi2 tsin2	花錢
駛出	sɐi2 tsœt7	
洗腸	sɐi2 tsœŋ4	
洗清	sɐi2 tsɪŋ1	
洗頭	sɐi2 tɐu4	洗頭髮
洗頭髮	sɐi2 tɐu4 fat8	
洗頭水	sɐi2 tɐu4 sœy2	洗髮精，香波
洗碗機	sɐi2 wun2 gei1	
駛往	sɐi2 wɔŋ5	
細	sɐi3	小
世伯	sɐi3 bak8	伯伯
細胞	sɐi3 bau1	
細胞壁	sɐi3 bau1 bik7	
細胞組織	sɐi3 bau1 dzou2 dzik7	
細胞核	sɐi3 bau1 hɐt9	
細胞學	sɐi3 bau1 hɔk9	
細胞膜	sɐi3 bau1 mɔk9	
細髀	sɐi3 bei2	小腿
勢必	sɐi3 bit7	
勢不兩立	sɐi3 bɐt7 lœŋ5 lik9	
細膽	sɐi3 dam2	膽小
世道	sɐi3 dou6	
世襲	sɐi3 dzap9	
細節	sɐi3 dzit8	
細嚼慢嚥	sɐi3 dzœk8 man6 jin3	
細仔	sɐi3 dzɐi2	小兒子，最小的男孩
勢在必得	sɐi3 dzɔi6 bit7 dɐk7	
勢在必行	sɐi3 dzɔi6 bit7 hɐŋ4	
細隻	sɐi3 dzɛk8	個兒小
世俗	sɐi3 dzʊk9	
世俗主義	sɐi3 dzʊk9 dzy2 ji6	
世代	sɐi3 dɔi6	
世代交替	sɐi3 dɔi6 gau1 tɐi3	
世代相傳	sɐi3 dɔi6 sœŋ1 tsyn4	
世風日下	sɐi3 fʊŋ1 jɐt9 ha6	
世界	sɐi3 gai3	
世界盃	sɐi3 gai3 bui1	
世界大戰	sɐi3 gai3 dai6 dzin3	
世界大同	sɐi3 gai3 dai6 tʊŋ4	
世界地圖	sɐi3 gai3 dei6 tou4	
世界主義	sɐi3 gai3 dzy2 ji6	
世界觀	sɐi3 gai3 gun1	
世界錦標賽	sɐi3 gai3 gɐm2 biu1 tsɔi3	
世界經濟	sɐi3 gai3 gɪŋ1 dzɐi3	
世界經濟危機	sɐi3 gai3 gɪŋ1 dzɐi3 ŋɐi4 gei1	
世界語	sɐi3 gai3 jy5	
世界級	sɐi3 gai3 kɐp7	
世界末日	sɐi3 gai3 mut9 jɐt9	
世界文化	sɐi3 gai3 mɐn4 fa3	
世界貿易	sɐi3 gai3 mɐu6 jik9	
世界貿易大樓	sɐi3 gai3 mɐu6 jik9 dai6 lɐu4	
世界貿易中心	sɐi3 gai3 mɐu6 jik9 dzʊŋ1 sɐm1	
世界史	sɐi3 gai3 si2	
世界新聞	sɐi3 gai3 sɐn1 mɐn4	
世界銀行	sɐi3 gai3 ŋɐn4 hɔŋ4	
世界屋脊	sɐi3 gai3 ʊk7 dzik8	
世間	sɐi3 gan1	
世紀	sɐi3 gei2	
世紀末	sɐi3 gei2 mut9	
勢均力敵	sɐi3 gwɐn1 lik9 dik9	
世錦賽	sɐi3 gɐm2 tsɔi3	
細個	sɐi3 gɔ3	小，年紀小，年幼，個兒小，小個子
細個仔	sɐi3 gɔ3 dzɐi2	小孩子
細個仔嗰陣	sɐi3 gɔ3 dzɐi2 gɔ2 dzɐn6	小時候，小的時候
細個嗰陣	sɐi3 gɔ3 gɔ2 dzɐn6	小時候，小的時候
細個嗰陣時	sɐi3 gɔ3 gɔ2 dzɐn6	小時候，小的時候
勢如破竹	sɐi3 jy4 pɔ3 dzʊk7	
細雨	sɐi3 jy5	小雨
世人	sɐi3 jɐn4	
細菌	sɐi3 kwɐn2	
勢利	sɐi3 lei6	
勢利眼	sɐi3 lei6 ŋan5	
勢力	sɐi3 lik9	
勢力範圍	sɐi3 lik9 fan6 wɐi4	
細佬	sɐi3 lou2	弟弟，小兄弟
細佬哥	sɐi3 lou2 gɔ1	小孩
細路	sɐi3 lou6	小孩，小孩兒
細路仔	sɐi3 lou6 dzɐi2	小男孩，男孩子
細路女	sɐi3 lou6 nœy2	小女孩，女孩子，小姑娘
世面	sɐi3 min6	
細蚊仔	sɐi3 mɐn1 dzɐi2	小孩，小孩子
世貿	sɐi3 mɐu6	
世貿大樓	sɐi3 mɐu6 dai6 lɐu4	
世貿中心	sɐi3 mɐu6 dzʊŋ1 sɐm1	
世事	sɐi3 si6	
世世代代	sɐi3 sɐi3 dɔi6 dɔi6	
勢所必然	sɐi3 sɔ2 bit7 jin4	
勢所難免	sɐi3 sɔ2 nan4 min5	
細聲	sɐi3 sɛŋ1	小聲
細聲啲	sɐi3 sɛŋ1 di1	小聲一點
世叔	sɐi3 sʊk7	叔叔
勢頭	sɐi3 tɐu4	
世運	sɐi3 wɐn6	
世運會	sɐi3 wɐn6 wui6	
世銀	sɐi3 ŋɐn4	
世外桃源	sɐi3 ŋɔi6 tou4 jyn4	
舐犢情深	sɐi5 dʊk9 tsɪŋ4 sɐm1	
逝去	sɐi6 hœy3	
誓言	sɐi6 jin4	
誓願	sɐi6 jyn6	發誓
誓願當食生菜	sɐi6 jyn6 dɔŋ3 sik9 saŋ1 tsɔi3	起誓當白饒，隨便發誓
逝世	sɐi6 sɐi3	
噻唑	sɐk7 dzɔ6	
塞晒車	sɐk7 sai3 tsɛ1	馬路上十分堵車
塞車	sɐk7 tsɛ1	交通阻塞，堵車，塞車
深表	sɐm1 biu2	
深表同情	sɐm1 biu2 tʊŋ4 tsɪŋ4	
心不在焉	sɐm1 bɐt7 dzɔi6 jin4	
深不可測	sɐm1 bɐt7 hɔ2 tsɐk7	
心病	sɐm1 bɛŋ6	
心大心細	sɐm1 dai6 sɐm1 sɐi3	猶豫，拿不定主意，猶豫不決，不知如何是好，不知道該怎樣做
心地	sɐm1 dei6	
心地好	sɐm1 dei6 hou2	
心地善良	sɐm1 dei6 sin6 lœŋ4	
心地純潔	sɐm1 dei6 sœn4 git8	
深度	sɐm1 dou6	
心知肚明	sɐm1 dzi1 tou5 mɪŋ4	
深紫色	sɐm1 dzi2 sik7	
心智	sɐm1 dzi3	
心直口快	sɐm1 dzik9 hɐu2 fai3	
心照	sɐm1 dziu3	心照不宣，心裡明白
心照不宣	sɐm1 dziu3 bɐt7 syn1	
心臟	sɐm1 dzɔŋ6	
心臟病	sɐm1 dzɔŋ6 bɛŋ6	
心中	sɐm1 dzʊŋ1	
心中有鬼	sɐm1 dzʊŋ1 jɐu5 gwɐi2	
心中有數	sɐm1 dzʊŋ1 jɐu5 sou3	
深棕色	sɐm1 dzʊŋ1 sik7	
深重	sɐm1 dzʊŋ6	
心得	sɐm1 dɐk7	
心動	sɐm1 dʊŋ6	
深化	sɐm1 fa3	
心煩	sɐm1 fan4	
心煩意亂	sɐm1 fan4 ji3 lyn6	
心扉	sɐm1 fei1	
深孚眾望	sɐm1 fu1 dzʊŋ3 mɔŋ6	
深呼吸	sɐm1 fu1 kɐp7	
心灰	sɐm1 fui1	
深灰	sɐm1 fui1	
心灰意冷	sɐm1 fui1 ji3 laŋ5	
深灰色	sɐm1 fui1 sik7	
心浮氣躁	sɐm1 fɐu4 hei3 tsou3	
心火	sɐm1 fɔ2	
心慌意亂	sɐm1 fɔŋ1 ji3 lyn6	
心房	sɐm1 fɔŋ4	
心服口服	sɐm1 fʊk9 hɐu2 fʊk9	
心機	sɐm1 gei1	精神，心血
心機	sɐm1 gei1	心情
心悸	sɐm1 gwɐi3	
深居簡出	sɐm1 gœy1 gan2 tsœt7	
深感	sɐm1 gɐm2	
心急	sɐm1 gɐp7	
心急	sɐm1 gɐp7	焦急，急
心急如焚	sɐm1 gɐp7 jy4 fɐn4	
心肝椗	sɐm1 gɔn1 dɪŋ3	心肝寶貝
心甘情願	sɐm1 gɔn1 tsɪŋ4 jyn6	
心境	sɐm1 gɪŋ2	
深坑	sɐm1 haŋ1	
心竅	sɐm1 hiu3	
心好翳	sɐm1 hou2 ŋɐi3	心裡很煩悶
心血來潮	sɐm1 hyt8 lɔi4 tsiu4	
深刻	sɐm1 hɐk7	
深刻印象	sɐm1 hɐk7 jɐn3 dzœŋ6	
深黑色	sɐm1 hɐk7 sik7	
心坎	sɐm1 hɐm2	
心狠	sɐm1 hɐn2	
心狠手辣	sɐm1 hɐn2 sɐu2 lat9	
心口	sɐm1 hɐu2	胸脯
心口針	sɐm1 hɐu2 dzɐm1	胸針
心口如一	sɐm1 hɐu2 jy4 jɐt7	
深厚	sɐm1 hɐu5	
深海	sɐm1 hɔi2	
心寒	sɐm1 hɔn4	
深褐	sɐm1 hɔt8	
深褐色	sɐm1 hɔt8 sik7	
深紅	sɐm1 hʊŋ4	
深紅色	sɐm1 hʊŋ4 sik7	
心意	sɐm1 ji3	
深意	sɐm1 ji3	
心儀	sɐm1 ji4	
心仪	sɐm1 ji4	
心弦	sɐm1 jin4	
心如刀割	sɐm1 jy4 dou1 gɔt8	
心如止水	sɐm1 jy4 dzi2 sœy2	
心如死灰	sɐm1 jy4 sei2 fui1	
深淵	sɐm1 jyn1	
心猿意馬	sɐm1 jyn4 ji3 ma5	
深遠	sɐm1 jyn5	
心癢	sɐm1 jœŋ5	
深入	sɐm1 jɐp9	
深入人心	sɐm1 jɐp9 jɐn4 sɐm1	
深入探討	sɐm1 jɐp9 tam3 tou2	
深入淺出	sɐm1 jɐp9 tsin2 tsœt7	
心有餘悸	sɐm1 jɐu5 jy4 gwɐi3	
心有餘而力不足	sɐm1 jɐu5 jy4 ji4 lik9 bɐt7 dzʊk7	
心有靈犀一點通	sɐm1 jɐu5 lɪŋ4 sɐi1 jɐt7 dim2 tʊŋ1	
深有同感	sɐm1 jɐu5 tʊŋ4 gɐm2	
深夜	sɐm1 jɛ6	
心曠神怡	sɐm1 kwɔŋ3 sɐn4 ji4	
深藍	sɐm1 lam4	
深藍色	sɐm1 lam4 sik7	
心理	sɐm1 lei5	
心理治療	sɐm1 lei5 dzi6 liu4	
心理戰	sɐm1 lei5 dzin3	
心理作用	sɐm1 lei5 dzɔk8 jʊŋ6	
心理系	sɐm1 lei5 hɐi6	
心理學	sɐm1 lei5 hɔk9	
心理學家	sɐm1 lei5 hɔk9 ga1	
心理學系	sɐm1 lei5 hɔk9 hɐi6	
心理醫生	sɐm1 lei5 ji1 sɐŋ1	
心理現象	sɐm1 lei5 jin6 dzœŋ6	
心理因素	sɐm1 lei5 jɐn1 sou3	
心力交瘁	sɐm1 lik9 gau1 sœy6	
心亂	sɐm1 lyn6	
心亂如麻	sɐm1 lyn6 jy4 ma4	
心裡	sɐm1 lœy5	
森林	sɐm1 lɐm4	
心靈	sɐm1 lɪŋ4	
深綠	sɐm1 lʊk9	
深綠色	sɐm1 lʊk9 sik7	
深埋	sɐm1 mai4	
心無雜念	sɐm1 mou4 dzap9 nim6	
心無二用	sɐm1 mou4 ji6 jʊŋ6	
心滿意足	sɐm1 mun5 ji3 dzʊk7	
深謀遠慮	sɐm1 mɐu4 jyn5 lœy6	
心目	sɐm1 mʊk9	
心目中	sɐm1 mʊk9 dzʊŋ1	
心念	sɐm1 nim6	
心內	sɐm1 nɔi6	
深怕	sɐm1 pa3	
心抱	sɐm1 pou5	新娘，媳婦，兒媳婦
心抱仔	sɐm1 pou5 dzɐi2	小媳婦
心平氣和	sɐm1 pɪŋ4 hei3 wɔ4	
深山	sɐm1 san1	
心死	sɐm1 sei2	
深思	sɐm1 si1	
心思	sɐm1 si1	
深思熟慮	sɐm1 si1 sʊk9 lœy6	
心事	sɐm1 si6	
心事重重	sɐm1 si6 tsʊŋ4 tsʊŋ4	
深色	sɐm1 sik7	
深信	sɐm1 sœn3	
深信不疑	sɐm1 sœn3 bɐt7 ji4	
深水	sɐm1 sœy2	
深水港	sɐm1 sœy2 gɔŋ2	
心碎	sɐm1 sœy3	
深邃	sɐm1 sœy6	
心想	sɐm1 sœŋ2	
心想事成	sɐm1 sœŋ2 si6 sɪŋ4	
深深	sɐm1 sɐm1	
心心相印	sɐm1 sɐm1 sœŋ1 jɐn3	
心神	sɐm1 sɐn4	
心神不定	sɐm1 sɐn4 bɐt7 dɪŋ6	
心室	sɐm1 sɐt7	
深仇	sɐm1 sɐu4	
深仇大恨	sɐm1 sɐu4 dai6 hɐn6	
深受	sɐm1 sɐu6	
深受感動	sɐm1 sɐu6 gɐm2 dʊŋ6	
心態	sɐm1 tai3	
深潭	sɐm1 tam4	
心淡	sɐm1 tam5	心灰意冷，不感興趣，沒希望，失去了感情
心跳	sɐm1 tiu3	
參茶	sɐm1 tsa4	
深淺	sɐm1 tsin2	
深切	sɐm1 tsit8	
心切	sɐm1 tsit8	
深切關懷	sɐm1 tsit8 gwan1 wai4	
心潮	sɐm1 tsiu4	
心窗	sɐm1 tsœŋ1	
心腸	sɐm1 tsœŋ4	
深長	sɐm1 tsœŋ4	
深沉	sɐm1 tsɐm4	
深秋	sɐm1 tsɐu1	
深層	sɐm1 tsɐŋ4	
深藏	sɐm1 tsɔŋ4	
深藏不露	sɐm1 tsɔŋ4 bɐt7 lou6	
心情	sɐm1 tsɪŋ4	
深情	sɐm1 tsɪŋ4	
心情好	sɐm1 tsɪŋ4 hou2	
深情厚誼	sɐm1 tsɪŋ4 hɐu5 ji4	
心情壞	sɐm1 tsɪŋ4 wai6	
心頭高	sɐm1 tɐu4 gou1	心氣高，志向高
心疼	sɐm1 tɐŋ4	
心痛	sɐm1 tʊŋ3	
深痛	sɐm1 tʊŋ3	
心懷不滿	sɐm1 wai4 bɐt7 mun5	
心懷鬼胎	sɐm1 wai4 gwɐi2 tɔi1	
深惡痛絕	sɐm1 wu3 tʊŋ3 dzyt9	
心回意轉	sɐm1 wui4 ji3 dzyn2	
心窩	sɐm1 wɔ1	
深黃	sɐm1 wɔŋ4	
深黃色	sɐm1 wɔŋ4 sik7	
心眼	sɐm1 ŋan5	
心眼小	sɐm1 ŋan5 siu2	
深奧	sɐm1 ŋou3	
心愛	sɐm1 ɔi3	
深愛	sɐm1 ɔi3	
心安理得	sɐm1 ɔn1 lei5 dɐk7	
心安神定	sɐm1 ɔn1 sɐn4 dɪŋ6	
糝	sɐm2	撒
審度	sɐm2 dou6	
糝芝麻	sɐm2 dzi1 ma4	撒芝麻
審訂	sɐm2 dɪŋ3	
審訂本	sɐm2 dɪŋ3 bun2	
審定	sɐm2 dɪŋ6	
審定本	sɐm2 dɪŋ6 bun2	
審稿	sɐm2 gou2	
審稿員	sɐm2 gou2 jyn4	
審稿人	sɐm2 gou2 jɐn4	
糝古月粉	sɐm2 gu2 jyt9 fɐn2	撒胡椒粉，撒胡椒麵兒
審官	sɐm2 gun1	
審計	sɐm2 gɐi3	
審核	sɐm2 hɐt9	
審核權	sɐm2 hɐt9 kyn4	
審議	sɐm2 ji5	
審閱	sɐm2 jyt9	
審理	sɐm2 lei5	
審美	sɐm2 mei5	
審美觀	sɐm2 mei5 gun1	
審問	sɐm2 mɐn6	
審問者	sɐm2 mɐn6 dzɛ2	
審問權	sɐm2 mɐn6 kyn4	
審判	sɐm2 pun3	
審判長	sɐm2 pun3 dzœŋ2	
審判官	sɐm2 pun3 gun1	
審判員	sɐm2 pun3 jyn4	
審判權	sɐm2 pun3 kyn4	
審批	sɐm2 pɐi1	
審時度勢	sɐm2 si4 dɔk9 sɐi3	
審視	sɐm2 si6	
審訊	sɐm2 sœn3	
審訊官	sɐm2 sœn3 gun1	
審慎	sɐm2 sɐn6	
審慎考慮	sɐm2 sɐn6 hau2 lœy6	
審慎處理	sɐm2 sɐn6 tsy5 lei5	
審查	sɐm2 tsa4	
審查員	sɐm2 tsa4 jyn4	
審察	sɐm2 tsat8	
審案	sɐm2 ɔn3	
滲入	sɐm3 jɐp9	
滲蚊仔	sɐm3 mɐn1 dzɐi2	小孩
梣樹	sɐm4 sy6	
甚至	sɐm6 dzi3	
甚至乎	sɐm6 dzi3 fu4	甚至
甚至於	sɐm6 dzi3 jy1	
什麼	sɐm6 mɔ1	
什麼時候	sɐm6 mɔ1 si4 hɐu6	
甚或	sɐm6 wak9	
甚為	sɐm6 wɐi4	
甚為不解	sɐm6 wɐi4 bɐt7 gai2	
新地	sɐn1 dei2	聖代
身段	sɐn1 dyn6	
身子	sɐn1 dzi2	身體
伸展	sɐn1 dzin2	
新仔	sɐn1 dzɐi2	新手，新來的人
身壯力健	sɐn1 dzɔŋ3 lik9 gin6	身強力壯，身體健康
新登場	sɐn1 dɐŋ1 tsœŋ4	
新發明	sɐn1 fat8 mɪŋ4	
辛苦	sɐn1 fu2	
身份	sɐn1 fɐn2	
身份證	sɐn1 fɐn6 dzɪŋ3	
薪俸	sɐn1 fʊŋ6	
身家	sɐn1 ga1	家產，財產，家財
身家性命	sɐn1 ga1 sɪŋ3 mɪŋ6	
身家清白	sɐn1 ga1 tsɪŋ1 bak9	
身教重於言教	sɐn1 gau3 dzʊŋ6 jy1 jin4 gau3	
有身紀	sɐn1 gei2	有孕
身紀	sɐn1 gei2	身孕
新記	sɐn1 gei3	香港新華分社
身兼數職	sɐn1 gim1 sou2 dzik7	
身嬌肉貴	sɐn1 giu1 jʊk9 gwɐi3	嬌生慣養，十分嬌貴
身高	sɐn1 gou1	
新血	sɐn1 hyt8	
辛亥革命	sɐn1 hɔi6 gak8 mɪŋ6	
新興	sɐn1 hɪŋ1	
身焮	sɐn1 hɪŋ3	發燒，體溫高，身體發熱
呻吟	sɐn1 jɐm4	
身孕	sɐn1 jɐn6	
新嘢	sɐn1 jɛ5	新貨
身型	sɐn1 jɪŋ4	身材
身軀	sɐn1 kœy1	
辛辣	sɐn1 lat9	
新來乍到	sɐn1 lɔi4 dza3 dou3	
新郎	sɐn1 lɔŋ4	
新郎哥	sɐn1 lɔŋ4 gɔ1	新郎
新聞	sɐn1 mɐn4	
新聞稿	sɐn1 mɐn4 gou2	
新聞台	sɐn1 mɐn4 tɔi4	
新年	sɐn1 nin4	
新年快樂	sɐn1 nin4 fai3 lɔk9	
新年流流	sɐn1 nin4 lɐu4 lɐu4	大過年的，新年的時候
新娘	sɐn1 nœŋ4	
身旁	sɐn1 pɔŋ4	
新屎坑，三日香	sɐn1 si2 haŋ1 sam1 jɐt9 hœŋ1	貪新鮮
新屎坑，三日新	sɐn1 si2 haŋ1 sam1 jɐt9 sɐn1	貪新鮮
新鮮	sɐn1 sin1	
新鮮熱辣	sɐn1 sin1 jit9 lat9	新鮮的
辛酸	sɐn1 syn1	
辛酸淚	sɐn1 syn1 lœy6	
薪水	sɐn1 sœy2	
身水身汗	sɐn1 sœy2 sɐn1 hɔn6	汗流浹背，滿身大汗，渾身大汗淋漓
辛辛苦苦	sɐn1 sɐn1 fu2 fu2	
身手	sɐn1 sɐu2	
伸手不見五指	sɐn1 sɐu2 bɐt7 gin3 ŋ̩5 dzi2	
新石器時代	sɐn1 sɛk9 hei3 si4 dɔi6	
薪柴	sɐn1 tsai4	
申斥	sɐn1 tsik7	
新陳代謝	sɐn1 tsɐn4 dɔi6 dzɛ6	
身材	sɐn1 tsɔi4	
身材好弗	sɐn1 tsɔi4 hou2 fit7	身材很標緻
申請	sɐn1 tsɪŋ2	
身體	sɐn1 tɐi2	
新穎	sɐn1 wɪŋ6	
身外之物	sɐn1 ŋɔi6 dzi1 mɐt9	
神秘	sɐn4 bei3	
神秘主義	sɐn4 bei3 dzy2 ji6	
神秘化	sɐn4 bei3 fa3	
神不知鬼不覺	sɐn4 bɐt7 dzi1 gwɐi2 bɐt7 gɔk8	
神不守舍	sɐn4 bɐt7 sɐu2 sɛ3	
神兵	sɐn4 bɪŋ1	
臣僕	sɐn4 bʊk9	
神殿	sɐn4 din6	
神道	sɐn4 dou6	
臣子	sɐn4 dzi2	
神智	sɐn4 dzi3	
神智不清	sɐn4 dzi3 bɐt7 tsɪŋ1	
神志不清	sɐn4 dzi3 bɐt7 tsɪŋ1	
神智清醒	sɐn4 dzi3 tsɪŋ3 sɪŋ2	
神職	sɐn4 dzik7	
神職人員	sɐn4 dzik7 jɐn4 jyn4	
晨早	sɐn4 dzou2	早晨，清早，早上
晨早流流	sɐn4 dzou2 lɐu4 lɐu4	大清早的
神化	sɐn4 fa3	
神父	sɐn4 fu6	
臣服	sɐn4 fʊk9	
神格	sɐn4 gak8	
神格化	sɐn4 gak8 fa3	
神教	sɐn4 gau3	
神機妙算	sɐn4 gei1 miu6 syn3	
神棍	sɐn4 gwɐn3	藉神騙錢者
神經	sɐn4 gɪŋ1	
神經病	sɐn4 gɪŋ1 bɛŋ6	
神經質	sɐn4 gɪŋ1 dzɐt7	
神經中樞	sɐn4 gɪŋ1 dzʊŋ1 sy1	
神經科	sɐn4 gɪŋ1 fɔ1	
神經系統	sɐn4 gɪŋ1 hɐi6 tʊŋ2	
神經衰弱	sɐn4 gɪŋ1 sœy1 jœk9	
神經細胞	sɐn4 gɪŋ1 sɐi3 bau1	
神經錯亂	sɐn4 gɪŋ1 tsɔk8 lyn6	
神經痛	sɐn4 gɪŋ1 tʊŋ3	
臣下	sɐn4 ha6	
晨曦	sɐn4 hei1	
神氣	sɐn4 hei3	
神龕	sɐn4 hɐm1	
神學	sɐn4 hɔk9	
神學家	sɐn4 hɔk9 ga1	
神學院	sɐn4 hɔk9 jyn6	
神醫	sɐn4 ji1	
神勇	sɐn4 jʊŋ5	
神奇	sɐn4 kei4	
神權	sɐn4 kyn4	
晨練	sɐn4 lin6	
晨褸	sɐn4 lɐu1	浴袍
神樓	sɐn4 lɐu4	神龕
神靈	sɐn4 lɪŋ4	
神領意會	sɐn4 lɪŋ5 ji3 wui6	
臣民	sɐn4 mɐn4	
神明	sɐn4 mɪŋ4	
神木	sɐn4 mʊk9	
神思	sɐn4 si1	
神思不定	sɐn4 si1 bɐt7 dɪŋ6	
臣仕	sɐn4 si6	
神色	sɐn4 sik7	
神仙	sɐn4 sin1	
神算	sɐn4 syn3	
神神化化	sɐn4 sɐn4 fa3 fa3	神經不正常，怪怪
神聖	sɐn4 sɪŋ3	
神聖不可侵犯	sɐn4 sɪŋ6 bɐt7 hɔ2 tsɐm1 fan6	
神聖化	sɐn4 sɪŋ6 fa3	
神態	sɐn4 tai3	
臣妾	sɐn4 tsip8	
神出鬼沒	sɐn4 tsœt7 gwɐi2 mut9	
神槍手	sɐn4 tsœŋ1 sɐu2	
神采	sɐn4 tsɔi2	
神采飛揚	sɐn4 tsɔi2 fei1 jœŋ4	
神采奕奕	sɐn4 tsɔi2 jik9 jik9	
神清氣爽	sɐn4 tsɪŋ1 hei3 sɔŋ2	
神情	sɐn4 tsɪŋ4	
神速	sɐn4 tsʊk7	
神偷	sɐn4 tɐu1	
神通	sɐn4 tʊŋ1	
神通廣大	sɐn4 tʊŋ1 gwɔŋ2 dai6	
神童	sɐn4 tʊŋ4	
神話	sɐn4 wa2	
神威	sɐn4 wɐi1	
神魂不定	sɐn4 wɐn4 bɐt7 dɪŋ6	
神魂顛倒	sɐn4 wɐn4 din1 dou2	
晨運	sɐn4 wɐn6	晨練，早操
神韻	sɐn4 wɐn6	
腎	sɐn5	腎臟
腎部	sɐn5 bou6	
腎臟	sɐn5 dzɔŋ6	
腎結石	sɐn5 git8 sɛk9	
腎炎	sɐn5 jin4	
腎囊	sɐn5 nɔŋ4	
腎上腺	sɐn5 sœŋ6 sin3	
腎上腺素	sɐn5 sœŋ6 sin3 sou3	
腎癌	sɐn5 ŋam4	
蜃景	sɐn6 gɪŋ2	
濕到淰晒	sɐp7 dou3 nɐm6 sai3	濕透了
濕漉漉	sɐp7 lʊk9 lʊk9	
濕淰淰	sɐp7 nɐm6 nɐm6	濕漉漉，濕透
濕凹凹	sɐp7 nɐp9 nɐp9	濕漉漉，濕淋淋
濕碎	sɐp7 sœy3	零碎，瑣碎
濕濕碎	sɐp7 sɐp7 sœy3	零碎，瑣碎，小意思
濕濕碎碎	sɐp7 sɐp7 sœy3 sœy3	零零碎碎，零碎，瑣碎
濕星嘢	sɐp7 sɪŋ1 jɛ5	瑣碎的東西
濕柴	sɐp7 tsai4	零票，零錢，零碎的票子；滯銷貨
十八般武藝	sɐp9 bat8 bun1 mou5 ŋɐi6	
十八羅漢	sɐp9 bat8 lɔ4 hɔn3	
十點	sɐp9 dim2	
十點鐘	sɐp9 dim2 dzʊŋ1	
十點幾	sɐp9 dim2 gei2	十點多
十之八九	sɐp9 dzi1 bat8 gɐu2	
十字	sɐp9 dzi6	
十字花	sɐp9 dzi6 fa1	
十字架	sɐp9 dzi6 ga2	
十字街口	sɐp9 dzi6 gai1 hɐu2	
十字鎬	sɐp9 dzi6 gou2	
十字軍	sɐp9 dzi6 gwɐn1	
十字形	sɐp9 dzi6 jɪŋ4	
十字路	sɐp9 dzi6 lou6	
