開放粵語詞典（耶魯拼音調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
一不做二不休	yāt bāt jouh yih bāt yāu	
一筆勾銷	yāt bāt ngāu siū	
一不小心	yāt bāt siú sām	
一臂之力	yāt bei jī lihk	
一鼻孔出氣	yāt beih húng cheūt hei	
一病不起	yāt behng bāt héi	
一邊倒	yāt bīn dóu	
一便	yāt bihn	一邊，一頭
一便…，一便…	yāt bihn yāt bihn	一邊…，一邊…
一表人才	yāt biú yàhn chòih	
一表人材	yāt biú yàhn chòih	
一波未平	yāt bō meih pìhng	
一波三折	yāt bō sāam jit	
一波又起	yāt bō yauh héi	
一步登天	yāt bouh dāng tīn	
一部分	yāt bouh fahn	
一輩	yāt bui	
一曝十寒	yāt buhk sahp hòhn	
一般	yāt būn	
一般情形	yāt būn chìhng yìhng	
一般嘅	yāt būn ge	一般的
一般狀況	yāt būn johng fong	
一般嚟講	yāt būn lèih góng	一般來說
一般常識	yāt būn seùhng sīk	
一般性	yāt būn sing	
一般人	yāt būn yàhn	
一般而言	yāt būn yìh yìhn	
一本正經	yāt bún jing gīng	
一本萬利	yāt bún maahn leih	
一妻多夫	yāt chāi dō fū	
一妻多夫制	yāt chāi dō fū jai	
一妻制	yāt chāi jai	
一切	yāt chai	
一齊	yāt chàih	一起
一親芳澤	yāt chān fōng jaahk	
一塵不染	yāt chàhn bāt yíhm	
一揪一掕	yāt chāu yāt lang	一串串的，一包一袋
一籌莫展	yāt chàuh mohk jín	
一場兄弟	yāt cheùhng hīng daih	兄弟一場
一次	yāt chi	
一次過	yāt chi gwo	一次性，就一次，一下兒，一次為止，下不為例
一池秋水	yāt chìh chāu séui	
一池春水	yāt chìh cheūn séui	
一清二白	yāt chīng yih baahk	
一清二楚	yāt chīng yih chó	
一清如水	yāt chīng yùh séui	
一錯再錯	yāt cho joi cho	
一觸即發	yāt chūk jīk faat	
一蹴而就	yāt chūk yìh jauh	
一柱擎天	yāt chyúh kìhng tīn	
一寸光陰一寸金	yāt chyun gwōng yām yāt chyun gām	
一登龍門	yāt dāng lùhng mùhn	
一等兵	yāt dáng bīng	
一等艙	yāt dáng chōng	
一對多	yāt deui dō	
一對一	yāt deui yāt	
一啲都唔	yāt dī dōu m̀h	一點也不
一啲都唔知	yāt dī dōu m̀h jī	一點也不知道
一點鐘	yāt dím jūng	
一點一滴	yāt dím yāt dīk	
一丁不識	yāt dīng bāt sīk	
一丁點	yāt dīng dím	
一定	yāt dihng	
一跌再跌	yāt dit joi dit	
一代	yāt doih	
一代不如一代	yāt doih bāt yùh yāt doih	
一代豪傑	yāt doih hòuh giht	
一代新人換舊人	yāt doih sān yàhn wuhn gauh yàhn	
一代英豪	yāt doih yīng hòuh	
一黨制	yāt dóng jai	
一刀兩斷	yāt dōu leúhng dyuhn	
一督就穿	yāt dūk jauh chyūn	一戳就破
一動不動	yāt duhng bāt duhng	
一動不如一靜	yāt duhng bāt yùh yāt jihng	
一戙都冇	yāt duhng dōu móuh	一文不值，一錢不值，毫無辦法，
一番苦心	yāt fāan fú sām	
一反常態	yāt fáan seùhng taai	
一帆風順	yāt fàahn fūng seuhn	
一發不可收拾	yāt faat bāt hó sāu sahp	
一髮千鈞	yāt faat chīn gwān	
一分錢一分貨	yāt fān chìhn yāt fān fo	
一分為二	yāt fān wàih yih	
一分一秒	yāt fān yāt miúh	
一飛沖天	yāt fēi chūng tīn	
一方面	yāt fōng mihn	
一房一廳	yāt fòhng yāt tīng	
一呼百應	yāt fū baak ying	
一夫多妻	yāt fū dō chāi	
一夫當關	yāt fū dōng gwāan	
一夫一妻	yāt fū yāt chāi	
一夫一妻制	yāt fū yāt chāi jai	
一家大小	yāt gā daaih siú	
一家之主	yāt gā jī jyú	
一家人	yāt gā yàhn	
一較高下	yāt gaau gōu hah	
一拮就穿	yāt gāt jauh chyūn	一戳就破
一己之見	yāt géi jī gin	
一己之私	yāt géi jī sī	
一技之長	yāt geih jī cheùhng	
一頸血	yāt géng hyut	傷亡慘重，宰人一筆
一舉兩得	yāt géui leúhng dāk	
一舉成名	yāt géui sìhng mìhng	
一舉一動	yāt géui yāt duhng	
一句講晒	yāt geui góng saai	總括而言
一句話都唔聲	yāt geui wá dōu m̀h sēng	一句話都不說
一腳踢	yāt geuk tek	獨自幹某事，沒有助手，一手包辦，一力承擔，包攬一切，包幹，包攪，通通，全包了
一腳踢開	yāt geuk tek hōi	
一見鍾情	yāt gin jūng chìhng	
一見傾心	yāt gin kīng sām	
一見如故	yāt gin yùh gu	
一個	yāt go	
一個巴掌拍不響	yāt go bā jeúng paak bāt heúng	
一個崩	yāt go bāng	一個子兒，一分錢
一個餅印	yāt go béng yan	完全相同，一個樣兒，一模一樣
一個啫	yāt go jē	一個而已
一個字	yāt go jih	五分鍾
一個做好，一個做醜	yāt go jouh hóu yāt go jouh cháu	一個唱紅臉，一個唱白臉
一個蘿蔔一個坑	yāt go lòh baahk yāt go hāang	
一個頭兩個大	yāt go tàuh leúhng go daaih	
一個人	yāt go yàhn	
一乾二淨	yāt gōn yih jihng	
一鼓作氣	yāt gú jok hei	
一官半職	yāt gūn bun jīk	
一貫	yāt gun	
一共	yāt guhng	
一骨碌	yāt gwāt lūk	
一國之君	yāt gwok jī gwān	
一國之主	yāt gwok jī jyú	
一國兩制	yāt gwok leúhng jai	
一吓	yāt háh	一下子，突然，稍不經意
一係	yāt haih	要麼，或者，還是
一刻千金	yāt hāk chīn gām	
一口價	yāt háu ga	實價，言無二價，鐵價不二
一氣呵成	yāt hei hō sìhng	
一氣之下	yāt hei jī hah	
一去不返	yāt heui bāt fáan	
一去不復返	yāt heui bāt fuhk fáan	
一向	yāt heung	
一竅不通	yāt hiu bāt tūng	
一學就識	yāt hohk jauh sīk	一學便會
一腔熱血	yāt hōng yiht hyut	
一腔熱誠	yāt hōng yiht sìhng	
一齋兩雜	yāt jāai leúhng jaahp	兩葷一素
一齋三雜	yāt jāai sāam jaahp	三葷一素
一擲千金	yāt jaahk chīn gām	
一針見血	yāt jām gin hyut	
一陣	yāt jahn	一回兒，一陣子
一陣間	yāt jahn gāan	一會兒，待一會兒
一隻屐	yāt jek kehk	垂頭喪氣
一醉解千愁	yāt jeui gáai chīn sàuh	
一將功成萬骨枯	yāt jeung gūng sìhng maahn gwāt fū	
一知半解	yāt jī bun gáai	
一枝獨秀	yāt jī duhk sau	
一枝公	yāt jī gūng	一個人
一枝之棲	yāt jī jī chāi	
一紙空文	yāt jí hūng màhn	
一致	yāt ji	
一致性	yāt ji sing	
一字不差	yāt jih bāt chā	
一字不漏	yāt jih bāt lauh	
一字不識	yāt jih bāt sīk	
一字千金	yāt jih chīn gām	
一字之差	yāt jih jī chā	
一字之師	yāt jih jī sī	
一直行	yāt jihk hàahng	一直走，直走
一直去	yāt jihk heui	一直走，直走
一席之地	yāt jihk jī deih	
一夕之間	yāt jihk jī gāan	
一展身手	yāt jín sān sáu	
一箭雙雕	yāt jin seūng diū	
一怔	yāt jīng	
一朝被蛇咬	yāt jiū beih sèh ngáauh	
一招半式	yāt jiū bun sīk	
一朝天子一朝臣	yāt jiū tīn jí yāt jiū sàhn	
一朝一夕	yāt jiū yāt jihk	
一再	yāt joi	
一早	yāt jóu	早就，老早，很久以前
一竹篙打晒一船人	yāt jūk gōu dá saai yāt syùhn yàhn	以偏蓋全
一竹篙揇咗一船人	yāt jūk gōu náahm jó yāt syùhn yàhn	一竹竿打了一船人
一住…一住…	yāt jyuh yāt jyuh	邊…邊…，一邊…一邊…
一轉眼	yāt jyún ngáahn	
一瘸一拐	yāt kèh yāt gwáai	
一概	yāt koi	
一概而論	yāt koi yìh leuhn	
一窮二白	yāt kùhng yih baahk	
一窺究竟	yāt kwāi gau gíng	
一蹶不振	yāt kyut bāt jan	
一決雌雄	yāt kyut chī hùhng	
一決勝負	yāt kyut sing fuh	
一覽	yāt làahm	
一覽表	yāt làahm biú	
一覽無遺	yāt láahm mòuh wàih	
一溜煙	yāt lauh yīn	
一了百了	yāt liúh baak liúh	
一落千丈	yāt lohk chīn jeuhng	
一勞永逸	yāt lòuh wíhng yaht	
一路	yāt louh	一直，一向，一貫
一路都有	yāt louh dōu yáuh	一直都有
一路平安	yāt louh pìhng ōn	
一路順風	yāt louh seuhn fūng	
一路上	yāt louh seuhng	
一路…一路…	yāt louh yāt louh	一邊…一邊…
一路以為	yāt louh yíh wàih	一直以為
一馬當先	yāt máh dōng sīn	
一脈相傳	yāt mahk seūng chyùhn	
一文不值	yāt màhn bāt jihk	
一問三不知	yāt mahn sāam bāt jī	
一問一答	yāt mahn yāt daap	
一物剋一物	yāt maht hāk yāt maht	
一物降一物	yāt maht hòhng yāt maht	
一味	yāt meih	總是，只是，一個勁兒
一面之詞	yāt mihn jī chìh	
一面之交	yāt mihn jī gāau	
一面之緣	yāt mihn jī yùhn	
一面屁	yāt mihn pei	一鼻子灰，滿臉羞慚，無地自容
一鳴驚人	yāt mìhng gēng yàhn	
一命嗚呼	yāt mihng wū fū	
一網打盡	yāt móhng dá jeuhn	
一望無邊	yāt mohng mòuh bīn	
一望無際	yāt mohng mòuh jai	
一望無垠	yāt mohng mòuh ngàhn	
一毛不拔	yāt mòuh bāt baht	
一無長物	yāt mòuh cheùhng maht	
一無可取	yāt mòuh hó chéui	
一無是處	yāt mòuh sih chyu	
一無所長	yāt mòuh só cheùhng	
一無所恃	yāt mòuh só chíh	
一無所得	yāt mòuh só dāk	
一無所知	yāt mòuh só jī	
一無所獲	yāt mòuh só wohk	
一無所有	yāt mòuh só yáuh	
一模一樣	yāt mòuh yāt yeuhng	
一目了然	yāt muhk liúh yìhn	
一目瞭然	yāt muhk liúh yìhn	
一沐三握髮	yāt muhk sāam āk faat	
一目十行	yāt muhk sahp hòhng	
一五一十	yāt ńgh yāt sahp	
一誤再誤	yāt ngh joi ǹgh	
一額汗	yāt ngaahk hohn	一把汗
一念之差	yāt nihm jī chā	
一念之間	yāt nihm jī gāan	
一年半載	yāt nìhn bun jói	
一年級	yāt nìhn kāp	
一年四季	yāt nìhn sei gwai	
一諾千金	yāt nohk chīn gām	
一諾值千金	yāt nohk jihk chīn gām	
一怒之下	yāt nouh jī hah	
一派胡言	yāt paai wùh yìhn	
一拍即合	yāt paak jīk hahp	
一炮而紅	yāt paau yìh hùhng	
一顰一笑	yāt pàhn yāt siu	
一貧如洗	yāt pàhn yùh sái	
一篇文章	yāt pīn màhn jeūng	
一片漆黑	yāt pin chāt hāk	
一片癡心	yāt pin chī sām	
一片丹心	yāt pin dāan sām	
一片苦心	yāt pin fú sām	
一片汪洋	yāt pin wōng yeùhng	
一倍	yāt puíh	
一山還比一山高	yāt sāan wàahn béi yāt sāan gōu	
一生人	yāt sāang yàhn	一輩子
一剎那	yāt saat náh	
一洗塵俗	yāt sái chàhn juhk	
一世	yāt sai	一輩子
一世人	yāt sai yàhn	一輩子
一世英名	yāt sai yīng mìhng	
一心向上	yāt sām heung seuhng	
一心一意	yāt sām yāt yi	
一心二用	yāt sām yih yuhng	
一身蟻	yāt sān ngáih	一身麻烦，很多麻煩
一身是膽	yāt sān sih dáam	
一身鬆	yāt sān sūng	解除了負擔， 一身輕快
一神教	yāt sàhn gaau	
一神論	yāt sàhn leuhn	
一生受用不盡	yāt sāng sauh yuhng bāt jeuhn	
一生一世	yāt sāng yāt sai	
一失足成千古恨	yāt sāt jūk sìhng chīn gú hahn	
一實	yāt saht	一定，肯定
一手包辦	yāt sáu bāau baahn	
一手遮天	yāt sáu jē tīn	
一些	yāt sē	
一瀉千里	yāt se chīn léih	
一死了之	yāt séi liúh jī	
一死一傷	yāt séi yāt seūng	
一石兩鳥	yāt sehk leúhng niúh	
一石二鳥	yāt sehk yih niúh	
一廂情願	yāt seūng chìhng yuhn	
一絲不苟	yāt sī bāt gáu	
一絲不掛	yāt sī bāt gwa	
一絲一毫	yāt sī yāt hòuh	
一時之間	yāt sìh jī gāan	
一時糊塗	yāt sìh wùh tòuh	
一事無成	yāt sih mòuh sìhng	
一視同仁	yāt sih tùhng yàhn	
一式	yāt sīk	一樣
一息尚存	yāt sīk seuhng chyùhn	
一閃即逝	yāt sím jīk saih	
一閃而過	yāt sím yìh gwo	
一線希望	yāt sin hēi mohng	
一線之隔	yāt sin jī gaak	
一聲不響	yāt sīng bāt heúng	
一聲不吭	yāt sīng bāt hòhng	
一成不變	yāt sìhng bāt bin	
一掃而光	yāt sou yìh gwōng	
一掃而空	yāt sou yìh hūng	
一樹百穫	yāt syuh baak wohk	
一塌糊塗	yāt taap wùh tòuh	
一頭	yāt tàuh	一邊，一邊兒
一頭霧水	yāt tàuh mouh séui	滿頭霧水，莫名其妙，摸不著頭腦，困惑，糊塗
一頭…一頭…	yāt tàuh yāt tàuh	一邊兒…一邊兒…
一條氣	yāt tiùh hei	一股勁，一口氣，一氣，不停地
一條氣	yāt tiùh hei	氣喘吁吁，透不過氣來
一條氣	yāt tiùh hei	氣壞了
一吐為快	yāt tou wàih faai	
一肚屎計	yāt tóuh sí gái	一肚子鬼主意
一統天下	yāt túng tīn hah	
一團糟	yāt tyùhn jōu	
一窩蜂	yāt wō fūng	
一鑊泡	yāt wohk póuh	一團糟糕
一鑊泡	yāt wohk póuh	一塌糊塗，一團糟，亂了套，一團亂
一鑊熟	yāt wohk suhk	大鍋熬，連鍋端，全部遭殃
一往	yāt wóhng	
一往情深	yāt wóhng chìhng sām	
一狐之腋	yāt wùh jī yihk	
一回生兩回熟	yāt wuìh sāng leúhng wuìh suhk	
一回生二回熟	yāt wuìh sāng yih wuìh suhk	
一飲而盡	yāt yám yìh jeuhn	
一忍再忍	yāt yán joi yán	
一一	yāt yāt	
一日	yāt yaht	一天
一日千里	yāt yaht chīn léih	
一日到黑	yāt yaht dou hāk	一天到晚
一日夫妻百日恩	yāt yaht fū chāi baak yaht yān	
一日之計在於晨	yāt yaht jī gai joih yū sàhn	
一丘之貉	yāt yāu jī hohk	
一夜風流	yāt yeh fūng làuh	
一夜致富	yāt yeh ji fu	
一氧化物	yāt yeúhng fa maht	
一氧化碳	yāt yeúhng fa taan	
一氧化碳中毒	yāt yeúhng fa taan	
一樣	yāt yeuhng	
一意孤行	yāt yi gū hàhng	
一而再	yāt yìh joi	
一以貫之	yāt yíh gun jī	
一言不發	yāt yìhn bāt faat	
一言半語	yāt yìhn bun yúh	
一言九鼎	yāt yìhn gáu díng	
一言既出駟馬難追	yāt yìhn gei cheūt si máh nàahn jēui	
一言興邦	yāt yìhn hīng bōng	
一言中的	yāt yìhn jung dīk	
一言難盡	yāt yìhn nàahn jeuhn	
一言喪邦	yāt yìhn song bōng	
一言為定	yāt yìhn wàih dihng	
一言一行	yāt yìhn yāt hàhng	
一言以蔽	yāt yìhn yíh bai	
一應俱全	yāt yīng kēui chyùhn	
一葉知秋	yāt yihp jī chāu	
一葉扁舟	yāt yihp pīn jāu	
一於	yāt yū	堅決，一定要，怎麼也
一於噉話啦	yāt yū gám wah la	就這樣辦吧
一於係噉	yāt yū haih gám	就這麼定
一於係噉啦	yāt yū haih gám la	就這樣吧
一於唔	yāt yū m̀h	堅決不
一於唔畀佢去	yāt yū m̀h béi kéuih heui	堅決不讓他去
一於唔制	yāt yū m̀h jai	堅決不答應
一隅	yāt yùh	
一如既往	yāt yùh gei wóhng	
一如往昔	yāt yùh wóhng sīk	
一語道破	yāt yúh douh po	
一語中的	yāt yúh jung dīk	
一語雙關	yāt yúh seūng gwāan	
一元化	yāt yùhn fa	
一元方程式	yāt yùhn fōng chìhng sīk	
一月份	yāt yuht fahn	
日報	yaht bou	
日趨嚴重	yaht chēui yìhm juhng	
日出	yaht cheūt	
溢出	yaht cheūt	
日前	yaht chìhn	
溢價	yaht ga	
日更	yaht gāang	白班，日班
日記	yaht gei	
日晷	yaht gwái	
日劇	yaht kehk	
溢流	yaht làuh	
日曆	yaht lihk	
日落	yaht lohk	
溢美之詞	yaht méih jī chìh	
溢滿	yaht múhn	
日常用品	yaht seùhng yuhng bán	日用品，日常用品
逸史	yaht sí	
逸事	yaht sih	
日息	yaht sīk	
日頭	yaht táu	太陽，白天
日頭青青	yaht táu chēng chēng	白天
溢位	yaht waih	
日暈	yaht wahn	
日日	yaht yaht	天天，每天
日裔	yaht yeuih	
溢於言表	yaht yū yìhn biú	
日月如梭	yaht yuht yùh sō	
憂	yāu	愁，擔憂，憂慮，擔心
幽暗	yāu am	
幽情	yāu chìhng	
優等	yāu dáng	
優等獎	yāu dáng jeúng	
優等生	yāu dáng sāang	
優點	yāu dím	
優待	yāu doih	
休假	yāu ga	
幽禁	yāu gam	
幽居	yāu gēui	
幽谷	yāu gūk	
憂國	yāu gwok	
憂國憂民	yāu gwok yāu màhn	
幽光	yāu gwōng	
休閒	yāu hàahn	
悠閒	yāu hàahn	
休閒活動	yāu hàahn wuht duhng	
優厚	yāu háuh	
休憩	yāu hei	
幽香	yāu heūng	
優質	yāu jāt	
優質鋼	yāu jāt gong	
幽靜	yāu jihng	
優哉游哉	yāu jōi yàuh jōi	
優缺點	yāu kyut dím	
憂慮	yāu leuih	
優良	yāu leùhng	
優良單株	yāu leùhng dāan jyū	
優良性	yāu leùhng sing	
丘陵	yāu lìhng	
優伶	yāu lìhng	
幽靈	yāu lìhng	
憂勞	yāu lòuh	
憂勞成疾	yāu lòuh sìhng jaht	
優劣	yāu lyut	
幽默	yāu mahk	
幽默感	yāu mahk gám	
優美	yāu méih	
幽美	yāu méih	
幽冥	yāu mìhng	
優雅	yāu ngáh	
幽雅	yāu ngáh	
優渥	yāu ngāk	
優勢	yāu sai	
憂心	yāu sām	擔心，操心
憂心忡忡	yāu sām chūng chūng	
憂心如焚	yāu sām yùh fàhn	
優生	yāu sāng	
優生學	yāu sāng hohk	
優秀	yāu sau	
優秀學生	yāu sau hohk sāang	
憂愁	yāu sàuh	
憂傷	yāu seūng	
幽思	yāu sī	
休息	yāu sīk	
優先	yāu sīn	
優先發展	yāu sīn faat jín	
優先股	yāu sīn gú	
優先權	yāu sīn kyùhn	
優勝	yāu sing	
優勝隊	yāu sing deuih	
優勝者	yāu sing jé	
優勝獎	yāu sing jeúng	
優勝劣敗	yāu sing lyut baaih	
憂患	yāu waahn	
憂患意識	yāu waahn yi sīk	
優惠	yāu waih	
優惠待遇	yāu waih doih yuh	
優惠價	yāu waih ga	
優惠價格	yāu waih ga gaak	
優惠關稅	yāu waih gwāan seui	
幽魂	yāu wàhn	
幽魂不散	yāu wàhn bāt saan	
憂鬱	yāu wāt	
憂鬱症	yāu wāt jing	
幽會	yāu wuih	
蚯蚓	yāu yáhn	
幽幽	yāu yāu	
優遊	yāu yàuh	
優遊自在	yāu yàuh jih joih	
優異	yāu yih	
優異性	yāu yih sing	
憂形於色	yāu yìhng yū sīk	
優裕	yāu yuh	
憂容	yāu yùhng	
優越	yāu yuht	
優越感	yāu yuht gám	
優越性	yāu yuht sing	
友	yáu	傢伙
友	yáu	朋友
由	yáu	任由，隨便
由得	yáu dāk	任由，隨便
由得佢喇	yáu dāk kéuih la	隨他便吧，算了吧
由得你	yáu dāk néih	隨你便
黝黑	yáu hāk	
友仔	yáu jái	小子
由佢喇	yáu kéuih la	隨他便吧，算了吧
幼	yau	細
幼子	yau jí	
幼稚	yau jih	
幼稚園	yau jih yún	幼兒園，幼稚園
幼冷	yau lāang	細毛線
幼女	yau néuih	
幼年	yau nìhn	
幼沙	yau sā	細沙
幼細	yau sai	細，精細
幼小	yau siú	
幼童	yau tùhng	
幼滑	yau waaht	細滑，手感潤滑
幼兒	yau yìh	
油	yàuh	上油，上漆，漆，刷
由	yàuh	從
由不得	yàuh bāt dāk	
遊必有方	yàuh bīt yáuh fōng	
遊伴	yàuh buhn	
郵差	yàuh chāai	
油漆	yàuh chāt	
遊車河	yàuh chē hó	乘車遊覽，兜風
由奢入儉難	yàuh chē yahp gihm nàahn	
郵戳	yàuh cheuk	
由此	yàuh chí	
由此可見	yàuh chí hó gin	
由此可知	yàuh chí hó jī	
由淺入深	yàuh chín yahp sām	
揉搓	yàuh chō	
由得你…都得	yàuh dāk néih dōu dāk	隨便你…都行
遊盪	yàuh dohng	
柔道	yàuh douh	
遊動	yàuh duhng	
遊埠	yàuh fauh	出國旅遊觀光
油灰水	yàuh fuī séui	刷牆，刷石灰水
髹灰水	yàuh fuī séui	刷牆
遊街	yàuh gāai	
遊街示眾	yàuh gāai sih jung	
由簡而繁	yàuh gáan yìh fàahn	
由近而遠	yàuh gahn yìh yúhn	
悠久	yàuh gáu	
游擊	yàuh gīk	
遊擊	yàuh gīk	
游擊隊	yàuh gīk deuih	
游擊戰	yàuh gīk jin	
遊擊戰	yàuh gīk jin	
由儉入奢易	yàuh gihm yahp chē yih	
由儉入奢易由奢入儉難	yàuh gihm yahp chē yih yàuh chē yahp gihm nàahn	
郵局	yàuh guhk	
攸關	yàuh gwāan	
遊客	yàuh haak	
遊俠	yàuh haahp	
遊行	yàuh hàhng	
遊行示威	yàuh hàhng sih wāi	
遊戲	yàuh hei	
油器	yàuh hei	油炸食物
遊戲規則	yàuh hei kwāi jāk	
遊戲人間	yàuh hei yàhn gāan	
遊興	yàuh hing	
遊興正濃	yàuh hing jing nùhng	
遊學	yàuh hohk	
遊學生	yàuh hohk sāang	
油腔滑調	yàuh hōng waaht diuh	
油炸鬼	yàuh ja gwái	油條
遊走	yàuh jáu	
酋長	yàuh jeúng	
遊資	yàuh jī	
遊子	yàuh jí	
油漬	yàuh jīk	油的污跡
油井	yàuh jíng	
悠哉	yàuh jōi	
悠哉悠哉	yàuh jōi yàuh jōi	
由衷	yàuh jūng	
疣豬	yàuh jyū	
郵購	yàuh kau	
尤其	yàuh kèih	
遊逛	yàuh kwaang	
遊覽	yàuh làahm	
遊覽車	yàuh làahm chē	
遊離	yàuh lèih	
蹂躪	yàuh leuhn	
遊獵	yàuh lihp	
由來	yàuh lòih	
由來已久	yàuh lòih yíh gáu	
遊樂場	yàuh lohk cheùhng	
遊樂園	yàuh lohk yùhn	
遊民	yàuh màhn	
尤物	yàuh maht	
遊牧	yàuh muhk	
遊牧民族	yàuh muhk màhn juhk	
油淰淰	yàuh nahm nahm	油膩膩，油汪汪，油乎乎
油膩	yàuh neih	
遊藝	yàuh ngaih	
揉捏	yàuh nihp	
郵票	yàuh piu	
油舖	yàuh póu	雜貨店
遊山玩水	yàuh sāan wuhn séui	
由細到大	yàuh sai dou daaih	從小到大
遊手好閒	yàuh sáu hou hàahn	
游水	yàuh séui	游泳
游水池	yàuh séui chìh	游泳池
遊說	yàuh seui	
由上而下	yàuh seuhng yìh hah	
遊絲	yàuh sī	
遊船	yàuh syùhn	
遊船河	yàuh syùhn hó	坐船遊覽，遊玩
猶太	yàuh taai	
遊艇	yàuh téhng	
由天而降	yàuh tīn yìh gong	
油田	yàuh tìhn	
郵筒	yàuh túng	
油桐油	yàuh tùhng yàuh	上桐油，漆桐油
遊魂	yàuh wàhn	
游泳	yàuh wihng	
游泳池	yàuh wihng chìh	
柔和	yàuh wòh	
遊玩	yàuh wuhn	
遊人	yàuh yàhn	
遊刃有餘	yàuh yahn yáuh yùh	
游弋	yàuh yihk	
由於	yàuh yū	
魷魚	yàuh yú	槍烏賊，柔魚，魷魚
猶如	yàuh yùh	
猶豫	yàuh yuh	
遊園會	yàuh yùhn wuí	
柔軟	yàuh yúhn	
有把炮	yáuh bá paau	有把握
有備無患	yáuh beih mòuh waahn	
有備而來	yáuh beih yìh lòih	
有寶	yáuh bóu	自以為了不起
有趣	yáuh cheui	
有出息	yáuh cheūt sīk	
有錢	yáuh chín	
有錢能使鬼推磨	yáuh chìhn nàhng sí gwái tēui mòh	
有情人終成眷屬	yáuh chìhng yàhn jūng sìhng gyun suhk	
有轍	yáuh chit	
有得你睇	yáuh dāk néih tái	有你瞧的
有得飲	yáuh dāk yám	有人请客
有突	yáuh daht	有餘
有埞	yáuh dehng	有空間，有地方
有埞坐	yáuh dehng chóh	有地方坐
有啲	yáuh dī	有點，有一點
有啲震	yáuh dī jan	有點發抖
有啲阻滯	yáuh dī jó jaih	有點困難，有點阻礙
有啲時	yáuh dī sìh	有時候
有啲燒	yáuh dī siū	有點發燒
有的放矢	yáuh dīk fong chí	
有道理	yáuh douh léih	
有夫之婦	yáuh fū jī fúh	
有婦之夫	yáuh fúh jī fū	
有風駛盡艃	yáuh fūng sái jeuhn léih	得理不饒人，做事不留餘地
有鑑於	yáuh gaam yū	
有鑑於此	yáuh gaam yū chí	
有計	yáuh gái	有辦法
有金執咩	yáuh gām jāp mē	那有金子嗎？
有咁啱得咁蹺	yáuh gam ngāam dāk gam kiú	這麼巧呀，說多巧有多巧
