開放粵語詞典（廣州拼音版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［廣州拼音］	［國語解釋］
斬吓眼	zam2 ha5 ngan5	一眨眼
斬吓眼就…	zam2 ha5 ngan5 zeo6	一眨眼就…
嶄露頭角	zam2 lou6 teo4 gog3	
斬眼	zam2 ngan5	眨眼
嶄新	zam2 sen1	
斬傷	zam2 sêng1	砍傷
斬頭	zam2 teo2	砍頭，斬首
斬頭鬼	zam2 teo2 gwei2	該死的
斬樹	zam2 xu6	砍樹
湛藍	zam3 lam4	
讚美	zam3 méi5	
鏨刀	zam6 dou1	
站崗	zam6 gong1	
站立	zam6 lab6	
暫停	zam6 ting4	
站台	zam6 toi4	
暫時	zam6 xi4	
賺	zan2	徒勞，白白地，徒然，白費
盞	zan2	好，棒，妥當，愜意，寫意，有意思
趲	zan2	走，趕，顫動，跳動，催促
賺得	zan2 deg1	空有，徒然，只落得
賺得個	zan2 deg1 go3	空有，只落得，只能得到
賺攪	zan2 gao2	白忙活，白幹，徒勞
盞鬼	zan2 gwei2	好，美好，美妙，有趣，好玩，有意思
趲行	zan2 heng4	
攢錢	zan2 qin4	
賺嘥氣	zan2 sai1 héi3	白費勁，白費力氣，白費口舌，白搭
賺衰	zan2 sêu1	自找倒霉
盞嘢	zan2 yé5	好東西
賺做	zan2 zou6	白幹一場
贊	zan3	稱贊，誇獎，表揚
贊美	zan3 méi5	
贊成	zan3 xing4	
讚揚	zan3 yêng4	
贊助	zan3 zo6	
讚頌	zan3 zung3	
撰稿	zan6 gou2	
撰稿人	zan6 gou2 yen4	
綻開	zan6 hoi1	
撰著	zan6 ju3	
賺唔到錢	zan6 m4 dou2 qin2	賺不了錢
撰文	zan6 men4	
賺錢	zan6 qin2	
撰寫	zan6 sé2	
撰述	zan6 sêd6	
撰書	zan6 xu1	
撰擬	zan6 yi5	
撰序	zan6 zêu6	
爭	zang1	欠，差，缺
踭	zang1	肘，跟，踵
爭啲	zang1 di1	差點，幾乎
爭啲唔記得咗	zang1 di1 m4 géi3 deg1 zo2	差點忘了
爭交	zang1 gao1	吵架
爭住	zang1 ju6	搶著
爭住食	zang1 ju6 xig6	搶著吃
爭佢兩蚊	zang1 kêu5 lêng5 men1	欠他兩塊錢
爭論	zang1 lên6	
爭兩個人	zang1 lêng5 go3 yen4	缺兩個人
爭…錢	zang1 qin2	欠了…的錢
爭議	zang1 yi5	
掙	zang6	塞，擠
掙滿晒	zang6 mun5 sai3	塞滿了
嘲諷	zao1 fung3	
嘲笑	zao1 xiu3	
抓	zao2	纏繞，捆扎，捆綁
找碴	zao2 ca4	
找茬	zao2 ca4	
抓住	zao2 ju6	捆著
找錢	zao2 qin4	
抓實	zao2 sed6	捆好
找數	zao2 sou3	找錢
找換	zao2 wun6	兌換
找換外幣	zao2 wun6 ngoi6 bei6	兌換外幣
找贖	zao2 zug6	找錢，找換
罩袍	zao3 pou4	
罩衣	zao3 yi1	
棹忌	zao6 géi6	忌，忌諱
執	zeb1	倒閉
執	zeb1	撿，拾，收拾
執包袱	zeb1 bao1 fug6	打包袱，離開
執茶	zeb1 ca4	抓藥，配藥，取藥，買藥
執齊	zeb1 cei4	收拾好，收集好
執齊啲嘢	zeb1 cei4 di1 yé5	把東西收拾好
執齊行李	zeb1 cei4 heng4 léi5	收拾好行李
執籌	zeb1 ceo2	抓鬮，抽籖
執床	zeb1 cong4	收拾床鋪
執碟	zeb1 dib6	收拾碗筷，收拾碗碟
執定	zeb1 ding6	收拾好
汁都撈埋	zeb1 dou1 lou1 mai4	有什麼好處就自己全吞了，據為已有
執到	zeb1 dou2	撿到
執翻條命	zeb1 fan1 tiu4 méng6	僥幸逃生
執吓張床	zeb1 ha5 zêng1 cong4	收拾一下床鋪
執行李	zeb1 heng4 léi5	收拾行李
執起	zeb1 héi2	撿起
執起嚟	zeb1 héi2 léi4	撿起來
執字粒	zeb1 ji6 leb1	排字
執政黨	zeb1 jing3 dong2	
執照	zeb1 jiu3	
執笠	zeb1 leb1	倒閉，停業，破產，停止營業
執漏	zeb1 leo6	補漏，檢漏，修理瓦漏
執迷不悟	zeb1 mei4 bed1 ng6	
執屋	zeb1 ngug1	打掃房子
執平嘢	zeb1 péng4 yé5	買便宜貨
執山草藥	zeb1 san1 cou2 yêg6	抓草藥
執生	zeb1 sang1	看著辦，隨機應變；補救，彌補缺陷
執拾	zeb1 seb6	收拾
執拾乾淨	zeb1 seb6 gon1 zéng6	收拾乾淨
執拾好行李	zeb1 seb6 hou2 heng4 léi5	收拾好行李
執手尾	zeb1 seo2 méi5	善後，收拾殘局
執死雞	zeb1 séi2 gei1	揀到便宜
執死雞仔	zeb1 séi2 gei1 zei2	揀到便宜
執枱	zeb1 toi2	收拾桌子
執私	zeb1 xi1	緝私，沒收私貨
執屍	zeb1 xi1	收屍，收拾死屍
執輸	zeb1 xu1	佔下風，吃虧
執輸過人	zeb1 xu1 gwo3 yen4	比人差，比人差一等
執人口水溦	zeb1 yen4 heo2 sêu2 méi1	學舌，拾人牙慧
執二攤	zeb1 yi6 tan1	買舊貨，撿人家的剩貨，用別人用過的東西，撿人家破爛
汁液	zeb1 yig6	
執贏	zeb1 yéng4	佔上風，佔便宜
執藥	zeb1 yêg6	抓藥，配藥，取藥，買藥
執仔	zeb1 zei2	接生
執仔婆	zeb1 zei2 po2	接生婆，助產士
執滯	zeb1 zei6	死板，不靈活
枳	zed1	隨便放
枳	zed1	塞，塞進；塞子
質地	zed1 déi2	質料
質料	zed1 liu6	
質量	zed1 lêng6	
質量不滅定律	zed1 lêng6 bed1 mid6 ding6 lêd6	
質問	zed1 men6	
枳入	zed1 yeb6	塞進
質疑	zed1 yi4	
姪	zed6	姪子，姪兒
窒	zed6	害怕，恐慌
疾病	zed6 béng6	
蟄蟲	zed6 cung4	
嫉妒	zed6 dou3	
疾呼	zed6 fu1	
蟄伏	zed6 fug6	
疾風	zed6 fung1	
疾風知勁草	zed6 fung1 ji1 ging6 cou2	
疾風迅雷	zed6 fung1 sên3 lêu4	
桎梏	zed6 gug1	
窒腳	zed6 gêg3	走路時突然停一下
蟄居	zed6 gêu1	
窒口窒舌	zed6 heo2 zed6 xid6	結結巴巴，語無倫次
窒住	zed6 ju6	停住，突然停止
疾雷	zed6 lêu4	
嫉惡如仇	zed6 og3 yu4 seo4	
疾馳	zed6 qi4	
姪心抱	zed6 sem1 pou5	姪媳婦
窒手	zed6 seo2	縮手，突然停手
窒息	zed6 xig1	
疾書	zed6 xu1	
窒人	zed6 yen4	損人
疾言厲色	zed6 yin4 lei6 xig1	
姪仔	zed6 zei2	姪子，姪兒
疾走	zed6 zeo2	
側便	zeg1 bin6	旁邊
側部	zeg1 bou6	
側向	zeg1 hêng3	
側面	zeg1 min6	
側目	zeg1 mug6	
側目而視	zeg1 mug6 yi4 xi6	
側臥	zeg1 ngo6	
側身	zeg1 sen1	
側身而臥	zeg1 sen1 yi4 ngo6	
仄韻	zeg1 wen6	
側視	zeg1 xi6	
側線	zeg1 xin3	
仄聲	zeg1 xing1	
側翼	zeg1 yig6	
側側膊	zeg1 zeg1 bog3	推卸責任
擠	zei1	放
擠逼	zei1 big1	擁擠
齏粉	zei1 fen2	
擠喺	zei1 hei2	放在
擠喺枱面	zei1 hei2 toi2 min6	放在桌面
擠住	zei1 ju6	放著
擠塞	zei1 seg1	堵塞
躋身	zei1 sen1	
擠擁	zei1 yung2	擁擠
仔	zei2	男孩
仔大仔世界	zei2 dai6 zei2 sei3 gai3	兒孫自有兒孫福
仔大仔世界	zei2 dai6 zei2 sei3 gai3	兒大不由娘，兒女自有兒女福
仔乸	zei2 na2	母子
仔女	zei2 nêu2	兒女
掣	zei3	電鈕，開關
制	zei3	願意
制	zei3	限制
制得過	zei3 deg1 gwo3	划得來
制度	zei3 dou6	
祭祀	zei3 ji6	
掣住架車	zei3 ju6 ga3 cé1	把車剎住
制唔過	zei3 m4 gwo3	划不來
制唔制	zei3 m4 zei3	願不願意
濟貧	zei3 pen4	
制水	zei3 sêu2	自來水定時供應，限制供水，定量供水
際遇	zei3 yu6	
製作	zei3 zog3	
祭祖	zei3 zou2	
製造	zei3 zou6	
滯	zei6	難消化
制裁	zei6 coi4	
滯口	zei6 heo2	胃口不好
滯留	zei6 leo4	
針	zem1	蜇，叮，叮咬
斟	zem1	談，商量，商談，接洽，洽談，洽商
斟	zem1	倒
砧板	zem1 ban2	
斟茶	zem1 ca4	倒茶
斟出	zem1 cêd1	倒出
斟出嚟	zem1 cêd1 léi4	倒出來
針對	zem1 dêu3	
斟吓	zem1 ha5	談談，談一下，商量一下，商量商量
斟唔掂	zem1 m4 dim6	談不妥
斟盤	zem1 pun2	談判，商議，談生意，洽談做買賣
斟瀉	zem1 sé2	倒得溢出
斟水	zem1 sêu2	倒水
針筒	zem1 tung2	注射器，針管
斟豉油	zem1 xi6 yeo4	倒醬油
針線	zem1 xin3	
斟酒	zem1 zeo2	倒酒
斟酌	zem1 zêg3	
枕	zem2	繭子，趼子，老繭
枕長	zem2 cêng4	經常，長期
枕住	zem2 ju6	經常，長期
怎麼	zem2 mo1	
枕頭	zem2 teo4	
枕頭包	zem2 teo4 bao1	方麵包
枕頭袋	zem2 teo4 doi2	枕頭套
枕頭肉	zem2 teo4 yug6	枕芯，枕頭芯子
枕肉	zem2 yug6	枕心兒
浸	zem3	泡
浸禮	zem3 lei5	
浸泡	zem3 pao3	
浸濕	zem3 seb1	
浸信會	zem3 sên3 wui6	
浸水	zem3 sêu2	
浸透	zem3 teo3	
浸入	zem3 yeb6	
浸染	zem3 yim5	
朕	zem6	股，陣
沉	zem6	淹，溺
沉死	zem6 séi2	淹死，溺死
鴆酒	zem6 zeo2	
珍品	zen1 ben2	
真品	zen1 ben2	
珍寶	zen1 bou2	
珍本	zen1 bun2	
真才實學	zen1 coi4 sed6 hog6	
珍藏	zen1 cong4	
珍藏品	zen1 cong4 ben2	
珍藏本	zen1 cong4 bun2	
真槍實彈	zen1 cêng1 sed6 dan6	
真抵	zen1 dei2	真便宜
真諦	zen1 dei3	
真鯛	zen1 diu1	
真刀真槍	zen1 dou1 zen1 cêng1	
真分數	zen1 fen1 sou3	
真火滾	zen1 fo2 gwen2	真生氣，很生氣，很惱火
真假	zen1 ga2	
真金	zen1 gem1	
真金不怕火煉	zen1 gem1 bed1 pa3 fo2 lin6	
珍貴	zen1 gwei3	
真係	zen1 hei6	真的
真系火滾	zen1 hei6 fo2 gwen2	真的很生氣
真係甩鬚	zen1 hei6 led1 sou1	真丟臉
真係唔似樣	zen1 hei6 m4 qi5 yêng6	真不像樣
真係衰嘅啫	zen1 hei6 sêu1 gé3 zé1	次透了，糟透了，壞透了
真係有心	zen1 hei6 yeo5 sem1	您真的很關心我
真係盞	zen1 hei6 zan2	真好
真空	zen1 hung1	
真空泵	zen1 hung1 bem1	
真空地帶	zen1 hung1 déi6 dai3	
真空管	zen1 hung1 gun2	
真知	zen1 ji1	
真知灼見	zen1 ji1 zêg3 gin3	
真摯	zen1 ji3	
真正	zen1 jing3	
珍珠	zen1 ju1	
珍珠貝	zen1 ju1 bui3	
珍珠都冇咁真	zen1 ju1 dou1 mou5 gem3 zen1	真的不能再真，千真萬確
真主	zen1 ju2	
珍禽	zen1 kem4	
珍禽異獸	zen1 kem4 yi6 seo3	
真蹺	zen1 kiu2	真巧
真確	zen1 kog3	
真菌	zen1 kwen2	
真菌類	zen1 kwen2 lêu6	
珍奇	zen1 kéi4	
真理	zen1 léi5	
珍聞	zen1 men4	
真面目	zen1 min6 mug6	
真名	zen1 ming4	
真名實姓	zen1 ming4 sed6 xing3	
真命天子	zen1 ming6 tin1 ji2	
真冇修	zen1 mou5 seo1	真沒轍，真沒轍兒
真偽	zen1 ngei6	
真偽莫辨	zen1 ngei6 mog6 bin6	
真我	zen1 ngo5	
真愛	zen1 oi3	
珍愛	zen1 oi3	
真憑實據	zen1 peng4 sed6 gêu3	
真皮	zen1 péi4	
真皮組織	zen1 péi4 zou2 jig1	
真情	zen1 qing4	
真情流露	zen1 qing4 leo4 lou6	
真傳	zen1 qun4	
真實	zen1 sed6	
真實感	zen1 sed6 gem2	
真實性	zen1 sed6 xing3	
真心	zen1 sem1	
真心實意	zen1 sem1 sed6 yi3	
真心話	zen1 sem1 wa2	
真心真意	zen1 sem1 zen1 yi3	
真神	zen1 sen4	
真嗍氣	zen1 sog3 héi3	真費勁，真吃力，真辛苦
珍賞	zen1 sêng2	
真相	zen1 sêng3	
真相露	zen1 sêng3 bed1 lou6	
真相大白	zen1 sêng3 dai6 bag6	
真衰	zen1 sêu1	真倒霉！
真話	zen1 wa2	
珍玩	zen1 wun2	
真絲	zen1 xi1	
珍視	zen1 xi6	
珍惜	zen1 xig1	
真善美	zen1 xin6 méi5	
真誠	zen1 xing4	
真誠待人	zen1 xing4 doi6 yen4	
真人	zen1 yen4	
真人不露相	zen1 yen4 bed1 lou6 sêng3	
真人不露相，露相非真人	zen1 yen4 bed1 lou6 sêng3 lou6 sêng3 féi1 zen1 yen4	
真人真事	zen1 yen4 zen1 xi6	
真有心	zen1 yeo5 sem1	真謝謝您關心
真意	zen1 yi3	
珍異	zen1 yi6	
真真假假	zen1 zen1 ga2 ga2	
真真正正	zen1 zen1 jing3 jing3	
珍重	zen1 zung6	
軫宿	zen2 seo3	
診所	zen2 so2	
軫懷	zen2 wai4	
震	zen3	發抖，哆嗦，顫動
鎮定	zen3 ding6	
賑款	zen3 fun2	
震撼	zen3 hem6	
振興	zen3 hing1	
震顫	zen3 jin3	
鎮靜	zen3 jing6	
振聾發聵	zen3 lung4 fad3 kui2	
震懾	zen3 xib3	
賑濟	zen3 zei3	
賑災	zen3 zoi1	
陣間	zen6 gan1	一會，一會兒，等一會兒
陣間會講	zen6 gan1 wui5 gong2	等一會兒會說
陣間先講	zen6 gan1 xin1 gong2	一會再說吧
陣雨	zen6 yu5	
憎	zeng1	恨
增壓	zeng1 ad3	
爭辯	zeng1 bin6	
增兵	zeng1 bing1	
增補	zeng1 bou2	
增產	zeng1 can2	
增大	zeng1 dai6	
增訂	zeng1 ding3	
增訂本	zeng1 ding3 bun2	
增多	zeng1 do1	
僧多粥少	zeng1 do1 zug1 xiu2	
爭奪	zeng1 düd6	
僧服	zeng1 fug1	
增加	zeng1 ga1	
增減	zeng1 gam2	
增高	zeng1 gou1	
增光	zeng1 gwong1	
增廣	zeng1 gwong2	
增廣見聞	zeng1 gwong2 gin3 men4	
憎恨	zeng1 hen6	
增至	zeng1 ji3	
僧寺	zeng1 ji6	
增值	zeng1 jig6	
增值稅	zeng1 jig6 sêu3	
增強	zeng1 kêng4	
增量	zeng1 lêng6	
僧侶	zeng1 lêu5	
睜眼	zeng1 ngan5	
猙獰	zeng1 ning4	
僧尼	zeng1 néi4	
憎惡	zeng1 og3	
僧袍	zeng1 pou4	
增設	zeng1 qid3	
增刪	zeng1 san1	
憎死	zeng1 séi2	恨透
增添	zeng1 tim1	
僧堂	zeng1 tong4	
僧徒	zeng1 tou4	
崢嶸	zeng1 wing4	
增援	zeng1 wun4	
增音機	zeng1 yem1 géi1	
僧人	zeng1 yen4	
僧院	zeng1 yun6	
掙扎	zeng1 zad3	
爭執	zeng1 zeb1	
增長	zeng1 zêng2	
增長速度	zeng1 zêng2 cug1 dou6	
增長率	zeng1 zêng2 lêd6	
贈品	zeng6 ben2	
贈慶	zeng6 hing3	湊熱鬧，道賀
贈券	zeng6 hün3	
週邊	zeo1 bin1	
週邊設備	zeo1 bin1 qid3 béi6	
週報	zeo1 bou3	
揪出	zeo1 cêd1	
週詳	zeo1 cêng4	
週長	zeo1 cêng4	
週到	zeo1 dou3	
周街	zeo1 gai1	滿街
周街係人	zeo1 gai1 hei6 yen4	滿街都是人
周街走	zeo1 gai1 zeo2	滿街跑
週刊	zeo1 hon2	
舟楫	zeo1 jib3	
週轉	zeo1 jun2	
週期	zeo1 kéi4	
週期表	zeo1 kéi4 biu2	
周期表	zeo1 kéi4 biu2	
週期律	zeo1 kéi4 lêd6	
週期性	zeo1 kéi4 xing3	
週六	zeo1 lug6	
週率	zeo1 lêd6	
週末	zeo1 mud6	
週五	zeo1 ng5	
週年	zeo1 nin4	
週年紀念	zeo1 nin4 géi2 nim6	
周年慶	zeo1 nin4 hing3	
周朝	zeo1 qiu4	
週三	zeo1 sam1	
週身	zeo1 sen1	
週薪	zeo1 sen1	
周身	zeo1 sen1	全身，渾身
周身刀冇張利	zeo1 sen1 dou1 mou5 zêng1 léi6	什麼都會一點但沒有專長
週身冇力	zeo1 sen1 mou5 lig6	渾身軟綿綿的，一點力氣也沒有
周身蟻	zeo1 sen1 ngei5	惹了很多麻煩
週身酸痛	zeo1 sen1 xun1 tung3	渾身酸疼
週四	zeo1 séi3	
週歲	zeo1 sêu3	
周圍	zeo1 wei4	到處，四處，四周
週圍	zeo1 wei4	
周時	zeo1 xi4	常，時常，經常，常常，隨時
周時無日	zeo1 xi4 mou4 yed6	經常，時常，沒有一天不
周處	zeo1 xu3	到處
週一	zeo1 yed1	
週日	zeo1 yed6	
週休	zeo1 yeo1	
週遊	zeo1 yeo4	
週遊世界	zeo1 yeo4 sei3 gai3	
週而復始	zeo1 yi4 fug6 qi5	
週二	zeo1 yi6	
洲際	zeo1 zei3	
洲際飛彈	zeo1 zei3 féi1 dan6	
週遭	zeo1 zou1	
走	zeo2	跑
走	zeo2	不加
酒吧	zeo2 ba1	
走筆疾書	zeo2 bed1 zed6 xu1	
酒保	zeo2 bou2	
走寶	zeo2 bou2	吃虧
酒杯	zeo2 bui1	
酒菜	zeo2 coi3	
走出去	zeo2 cêd1 hêu3	跑出去
走出嚟	zeo2 cêd1 léi4	跑出來
走蛋	zeo2 dan2	不加雞蛋，不加蛋
走得	zeo2 deg1	可以走
走得幾快吖	zeo2 deg1 géi2 fai3 a3	能跑多快呀？
酒店	zeo2 dim3	
走電	zeo2 din6	跑電，漏電
走都走唔切	zeo2 dou1 zeo2 m4 qid3	逃跑也來不及了
走趯	zeo2 dég3	走動，跑腿，奔波
走法律罅	zeo2 fad3 lêd6 la3	鑽法律空子
走粉	zeo2 fen2	走私白粉，走私海洛因
走埠	zeo2 feo6	走江湖
走火入魔	zeo2 fo2 yeb6 mo1	
酒逢知己千杯少	zeo2 fung4 ji1 géi2 qin1 bui1 xiu2	
走雞	zeo2 gei1	吃虧，錯過機會
酒館	zeo2 gun2	
酒鬼	zeo2 gwei2	
走過嚟	zeo2 gwo3 léi4	跑過來
酒過三巡	zeo2 gwo3 sam3 cên4	
酒酣耳熱	zeo2 hem4 yi5 yid6	
酒後	zeo2 heo6	
走後門	zeo2 heo6 mun4	
酒後失態	zeo2 heo6 sed1 tai3	
酒後失言	zeo2 heo6 sed1 yin4	
酒後吐真言	zeo2 heo6 tou3 zen1 yin4	
酒興	zeo2 hing3	
走開	zeo2 hoi1	
走好運	zeo2 hou2 wen6	
酒氣	zeo2 héi3	
酒氣熏人	zeo2 héi3 fen1 yen4	
走去	zeo2 hêu3	跑去
走資派	zeo2 ji1 pai3	
酒精	zeo2 jing1	
酒精中毒	zeo2 jing1 zung3 dug6	
走禽	zeo2 kem4	
走甩	zeo2 led1	逃脫
走甩咗	zeo2 led1 zo2	逃脫了，跑掉了
酒樓	zeo2 leo4	
走漏	zeo2 leo6	
走漏風聲	zeo2 leo6 fung1 xing1	
走漏消息	zeo2 leo6 xiu1 xig1	
酒簾	zeo2 lim4	
酒令	zeo2 ling6	
走廊	zeo2 long4	
走路	zeo2 lou2	逃亡，逃跑
酒量	zeo2 lêng6	
走唔起	zeo2 m4 héi2	跑不動，跑不快
走唔甩	zeo2 m4 led1	逃不掉，跑不掉
走唔切	zeo2 m4 qid3	跑不掉，走不掉
走馬燈	zeo2 ma5 deng1	
走馬看花	zeo2 ma5 hon3 fa1	
走埋嚟	zeo2 mai4 léi4	撞過來
走難	zeo2 nan6	逃難
酒凹	zeo2 neb1	酒窩，笑靨
酒牌	zeo2 pai4	經營酒類生意的執照
酒池肉林	zeo2 qi4 yug6 lem4	
酒錢	zeo2 qin4	
酒埕	zeo2 qing4	酒罈
走散	zeo2 san2	
酒神	zeo2 sen4	
走獸	zeo2 seo3	
走投無路	zeo2 teo4 mou4 lou6	
走堂	zeo2 tong4	翹課，曠課，逃學，缺課
走糖	zeo2 tong4	不加糖
酒暈	zeo2 wen6	
酒窩	zeo2 wo1	
走私	zeo2 xi1	
酒色	zeo2 xig1	
酒色財氣	zeo2 xig1 coi4 héi3	
酒色之徒	zeo2 xig1 ji1 tou4	
走先	zeo2 xin1	告辭，先走
走入去	zeo2 yeb6 hêu3	跑進去
走入嚟	zeo2 yeb6 léi4	跑進來
走人	zeo2 yen4	走，溜
走肉	zeo2 yug6	不加肉，素的
酒肉朋友	zeo2 yug6 peng4 yeo5	
走樣	zeo2 yêng6	
走趲	zeo2 zan2	迴旋，周轉，鬆動
酒足飯飽	zeo2 zug1 fan6 bao2	
酒盅	zeo2 zung1	
酒醉	zeo2 zêu3	
奏效	zeo3 hao6	
奏捷	zeo3 jid6	
皺眉	zeo3 méi4	
奏樂	zeo3 ngog6	
咒語	zeo3 yu5	
晝夜	zeo3 yé6	
就	zeo6	將要
就	zeo6	遷就
就寢	zeo6 cem2	
就假嘅	zeo6 ga2 gé3	才怪呢
就噉啦	zeo6 gem2 la1	就這樣吧
就腳	zeo6 gêg3	方便
就吓佢	zeo6 ha5 kêu5	遷就他一下
就係	zeo6 hei6	就是
就係講	zeo6 hei6 gong2	就是說
袖口	zeo6 heo2	
就嚟	zeo6 léi4	快，快要，就快
就手	zeo6 seo2	順利
就算	zeo6 xun3	即使，就算
就業	zeo6 yib6	
驟然	zeo6 yin4	
驟雨	zeo6 yu5	
阻	zo2	阻攔，擋，妨礙
阻	zo2	妨礙，打擾
咗	zo2	了
左便	zo2 bin6	左邊
阻埞	zo2 déng6	礙事
左方	zo2 fong1	
左揀右揀，揀個爛燈盞	zo2 gan2 yeo6 gan2 gan2 go3 lan6 deng1 zan2	挑來挑去，最後還是挑了個壞的
左近	zo2 gen2	附近
左鍵	zo2 gin6	
左顧右盼	zo2 gu3 yeo6 pan3	
左下	zo2 ha6	
左下方	zo2 ha6 fong1	
左下角	zo2 ha6 gog3	
左後	zo2 heo6	
左後方	zo2 heo6 fong1	
阻止	zo2 ji2	
阻住	zo2 ju6	擋著，攔著，妨礙著
阻住地球轉	zo2 ju6 déi6 keo4 jun3	形容某些人阻礙人家發展
左轉	zo2 jun3	
左傾	zo2 king1	
阻攔	zo2 lan4	
阻唔到	zo2 m4 dou2	阻止不了
阻撓	zo2 nao4	
阻你一陣	zo2 néi5 yed1 zen6	打擾你一下
左派	zo2 pai3	
左前	zo2 qin4	
左前方	zo2 qin4 fong1	
左手	zo2 seo2	
左手便	zo2 seo2 bin6	左邊
阻手阻腳	zo2 seo2 zo2 gêg3	礙手礙腳
阻塞	zo2 ség1	
左上	zo2 sêng6	
左上方	zo2 sêng6 fong1	
左上角	zo2 sêng6 gog3	
左軚車	zo2 tai5 cé1	方向盤在左邊的汽車
阻頭阻勢	zo2 teo4 zo2 sei3	礙事
左思右想	zo2 xi1 yeo6 sêng2	
左吆	zo2 yao1	左撇子
左右	zo2 yeo2	
左右方	zo2 yeo6 fong1	
左右開弓	zo2 yeo6 hoi1 gung1	
左右兩難	zo2 yeo6 lêng5 nan4	
左右手	zo2 yeo6 seo2	
左右為難	zo2 yeo6 wei4 nan4	
左右搖擺	zo2 yeo6 yiu4 bai2	
左翼	zo2 yig6	
左擁右抱	zo2 yung2 yeo6 pou5	
左側	zo2 zeg1	
阻滯	zo2 zei6	障礙，麻煩，問題，不順利
佐料	zo3 liu6	
詛咒	zo3 zeo3	
坐	zo6	放
坐低	zo6 dei1	放下
坐喺	zo6 hei2	放在，擺在
助興	zo6 hing3	
助理	zo6 léi5	
座位	zo6 wei6	
坐視不理	zo6 xi6 bed1 léi5	
坐禪	zo6 xim4	
助人為樂	zo6 yen4 wei4 log6	
座右銘	zo6 yeo6 ming4	
助紂為虐	zo6 zeo6 wei4 yêg6	
作	zog3	編，編出來
作罷	zog3 ba6	
作筆記	zog3 bed1 géi3	
作弊	zog3 bei6	
作品	zog3 ben2	
作伴	zog3 bun6	
作出	zog3 cêd1	編出
作出	zog3 cêd1	
作答	zog3 dab3	
作大	zog3 dai6	誇張，誇大
作對	zog3 dêu3	
作嘔	zog3 eo2	要嘔吐，噁心
作嘔	zog3 eo2	
作法	zog3 fad3	
作法自斃	zog3 fad3 ji6 bei6	
作廢	zog3 fei3	
作風	zog3 fung1	
作家	zog3 ga1	
作奸犯科	zog3 gan1 fan6 fo1	
作繭自縛	zog3 gan2 ji6 bog3	
作個故仔	zog3 go3 gu3 zei2	編個故事
作官	zog3 gun1	
作記號	zog3 géi3 hou6	
作客	zog3 hag3	
作戲	zog3 héi3	
作響	zog3 hêng2	
作戰	zog3 jin3	
作賤	zog3 jin6	
作賤自己	zog3 jin6 ji6 géi2	
作證	zog3 jing3	
作主	zog3 ju2	
作曲	zog3 kug1	
作曲家	zog3 kug1 ga1	
作禮拜	zog3 lei5 bai3	
作弄	zog3 lung6	
作文	zog3 men4	
作夢	zog3 mung6	
作惡	zog3 og3	
作惡多端	zog3 og3 do1 dün1	
作詞	zog3 qi4	
作詞家	zog3 qi4 ga1	
作手腳	zog3 seo2 gêg3	
作祟	zog3 sêu6	
作圖	zog3 tou4	
作痛	zog3 tung3	
作威作福	zog3 wei1 zog3 fug1	
作詩	zog3 xi1	
作成	zog3 xing4	
作殊死戰	zog3 xu4 séi2 jin3	
作揖	zog3 yeb1	
昨日	zog3 yed6	
作人	zog3 yen4	
作業	zog3 yib6	
作孽	zog3 yid6	
作用	zog3 yung6	
作狀	zog3 zong6	裝模作樣，裝腔作勢
作者	zog3 zé2	
作陪	zog6 pui4	
災變	zoi1 bin3	
災害	zoi1 hoi6	
災區	zoi1 kêu1	
災民	zoi1 men4	
災難	zoi1 nan6	
栽培	zoi1 pui4	
災情	zoi1 qing4	
災情慘重	zoi1 qing4 cam2 zung6	
災禍	zoi1 wo6	
災星	zoi1 xing1	
災殃	zoi1 yêng1	
栽贓	zoi1 zong1	
宰相	zoi2 sêng3	
再版	zoi3 ban2	
再娶	zoi3 cêu2	
再度	zoi3 dou6	
再讀	zoi3 dug6	
再婚	zoi3 fen1	
載貨	zoi3 fo3	
再加上	zoi3 ga1 sêng6	
再嫁	zoi3 ga3	
再見	zoi3 gin3	
載歌載舞	zoi3 go1 zoi3 mou5	
再講	zoi3 gong2	再說
載客	zoi3 hag3	
再起	zoi3 héi2	重建
再接再厲	zoi3 jib3 zoi3 lei6	
再嚟	zoi3 léi4	再來
再嚟過	zoi3 léi4 gwo3	再來一次
再次	zoi3 qi3	
再三	zoi3 sam3	
再審	zoi3 sem2	
再生	zoi3 seng1	
再會	zoi3 wui6	
載入史冊	zoi3 yeb6 xi2 cag3	
再一次	zoi3 yed1 qi3	
載人	zoi3 yen4	
載人宇宙飛船	zoi3 yen4 yu5 zeo6 féi1 xun4	
再議	zoi3 yi5	
再現	zoi3 yin6	
在乎	zoi6 fu4	
在生	zoi6 sang1	活著，在世
在意	zoi6 yi3	
裝	zong1	盛，裝
裝扮	zong1 ban6	
裝備	zong1 béi6	
裝備齊全	zong1 béi6 cei4 qun4	
贓車	zong1 cé1	
裝訂	zong1 ding3	
裝飯	zong1 fan6	盛飯
裝貨	zong1 fo3	
贓款	zong1 fun2	
裝瘋賣傻	zong1 fung1 mai6 so4	
莊稼	zong1 ga3	
裝甲	zong1 gab3	
裝甲兵	zong1 gab3 bing1	
