开放粤语词典（刘锡祥版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［刘锡祥拼音］	［国语解释］
食得咸鱼抵得渴	sik6 dak1 haam4 yue4 dai2 dak1 hot3	敢做敢当
食得咸鱼就要抵得渴	sik6 dak1 haam4 yue4 jau6 yiu3 dai2 dak1 hot3	敢做敢当
食得落	sik6 dak1 lok6	吃得下
食得唔好嘥	sik6 dak1 mo2 saai1	别暴殄天物
食到嗒嗒声	sik6 do3 daap1 daap1 seng1	吃得津津有味
食道	sik6 do6	
食道癌	sik6 do6 ngaam4	
食翻餐劲嘅	sik6 faan1 chaan1 ging6 ge3	吃大餐
食饭	sik6 faan6	吃饭
食饭台	sik6 faan6 toi2	餐桌
食古不化	sik6 goo2 bat1 fa3	
食管	sik6 goon2	
食管癌	sik6 goon2 ngaam4	
食谷种	sik6 guk1 jung2	吃老本
食闲口	sik6 haan4 hau2	吃零食
食口立湿	sik6 hau2 lap6 sap1	吃零食
食斋	sik6 jaai1	吃素
食杂	sik6 jaap6	吃荤
食滞	sik6 jai6	消化不良，吃腻了
食滞咗	sik6 jai6 joh2	吃腻了
食指	sik6 ji2	
食指浩繁	sik6 ji2 ho6 faan4	
食早餐	sik6 jo2 chaan1	吃早餐
食咗	sik6 joh2	吃了
食粥	sik6 juk1	喝粥，吃稀饭
食量	sik6 leung6	
食唔饱	sik6 m4 baau2	吃不饱
食唔切	sik6 m4 chit3	来不及吃
食唔落	sik6 m4 lok6	吃不下
食唔安瞓唔落	sik6 m4 on1 fan3 m4 lok6	吃不好睡不着
食唔晒	sik6 m4 saai3	吃不完
食埋	sik6 maai4	吃完
食晚饭	sik6 maan5 faan6	吃晚饭
食猫面	sik6 maau1 min6	挨骂
食物	sik6 mat6	
食物店	sik6 mat6 dim3	
食物中毒	sik6 mat6 jung3 duk6	
食物链	sik6 mat6 lin4	
食无求饱	sik6 mo4 kau4 baau2	
食懵咗	sik6 mung2 joh2	傻了，疯了，糊涂了
食晏	sik6 ngaan3	吃午饭
食晏仔	sik6 ngaan3 jai2	吃午饭
食蚁兽	sik6 ngai5 sau3	
食姩	sik6 nin1	吃奶
食柠檬	sik6 ning4 mung1	被拒绝，碰一鼻子灰
食脑	sik6 no5	动脑筋，用脑力，用脑袋去想
食谱	sik6 po2	
食晒	sik6 saai3	吃掉，吃光
食西北风	sik6 sai1 bak1 fung1	喝西北风
食塞米	sik6 sak1 mai5	白吃饭
食死猫	sik6 sei2 maau1	吃哑巴亏
食肆	sik6 si3	餐馆
食色性也	sik6 sik1 sing3 ya5	
食消夜	sik6 siu1 ye2	吃夜宵，吃宵夜
食水太深	sik6 sui2 taai3 sam1	要价太高
食…送…	sik6 sung3	就着吃，搭配着吃，…就…，用…下…
食堂	sik6 tong4	
食皇家饭	sik6 wong4 ga1 faan6	坐牢，进监狱
食碗面反碗底	sik6 woon2 min2 faan2 woon2 dai2	吃里扒外，恩将仇报
食人	sik6 yan4	
食人族	sik6 yan4 juk6	
食油	sik6 yau4	
食嘢	sik6 ye5	吃东西
食药	sik6 yeuk6	吃药
食盐	sik6 yim4	
食盐仲多过你食米	sik6 yim4 jung6 doh1 gwoh3 nei5 sik6 mai5	过的桥比你走的路还多
食烟	sik6 yin1	抽烟
食烟仔	sik6 yin1 jai2	抽烟，抽香烟
食言	sik6 yin4	
食言而肥	sik6 yin4 yi4 fei4	
食欲	sik6 yuk6	
食欲	sik6 yuk6	
食欲不佳	sik6 yuk6 bat1 gaai1	
食欲不振	sik6 yuk6 bat1 jan3	
食用	sik6 yung6	
食用盐	sik6 yung6 yim4	
闪避	sim2 bei6	
闪电	sim2 din6	打闪
闪电	sim2 din6	
闪电战	sim2 din6 jin3	
闪躲	sim2 doh2	
闪过	sim2 gwoh3	
闪光	sim2 gwong1	
闪光灯	sim2 gwong1 dang1	
闪开	sim2 hoi1	
闪亮	sim2 leung6	
闪身	sim2 san1	
闪闪	sim2 sim2	
闪闪发光	sim2 sim2 faat3 gwong1	
闪闪吓	sim2 sim2 ha5	闪着
闪闪炩	sim2 sim2 ling3	闪烁，亮光光，闪闪发亮
闪闪缩缩	sim2 sim2 suk1 suk1	鬼鬼祟祟，躲躲闪闪，怕人看见
闪缩	sim2 suk1	鬼祟
闪耀	sim2 yiu6	
蟾蜍	sim4 chui4	
禅定	sim4 ding6	
禅房	sim4 fong4	
禅机	sim4 gei1	
蟾宫	sim4 gung1	
禅学	sim4 hok6	
禅杖	sim4 jeung6	
禅寺	sim4 ji6	
禅寂	sim4 jik6	
禅宗	sim4 jung1	
禅理	sim4 lei5	
禅心	sim4 sam1	
禅思	sim4 si1	
禅师	sim4 si1	
禅堂	sim4 tong4	
禅义	sim4 yi6	
禅院	sim4 yuen6	
赡养费	sim6 yeung5 fai3	
先	sin1	才，再
鲜彩	sin1 choi2	
先秦	sin1 chun4	
先得	sin1 dak1	才好，才行
先睹为快	sin1 do2 wai4 faai3	
鲜度	sin1 do6	
鲜花	sin1 fa1	
先发制人	sin1 faat3 jai3 yan4	
先锋	sin1 fung1	
先见之明	sin1 gin3 ji1 ming4	
仙境	sin1 ging2	
先嗰排	sin1 goh2 paai2	前些日子
鲜果	sin1 gwoh2	
先行	sin1 hang4	
先行者	sin1 hang4 je2	
仙鹤	sin1 hok6	
鲜血	sin1 huet3	
鲜血淋漓	sin1 huet3 lam4 lei4	
鲜红	sin1 hung4	
鲜红色	sin1 hung4 sik1	
先知	sin1 ji1	
先至	sin1 ji3	才，再
先至唔会	sin1 ji3 m4 wooi5	才不会
先祖	sin1 jo2	
先进	sin1 jun3	
先驱	sin1 kui1	
先礼后兵	sin1 lai5 hau6 bing1	
鲜丽	sin1 lai6	
鲜亮	sin1 leung6	
鲜绿	sin1 luk6	
鲜绿色	sin1 luk6 sik1	
先晚	sin1 maan5	前晚
鲜美	sin1 mei5	
鲜味	sin1 mei6	
鲜明	sin1 ming4	
鲜明对比	sin1 ming4 dui3 bei2	
鲜奶	sin1 naai5	
鲜奶油	sin1 naai5 yau4	
鲜嫩	sin1 nuen6	
先排	sin1 paai2	前些时候
先生	sin1 saang1	老师
先生	sin1 saang1	
先时	sin1 si4	以前
先小人后君子	sin1 siu2 yan4 hau6 gwan1 ji2	
先头	sin1 tau4	钢材
鲜甜	sin1 tim4	鲜美，鲜
先一排	sin1 yat1 paai2	前些日子
鲜衣美食	sin1 yi1 mei5 sik6	
鲜艳	sin1 yim6	
鲜鱼	sin1 yue4	
鲜乳	sin1 yue5	
鲜肉	sin1 yuk6	
跣足	sin2 juk1	
鲜少	sin2 siu2	
鲜有	sin2 yau5	
跣	sin3	打滑，摔
跣	sin3	害，陷害
嬗变	sin3 bin3	
线步	sin3 bo6	针脚
扇贝	sin3 booi3	
跣亲	sin3 chan1	滑倒
煽情	sin3 ching4	
煽动	sin3 dung6	
煽火	sin3 foh2	
跣跤	sin3 gaau1	摔跤
骟鸡	sin3 gai1	阉鸡，阉过的公鸡
跣脚	sin3 geuk3	滑脚
线桄	sin3 gwong3	
跣咗一跤	sin3 joh2 yat1 gaau1	摔了一跤
跣咗一脚	sin3 joh2 yat1 geuk3	滑了一脚
线络	sin3 lok3	网兜
跣落	sin3 lok6	滑下
跣落去	sin3 lok6 hui3	滑下去
骟马	sin3 ma5	
腺癌	sin3 ngaam4	
线衫	sin3 saam1	汗衫
线索	sin3 sok3	
线条	sin3 tiu4	
蝉联	sin4 luen4	
蝉蜕	sin4 tui3	
擅长	sin5 cheung4	
善良	sin5 leung4	
鳝鱼	sin5 yue4	
善罢甘休	sin6 ba6 gam1 yau1	
善变	sin6 bin3	
善辩	sin6 bin6	
善报	sin6 bo3	
掸邦	sin6 bong1	
善本	sin6 boon2	
善始善终	sin6 chi5 sin6 jung1	
善待	sin6 doi6	
善根	sin6 gan1	
善举	sin6 gui2	
善行	sin6 hang4	
善后	sin6 hau6	
善后事宜	sin6 hau6 si6 yi4	
擅自	sin6 ji6	
善战	sin6 jin3	
善哉	sin6 joi1	
掸族	sin6 juk6	
善终	sin6 jung1	
羡慕	sin6 mo6	
羨慕	sin6 mo6	
善忘	sin6 mong4	
善男信女	sin6 naam4 sun3 nui5	
善恶	sin6 ok3	
善恶不分	sin6 ok3 bat1 fan1	
善心	sin6 sam1	
善思	sin6 si1	
善事	sin6 si6	
善士	sin6 si6	
膳食	sin6 sik6	
善性	sin6 sing3	
掸人	sin6 yan4	
善人	sin6 yan4	
善有善报	sin6 yau5 sin6 bo3	
禅让	sin6 yeung6	
善意	sin6 yi3	
善言	sin6 yin4	
善于	sin6 yue1	
星	sing1	星
腥臭	sing1 chau3	
腥臭味	sing1 chau3 mei6	
升迁	sing1 chin1	
声称	sing1 ching1	
声速	sing1 chuk1	
升速	sing1 chuk1	
升出	sing1 chut1	
声带	sing1 daai3	
升等	sing1 dang2	
升等考试	sing1 dang2 haau2 si3	
升斗小民	sing1 dau2 siu2 man4	
声调	sing1 diu6	
声东击西	sing1 dung1 gik1 sai1	
升幅	sing1 fuk1	
腥风血雨	sing1 fung1 huet3 yue5	
声价	sing1 ga3	
升高	sing1 go1	
升降	sing1 gong3	
升降机	sing1 gong3 gei1	
升官	sing1 goon1	
升官发财	sing1 goon1 faat3 choi4	
星君	sing1 gwan1	胡闹，调皮捣蛋
星君仔	sing1 gwan1 jai2	星君仔
升起	sing1 hei2	
腥气	sing1 hei3	
升学	sing1 hok6	
星空	sing1 hung1	
升空	sing1 hung1	
星际	sing1 jai3	
升值	sing1 jik6	
腥膻	sing1 jin1	
升级	sing1 kap1	
星球	sing1 kau4	
星期	sing1 kei4	
升旗	sing1 kei4	
升旗典礼	sing1 kei4 din2 lai5	
升力	sing1 lik6	
腥味	sing1 mei6	
升幂	sing1 mik6	
升幂级数	sing1 mik6 kap1 so3	
声明	sing1 ming4	
声名	sing1 ming4	
声名大噪	sing1 ming4 daai4 cho3	
声明书	sing1 ming4 sue1	
声名远播	sing1 ming4 yuen5 boh3	
声母	sing1 mo5	
声望	sing1 mong6	
声门	sing1 moon4	
声势	sing1 sai3	
升势	sing1 sai3	
声势浩大	sing1 sai3 ho6 daai6	
星辰表	sing1 san4 biu1	
声色	sing1 sik1	
星星	sing1 sing1	
腥臊	sing1 so1	
惺忪	sing1 sung1	
升天	sing1 tin1	
声讨	sing1 to2	
升堂入室	sing1 tong4 yap6 sat1	
升华	sing1 wa4	
升温	sing1 wan1	
声援	sing1 woon4	
声音	sing1 yam1	
升任	sing1 yam6	
声誉	sing1 yue6	
绳	sing2	绳子
醒定	sing2 ding6	注意，当心
醒定啲	sing2 ding6 di1	当心一点
醒来	sing2 loi4	
醒目	sing2 muk6	机灵
醒目啲	sing2 muk6 di1	机灵点
醒目仔	sing2 muk6 jai2	聪明人
醒悟	sing2 ng6	
醒神	sing2 san4	当心，小心，夺目，提神，聪明，机灵，精神，加强注意，领悟暗示，神采奕奕
醒胃	sing2 wai6	开胃
胜败	sing3 baai6	
胜败乃兵家常事	sing3 baai6 naai5 bing1 ga1 seung4 si6	
性变态	sing3 bin3 taai3	
性病	sing3 bing6	
性别	sing3 bit6	
性别	sing3 bit6	
性情	sing3 ching4	
性情平和	sing3 ching4 ping4 woh4	
性取向	sing3 chui2 heung3	
性趣	sing3 chui3	
圣诞咭	sing3 daan3 kat1	圣诞卡
胜地	sing3 dei6	
胜负	sing3 foo6	
性格	sing3 gaak3	
性交	sing3 gaau1	
性教育	sing3 gaau3 yuk6	
性感	sing3 gam2	
性感尤物	sing3 gam2 yau4 mat6	
性急	sing3 gap1	
性激素	sing3 gik1 so3	
性经验	sing3 ging1 yim6	
胜景	sing3 ging2	
胜瓜	sing3 gwa1	丝瓜
胜过	sing3 gwoh3	
性行为	sing3 hang4 wai4	
性器官	sing3 hei3 goon1	
性向	sing3 heung3	
胜券	sing3 huen3	
性质	sing3 jat1	
胜仗	sing3 jeung3	
胜之不武	sing3 ji1 bat1 mo5	
性知识	sing3 ji1 sik1	
性理	sing3 lei5	
胜利	sing3 lei6	
姓名	sing3 ming4	
性命	sing3 ming6	
性命不保	sing3 ming6 bat1 bo2	
性无能	sing3 mo4 nang4	
性能	sing3 nang4	
性爱	sing3 oi3	
姓氏	sing3 si6	
胜诉	sing3 so3	
胜算	sing3 suen3	
圣人	sing3 yan4	
性欲	sing3 yuk6	
成败	sing4 baai6	
成败在此一举	sing4 baai6 joi6 chi2 yat1 gui2	
成品	sing4 ban2	
乘便	sing4 bin6	
城堡	sing4 bo2	
成本	sing4 boon2	
成亲	sing4 chan1	
乘车	sing4 che1	
成千上万	sing4 chin1 seung6 maan6	
成全	sing4 chuen4	
乘除	sing4 chui4	
成反比	sing4 faan2 bei2	
乘法	sing4 faat3	
成婚	sing4 fan1	
成分	sing4 fan6	
成份	sing4 fan6	
乘风破浪	sing4 fung1 poh3 long6	
成家	sing4 ga1	
成家立业	sing4 ga1 laap6 yip6	
成交	sing4 gaau1	
成交总值	sing4 gaau1 jung2 jik6	
成交量	sing4 gaau1 leung6	
成交额	sing4 gaau1 ngaak6	
乘机	sing4 gei1	
成见	sing4 gin3	
成功	sing4 gung1	
成功者	sing4 gung1 je2	
乘隙	sing4 gwik1	
成果	sing4 gwoh2	
乘客	sing4 haak3	
诚恳	sing4 han2	
乘兴	sing4 hing3	
乘兴而来	sing4 hing3 yi4 loi4	
乘兴而往败兴而归	sing4 hing3 yi4 wong5 baai6 hing3 yi4 gwai1	
成何体统	sing4 hoh4 tai2 tung2	
乘虚	sing4 hui1	
乘虚而入	sing4 hui1 yi4 yap6	
乘空	sing4 hung1	
成真	sing4 jan1	
成就	sing4 jau6	
成就感	sing4 jau6 gam2	
成长	sing4 jeung2	
成长率	sing4 jeung2 lut6	
诚挚	sing4 ji3	
成绩	sing4 jik1	
成绩单	sing4 jik1 daan1	
诚征	sing4 jing1	
成灾	sing4 joi1	
承载	sing4 joi3	
乘其不备	sing4 kei4 bat1 bei6	
成群结队	sing4 kwan4 git3 dui6	
成立	sing4 laap6	
乘凉	sing4 leung4	
乘龙快婿	sing4 lung4 faai3 sai3	
承闻	sing4 man4	听说
成问题	sing4 man6 tai4	
乘幂	sing4 mik6	
成名	sing4 ming4	
成名作	sing4 ming4 jok3	
成名曲	sing4 ming4 kuk1	
承蒙	sing4 mung4	
成年	sing4 nin4	
成年人	sing4 nin4 yan4	
承诺	sing4 nok6	承诺
乘势	sing4 sai3	
成心	sing4 sam1	
诚实	sing4 sat6	
承受	sing4 sau6	
丞相	sing4 seung3	
城市	sing4 si5	
乘胜追击	sing4 sing3 jui1 gik1	
乘数表	sing4 so3 biu2	乘法表
绳索	sing4 sok3	
乘船	sing4 suen4	
成熟	sing4 suk6	
成套	sing4 to3	
成为	sing4 wai4	
成为泡影	sing4 wai4 po5 ying2	
成为事实	sing4 wai4 si6 sat6	
城隍	sing4 wong4	
城垣	sing4 woon4	
成因	sing4 yan1	
成仁	sing4 yan4	
成人	sing4 yan4	
成人班	sing4 yan4 baan1	
成仁取义	sing4 yan4 chui2 yi6	
成人之美	sing4 yan4 ji1 mei5	
乘人之危	sing4 yan4 ji1 ngai4	
成药	sing4 yeuk6	
成衣	sing4 yi1	
诚意	sing4 yi3	
成形	sing4 ying4	
成型	sing4 ying4	
承认	sing4 ying6	
成语	sing4 yue5	
成员	sing4 yuen4	
成员国	sing4 yuen4 gwok3	
剩余	sing6 yue4	
摄	sip3	垫，塞，插，掖，塞入
摄青鬼	sip3 cheng1 gwai2	行踪飘忽、行为诡秘的人
摄高	sip3 go1	垫高
涉及	sip3 kap6	
摄录	sip3 luk6	拍摄，摄像
摄录机	sip3 luk6 gei1	摄像机，录像机
摄蚊帐	sip3 man1 jeung3	掖蚊帐
摄牙罅	sip3 nga4 la3	塞牙缝
摄石	sip3 sek6	磁石，磁铁，吸铁石
摄氏	sip3 si6	
摄氏度	sip3 si6 do6	
摄铁	sip3 tit3	磁铁
摄入去	sip3 yap6 hui3	塞进去
摄入嚟	sip3 yap6 lei4	塞进来
摄影	sip3 ying2	
摄影机	sip3 ying2 gei1	
摄影师	sip3 ying2 si1	
窃贼	sit3 chaak6	
窃取	sit3 chui2	
窃盗	sit3 do6	
窃盗罪	sit3 do6 jui6	
亵渎	sit3 duk6	
窃犯	sit3 faan2	
窃据	sit3 gui3	
窃国	sit3 gwok3	
窃国贼	sit3 gwok3 chaak6	
窃喜	sit3 hei2	
楔子	sit3 ji2	
窃案	sit3 on3	
窃窃私议	sit3 sit3 si1 yi5	
窃窃私语	sit3 sit3 si1 yue5	
窃笑	sit3 siu3	
舌头	sit3 tau4	
窃听	sit3 ting1	
窃听	sit3 ting1	
窃听器	sit3 ting1 hei3	
窃位	sit3 wai6	
楔形	sit3 ying4	
窃用	sit3 yung6	
蚀	sit6	亏损
蚀本	sit6 boon2	亏本，赔本
蚀本货	sit6 boon2 foh3	亏本货
蚀本生意	sit6 boon2 saang1 yi3	亏本生意
蚀本贷	sit6 boon2 taai3	亏本贷款
蚀钱	sit6 chin2	亏本，亏钱
蚀底	sit6 dai2	吃亏，不合算
蚀晒大本	sit6 saai3 daai6 boon2	亏了大本
烧	siu1	烤
烧饼	siu1 beng2	
烧饼油条	siu1 beng2 yau4 tiu4	
烧亲	siu1 chan1	烧伤
烧枪	siu1 cheung1	放枪，打枪
烧肠	siu1 cheung2	香肠
消化	siu1 fa3	
消化不良	siu1 fa3 bat1 leung4	
消化道	siu1 fa3 do6	
消化管	siu1 fa3 goon2	
消化系统	siu1 fa3 hai6 tung2	
消化器官	siu1 fa3 hei3 goon1	
消化液	siu1 fa3 yik6	
消费	siu1 fai3	
消费者	siu1 fai3 je2	
消防	siu1 fong4	
消防车	siu1 fong4 che1	
消防队	siu1 fong4 dui6	
消防局	siu1 fong4 guk6	
消防喉	siu1 fong4 hau4	消防水龙，消防水带，消防水管
消防喉辘	siu1 fong4 hau4 luk1	消防水龙，消防水带，消防水管
消防安全	siu1 fong4 on1 chuen4	
消防员	siu1 fong4 yuen4	
烧硷	siu1 gaan2	
烧鸡	siu1 gai1	烤鸡
消极	siu1 gik6	
韶光	siu1 gwong1	
消闲	siu1 haan4	
烧烤	siu1 haau1	
烧香	siu1 heung1	
消遣	siu1 hin2	
烧焦	siu1 jiu1	
烧咗灰士	siu1 joh2 fiu1 si2	保险丝烧了
烧猪	siu1 jue1	烤猪
烧腊	siu1 laap6	腊制肉食，烤制肉食的统称
销量	siu1 leung6	
烧录器	siu1 luk6 hei3	
烧味	siu1 mei2	烧烤肉食的总称
烧鸭	siu1 ngaap3	烤鸭
烧鹅	siu1 ngoh2	烤鹅
烧燶咗	siu1 nung1 joh2	烧焦了
烧炮仗	siu1 paau3 jeung2	放鞭炮
潇洒	siu1 sa2	
潇洒自如	siu1 sa2 ji6 yue4	
消失	siu1 sat1	
消受	siu1 sau6	
销售	siu1 sau6	
烧伤	siu1 seung1	
潇湘	siu1 seung1	秀气，苗条
销士	siu1 si2	推销员
消息	siu1 sik1	
潇潇	siu1 siu1	
烧毀	siu1 wai2	
销魂	siu1 wan4	
消夜	siu1 ye2	宵夜，夜宵，吃夜宵，吃宵夜
烧嘢食	siu1 ye5 sik6	烤烧
逍遥	siu1 yiu4	
逍遥法外	siu1 yiu4 faat3 ngoi6	
逍遥自在	siu1 yiu4 ji6 joi6	
烧乳猪	siu1 yue5 jue1	烤小猪
烧肉	siu1 yuk6	烤猪肉
少不免	siu2 bat1 min5	难免，免不了
小丑	siu2 chau2	
小觑	siu2 chui3	
小岛	siu2 do2	
小家	siu2 ga1	小气，小家子气
小家器	siu2 ga1 hei3	小气，小家子气
小家种	siu2 ga1 jung2	小气，小家子气
小家庭	siu2 ga1 ting4	
少见多怪	siu2 gin3 doh1 gwaai3	
少件得件	siu2 gin6 dak1 gin6	多一事不如少一事
少管闲事	siu2 goon2 haan4 si6	
小国寡民	siu2 gwok3 gwa2 man4	
小孩	siu2 haai4	
小学	siu2 hok6	
小学鸡	siu2 hok6 gai1	小学生
小镇	siu2 jan3	
小姐	siu2 je2	
小组	siu2 jo2	
小囡	siu2 naam4	
小朋友	siu2 pang4 yau5	
小心	siu2 sam1	
小心翼翼	siu2 sam1 yik6 yik6	
小食	siu2 sik6	小吃
小乘	siu2 sing4	
少少	siu2 siu2	一点点
少少咋	siu2 siu2 ja3	一点点而已
少数	siu2 so3	
小数	siu2 so3	
少数党	siu2 so3 dong2	
少数服从多数	siu2 so3 fuk6 chung4 doh1 so3	
少数民族	siu2 so3 man4 juk6	
少数人	siu2 so3 yan4	
小篆	siu2 suen6	
小说	siu2 suet3	
小提琴	siu2 tai4 kam4	
小偷	siu2 tau1	
小童	siu2 tung4	
小人蛇	siu2 yan4 se4	从水路偷渡的小孩
小意思	siu2 yi3 si1	
少	siu3	少爷
少	siu3	丈夫的兄弟
笑	siu3	笑话
少不更事	siu3 bat1 gang1 si6	
笑称	siu3 ching1	
笑大人个口	siu3 daai6 yan4 goh3 hau2	笑死人，可笑
笑到见牙唔见眼	siu3 do3 gin3 nga4 m4 gin3 ngaan5	笑得合不拢嘴，笑得眼睛都瞇缝了
笑到畸畸声	siu3 do3 ki1 ki1 seng1	嘻哈地笑
笑到肚刺	siu3 do3 to5 chek3	笑疼了肚子
少校	siu3 gaau3	
少将	siu3 jeung3	
少林寺	siu3 lam4 ji2	
少男	siu3 naam4	
少年	siu3 nin4	
少女	siu3 nui5	
笑声	siu3 sing1	
笑笑口	siu3 siu3 hau2	微笑
笑笑口噉讲	siu3 siu3 hau2 gam2 gong2	微笑着说
笑笑口话	siu3 siu3 hau2 wa2	笑着说
少尉	siu3 wai3	
笑吟吟	siu3 yam4 yam4	笑嘻嘻
少爷	siu3 ye4	
笑靥	siu3 yip3	
笑容	siu3 yung4	
笑容可掬	siu3 yung4 hoh2 guk1	
绍菜	siu6 choi3	大白菜
绍酒	siu6 jau2	绍兴黄酒，料酒
肇事	siu6 si6	
肇事者	siu6 si6 je2	
兆头	siu6 tau4	
肇祸	siu6 woh6	
臊	so1	膻，膻味，腥膻
臊	so1	分娩，生孩子
骚	so1	理睬，理
须	so1	胡子
骚	so1	秀，演出
骚包	so1 baau1	
酥饼	so1 beng2	
臊臭	so1 chau3	
酥脆	so1 chui3	
骚动	so1 dung6	
须发皓然	so1 faat3 ho6 yin4	
臊虾	so1 ha1	婴儿，小娃娃
臊虾仔	so1 ha1 jai2	婴儿，男婴儿
臊虾女	so1 ha1 nui2	女婴儿
酥胸	so1 hung1	
苏州过后冇艇搭	so1 jau1 gwoh3 hau6 mo5 teng5 daap3	过了这村没那店
苏州屎	so1 jau1 si2	烂摊子
骚quali	so1 koh1 li2	显显本事，显显本领
骚乱	so1 luen6	
酥麻	so1 ma4	
须刨	so1 paau2	刮脸刀，剃须刀
搔首弄姿	so1 sau2 lung6 ji1	
苏轼	so1 sik1	
酥松	so1 sung1	
苏维埃	so1 wai4 oi1	
酥油	so1 yau4	
搔痒	so1 yeung5	
骚扰	so1 yiu2	
骚扰	so1 yiu2	打扰，打搅
骚扰晒	so1 yiu2 saai3	打扰了，太打搅了，添麻烦
酥软	so1 yuen5	
酥软软	so1 yuen5 yuen5	
苏芮	so1 yui6	
扫	so2	小笤帚，小扫帚，小扫把
数白榄	so2 baak6 laam2	数来宝，说顺口溜
数典忘祖	so2 din2 mong4 jo2	
数唔切	so2 m4 chit3	数不清
扫把	so3 ba2	扫帚，扫把，笤帚
素不相识	so3 bat1 seung1 sik1	
素菜	so3 choi3	
素菜馆	so3 choi3 goon2	
数据	so3 gui3	
数据库	so3 gui3 foo3	
数据机	so3 gui3 gei1	
扫兴	so3 hing3	
数学	so3 hok6	
数学家	so3 hok6 ga1	
素质	so3 jat1	
扫帚	so3 jau2	
数字	so3 ji2	
数字键	so3 ji6 gin6	
诉讼	so3 jung6	
诉求	so3 kau4	
数量	so3 leung6	
数码	so3 ma5	
扫埋嚟	so3 maai4 lei4	扫过来
素描	so3 miu4	
数目	so3 muk6	
数目字	so3 muk6 ji6	
素雅	so3 nga5	
素食	so3 sik6	
素食店	so3 sik6 dim3	
素食面	so3 sik6 min6	
诉说	so3 suet3	
数还数，路还路	so3 waan4 so3 lo6 waan4 lo6	人情归人情，数目要分明
溯源	so3 yuen4	
梳	soh1	梳子，发刷
蔬菜	soh1 choi3	
梳打	soh1 da2	苏打，碳酸钠
梳打粉	soh1 da2 fan2	苏打粉，小苏打
梳化椅	soh1 fa2 yi2	沙发
梳化	soh1 fa3	沙发
疏忽	soh1 fat1	
梳乎厘	soh1 foo4 lei4	蛋奶酥
羧基	soh1 gei1	
sorry	soh1 li4	对不起
sorry啰	soh1 li4 loh1	对不起啊
梳洗	soh1 sai2	
唆使	soh1 si2	
梳头	soh1 tau4	
疏堂	soh1 tong4	堂
疏堂兄弟	soh1 tong4 hing1 dai6	堂兄弟
疏堂姐妹	soh1 tong4 ji2 mooi2	堂姐妹
疏通	soh1 tung1	
蓑衣	soh1 yi1	
锁	soh2	锁上
所得税	soh2 dak1 sui3	
所见即所得	soh2 gin3 jik1 soh2 dak1	
所见略同	soh2 gin3 leuk6 tung4	
所见所闻	soh2 gin3 soh2 man4	
所幸	soh2 hang6	
所长	soh2 jeung2	
锁咗	soh2 joh2	锁上了
锁链	soh2 lin4	
锁门	soh2 moon2	锁上门
唢呐	soh2 naap6	
锁匙	soh2 si4	钥匙
琐碎	soh2 sui3	
锁头	soh2 tau4	
所为	soh2 wai4	
所谓	soh2 wai6	
所有	soh2 yau5	
所有权	soh2 yau5 kuen4	
所有人	soh2 yau5 yan4	
所以	soh2 yi5	
傻更	soh4 gaang1	傻，傻瓜
傻更更	soh4 gaang1 gaang1	傻乎乎
傻瓜	soh4 gwa1	
傻瓜	soh4 gwa1	傻瓜，傻子
傻气	soh4 hei3	
傻仔	soh4 jai2	傻小子，傻瓜
傻仔水	soh4 jai2 sui2	酒
傻佬	soh4 lo2	傻子，傻瓜
傻妹	soh4 mooi1	傻丫头，小丫头
傻眼	soh4 ngaan5	
傻女	soh4 nui2	傻丫头
傻事	soh4 si6	
傻笑	soh4 siu3	
傻傻哋	soh4 soh2 dei2	傻里傻气
傻傻更更	soh4 soh4 gaang1 gaang1	傻里傻气，傻头傻脑
傻头傻脑	soh4 tau4 soh4 no5	
傻话	soh4 wa2	
傻人	soh4 yan4	
傻人	soh4 yan4	傻子，傻瓜
腮红	soi1 hung4	
腮腺炎	soi1 sin3 yim4	
索	sok3	绳索，大绳子
嗍	sok3	吸
索	sok3	漂亮
嗍鼻	sok3 bei6	吸鼻涕，抽抽搭搭
嗍啖烟	sok3 daam6 yin1	吸一口烟
塑胶	sok3 gaau1	塑料，塑胶
塑胶桶	sok3 gaau1 tung2	塑料桶
嗍气	sok3 hei3	喘气
塑料	sok3 liu2	塑胶，塑料
索女	sok3 nui5	美女
嗍晒气	sok3 saai3 hei3	气喘吁吁
嗍水	sok3 sui2	吸水
索油	sok3 yau4	揩油，轻薄，占便宜，吃豆腐
丧葬	song1 jong3	
丧礼	song1 lai5	
桑葚	song1 sam6	
桑树	song1 sue6	
爽	song2	开心，舒服，过瘾
爽脆	song2 chui3	脆，干脆，干脆利落
爽快	song2 faai3	
爽利	song2 lei6	兴奋，振作，精神好
嗓门	song2 moon4	
爽手	song2 sau2	手感好，软滑，舒服；利索
丧	song3	散，野，心散，心野
丧	song3	傻，不正经，疯疯癫癫的样子
丧气	song3 hei3	
丧仔	song3 jai2	傻子
丧命	song3 meng6	
丧失	song3 sat1	
short	sot1	神经有问题，神经病
short short哋	sot1 sot1 dei2	神经病，精神出了问题
舒畅	sue1 cheung3	
抒情	sue1 ching4	
抒情歌	sue1 ching4 goh1	
书店	sue1 dim3	
