开放粤语词典（广州拼音版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［广州拼音］	［国语解释］
一针见血	yed1 zem1 gin3 hüd3	
一阵	yed1 zen6	一回儿，一阵子
一阵间	yed1 zen6 gan1	一会儿，待一会儿
一再	yed1 zoi3	
一早	yed1 zou2	早就，老早，很久以前
一竹篙打晒一船人	yed1 zug1 gou1 da2 sai3 yed1 xun4 yen4	以偏盖全
一竹篙揇咗一船人	yed1 zug1 gou1 nam5 zo2 yed1 xun4 yen4	一竹竿打了一船人
一只屐	yed1 zég3 kég6	垂头丧气
一将功成万骨枯	yed1 zêng3 gung1 xing4 man6 gwed1 fu1	
一醉解千愁	yed1 zêu3 gai2 qin1 seo4	
日报	yed6 bou3	
溢出	yed6 cêd1	
日出	yed6 cêd1	
日趋严重	yed6 cêu1 yim4 zung6	
溢价	yed6 ga3	
日更	yed6 gang1	白班，日班
日晷	yed6 gwei2	
日记	yed6 géi3	
日剧	yed6 kég6	
溢流	yed6 leo4	
日历	yed6 lig6	
日落	yed6 log6	
溢满	yed6 mun5	
溢美之词	yed6 méi5 ji1 qi4	
日前	yed6 qin4	
日常用品	yed6 sêng4 yung6 ben2	日用品，日常用品
日头	yed6 teo2	太阳，白天
日头青青	yed6 teo2 céng1 céng1	白天
溢位	yed6 wei6	
日晕	yed6 wen6	
逸史	yed6 xi2	
逸事	yed6 xi6	
日息	yed6 xig1	
日日	yed6 yed6	天天，每天
溢于言表	yed6 yu1 yin4 biu2	
日月如梭	yed6 yud6 yu4 so1	
日裔	yed6 yêu6	
曳曳	yei1 yei1	淘气
曳	yei5	淘气
曳货	yei5 fo3	劣货
曳嘢	yei5 yé5	次东西，次货
曳到死	yei6 dou3 séi2	调皮得要命，淘气得要命，非常顽皮
阴	yem1	暗害，算计
阴	yem1	害，暗害，阴险
纴	yem1	刘海
阴	yem1	阴险
阴差阳错	yem1 ca1 yêng4 co3	
钦差	yem1 cai1	
阴沉	yem1 cem4	
阴沉沉	yem1 cem4 cem4	
阴蒂	yem1 dei3	
阴电	yem1 din6	
阴电子	yem1 din6 ji2	
阴道	yem1 dou6	
阴毒	yem1 dug6	恶毒，狠毒，阴险毒辣
阴暗	yem1 em3	
阴暗面	yem1 em3 min6	
阴府	yem1 fu2	
阴间	yem1 gan1	
阴极	yem1 gig6	
阴功	yem1 gung1	残忍，可怜，造孽
阴功鬼	yem1 gung1 gwei2	缺德鬼
阴核	yem1 hed6	
阴狠	yem1 hen2	
阴狠毒辣	yem1 hen2 dug6 lad6	
阴茎	yem1 heng1	
阴险	yem1 him2	
阴险毒辣	yem1 him2 dug6 lad6	
阴气	yem1 héi3	
音响	yem1 hêng2	
阴沟	yem1 keo1	
阴沟里翻船	yem1 keo1 lêu5 fan1 xun4	
阴冷	yem1 lang5	
阴历	yem1 lig6	
阴离子	yem1 léi4 ji2	
阴凉	yem1 lêng4	
阴霾	yem1 mai4	
阴谋	yem1 meo4	
阴谋分子	yem1 meo4 fen6 ji2	
阴谋家	yem1 meo4 ga1	
阴毛	yem1 mou4	
音乐	yem1 ngog6	
音乐家	yem1 ngog6 ga1	
音乐团体	yem1 ngog6 tün4 tei2	
音乐会	yem1 ngog6 wui2	
阴囊	yem1 nong4	
阴平	yem1 ping4	
钦佩	yem1 pui3	
钦赐	yem1 qi3	
阴晴	yem1 qing4	
阴晴不定	yem1 qing4 bed1 ding6	
阴山	yem1 san1	
阴湿	yem1 seb1	阴险，狡猾
阴湿	yem1 seb1	
阴森	yem1 sem1	
阴森森	yem1 sem1 sem1	
阴寿	yem1 seo6	
阴声细气	yem1 séng1 sei3 héi3	小声小气，低声细语，轻声细气，轻言细语
阴唇	yem1 sên4	
阴天	yem1 tin1	
阴云	yem1 wen4	
阴魂	yem1 wen4	
音韵	yem1 wen6	
阴司纸	yem1 xi1 ji2	纸钱，冥钞
阴性	yem1 xing3	
阴性反应	yem1 xing3 fan2 ying3	
阴盛阳衰	yem1 xing6 yêng4 sêu1	
阴阴沉沉	yem1 yem1 cem4 cem4	
阴阴暗暗	yem1 yem1 em3 em3	
阴人	yem1 yen4	算计别人，暗害别人
阴柔	yem1 yeo4	
阴影	yem1 ying2	
阴雨	yem1 yu5	
阴雨天	yem1 yu5 tin1	
阴月	yem1 yud6	
阴阳	yem1 yêng4	
阴阳家	yem1 yêng4 ga1	
阴阳怪气	yem1 yêng4 gwai3 héi3	
阴阳眼	yem1 yêng4 ngan5	
阴阳人	yem1 yêng4 yen4	
阴骘	yem1 zed1	缺德，造孽，亏心，阴毒
阴骘事	yem1 zed1 xi6	亏心事，缺德事
饮	yem2	喝
饮品	yem2 ben2	
饮杯	yem2 bui1	碰杯，喝一杯
饮茶	yem2 ca4	喝茶
饮茶	yem2 ca4	下馆子
饮茶钱	yem2 ca4 qin2	酒饭钱
饮大咗	yem2 dai6 zo2	酒喝多了，喝醉了
饮大咗两杯	yem2 dai6 zo2 lêng5 bui1	喝醉
饮啖茶	yem2 dam6 ca4	喝口茶
饮啖水	yem2 dam6 sêu2	喝口水
饮弹	yem2 dan6	
饮弹自尽	yem2 dan6 ji6 zên6	
饮翻杯喇	yem2 fan1 bui1 la1	喝一杯吧
饮管	yem2 gun2	吸管
饮恨	yem2 hen6	
饮恨而终	yem2 hen6 yi4 zung1	
饮料	yem2 liu6	
饮料店	yem2 liu6 dim3	
饮傻仔水	yem2 so4 zei2 sêu2	喝酒
饮醇自醉	yem2 sên4 ji6 zêu3	
饮水	yem2 sêu2	喝水
饮水机	yem2 sêu2 géi1	
饮水思源	yem2 sêu2 xi1 yun4	
饮筒	yem2 tung2	吸管
饮食	yem2 xig6	
饮食店	yem2 xig6 dim3	
饮食男女	yem2 xig6 nam4 nêu5	
饮食失调	yem2 xig6 sed1 tiu4	
饮食业	yem2 xig6 yib6	
饮胜	yem2 xing3	干杯
饮胜佢	yem2 xing3 kêu5	干了它，干杯
饮泣	yem2 yeb1	
饮饮食食	yem2 yem2 xig6 xig6	吃吃喝喝
饮用	yem2 yung6	
饮用水	yem2 yung6 sêu2	
饮鸩止渴	yem2 zem6 ji2 hod3	
饮酒	yem2 zeo2	喝酒
饮醉	yem2 zêu3	喝醉
饮醉酒	yem2 zêu3 zeo2	喝醉了
饮醉咗	yem2 zêu3 zo2	喝醉了
窨井	yem3 zéng2	
淫贼	yem4 cag6	
吟唱	yem4 cêng3	
淫荡	yem4 dong6	
淫妇	yem4 fu5	
任何	yem4 ho4	
淫贱	yem4 jin6	
淫乱	yem4 lün6	
任务	yem4 mou6	
吟哦	yem4 ngo4	
淫威	yem4 wei1	
淫猥	yem4 wei2	
淫秽	yem4 wei3	
吟咏	yem4 wing6	
吟诗	yem4 xi1	
吟诗作对	yem4 xi1 zog3 dêu3	
淫亵	yem4 xid3	
淫笑	yem4 xiu3	
淫书	yem4 xu1	
淫业	yem4 yib6	
霪雨	yem4 yu5	
淫欲	yem4 yug6	
吟诵	yem4 zung6	
荏苒	yem5 yim5	
妊妇	yem6 fu5	
任拣唔嬲	yem6 gan2 m4 neo1	随便挑选也不在乎
衽金革	yem6 gem1 gag3	
任职	yem6 jig1	
衽席	yem6 jig6	
任凭	yem6 peng4	
妊娠	yem6 sen1	
妊孕	yem6 yen6	
姻娅	yen1 a3	
因材施教	yen1 coi4 xi1 gao3	
恩宠	yen1 cung2	
恩重如山	yen1 cung5 yu4 san1	
因循	yen1 cên4	
因循守旧	yen1 cên4 seo2 geo6	
恩典	yen1 din2	
因地制宜	yen1 déi6 zei3 yi4	
殷鉴	yen1 gam3	
殷鉴不远	yen1 gam3 bed1 yun5	
因故	yen1 gu3	
因公殉职	yen1 gung1 sên1 jig1	
因果	yen1 gwo2	
因果报应	yen1 gwo2 bou3 ying3	
因果关系	yen1 gwo2 gwan1 hei6	
因果律	yen1 gwo2 lêd6	
因果论	yen1 gwo2 lên6	
因之	yen1 ji1	
因子	yen1 ji2	
因住	yen1 ju6	当心，小心
因住电亲	yen1 ju6 din6 cen1	当心触电
因住冻亲	yen1 ju6 dung3 cen1	当心着凉，小心着凉
殷勤	yen1 ken4	
因陋就简	yen1 leo6 zeo6 gan2	
因利乘便	yen1 léi6 xing4 bin6	
堙灭	yen1 mid6	
堙没	yen1 mud6	
恩爱	yen1 oi3	
恩爱夫妻	yen1 oi3 fu1 cei1	
因此	yen1 qi2	
因此之故	yen1 qi2 ji1 gu3	
恩赐	yen1 qi3	
恩情	yen1 qing4	
因势利导	yen1 sei3 léi6 dou6	
甄审	yen1 sem2	
恩仇	yen1 seo4	
因数	yen1 sou3	
因素	yen1 sou3	
因数分解	yen1 sou3 fen1 gai2	
欣赏	yen1 sêng2	
欣慰	yen1 wei3	
因为	yen1 wei6	
恩惠	yen1 wei6	
氤氲	yen1 wen1	
因祸得福	yen1 wo6 deg1 fug1	
恩师	yen1 xi1	
因时制宜	yen1 xi4 zei3 yi4	
因式	yen1 xig1	
因式分解	yen1 xig1 fen1 gai2	
因小失大	yen1 xiu2 sed1 dai6	
甄选	yen1 xun2	
甄选人才	yen1 xun2 yen4 coi4	
恩恩爱爱	yen1 yen1 oi3 oi3	
恩恩怨怨	yen1 yen1 yun3 yun3	
恩人	yen1 yen4	
因人成事	yen1 yen4 xing4 xi6	
因人而异	yen1 yen4 yi4 yi6	
因由	yen1 yeo4	原因
因由	yen1 yeo4	
因而	yen1 yi4	
因噎废食	yen1 yid3 fei3 xig6	
因应	yen1 ying3	
因雨取消	yen1 yu5 cêu2 xiu1	
因雨延期	yen1 yu5 yin4 kéi4	
恩怨	yen1 yun3	
姻缘	yen1 yun4	
因缘	yen1 yun4	
因缘际会	yen1 yun4 zei3 wui6	
因袭	yen1 zab6	
因袭陈规	yen1 zab6 cen4 kwei1	
恩将仇报	yen1 zêng1 seo4 bou3	
隐蔽	yen2 bei3	
隐藏	yen2 cong4	
隐伏	yen2 fug6	
隐晦	yen2 fui3	
隐居	yen2 gêu1	
忍唔到	yen2 m4 dou2	忍不住
隐密	yen2 med6	
隐名	yen2 ming4	
隐瞒	yen2 mun4	
忍耐	yen2 noi6	
忍心	yen2 sem1	
隐身	yen2 sen1	
隐身术	yen2 sen1 sêd6	
忍受	yen2 seo6	
隐退	yen2 têu3	
隐讳	yen2 wei5	
隐私	yen2 xi1	
隐私权	yen2 xi1 kün4	
隐姓埋名	yen2 xing3 mai4 ming4	
隐隐	yen2 yen2	
隐隐约约	yen2 yen2 yêg3 yêg3	
隐隐作痛	yen2 yen2 zog3 tung3	
隐形	yen2 ying4	
隐形眼镜	yen2 ying4 ngan5 géng3	
隐形人	yen2 ying4 yen4	
隐语	yen2 yu5	
隐喻	yen2 yu6	
隐约	yen2 yêg3	
忍让	yen2 yêng6	
印本	yen3 bun2	
印刷	yen3 cad3	
印刷品	yen3 cad3 ben2	
印刷厂	yen3 cad3 cong2	
印刷机	yen3 cad3 géi1	
印刷术	yen3 cad3 sêd6	
印刷体	yen3 cad3 tei2	
印刷业	yen3 cad3 yib6	
印出	yen3 cêd1	
印度教	yen3 dou6 gao3	
印度豹	yen3 dou6 pao3	
印度人	yen3 dou6 yen4	
印花	yen3 fa1	
印花税	yen3 fa1 sêu3	
印发	yen3 fad3	
印鉴	yen3 gam3	
印记	yen3 géi3	
印痕	yen3 hen6	
印证	yen3 jing3	
印模	yen3 mou4	
印泥	yen3 nei4	
印尼人	yen3 néi4 yen4	
印绶	yen3 seo6	
印染	yen3 yim5	
印佣	yen3 yung4	印尼佣人
印章	yen3 zêng1	
印象	yen3 zêng6	
印象主义	yen3 zêng6 ju2 yi6	
人办	yen4 ban2	样版，榜样
人不犯我，我不犯人	yen4 bed1 fan6 ngo5 ngo5 bed1 fan6 yen4	
人不犯我，我不犯人，人若犯我，我必犯人	yen4 bed1 fan6 ngo5 ngo5 bed1 fan6 yen4 yen4 yêg6 fan6 ngo5 ngo5 bid1 fan6 yen4	
人不可貌相	yen4 bed1 ho2 mao6 sêng3	
人不可貌相，海不可斗量	yen4 bed1 ho2 mao6 sêng3 hoi2 bed1 ho2 deo2 lêng4	
人不知鬼不觉	yen4 bed1 ji1 gwei2 bed1 gog3	
人不为己，天诛地灭	yen4 bed1 wei4 géi2 tin1 ju1 déi6 mid6	
人比人气死人	yen4 béi2 yen4 héi3 séi2 yen4	
人才	yen4 coi4	
仁德	yen4 deg1	
仁弟	yen4 dei6	
人道	yen4 dou6	
人道精神	yen4 dou6 jing1 sen4	
人道主义	yen4 dou6 ju2 yi6	
人哋	yen4 déi6	人家，别人
人逢喜事精神爽	yen4 fung4 héi2 xi5 jing1 sen4 song2	
人非草木	yen4 féi1 cou2 mug6	
人非圣贤，孰能无过	yen4 féi1 xing3 yin4 sug6 neng4 mou4 gwo3	
人轧人	yen4 gad3 yen4	
人间	yen4 gan1	
人间地狱	yen4 gan1 déi6 yug6	
人间天堂	yen4 gan1 tin1 tong4	
人间仙境	yen4 gan1 xin1 ging2	
人见人爱	yen4 gin3 yen4 oi3	
人工	yen4 gung1	工资
人客	yen4 hag3	客人
人喊马嘶	yen4 ham3 ma5 sei1	
人行道	yen4 hang4 dou6	
人口	yen4 heo2	
仁厚	yen4 heo5	
仁兄	yen4 hing1	
人气	yen4 héi3	
人之常情	yen4 ji1 sêng4 qing4	
人之将死，其言也善	yen4 ji1 zêng1 séi2 kéi4 yin4 ya5 xin6	
人质	yen4 ji3	
仁至义尽	yen4 ji3 yi6 zên6	
人群	yen4 kwen4	
人权	yen4 kün4	
人龙	yen4 lung4	队排得很长
人类	yen4 lêu6	
人类学	yen4 lêu6 hog6	
人类学家	yen4 lêu6 hog6 ga1	
人唔似人，鬼唔似鬼	yen4 m4 qi5 yen4 gwei2 m4 qi5 gwei2	落魄
人马	yen4 ma5	
人物	yen4 med6	
人物志	yen4 med6 ji3	
人民	yen4 men4	
人民币	yen4 men4 bei6	
仁民爱物	yen4 men4 oi3 med6	
人面兽心	yen4 min6 seo3 sem1	
人面桃花	yen4 min6 tou4 fa1	
人无千日好	yen4 mou4 qin1 yed6 hou2	
人无千日好，花无百日红	yen4 mou4 qin1 yed6 hou2 fa1 mou4 bag3 yed6 hung4	
仁爱	yen4 oi3	
人怕噅， 米怕筛	yen4 pa3 ngei1 mei5 pa3 sei1	人怕别人多次恳求，人就怕被人哀求
仁慈	yen4 qi4	
人称	yen4 qing1	
人称代名词	yen4 qing1 doi6 ming4 qi4	
人细鬼大	yen4 sei3 gwei2 dai6	人小鬼大，人小点子多
仁心	yen4 sem1	
人参	yen4 sem1	
人心不足蛇吞象	yen4 sem1 bed1 zug1 sé4 ten1 zêng6	
仁心仁术	yen4 sem1 yen4 sêd6	
人身攻击	yen4 sen1 gung1 gig1	
人生	yen4 seng1	
人生观	yen4 seng1 gun1	
人生路不熟	yen4 seng1 lou6 bed1 sug6	
人生舞台	yen4 seng1 mou5 toi4	
人生意义	yen4 seng1 yi3 yi6	
人生如朝露	yen4 seng1 yu4 jiu1 lou6	
人生如梦	yen4 seng1 yu4 mung6	
人数	yen4 sou3	
人蛇	yen4 sé4	水路偷渡者，非法入境者
仁术	yen4 sêd6	
人衰行路打倒褪	yen4 sêu1 hang4 lou6 da2 dou2 ten3	人倒霉，走路都摔跤
人体	yen4 tei2	
人头	yen4 teo4	
人头猪脑	yen4 teo4 ju1 nou5	蠢笨
人头税	yen4 teo4 sêu3	
人头涌涌	yen4 teo4 yung2 yung2	人山人海
人寰	yen4 wan4	
人为财死，鸟为食亡	yen4 wei4 coi4 séi2 niu5 wei4 xig6 mong4	
人为刀俎	yen4 wei4 dou1 zo2	
人为万物之灵	yen4 wei4 man6 med6 ji1 ling4	
人云亦云	yen4 wen4 yig6 wen4	
人选	yen4 xun2	
人算不如天算	yen4 xun3 bed1 yu4 tin1 xun3	
仁人	yen4 yen4	
仁人君子	yen4 yen4 gwen1 ji2	
仁人志士	yen4 yen4 ji3 xi6	
人有我有	yen4 yeo5 ngo5 yeo5	人家有的我也有
仁义	yen4 yi6	
仁义道德	yen4 yi6 dou6 deg1	
仁义礼智信	yen4 yi6 lei5 ji3 sên3	
仁言利博	yen4 yin4 léi6 bog3	
人欲横流	yen4 yug6 wang4 leo4	
人猿	yen4 yun4	
人员	yen4 yun4	
人仔	yen4 zei2	人民币
人际	yen4 zei3	
人际关系	yen4 zei3 gwan1 hei6	
人在福中不知福	yen4 zoi6 fug1 zung1 bed1 ji1 fug1	
人造	yen4 zou6	
人造纤维	yen4 zou6 qim1 wei4	
人造卫星	yen4 zou6 wei6 xing1	
人造丝	yen4 zou6 xi1	
人中	yen4 zung1	
仁者	yen4 zé2	
仁者见仁，智者见智	yen4 zé2 gin3 yen4 ji3 zé2 gin3 ji3	
仁者无敌	yen4 zé2 mou4 dig6	
人尽可夫	yen4 zên6 ho2 fu1	
引爆	yen5 bao3	
引发	yen5 fad3	
引咎辞职	yen5 geo3 qi4 jig1	
引诱	yen5 yeo5	
引用	yen5 yung6	
引用文	yen5 yung6 men4	
孕妇	yen6 fu5	
韧性	yen6 xing3	
孕育	yen6 yug6	
纫针	yen6 zem1	
忧	yeo1	愁，担忧，忧虑，担心
优等	yeo1 deng2	
优等生	yeo1 deng2 sang1	
优等奖	yeo1 deng2 zêng2	
优点	yeo1 dim2	
优待	yeo1 doi6	
幽暗	yeo1 em3	
休假	yeo1 ga3	
幽禁	yeo1 gem3	
幽谷	yeo1 gug1	
忧国	yeo1 gwog3	
忧国忧民	yeo1 gwog3 yeo1 men4	
幽光	yeo1 gwong1	
幽居	yeo1 gêu1	
休闲	yeo1 han4	
悠闲	yeo1 han4	
休闲活动	yeo1 han4 wud6 dung6	
优厚	yeo1 heo5	
休憩	yeo1 héi3	
幽香	yeo1 hêng1	
幽静	yeo1 jing6	
优缺点	yeo1 küd3 dim2	
幽灵	yeo1 ling4	
优伶	yeo1 ling4	
丘陵	yeo1 ling4	
忧劳	yeo1 lou4	
忧劳成疾	yeo1 lou4 xing4 zed6	
优良	yeo1 lêng4	
优良单株	yeo1 lêng4 dan1 ju1	
优良性	yeo1 lêng4 xing3	
忧虑	yeo1 lêu6	
优劣	yeo1 lüd3	
幽默	yeo1 meg6	
幽默感	yeo1 meg6 gem2	
幽冥	yeo1 ming4	
幽美	yeo1 méi5	
优美	yeo1 méi5	
优雅	yeo1 nga5	
幽雅	yeo1 nga5	
优渥	yeo1 ngeg1	
幽情	yeo1 qing4	
优势	yeo1 sei3	
忧心	yeo1 sem1	担心，操心
忧心忡忡	yeo1 sem1 cung1 cung1	
忧心如焚	yeo1 sem1 yu4 fen4	
优生	yeo1 seng1	
优生学	yeo1 seng1 hog6	
优秀	yeo1 seo3	
优秀学生	yeo1 seo3 hog6 sang1	
忧愁	yeo1 seo4	
忧伤	yeo1 sêng1	
忧患	yeo1 wan6	
忧患意识	yeo1 wan6 yi3 xig1	
忧郁	yeo1 wed1	
忧郁症	yeo1 wed1 jing3	
优惠	yeo1 wei6	
优惠待遇	yeo1 wei6 doi6 yu6	
优惠价	yeo1 wei6 ga3	
优惠价格	yeo1 wei6 ga3 gag3	
优惠关税	yeo1 wei6 gwan1 sêu3	
幽魂	yeo1 wen4	
幽魂不散	yeo1 wen4 bed1 san3	
幽会	yeo1 wui6	
幽思	yeo1 xi1	
休息	yeo1 xig1	
优先	yeo1 xin1	
优先发展	yeo1 xin1 fad3 jin2	
优先股	yeo1 xin1 gu2	
优先权	yeo1 xin1 kün4	
优胜	yeo1 xing3	
优胜队	yeo1 xing3 dêu6	
优胜劣败	yeo1 xing3 lüd3 bai6	
优胜者	yeo1 xing3 zé2	
优胜奖	yeo1 xing3 zêng2	
蚯蚓	yeo1 yen5	
幽幽	yeo1 yeo1	
优游	yeo1 yeo4	
优游自在	yeo1 yeo4 ji6 zoi6	
优异	yeo1 yi6	
优异性	yeo1 yi6 xing3	
忧形于色	yeo1 ying4 yu1 xig1	
优裕	yeo1 yu6	
优越	yeo1 yud6	
优越感	yeo1 yud6 gem2	
优越性	yeo1 yud6 xing3	
忧容	yeo1 yung4	
优质	yeo1 zed1	
优质钢	yeo1 zed1 gong3	
优哉游哉	yeo1 zoi1 yeo4 zoi1	
由	yeo2	任由，随便
友	yeo2	家伙
友	yeo2	朋友
由得	yeo2 deg1	任由，随便
由得佢喇	yeo2 deg1 kêu5 la3	随他便吧，算了吧
由得你	yeo2 deg1 néi5	随你便
黝黑	yeo2 heg1	
由佢喇	yeo2 kêu5 la3	随他便吧，算了吧
友仔	yeo2 zei2	小子
幼	yeo3	细
幼子	yeo3 ji2	
幼稚	yeo3 ji6	
幼稚园	yeo3 ji6 yun2	幼儿园，幼稚园
幼冷	yeo3 lang1	细毛线
幼年	yeo3 nin4	
幼女	yeo3 nêu5	
幼沙	yeo3 sa1	细沙
幼细	yeo3 sei3	细，精细
幼童	yeo3 tung4	
幼滑	yeo3 wad6	细滑，手感润滑
幼小	yeo3 xiu2	
幼儿	yeo3 yi4	
由	yeo4	从
油	yeo4	上油，上漆，漆，刷
由不得	yeo4 bed1 deg1	
游必有方	yeo4 bid1 yeo5 fong1	
游伴	yeo4 bun6	
邮差	yeo4 cai1	
油漆	yeo4 ced1	
揉搓	yeo4 co1	
游车河	yeo4 cé1 ho2	乘车游览，兜风
由奢入俭难	yeo4 cé1 yeb6 gim6 nan4	
邮戳	yeo4 cêg3	
由得你…都得	yeo4 deg1 néi5 dou1 deg1	随便你…都行
游荡	yeo4 dong6	
柔道	yeo4 dou6	
游动	yeo4 dung6	
游埠	yeo4 feo6	出国旅游观光
髹灰水	yeo4 fui1 sêu2	刷墙
油灰水	yeo4 fui1 sêu2	刷墙，刷石灰水
游街	yeo4 gai1	
游街示众	yeo4 gai1 xi6 zung3	
由简而繁	yeo4 gan2 yi4 fan4	
由近而远	yeo4 gen6 yi4 yun5	
悠久	yeo4 geo2	
游击	yeo4 gig1	
游击	yeo4 gig1	
游击队	yeo4 gig1 dêu6	
游击战	yeo4 gig1 jin3	
游击战	yeo4 gig1 jin3	
由俭入奢易	yeo4 gim6 yeb6 cé1 yi6	
由俭入奢易由奢入俭难	yeo4 gim6 yeb6 cé1 yi6 yeo4 cé1 yeb6 gim6 nan4	
邮局	yeo4 gug6	
攸关	yeo4 gwan1	
游侠	yeo4 hab6	
游客	yeo4 hag3	
游行	yeo4 heng4	
游行示威	yeo4 heng4 xi6 wei1	
游兴	yeo4 hing3	
游兴正浓	yeo4 hing3 jing3 nung4	
游学	yeo4 hog6	
游学生	yeo4 hog6 sang1	
油腔滑调	yeo4 hong1 wad6 diu6	
油器	yeo4 héi3	油炸食物
游戏	yeo4 héi3	
游戏规则	yeo4 héi3 kwei1 zeg1	
游戏人间	yeo4 héi3 yen4 gan1	
游资	yeo4 ji1	
游子	yeo4 ji2	
油渍	yeo4 jig1	油的污迹
油井	yeo4 jing2	
疣猪	yeo4 ju1	
邮购	yeo4 keo3	
游逛	yeo4 kwang3	
尤其	yeo4 kéi4	
游览	yeo4 lam4	
游览车	yeo4 lam4 cé1	
游猎	yeo4 lib6	
游乐场	yeo4 log6 cêng4	
游乐园	yeo4 log6 yun4	
由来	yeo4 loi4	
由来已久	yeo4 loi4 yi5 geo2	
游离	yeo4 léi4	
蹂躏	yeo4 lên6	
尤物	yeo4 med6	
游民	yeo4 men4	
游牧	yeo4 mug6	
游牧民族	yeo4 mug6 men4 zug6	
油淰淰	yeo4 nem6 nem6	油腻腻，油汪汪，油乎乎
游艺	yeo4 ngei6	
揉捏	yeo4 nib6	
油腻	yeo4 néi6	
邮票	yeo4 piu3	
油铺	yeo4 pou2	杂货店
由此	yeo4 qi2	
由此可见	yeo4 qi2 ho2 gin3	
由此可知	yeo4 qi2 ho2 ji1	
由浅入深	yeo4 qin2 yeb6 sem1	
游山玩水	yeo4 san1 wun6 sêu2	
由细到大	yeo4 sei3 dou3 dai6	从小到大
游手好闲	yeo4 seo2 hou3 han4	
由上而下	yeo4 sêng6 yi4 ha6	
游水	yeo4 sêu2	游泳
游水池	yeo4 sêu2 qi4	游泳池
游说	yeo4 sêu3	
犹太	yeo4 tai3	
由天而降	yeo4 tin1 yi4 gong3	
油田	yeo4 tin4	
邮筒	yeo4 tung2	
油桐油	yeo4 tung4 yeo4	上桐油，漆桐油
游艇	yeo4 téng5	
游魂	yeo4 wen4	
游泳	yeo4 wing6	
游泳池	yeo4 wing6 qi4	
柔和	yeo4 wo4	
游玩	yeo4 wun6	
游丝	yeo4 xi1	
游船	yeo4 xun4	
游船河	yeo4 xun4 ho2	坐船游览，游玩
游人	yeo4 yen4	
游刃有余	yeo4 yen6 yeo5 yu4	
游弋	yeo4 yig6	
由于	yeo4 yu1	
鱿鱼	yeo4 yu2	枪乌贼，柔鱼，鱿鱼
犹如	yeo4 yu4	
犹豫	yeo4 yu6	
游园会	yeo4 yun4 wui2	
柔软	yeo4 yun5	
油炸鬼	yeo4 za3 gwei2	油条
游走	yeo4 zeo2	
悠哉	yeo4 zoi1	
悠哉悠哉	yeo4 zoi1 yeo4 zoi1	
由衷	yeo4 zung1	
酋长	yeo4 zêng2	
有把炮	yeo5 ba2 pao3	有把握
有宝	yeo5 bou2	自以为了不起
有备无患	yeo5 béi6 mou4 wan6	
有备而来	yeo5 béi6 yi4 loi4	
有出息	yeo5 cêd1 xig1	
有趣	yeo5 cêu3	
有突	yeo5 ded6	有余
有得你睇	yeo5 deg1 néi5 tei2	有你瞧的
有得饮	yeo5 deg1 yem2	有人请客
有啲	yeo5 di1	有点，有一点
有啲时	yeo5 di1 xi4	有时候
有啲烧	yeo5 di1 xiu1	有点发烧
有啲震	yeo5 di1 zen3	有点发抖
有啲阻滞	yeo5 di1 zo2 zei6	有点困难，有点阻碍
有的放矢	yeo5 dig1 fong3 qi2	
有道理	yeo5 dou6 léi5	
有埞	yeo5 déng6	有空间，有地方
有埞坐	yeo5 déng6 co5	有地方坐
有夫之妇	yeo5 fu1 ji1 fu5	
有妇之夫	yeo5 fu5 ji1 fu1	
有风驶尽艃	yeo5 fung1 sei2 zên6 léi5	得理不饶人，做事不留余地
有鉴于	yeo5 gam3 yu1	
有鉴于此	yeo5 gam3 yu1 qi2	
有计	yeo5 gei2	有办法
有金执咩	yeo5 gem1 zeb1 mé1	那有金子吗？
有咁啱得咁跷	yeo5 gem3 ngam1 deg1 gem3 kiu2	这么巧呀，说多巧有多巧
有惊无险	yeo5 ging1 mou4 him2	
有故讲咯	yeo5 gu2 gong2 log3	说来话长
诱供	yeo5 gung1	
有关	yeo5 gwan1	
有关方面	yeo5 gwan1 fong1 min6	
有关于	yeo5 gwan1 yu1	
有隙可乘	yeo5 gwig1 ho2 xing4	
有机	yeo5 géi1	
有机化学	yeo5 géi1 fa3 hog6	
有机化合物	yeo5 géi1 fa3 hog6 med6	
有机肥料	yeo5 géi1 féi4 liu6	
有机可乘	yeo5 géi1 ho2 xing4	
有几度散手	yeo5 géi2 dou6 san2 seo2	有点儿本事
有闲	yeo5 han4	
有限	yeo5 han6	
有限公司	yeo5 han6 gung1 xi1	
有效	yeo5 hao6	
有口皆碑	yeo5 heo2 gai1 béi1	
有口无心	yeo5 heo2 mou4 sem1	
有口难言	yeo5 heo2 nan4 yin4	
有口齿	yeo5 heo2 qi2	有信用，说话算数
有何不可	yeo5 ho4 bed1 ho4	
有何指教	yeo5 ho4 ji2 gao3	
有空	yeo5 hung1	
有气无力	yeo5 héi3 mou4 lig6	
有之	yeo5 ji1	可能，有可能
有志者事竟成	yeo5 ji3 zé2 xi6 ging2 xing4	
有求必应	yeo5 keo4 bid1 ying3	
有求于人	yeo5 keo4 yu1 yen4	
有其父必有其子	yeo5 kéi4 fu6 bid1 yeo5 kéi4 ji2	
