開放粵語詞典（國際音標版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［國際音標］	［國語解釋］
壯舉	tsɔ:ŋ˧ kɵy˧˥	
壯烈	tsɔ:ŋ˧ li:t˨	
壯麗	tsɔ:ŋ˧ lɐi˨	
葬禮	tsɔ:ŋ˧ lɐi˩˧	
壯美	tsɔ:ŋ˧ mei˩˧	
壯年	tsɔ:ŋ˧ ni:n˨˩	
壯年人	tsɔ:ŋ˧ ni:n˨˩ jɐn˨˩	
壯士	tsɔ:ŋ˧ si:˨	
壯碩	tsɔ:ŋ˧ sɛ:k˨	
壯大	tsɔ:ŋ˧ ta:i˨	
壯大聲勢	tsɔ:ŋ˧ ta:i˨ sɪŋ˥ sɐi˧	
壯膽	tsɔ:ŋ˧ ta:m˧˥	
壯志	tsɔ:ŋ˧ tsi:˧	
壯志凌雲	tsɔ:ŋ˧ tsi:˧ lɪŋ˨˩ wɐn˨˩	
壯志未酬身先死	tsɔ:ŋ˧ tsi:˧ mei˨ tsʰɐu˨˩ sɐn˥ si:n˥ sei˧˥	
戇直	tsɔ:ŋ˧ tsɪk˨	
壯族	tsɔ:ŋ˧ tsʊk˨	
壯丁	tsɔ:ŋ˧ tɪŋ˥	
撞鬼	tsɔ:ŋ˧˥ kwɐi˧˥	見鬼，活見鬼
臟腑	tsɔ:ŋ˨ fu:˧˥	
狀況	tsɔ:ŋ˨ fɔ:ŋ˧	
藏語	tsɔ:ŋ˨ jy:˩˧	
藏人	tsɔ:ŋ˨ jɐn˨˩	
撞見	tsɔ:ŋ˨ ki:n˧	碰見
撞棍	tsɔ:ŋ˨ kwɐn˧	騙子
撞蹺	tsɔ:ŋ˨ kʰi:u˧˥	碰巧
藏文	tsɔ:ŋ˨ mɐn˨˩	
撞板	tsɔ:ŋ˨ pa:n˧˥	碰釘子，碰壁
狀師	tsɔ:ŋ˨ si:˥	律師
藏族	tsɔ:ŋ˨ tsʊk˨	
藏族人	tsɔ:ŋ˨ tsʊk˨ jɐn˨˩	
撞彩	tsɔ:ŋ˨ tsʰɔ:i˧˥	碰運氣
撞車	tsɔ:ŋ˨ tsʰɛ:˥	車禍
狀態	tsɔ:ŋ˨ tʰa:i˧	
撞啱	tsɔ:ŋ˨ ŋa:m˥	碰巧
藏獒	tsɔ:ŋ˨ ŋou˨˩	
佐料	tsɔ:˧ li:u˨	
詛咒	tsɔ:˧ tsɐu˧	
阻	tsɔ:˧˥	阻攔，擋，妨礙
咗	tsɔ:˧˥	了
阻	tsɔ:˧˥	妨礙，打擾
左方	tsɔ:˧˥ fɔ:ŋ˥	
左下	tsɔ:˧˥ ha:˨	
左下方	tsɔ:˧˥ ha:˨ fɔ:ŋ˥	
左下角	tsɔ:˧˥ ha:˨ kɔ:k˧	
左後	tsɔ:˧˥ hɐu˨	
左後方	tsɔ:˧˥ hɐu˨ fɔ:ŋ˥	
左吆	tsɔ:˧˥ ja:u˥	左撇子
左右	tsɔ:˧˥ jɐu˧˥	
左右方	tsɔ:˧˥ jɐu˨ fɔ:ŋ˥	
左右開弓	tsɔ:˧˥ jɐu˨ hɔ:i˥ kʊŋ˥	
左右搖擺	tsɔ:˧˥ jɐu˨ ji:u˨˩ pa:i˧˥	
左右兩難	tsɔ:˧˥ jɐu˨ lœ:ŋ˩˧ na:n˨˩	
左右手	tsɔ:˧˥ jɐu˨ sɐu˧˥	
左右為難	tsɔ:˧˥ jɐu˨ wɐi˨˩ na:n˨˩	
左翼	tsɔ:˧˥ jɪk˨	
左擁右抱	tsɔ:˧˥ jʊŋ˧˥ jɐu˨ pʰou˩˧	
左揀右揀，揀個爛燈盞	tsɔ:˧˥ ka:n˧˥ jɐu˨ ka:n˧˥ ka:n˧˥ kɔ:˧ la:n˨ tɐŋ˥ tsa:n˧˥	挑來挑去，最後還是挑了個壞的
左鍵	tsɔ:˧˥ ki:n˨	
左顧右盼	tsɔ:˧˥ ku:˧ jɐu˨ pʰa:n˧	
左近	tsɔ:˧˥ kɐn˧˥	附近
左傾	tsɔ:˧˥ kʰɪŋ˥	
阻攔	tsɔ:˧˥ la:n˨˩	
阻唔到	tsɔ:˧˥ m̩˨˩ tou˧˥	阻止不了
阻撓	tsɔ:˧˥ na:u˨˩	
阻你一陣	tsɔ:˧˥ nei˩˧ jɐt˥ tsɐn˨	打擾你一下
左便	tsɔ:˧˥ pi:n˨	左邊
左派	tsɔ:˧˥ pʰa:i˧	
左思右想	tsɔ:˧˥ si:˥ jɐu˨ sœ:ŋ˧˥	
左上	tsɔ:˧˥ sœ:ŋ˨	
左上方	tsɔ:˧˥ sœ:ŋ˨ fɔ:ŋ˥	
左上角	tsɔ:˧˥ sœ:ŋ˨ kɔ:k˧	
左手	tsɔ:˧˥ sɐu˧˥	
左手便	tsɔ:˧˥ sɐu˧˥ pi:n˨	左邊
阻手阻腳	tsɔ:˧˥ sɐu˧˥ tsɔ:˧˥ kœ:k˧	礙手礙腳
阻塞	tsɔ:˧˥ sɛ:k˥	
阻止	tsɔ:˧˥ tsi:˧˥	
左轉	tsɔ:˧˥ tsy:n˧	
阻住	tsɔ:˧˥ tsy:˨	擋著，攔著，妨礙著
阻住地球轉	tsɔ:˧˥ tsy:˨ tei˨ kʰɐu˨˩ tsy:n˧	形容某些人阻礙人家發展
阻滯	tsɔ:˧˥ tsɐi˨	障礙，麻煩，問題，不順利
左側	tsɔ:˧˥ tsɐk˥	
左前	tsɔ:˧˥ tsʰi:n˨˩	
左前方	tsɔ:˧˥ tsʰi:n˨˩ fɔ:ŋ˥	
阻埞	tsɔ:˧˥ tɛ:ŋ˨	礙事
左軚車	tsɔ:˧˥ tʰa:i˩˧ tsʰɛ:˥	方向盤在左邊的汽車
阻頭阻勢	tsɔ:˧˥ tʰɐu˨˩ tsɔ:˧˥ sɐi˧	礙事
坐	tsɔ:˨	放
坐喺	tsɔ:˨ hɐi˧˥	放在，擺在
助興	tsɔ:˨ hɪŋ˧	
助人為樂	tsɔ:˨ jɐn˨˩ wɐi˨˩ lɔ:k˨	
座右銘	tsɔ:˨ jɐu˨ mɪŋ˨˩	
助理	tsɔ:˨ lei˩˧	
坐禪	tsɔ:˨ si:m˨˩	
坐視不理	tsɔ:˨ si:˨ pɐt˥ lei˩˧	
助紂為虐	tsɔ:˨ tsɐu˨ wɐi˨˩ jœ:k˨	
坐低	tsɔ:˨ tɐi˥	放下
座位	tsɔ:˨ wɐi˨	
jacket	tsɛ:k˥ kʰɛ:k˨	夾克
隻身	tsɛ:k˧ sɐn˥	
隻抽	tsɛ:k˧ tsʰɐu˥	單挑，一個對一個，單打獨鬥
隻抽隻	tsɛ:k˧ tsʰɐu˥ tsɛ:k˧	單打獨鬥
隻眼開隻眼閉	tsɛ:k˧ ŋa:n˩˧ hɔ:i˥ tsɛ:k˧ ŋa:n˩˧ pɐi˧	睜一隻眼閉一隻眼
占	tsɛ:m˥	果醬
精	tsɛ:ŋ˥	自私，取巧，狡猾，愛耍小聰明
精	tsɛ:ŋ˥	機靈，聰明
精叻	tsɛ:ŋ˥ lɛ:k˥	聰明能幹，精明
精埋一便	tsɛ:ŋ˥ ma:i˨˩ jɐt˥ pi:n˨	專把聰明用在做壞事或為自己打算上
精仔	tsɛ:ŋ˥ tsɐi˧˥	投機取巧的人，精明能幹的人，精於計算的人
精出骨	tsɛ:ŋ˥ tsʰɵt˥ kwɐt˥	自私，狡猾
正	tsɛ:ŋ˧	棒
正嘢	tsɛ:ŋ˧ jɛ:˩˧	正牌貨，好東西
正牌	tsɛ:ŋ˧ pʰa:i˨˩	正宗的，真正的
正晒	tsɛ:ŋ˧ sa:i˧	正好，再好不過，很棒
正斗	tsɛ:ŋ˧ tɐu˧˥	正牌，地道，好，美
正斗貨	tsɛ:ŋ˧ tɐu˧˥ fɔ:˧	正牌貨，地道貨
正斗嘢	tsɛ:ŋ˧ tɐu˧˥ jɛ:˩˧	正牌貨，地道貨
鄭重	tsɛ:ŋ˨ tsʊŋ˨	
…姐	tsɛ:˥	姐
遮	tsɛ:˥	雨傘
啫	tsɛ:˥	而已
遮	tsɛ:˥	擋
遮掩	tsɛ:˥ ji:m˧˥	
遮骨	tsɛ:˥ kwɐt˥	傘枝，傘的骨架，傘的金屬條
啫喱	tsɛ:˥ lei˧˥	果凍
遮蔽	tsɛ:˥ pɐi˧	
遮柄	tsɛ:˥ pɛ:ŋ˧	傘桿兒；傘桿兒的尖端
蔗	tsɛ:˧	甘蔗
借花獻佛	tsɛ:˧ fa:˥ hi:n˧ fɐt˥	
借火	tsɛ:˧ fɔ:˧˥	
借閱	tsɛ:˧ jy:t˨	
借一借	tsɛ:˧ jɐt˥ tsɛ:˧	借光，借過一下，請讓一讓
借用	tsɛ:˧ jʊŋ˨	
借鑑	tsɛ:˧ ka:m˧	
借鏡	tsɛ:˧ kɛ:ŋ˧	
蔗纈	tsɛ:˧ li:t˧	甘蔗節
借力打力	tsɛ:˧ lɪk˨ ta:˧˥ lɪk˨	順勢而為
借力打力	tsɛ:˧ lɪk˨ ta:˧˥ lɪk˨	順勢而為
借問一聲	tsɛ:˧ mɐn˨ jɐt˥ sɛ:ŋ˥	請問一下
借問聲	tsɛ:˧ mɐn˨ sɛ:ŋ˥	請問一下，請問
借歪	tsɛ:˧ mɛ:˧˥	借光，借過一下，請讓一讓
借歪啲	tsɛ:˧ mɛ:˧˥ ti:˥	借光，借過一下，請讓一讓
借畀	tsɛ:˧ pei˧˥	借給
借書	tsɛ:˧ sy:˥	
借書證	tsɛ:˧ sy:˥ tsɪŋ˧	
蔗水	tsɛ:˧ sɵy˧˥	甘蔗湯
借啲意	tsɛ:˧ ti:˥ ji:˧˥	趁機
借刀殺人	tsɛ:˧ tou˥ sa:t˧ jɐn˨˩	
借債	tsɛ:˧ tsa:i˧	
蔗汁	tsɛ:˧ tsɐp˥	甘蔗汁
借作	tsɛ:˧ tsɔ:k˧	
借借	tsɛ:˧ tsɛ:˧	借光，勞鴐，請讓一讓，請讓路
借錢	tsɛ:˧ tsʰi:n˧˥	
借讀	tsɛ:˧ tʊk˨	
借貸	tsɛ:˧ tʰa:i˧	
借題	tsɛ:˧ tʰɐi˨˩	
借題發揮	tsɛ:˧ tʰɐi˨˩ fa:t˧ fɐi˥	
蔗糖	tsɛ:˧ tʰɔ:ŋ˨˩	
…姐	tsɛ:˧˥	姐
姐姐	tsɛ:˧˥ tsɛ:˧˥	
謝絕	tsɛ:˨ tsy:t˨	
謝謝	tsɛ:˨ tsɛ:˨	
這樣	tsɛ:˩˧ jœ:ŋ˨	
這個	tsɛ:˩˧ kɔ:˧	
這裡	tsɛ:˩˧ lɵy˩˧	
這麼	tsɛ:˩˧ mɔ:˥	
這般	tsɛ:˩˧ pu:n˥	
這廝	tsɛ:˩˧ si:˥	
積	tsɪk˥	勾，丁
漬	tsɪk˥	污垢
織	tsɪk˥	編，織
積	tsɪk˥	疳積，疳積病
即係	tsɪk˥ hɐi˨	就是
即係話	tsɪk˥ hɐi˨ wa:˨	就是說
即刻	tsɪk˥ hɐk˥	馬上，立刻
即可	tsɪk˥ hɔ:˧˥	
即興	tsɪk˥ hɪŋ˧	
職業	tsɪk˥ ji:p˨	
職員	tsɪk˥ jy:n˨˩	
鯽魚	tsɪk˥ jy:˨˩	
積陰功	tsɪk˥ jɐm˥ kʊŋ˥	積德，積福，積陰德
即日	tsɪk˥ jɐt˨	
即日起	tsɪk˥ jɐt˨ hei˧˥	
即映即有	tsɪk˥ jɪŋ˧˥ tsɪk˥ jɐu˩˧	現拍現看
即管	tsɪk˥ ku:n˧˥	儘管
積極	tsɪk˥ kɪk˨	
積極份子	tsɪk˥ kɪk˨ fɐn˨ tsi:˧˥	
職權	tsɪk˥ kʰy:n˨˩	
織冷衫	tsɪk˥ la:ŋ˥ sa:m˥	打毛衣
織籮	tsɪk˥ lɔ:˨˩	編籮筐
積埋啲錢	tsɪk˥ ma:i˨˩ ti:˥ tsʰi:n˨˩	把錢攢下來
積木	tsɪk˥ mʊk˨	
即便	tsɪk˥ pi:n˨	
織布	tsɪk˥ pou˧	
積少成多	tsɪk˥ si:u˧˥ sɪŋ˨˩ tɔ:˥	
即使	tsɪk˥ si:˧˥	
即時	tsɪk˥ si:˨˩	
即食麵	tsɪk˥ sɪk˨ mi:n˨	方便麵，泡麵
即將	tsɪk˥ tsœ:ŋ˥	
跡象	tsɪk˥ tsœ:ŋ˨	
積滯	tsɪk˥ tsɐi˨	消化不良
即席	tsɪk˥ tsɪk˨	
織蓆	tsɪk˥ tsɪk˨	編席子
織蟀	tsɪk˥ tsɵt˥	蟋蟀
積錢	tsɪk˥ tsʰi:n˨˩	攢錢
積蓄	tsɪk˥ tsʰʊk˥	
即位	tsɪk˥ wɐi˨	
炙熱	tsɪk˧ ji:t˨	
脊梁	tsɪk˧ lœ:ŋ˨˩	
炙手可熱	tsɪk˧ sɐu˧˥ hɔ:˧˥ ji:t˨	
直呼	tsɪk˨ fu:˥	
直呼其名	tsɪk˨ fu:˥ kʰei˨˩ mɪŋ˨˩	
席豐履厚	tsɪk˨ fʊŋ˥ lei˩˧ hɐu˩˧	
直行	tsɪk˨ ha:ŋ˨˩	直走
直系	tsɪk˨ hɐi˨	
直系親屬	tsɪk˨ hɐi˨ tsʰɐn˥ sʊk˨	
直轄	tsɪk˨ hɐt˨	
直轄市	tsɪk˨ hɐt˨ si:˩˧	
藉口	tsɪk˨ hɐu˧˥	
直航	tsɪk˨ hɔ:ŋ˨˩	
直言	tsɪk˨ ji:n˨˩	
直言不諱	tsɪk˨ ji:n˨˩ pɐt˥ wɐi˩˧	
夕陽	tsɪk˨ jœ:ŋ˨˩	
夕陽工業	tsɪk˨ jœ:ŋ˨˩ kʊŋ˥ ji:p˨	
夕陽西下	tsɪk˨ jœ:ŋ˨˩ sɐi˥ ha:˨	
直譯	tsɪk˨ jɪk˨	
席間	tsɪk˨ ka:n˥	
直諫	tsɪk˨ ka:n˧	
籍貫	tsɪk˨ ku:n˧	
藉故	tsɪk˨ ku:˧	
席捲	tsɪk˨ ky:n˧˥	
席捲一空	tsɪk˨ ky:n˧˥ jɐt˥ hʊŋ˥	
席捲天下	tsɪk˨ ky:n˧˥ tʰi:n˥ ha:˨	
直覺	tsɪk˨ kɔ:k˧	
直角	tsɪk˨ kɔ:k˧	
直角三角形	tsɪk˨ kɔ:k˧ sa:m˥ kɔ:k˧ jɪŋ˨˩	
直角座標	tsɪk˨ kɔ:k˧ tsɔ:˨ pi:u˥	
直徑	tsɪk˨ kɪŋ˧	
值勤	tsɪk˨ kʰɐn˨˩	
直立	tsɪk˨ la:p˨	
寂寥	tsɪk˨ li:u˨˩	
直流	tsɪk˨ lɐu˨˩	
直流發電	tsɪk˨ lɐu˨˩ fa:t˧ ti:n˨	
直流電	tsɪk˨ lɐu˨˩ ti:n˨	
直來直往	tsɪk˨ lɔ:i˨˩ tsɪk˨ wɔ:ŋ˩˧	
直落	tsɪk˨ lɔ:k˨	
殖民	tsɪk˨ mɐn˨˩	
殖民地	tsɪk˨ mɐn˨˩ tei˨	
殖民主義	tsɪk˨ mɐn˨˩ tsy:˧˥ ji:˨	
殖民者	tsɪk˨ mɐn˨˩ tsɛ:˧˥	
植物	tsɪk˨ mɐt˨	
寂寞	tsɪk˨ mɔ:k˨	
席不暇暖	tsɪk˨ pɐt˥ ha:˨ ny:n˩˧	
直筆甩	tsɪk˨ pɐt˥ lɐt˥	筆直的，直挺挺
直播	tsɪk˨ pɔ:˧	
直脾氣	tsɪk˨ pʰei˨˩ hei˧	
直線	tsɪk˨ si:n˧	
直銷	tsɪk˨ si:u˥	
直視	tsɪk˨ si:˨	
直選	tsɪk˨ sy:n˧˥	
直爽	tsɪk˨ sɔ:ŋ˧˥	
直升機	tsɪk˨ sɪŋ˥ kei˥	
直性子	tsɪk˨ sɪŋ˧ tsi:˧˥	
直達	tsɪk˨ ta:t˨	
席地	tsɪk˨ tei˨	
直接	tsɪk˨ tsi:p˧	
直截了當	tsɪk˨ tsi:t˨ li:u˩˧ tɔ:ŋ˧	
夕照	tsɪk˨ tsi:u˧	
直至	tsɪk˨ tsi:˧	
席次	tsɪk˨ tsʰi:˧	
直腸	tsɪk˨ tsʰœ:ŋ˨˩	
直腸癌	tsɪk˨ tsʰœ:ŋ˨˩ ŋa:m˨˩	
直尺	tsɪk˨ tsʰɛ:k˧	
值情	tsɪk˨ tsʰɪŋ˨˩	簡直
值情唔記得咗	tsɪk˨ tsʰɪŋ˨˩ m̩˨˩ kei˧ tɐk˥ tsɔ:˧˥	完全忘了
值得	tsɪk˨ tɐk˥	
值得嘅	tsɪk˨ tɐk˥ kɛ:˧	值得的
直笛	tsɪk˨ tɛ:k˨	
直頭	tsɪk˨ tʰɐu˨˩	簡直，一直，直接
席位	tsɪk˨ wɐi˨	
蒸發	tsɪŋ˥ fa:t˧	
征伐	tsɪŋ˥ fɐt˨	
征服	tsɪŋ˥ fʊk˨	
蒸氣	tsɪŋ˥ hei˧	
正月	tsɪŋ˥ jy:t˨	
正月初二	tsɪŋ˥ jy:t˨ tsʰɔ:˥ ji:˨	
正月初一	tsɪŋ˥ jy:t˨ tsʰɔ:˥ jɐt˥	
正月初三	tsɪŋ˥ jy:t˨ tsʰɔ:˥ sa:m˥	
晶瑩	tsɪŋ˥ jɪŋ˨˩	
旌旗	tsɪŋ˥ kʰei˨˩	
徵糧	tsɪŋ˥ lœ:ŋ˨˩	
蒸餾水	tsɪŋ˥ lɐu˨ sɵy˧˥	
蒸籠	tsɪŋ˥ lʊŋ˨˩	
徵募	tsɪŋ˥ mou˨	
偵問	tsɪŋ˥ mɐn˨	
偵辦	tsɪŋ˥ pa:n˨	
精品	tsɪŋ˥ pɐn˧˥	
偵破	tsɪŋ˥ pʰɔ:˧	
精辟	tsɪŋ˥ pʰɪk˥	
徵兆	tsɪŋ˥ si:u˨	
精选	tsɪŋ˥ sy:n˧˥	
精選	tsɪŋ˥ sy:n˧˥	
精神	tsɪŋ˥ sɐn˨˩	
精神分裂	tsɪŋ˥ sɐn˨˩ fɐn˥ li:t˨	
精神病	tsɪŋ˥ sɐn˨˩ pɛ:ŋ˨	
精神爽利	tsɪŋ˥ sɐn˨˩ sɔ:ŋ˧˥ lei˨	精神飽滿，心情舒暢，精神奕奕
精神煥發	tsɪŋ˥ sɐn˨˩ wu:n˨ fa:t˧	
精神為之一振	tsɪŋ˥ sɐn˨˩ wɐi˨˩ tsi:˥ jɐt˥ tsɐn˧	
晶石	tsɪŋ˥ sɛ:k˨	
偵訊	tsɪŋ˥ sɵn˧	
精邃	tsɪŋ˥ sɵy˨	
精粹	tsɪŋ˥ sɵy˨	
精髓	tsɪŋ˥ sɵy˩˧	
精湛	tsɪŋ˥ tsa:m˧	
精子	tsɪŋ˥ tsi:˧˥	
怔住	tsɪŋ˥ tsy:˨	
偵察	tsɪŋ˥ tsʰa:t˧	
偵察機	tsɪŋ˥ tsʰa:t˧ kei˥	
偵察兵	tsɪŋ˥ tsʰa:t˧ pɪŋ˥	
偵查	tsɪŋ˥ tsʰa:˨˩	
貞操	tsɪŋ˥ tsʰou˥	
禎祥	tsɪŋ˥ tsʰœ:ŋ˨˩	
偵測	tsɪŋ˥ tsʰɐk˥	
偵緝	tsɪŋ˥ tsʰɐp˥	
偵探	tsɪŋ˥ tʰa:m˧	
偵探小說	tsɪŋ˥ tʰa:m˧ si:u˧˥ sy:t˧	
偵聽	tsɪŋ˥ tʰɪŋ˥	
偵聽器	tsɪŋ˥ tʰɪŋ˥ hei˧	
偵聽員	tsɪŋ˥ tʰɪŋ˥ jy:n˨˩	
偵聽台	tsɪŋ˥ tʰɪŋ˥ tʰɔ:i˨˩	
精華	tsɪŋ˥ wa:˨˩	
正犯	tsɪŋ˧ fa:n˧˥	
正反	tsɪŋ˧ fa:n˧˥	
正反兩方面	tsɪŋ˧ fa:n˧˥ lœ:ŋ˩˧ fɔ:ŋ˥ mi:n˨	
正反兩面	tsɪŋ˧ fa:n˧˥ lœ:ŋ˩˧ mi:n˨	
正反面	tsɪŋ˧ fa:n˧˥ mi:n˨	
政府	tsɪŋ˧ fu:˧˥	
政府機關	tsɪŋ˧ fu:˧˥ kei˥ kwa:n˥	
政府機構	tsɪŋ˧ fu:˧˥ kei˥ kʰɐu˧	
政府部門	tsɪŋ˧ fu:˧˥ pou˨ mu:n˨˩	
正負	tsɪŋ˧ fu:˨	
正負號	tsɪŋ˧ fu:˨ hou˨	
證婚	tsɪŋ˧ fɐn˥	
證婚人	tsɪŋ˧ fɐn˥ jɐn˨˩	
正方形	tsɪŋ˧ fɔ:ŋ˥ jɪŋ˨˩	
正貨	tsɪŋ˧ fɔ:˧	正牌貨
政客	tsɪŋ˧ ha:k˧	
正氣	tsɪŋ˧ hei˧	
正氣凜然	tsɪŋ˧ hei˧ lɐm˩˧ ji:n˨˩	
政協	tsɪŋ˧ hi:p˧	
正好	tsɪŋ˧ hou˧˥	
證券	tsɪŋ˧ hy:n˧	
證券交易所	tsɪŋ˧ hy:n˧ ka:u˥ jɪk˨ sɔ:˧˥	
證券交易稅	tsɪŋ˧ hy:n˧ ka:u˥ jɪk˨ sɵy˧	
證券公司	tsɪŋ˧ hy:n˧ kʊŋ˥ si:˥	
證券市場	tsɪŋ˧ hy:n˧ si:˩˧ tsʰœ:ŋ˨˩	
證券商	tsɪŋ˧ hy:n˧ sœ:ŋ˥	
正合	tsɪŋ˧ hɐp˨	
正合我意	tsɪŋ˧ hɐp˨ ŋɔ:˩˧ ji:˧	
症候	tsɪŋ˧ hɐu˨	
症候群	tsɪŋ˧ hɐu˨ kʰwɐn˨˩	
證驗	tsɪŋ˧ ji:m˨	
證言	tsɪŋ˧ ji:n˨˩	
正弦	tsɪŋ˧ ji:n˨˩	
正弦規	tsɪŋ˧ ji:n˨˩ kʰwɐi˥	
正弦曲線	tsɪŋ˧ ji:n˨˩ kʰʊk˥ si:n˧	
正弦波	tsɪŋ˧ ji:n˨˩ pɔ:˥	
正弦定理	tsɪŋ˧ ji:n˨˩ tɪŋ˨ lei˩˧	
政要	tsɪŋ˧ ji:u˧	
正義	tsɪŋ˧ ji:˨	
正義感	tsɪŋ˧ ji:˨ kɐm˧˥	
正因	tsɪŋ˧ jɐn˥	
正人	tsɪŋ˧ jɐn˨˩	
證人	tsɪŋ˧ jɐn˨˩	
正人君子	tsɪŋ˧ jɐn˨˩ kwɐn˥ tsi:˧˥	
證人席	tsɪŋ˧ jɐn˨˩ tsɪk˨	
正一	tsɪŋ˧ jɐt˥	真正
政界	tsɪŋ˧ ka:i˧	
政界人士	tsɪŋ˧ ka:i˧ jɐn˨˩ si:˨	
證交所	tsɪŋ˧ ka:u˥ sɔ:˧˥	
證交稅	tsɪŋ˧ ka:u˥ sɵy˧	
正教	tsɪŋ˧ ka:u˧	
政教	tsɪŋ˧ ka:u˧	
政教合一	tsɪŋ˧ ka:u˧ hɐp˨ jɐt˥	
證件	tsɪŋ˧ ki:n˧	
政見	tsɪŋ˧ ki:n˧	
證管會	tsɪŋ˧ ku:n˧˥ wu:i˨	
正根	tsɪŋ˧ kɐn˥	
政綱	tsɪŋ˧ kɔ:ŋ˥	
正極	tsɪŋ˧ kɪk˨	
政經	tsɪŋ˧ kɪŋ˥	
正經	tsɪŋ˧ kɪŋ˥	
正經事	tsɪŋ˧ kɪŋ˥ si:˨	
證據	tsɪŋ˧ kɵy˧	
正楷	tsɪŋ˧ kʰa:i˧˥	
正規	tsɪŋ˧ kʰwɐi˥	
正規軍	tsɪŋ˧ kʰwɐi˥ kwɐn˥	
政權	tsɪŋ˧ kʰy:n˨˩	
正確	tsɪŋ˧ kʰɔ:k˧	
正確性	tsɪŋ˧ kʰɔ:k˧ sɪŋ˧	
正離子	tsɪŋ˧ lei˨˩ tsi:˧˥	
政論	tsɪŋ˧ lɵn˨	
正面	tsɪŋ˧ mi:n˨	
政務	tsɪŋ˧ mou˨	
政務官	tsɪŋ˧ mou˨ ku:n˥	
正門	tsɪŋ˧ mu:n˨˩	
正文	tsɪŋ˧ mɐn˨˩	
證物	tsɪŋ˧ mɐt˨	
證明	tsɪŋ˧ mɪŋ˨˩	
正名	tsɪŋ˧ mɪŋ˨˩	
證明文件	tsɪŋ˧ mɪŋ˨˩ mɐn˨˩ ki:n˨	
證明書	tsɪŋ˧ mɪŋ˨˩ sy:˥	
正版	tsɪŋ˧ pa:n˧˥	
政變	tsɪŋ˧ pi:n˧	
正本	tsɪŋ˧ pu:n˧˥	
正派	tsɪŋ˧ pʰa:i˧	
正牌	tsɪŋ˧ pʰa:i˨˩	
正史	tsɪŋ˧ si:˧˥	
正視	tsɪŋ˧ si:˨	
正是如此	tsɪŋ˧ si:˨ jy:˨˩ tsʰi:˧˥	
正數	tsɪŋ˧ sou˧	
證書	tsɪŋ˧ sy:˥	
正常	tsɪŋ˧ sœ:ŋ˨˩	
正常化	tsɪŋ˧ sœ:ŋ˨˩ fa:˧	
證實	tsɪŋ˧ sɐt˨	
正式	tsɪŋ˧ sɪk˥	
正色	tsɪŋ˧ sɪk˥	
正大	tsɪŋ˧ ta:i˨	
正點	tsɪŋ˧ ti:m˧˥	
正電	tsɪŋ˧ ti:n˨	
正電荷	tsɪŋ˧ ti:n˨ hɔ:˨	
正電極	tsɪŋ˧ ti:n˨ kɪk˨	
正電流	tsɪŋ˧ ti:n˨ lɐu˨˩	
正電子	tsɪŋ˧ ti:n˨ tsi:˧˥	
正道	tsɪŋ˧ tou˨	
證照	tsɪŋ˧ tsi:u˧	
政治	tsɪŋ˧ tsi:˨	
正字	tsɪŋ˧ tsi:˨	
政治犯	tsɪŋ˧ tsi:˨ fa:n˧˥	
正字法	tsɪŋ˧ tsi:˨ fa:t˧	
政治學	tsɪŋ˧ tsi:˨ hɔ:k˨	
政治學家	tsɪŋ˧ tsi:˨ hɔ:k˨ ka:˥	
政治界	tsɪŋ˧ tsi:˨ ka:i˧	
政治家	tsɪŋ˧ tsi:˨ ka:˥	
政治經濟	tsɪŋ˧ tsi:˨ kɪŋ˥ tsɐi˧	
政治權利	tsɪŋ˧ tsi:˨ kʰy:n˨˩ lei˨	
政治部	tsɪŋ˧ tsi:˨ pou˨	
正則	tsɪŋ˧ tsɐk˥	
正则化	tsɪŋ˧ tsɐk˥ fa:˧	
正则表达式	tsɪŋ˧ tsɐk˥ pi:u˧˥ ta:t˨ sɪk˥	
正在	tsɪŋ˧ tsɔ:i˨	
症狀	tsɪŋ˧ tsɔ:ŋ˨	
政績	tsɪŋ˧ tsɪk˥	
正值	tsɪŋ˧ tsɪk˨	
正正經經	tsɪŋ˧ tsɪŋ˧ kɪŋ˥ kɪŋ˥	
正正確確	tsɪŋ˧ tsɪŋ˧ kʰɔ:k˧ kʰɔ:k˧	
正中	tsɪŋ˧ tsʊŋ˥	
正中下懷	tsɪŋ˧ tsʊŋ˥ ha:˨ wa:i˨˩	
正中央	tsɪŋ˧ tsʊŋ˥ jœ:ŋ˥	
正中間	tsɪŋ˧ tsʊŋ˥ ka:n˥	
政策	tsɪŋ˧ tsʰa:k˧	
證詞	tsɪŋ˧ tsʰi:˨˩	
正當	tsɪŋ˧ tɔ:ŋ˥	
政黨政治	tsɪŋ˧ tɔ:ŋ˧˥ tsɪŋ˧ tsi:˨	
政敵	tsɪŋ˧ tɪk˨	
正對面	tsɪŋ˧ tɵy˧ mi:n˨	
政壇	tsɪŋ˧ tʰa:n˨˩	
正途	tsɪŋ˧ tʰou˨˩	
正體	tsɪŋ˧ tʰɐi˧˥	
正體字	tsɪŋ˧ tʰɐi˧˥ tsi:˨	
