开放粤语词典（耶鲁拼音调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
三长两短	sāam cheùhng leúhng dyún	
三重唱	sāam chùhng cheung	
三重奏	sāam chùhng jau	
三寸不烂之舌	sāam chyun bāt laahn jī sit	
三寸金莲	sāam chyun gām lìhn	
三等	sāam dáng	
三等舱	sāam dáng chōng	
三点	sāam dím	
三点钟	sāam dím jūng	
三点水	sāam dím séui	
三点式	sāam dím sīk	
三代同堂	sāam doih tùhng tòhng	
三度空间	sāam douh hūng gāan	
三分头	sāam fān tàuh	
三房一厅	sāam fòhng yāt tīng	
三房二厅	sāam fòhng yih tīng	
衫裤	sāam fu	衣服
衫架	sāam gá	衣架
三缄其口	sāam gāam kèih háu	
三教九流	sāam gaau gáu làuh	
三更半夜	sāam gāng bun yeh	
三九唔识七	sāam gáu m̀h sīk chāt	谁也不认识谁，互不认识，互不相识，互不相干
三句不离	sāam geui bāt lèih	
三句话不离本行	sāam geui wá bāt lèih bún hòhng	
三脚	sāam geuk	
衫脚	sāam geuk	下襬
三脚架	sāam geuk gá	
三个臭皮匠	sāam go chau pèih jeuhng	
三个字	sāam go jih	十五分钟
三角	sāam gok	
三角测量	sāam gok chāk leùhng	
三角帆	sāam gok fàahn	
三角裤	sāam gok fu	
三角架	sāam gok gá	
三角肌	sāam gok gēi	
三角学	sāam gok hohk	
三角洲	sāam gok jāu	
三角锥	sāam gok jēui	
三角旗	sāam gok kèih	
三角恋爱	sāam gok lyún oi	
三角形	sāam gok yìhng	
三姑六婆	sāam gū luhk pòh	
三顾茅庐	sāam gu màauh lòuh	
三顾茅芦	sāam gu màauh lòuh	
三跪九叩	sāam gwaih gáu kau	
三军	sāam gwān	
三国鼎立	sāam gwok díng laahp	
三国志	sāam gwok ji	
三国时代	sāam gwok sìh doih	
三国演义	sāam gwok yín yih	
三侠五义	sāam haahp ńgh yih	
三合会	sāam hahp wuih	
三仔	sāam jái	三级片，色情片
衫袖	sāam jauh	袖子，衣袖
三足鼎立	sāam jūk díng laahp	
三级	sāam kāp	
衫裙	sāam kwàhn	连衣裙
三权分立	sāam kyùhn fān laahp	
三缺一	sāam kyut yāt	
衫烂咗	sāam laahn jó	衣服破了
衫里	sāam léih	里子，衣服的里子
衫里	sāam léih	衣服里子
三轮车	sāam leùhn chē	
三氯甲烷	sāam luhk gaap yùhn	
三唔识七	sāam m̀h sīk chāt	互不认识，完全没有关系
三文治	sāam màhn jih	三明治
三文鱼	sāam màhn yú	鲑鱼
三面体	sāam mihn tái	
衫钮	sāam náu	扣子，钮扣，衣扣
三年级	sāam nìhn kāp	
三年五载	sāam nìhn ńgh jói	
三鸟	sāam niúh	鸡鸭鹅
三鸟成群	sāam niúh sìhng kwàhn	鸡鸭鹅成群旺相
三心二意	sāam sām yih yi	
三生有幸	sāam sāng yáuh hahng	
三十	sāam sahp	
三十六计	sāam sahp luhk gai	
三十而立	sāam sahp yìh laahp	
三衰六旺	sāam sēui luhk wohng	祸福，好坏，沉浮兴衰
三色堇	sāam sīk gán	
三星级	sāam sīng kāp	
三少	sāam siu	丈夫的三哥，丈夫的三弟
三态	sāam taai	
三态变化	sāam taai bin fa	
三头肌	sāam tàuh gēi	
三头六臂	sāam tàuh luhk bei	
三位	sāam waih	
三位数	sāam waih sou	
三位一体	sāam waih yāt tái	
三魂七魄	sāam wàhn chāt paak	
三皇五帝	sāam wòhng ńgh dai	
三人行	sāam yàhn hàhng	
三弦	sāam yìhn	
三弦琴	sāam yìhn kàhm	
三言两语	sāam yìhn leúhng yúh	
三弦乐器	sāam yìhn ngohk hei	
三思	saam sī	
三思而行	saam sī yìh hàhng	
三思而后行	saam sī yìh hauh hàhng	
闩	sāan	关
舢板	sāan báan	
舢舨	sāan báan	
山崩	sāan bāng	
山崩地裂	sāan bāng deih liht	
山不转路转	sāan bāt jyún louh jyún	
删除	sāan chèuih	
山草药	sāan chóu yeuhk	草药
山草药铺	sāan chóu yeuhk póu	草药店
山川	sāan chyūn	
山泉	sāan chyùhn	
山地	sāan deih	
山地气候	sāan deih hei hauh	
山地人	sāan deih yàhn	
山顶	sāan díng	
山道	sāan douh	
山东人	sāan dūng yàhn	
山洞	sāan duhng	
山峰	sāan fūng	
山涧	sāan gaan	
山鸡	sāan gāi	
山脚	sāan geuk	
山径	sāan ging	
山歌	sāan gō	
山旮旯	sāan gō lō	
三角函数	sāan gok hàahm sou	
山冈	sāan gōng	
山岗	sāan gōng	
山高岭削	sāan gōu líhng seuk	
山高水长	sāan gōu séui cheùhng	
山高水低	sāan gōu séui dāi	
山高水远	sāan gōu séui yúhn	
山谷	sāan gūk	
山光水色	sāan gwōng séui sīk	
山口	sāan háu	
山河	sāan hòh	
山洪	sāan hùhng	
山洪暴发	sāan hùhng bouh faat	
山楂	sāan jā	
山寨	sāan jaaih	
山珍海味	sāan jān hói meih	
山庄	sāan jōng	
山猪	sāan jyū	野猪
山猪窦	sāan jyū dau	野猪穴
山卡罅	sāan ka la	偏僻的地方
山卡罅	sāan ka la	山谷，山口
山卡罅嘅地方	sāan ka la ge deih fōng	偏僻的地方
山蜞	sāan kèih	旱蚂蟥
山区	sāan kēui	
山穷水尽	sāan kùhng séui jeuhn	
山穷水尽疑无路	sāan kùhng séui jeuhn yìh mòuh louh	
山林	sāan làhm	
山里红	sāan léuih hùhng	
山岭	sāan líhng	
山路	sāan louh	
山麓	sāan lūk	
山窿	sāan lūng	山洞
山峦	sāan lyùhn	
山峦起伏	sāan lyùhn héi fuhk	
山猫	sāan māau	
山脉	sāan mahk	
山明水秀	sāan mìhng séui sau	
山毛榉	sāan mòuh géui	
闩门	sāan mùhn	关门
山南海北	sāan nàahm hói bāk	
山埃	sāan ngāai	氢化钾
山崖	sāan ngàaih	
山岳	sāan ngohk	
山坡	sāan pō	
山坡地	sāan pō deih	
闩铺	sāan pou	打烊，关店门
姗姗来迟	sāan sāan lòih chìh	
山西人	sāan sāi yàhn	
山势	sāan sai	
山水	sāan séui	
山水相连	sāan séui seūng lìhn	
山水画	sāan séui wá	
删削	sāan seuk	
山上	sāan seuhng	
山魈	sāan siū	
珊瑚	sāan wùh	
珊瑚虫	sāan wùh chùhng	
珊瑚岛	sāan wùh dóu	
珊瑚礁	sāan wùh jiū	
珊瑚石	sāan wùh sehk	
山芋	sāan wuh	
山丘	sāan yāu	
山野	sāan yéh	
山药	sāan yeuhk	
山羊	sāan yeùhng	
山羊肉	sāan yeùhng yuhk	
潸然泪下	sāan yìhn leuih hah	
山腰	sāan yiū	
山雨欲来风满楼	sāan yúh yuhk lòih fūng múhn làuh	
散	sáan	散开，分手
散发	sáan faat	
散居	sáan gēui	
散工	sáan gūng	零工，零活儿
散仔	sáan jái	打杂的，跑腿的，游手好闲的人
散纸	sáan jí	零钱，零票，零钞
散咗	sáan jó	分手了
散装	sáan jōng	
散卖	sáan maaih	零售，零卖，拆开卖
散漫	sáan maahn	
散文	sáan màhn	
散银	sáan ngàhn	零钱
散散收收	sáan sáan sāu sāu	松松散散的样子
散使	sáan sái	零花，零用，零用钱，零花儿
散收收	sáan sāu sāu	散乱，零乱，松散，松松散散，零零星星，零零散散
散手	sáan sáu	本领，本事，技能
散布	saan bou	
散步	saan bouh	
散春	saan cheūn	鱼产卵
散传单	saan chyùhn dāan	
篡党	saan dóng	
散档	saan dong	散伙，结束
散毒	saan duhk	排毒
篡夺	saan dyuht	
散花	saan fā	
篡改	saan gói	
疝气	saan hei	
散闷	saan muhn	
涮涮锅	saan saan wō	
散心	saan sām	
散水	saan séui	逃，逃走，分头逃走，纷纷离去，作鸟兽散
篡窃	saan sit	
讪笑	saan siu	
疝痛	saan tung	
篡位	saan waih	
散会	saan wuih	
涮羊肉	saan yeùhng yuhk	
散瘀	saan yú	消肿
孱	sàahn	弱，体质衰弱
潺	sàahn	黏液，涎
潺潺流水	sàahn sàahn làuh séui	
孱弱	sàahn yeuhk	
生	sāang	先生
生	sāang	活着，活
生暗疮	sāang am chōng	长青春痘
生病	sāang behng	
生啤啤	sāang bìh bī	生小孩
生暴	sāang bóu	陌生，面生，生疏
生暴人	sāang bóu yàhn	陌生人
生抽	sāang chāu	淡酱油
生菜	sāang choi	
牲畜	sāang chūk	
长寄生虫，患寄生虫病	sāang chùhng	
生蛋	sāang dáan	下蛋
生得	sāang dāk	长得
生得丑	sāang dāk cháu	长得丑
生得几靓	sāang dāk géi leng	长得挺漂亮的
生得好睇	sāang dāk hóu tái	长得好看
生得靓	sāang dāk leng	长得漂亮，长得美
生得靓仔	sāang dāk leng jái	长得帅
生花	sāang fā	鲜花
生粉	sāang fán	芡粉，豆粉，淀粉
生鸡	sāang gāi	好色，好色的男人
生鸡	sāang gāi	未阉过的公鸡
生谷牛	sāang gūk ngáu	长米象，长象甲，长米虫
生鬼	sāang gwái	诙谐，生动，活泼，滑稽，有趣
生果	sāang gwó	水果
生果档	sāang gwó dong	水果摊子，水果摊儿
生果金	sāang gwó gām	老龄津贴
生果铺	sāang gwó póu	水果店
生虾	sāang hā	活虾
生虾噉跳	sāang hā gám tiu	蹦蹦跳跳，乱跳一通
牲口	sāang háu	
生蚝	sāang hòuh	生牡蛎
生仔	sāang jái	生孩子
生仔育女	sāang jái yuhk néui	生儿育女
生积	sāang jīk	患疳积病，生疳积
生积仔	sāang jīk jái	患疳积病的小孩
生cancer	sāang kēn sá	患癌，患癌症
生瘌痢	sāang laat lēi	长头癣
生埋脑笋	sāang màaih nóuh seún	成熟，懂事
生猛	sāang máahng	生龙活虎，精力充沛
生猛海鲜	sāang máahng hói sīn	活海鲜
生米已煮成熟饭	sāang máih yíh jyú sìhng suhk faahn	
生安白造	sāang ngōn baahk jouh	捏造，胡诌，瞎编，无中生有
活埋	sāang ngūng	
不停地，不断地，老…	sāang saai	
生晒草	sāang saai chóu	长满了草
生晒鍟	sāang saai seng	长满了锈
生蝨乸	sāang sāt ná	长虱子
生鍟	sāang seng	生锈
生性	sāang sing	懂事
生劏	sāang tōng	活活宰杀
生活散漫	sāang wuht sáan maahn	
生人霸死地	sāang yàhn ba séi deih	占着毛坑不拉屎
生人唔生胆	sāang yàhn m̀h sāang dáam	没有胆量，胆小怕事
非常凶狠的样子	sāang yàhn maht gahn	指人极为凶恶，不宜接近
生日	sāang yaht	
生日蛋糕	sāang yaht daahn gōu	
生日快乐	sāang yaht faai lohk	
生日咭	sāang yaht kāt	生日卡
生日派对	sāang yaht paai deui	
生油	sāang yàuh	花生油
生意	sāang yi	
生意兴隆	sāang yi hīng lùhng	
生意佬	sāang yi lóu	买卖人，做买卖的
生意人	sāang yi yàhn	
生热痱	sāang yiht fái	长痱子
生鱼片	sāang yùh pin	
省	sáang	骂，训
省道	sáang douh	
省份	sáang fahn	
省府	sáang fú	
省镜	sáang geng	漂亮
省俭	sáang gihm	
省辖市	sáang haht síh	
省吃俭用	sáang hek gihm yuhng	
省政府	sáang jing fú	
省略	sáang leuhk	
省民	sáang màhn	
省牛王	sáang ngàuh wòhng	勒索，招摇撞骗
省城	sáang sèhng	广州
省城话	sáang sèhng wá	广州话
省市	sáang síh	
省城	sáang sìhng	
省委	sáang wái	
省黄鱼	sáang wòhng yú	勒索，招摇撞骗
省会	sáang wuih	
省议会	sáang yíh wuih	
省议员	sáang yíh yùhn	
省县	sáang yuhn	
省县市	sáang yuhn síh	
霎气	saap hei	操心
霎戆	saap ngohng	傻瓜，傻，犯傻，犯糊涂
飒飒声	saap saap sēng	
霎时	saap sìh	刹那，一下子，霎时间
霎时间	saap sìh gāan	刹那，一下子，霎时间
刹车	saat chē	
杀青	saat chēng	
杀出	saat cheūt	
杀出重围	saat cheūt chùhng wàih	
杀虫剂	saat chùhng jāi	
煞科	saat fō	结束，收尾，煞尾
杀风景	saat fūng gíng	
杀戒	saat gaai	
杀鸡取卵	saat gāi chéui leún	
杀鸡儆猴	saat gāi gíng hàuh	
杀鸡焉用牛刀	saat gāi yīn yuhng ngàuh dōu	
杀机	saat gēi	
撒娇	saat giū	
杀气	saat hei	
杀气腾腾	saat hei tàhng tàhng	
杀害	saat hoih	
刹制	saat jai	
煞掣	saat jai	刹车
杀戮	saat luhk	
煞唔切掣	saat m̀h chit jai	来不及刹车
煞尾科	saat méih fō	末尾，尾声，结束，完了
刹那	saat náh	
杀身	saat sān	
杀身成仁	saat sān sìhng yàhn	
杀生	saat sāng	
杀手	saat sáu	
撒手锏	saat sáu gáan	
杀死	saat séi	
杀伤	saat seūng	
杀伤力	saat seūng lihk	
杀头	saat tàuh	
杀人	saat yàhn	
杀人不见血	saat yàhn bāt gin hyut	
杀人不眨眼	saat yàhn bāt jaap ngáahn	
杀人犯	saat yàhn fáan	
杀人放火	saat yàhn fong fó	
杀人罪	saat yàhn jeuih	
杀人如麻	saat yàhn yùh màh	
铩羽而归	saat yúh yìh gwāi	
稍等	sāau dāng	
稍后	sáau hauh	
稍微	sáau mèih	
哨兵	saau bīng	
睄	sàauh	扫一眼，瞟一眼，偷偷瞧
睄佢一眼	sàauh kéuih yāt ngáahn	扫他一眼，瞧他一眼
西饼	sāi béng	西式点心，西点
西便	sāi bihn	西边
西半球	sāi bun kàuh	
西斜	sāi chèh	西晒
西斜热	sāi chèh yiht	西晒
西多	sāi dō	法国土司，法式土司
西多士	sāi dō sí	法国土司
西方	sāi fōng	
收放	sāi fong	
犀角	sāi gok	
西瓜	sāi gwā	
西夏	sāi hah	
西海岸	sāi hói ngohn	
西汉	sāi hon	
西周	sāi jāu	
西纸	sāi jí	外币
西装	sāi jōng	
犀利	sāi leih	厉害
犀牛	sāi ngàuh	
犀鸟	sāi niúh	
西片	sāi pín	外国电影，西方电影，外国影片
筛选	sāi syún	
西人	sāi yàhn	西洋人，外国人
西游记	sāi yàuh gei	
西洋	sāi yeùhng	
西洋棋	sāi yeùhng kèih	
使	sái	花（钱）
使	sái	要，需要，用
洗肠	sái cheùhng	
驶出	sái cheūt	
洗钱	sái chín	
使钱	sái chín	花钱
洗清	sái chīng	
洗涤	sái dihk	
洗涤剂	sái dihk jāi	
使费	sái fai	费用，开销，开支
使颈	sái géng	使性子，耍脾气，赌气
洗脚	sái geuk	
洗黑钱	sái hāk chín	洗钱
驶去	sái heui	
驶向	sái heung	
洗礼	sái láih	
驶艃	sái léih	驾船
使唔晒	sái m̀h saai	花不完，用不完
使唔使	sái m̀h sái	要不要，用不用，用得着…吗
使唔使…呀？	sái m̀h sái a	必须…吗？
使乜	sái māt	何必，用不着，不用
使乜道歉	sái māt douh hip	不用道歉
使乜咁客气	sái māt gam haak hei	不用客气，别客气
使乜惊呀	sái māt gēng a	用不着怕了
使乜讲	sái māt góng	不用说，那还用说，那当然
洗物槽	sái maht chòuh	
洗面	sái mihn	洗脸
洗面手巾	sái mihn sáu gān	洗脸毛巾
洗脑	sái nóuh	
使晒	sái saai	花光
洗衫	sái sāam	洗衣服
洗衫板	sái sāam báan	搓板
洗衫枧	sái sāam gáan	洗衣粉
洗心革面	sái sām gaak mihn	
洗身	sái sān	洗澡
洗湿咗个头	sái sāp jó go tàuh	陷进去了，身不由己，已经下水
洗手	sái sáu	
洗手不干	sái sáu bāt gon	
洗手间	sái sáu gāan	
洗漱	sái sau	
洗头	sái tàuh	洗头发
洗头发	sái tàuh faat	
洗头水	sái tàuh séui	洗发精，香波
驶往	sái wóhng	
洗碗机	sái wún gēi	
洗衣店	sái yī dim	
洗衣机	sái yī gēi	
洗耳恭听	sái yíh gūng tīng	
洗浴	sái yuhk	
使用	sái yuhng	
使用	sái yuhng	费用，开销，开支
细	sai	小
世伯	sai baak	伯伯
细胞	sai bāau	
细胞壁	sai bāau bīk	
细胞核	sai bāau haht	
细胞学	sai bāau hohk	
细胞组织	sai bāau jóu jīk	
细胞膜	sai bāau mohk	
势不两立	sai bāt leúhng lihk	
细髀	sai béi	小腿
势必	sai bīt	
细胆	sai dáam	胆小
世代	sai doih	
世代交替	sai doih gāau tai	
世代相传	sai doih seūng chyùhn	
世道	sai douh	
世风日下	sai fūng yaht hah	
世界	sai gaai	
世界杯	sai gaai buī	
世界大战	sai gaai daaih jin	
世界大同	sai gaai daaih tùhng	
世界地图	sai gaai deih tòuh	
世界锦标赛	sai gaai gám biū choi	
世界经济	sai gaai gīng jai	
世界经济危机	sai gaai gīng jai ngàih gēi	
世界观	sai gaai gūn	
世界主义	sai gaai jyú yih	
世界级	sai gaai kāp	
世界文化	sai gaai màhn fa	
世界贸易	sai gaai mauh yihk	
世界贸易大楼	sai gaai mauh yihk daaih làuh	
世界贸易中心	sai gaai mauh yihk jūng sām	
世界末日	sai gaai muht yaht	
世界银行	sai gaai ngàhn hòhng	
世界新闻	sai gaai sān màhn	
世界史	sai gaai sí	
世界屋脊	sai gaai ūk jik	
世界语	sai gaai yúh	
世间	sai gāan	
世锦赛	sai gám choi	
世纪	sai géi	
世纪末	sai géi muht	
细个	sai go	小，年纪小，年幼，个儿小，小个子
细个嗰阵	sai go gó jahn	小时候，小的时候
细个嗰阵时	sai go gó jahn	小时候，小的时候
细个仔	sai go jái	小孩子
细个仔嗰阵	sai go jái gó jahn	小时候，小的时候
势均力敌	sai gwān lihk dihk	
世袭	sai jaahp	
细仔	sai jái	小儿子，最小的男孩
细只	sai jek	个儿小
细嚼慢咽	sai jeuk maahn yin	
细节	sai jit	
势在必得	sai joih bīt dāk	
势在必行	sai joih bīt hàhng	
世俗	sai juhk	
世俗主义	sai juhk jyú yih	
细菌	sai kwán	
势利	sai leih	
势利眼	sai leih ngáahn	
势力	sai lihk	
势力范围	sai lihk faahn wàih	
细佬	sai lóu	弟弟，小兄弟
细佬哥	sai lóu gō	小孩
细路	sai louh	小孩，小孩儿
细路仔	sai louh jái	小男孩，男孩子
细路女	sai louh néui	小女孩，女孩子，小姑娘
细蚊仔	sai mān jái	小孩，小孩子
世贸	sai mauh	
世贸大楼	sai mauh daaih làuh	
世贸中心	sai mauh jūng sām	
世面	sai mihn	
世银	sai ngàhn	
世外桃源	sai ngoih tòuh yùhn	
世世代代	sai sai doih doih	
细声	sai sēng	小声
细声啲	sai sēng dī	小声一点
世事	sai sih	
势所必然	sai só bīt yìhn	
势所难免	sai só nàahn míhn	
世叔	sai sūk	叔叔
势头	sai tàuh	
世运	sai wahn	
世运会	sai wahn wuih	
世人	sai yàhn	
势如破竹	sai yùh po jūk	
细雨	sai yúh	小雨
舐犊情深	sáih duhk chìhng sām	
逝去	saih heui	
逝世	saih sai	
誓言	saih yìhn	
誓愿	saih yuhn	发誓
誓愿当食生菜	saih yuhn dong sihk sāang choi	起誓当白饶，随便发誓
塞车	sāk chē	交通阻塞，堵车，塞车
噻唑	sāk joh	
塞晒车	sāk saai chē	马路上十分堵车
深不可测	sām bāt hó chāk	
心不在焉	sām bāt joih yìhn	
心病	sām behng	
深表	sām biú	
深表同情	sām biú tùhng chìhng	
参茶	sām chàh	
深沉	sām chàhm	
深层	sām chàhng	
深秋	sām chāu	
心窗	sām cheūng	
心肠	sām cheùhng	
深长	sām cheùhng	
深浅	sām chín	
心情	sām chìhng	
深情	sām chìhng	
深情厚谊	sām chìhng háuh yìh	
心情好	sām chìhng hóu	
心情坏	sām chìhng waaih	
心切	sām chit	
深切	sām chit	
深切关怀	sām chit gwāan wàaih	
心潮	sām chiùh	
深藏	sām chòhng	
深藏不露	sām chòhng bāt louh	
心大心细	sām daaih sām sai	犹豫，拿不定主意，犹豫不决，不知如何是好，不知道该怎样做
心得	sām dāk	
心地	sām deih	
心地好	sām deih hóu	
心地纯洁	sām deih seùhn git	
心地善良	sām deih sihn leùhng	
深度	sām douh	
心动	sām duhng	
深化	sām fa	
心烦	sām fàahn	
心烦意乱	sām fàahn yi lyuhn	
心浮气躁	sām fàuh hei chou	
心扉	sām fēi	
心火	sām fó	
心慌意乱	sām fōng yi lyuhn	
心房	sām fòhng	
深孚众望	sām fū jung mohng	
深呼吸	sām fū kāp	
心灰	sām fuī	
深灰	sām fuī	
深灰色	sām fuī sīk	
心灰意冷	sām fuī yi láahng	
心服口服	sām fuhk háu fuhk	
深感	sām gám	
心急	sām gāp	
心急	sām gāp	焦急，急
心急如焚	sām gāp yùh fàhn	
心机	sām gēi	心情
心机	sām gēi	精神，心血
深居简出	sām gēui gáan cheūt	
心境	sām gíng	
心甘情愿	sām gōn chìhng yuhn	
心肝椗	sām gōn ding	心肝宝贝
心悸	sām gwai	
深坑	sām hāang	
深刻	sām hāk	
深黑色	sām hāk sīk	
深刻印象	sām hāk yan jeuhng	
心坎	sām hám	
心狠	sām hán	
心狠手辣	sām hán sáu laaht	
心口	sām háu	胸脯
心口针	sām háu jām	胸针
心口如一	sām háu yùh yāt	
深厚	sām háuh	
心窍	sām hiu	
深海	sām hói	
心寒	sām hòhn	
深褐	sām hot	
深褐色	sām hot sīk	
心好翳	sām hóu ngai	心里很烦闷
深红	sām hùhng	
深红色	sām hùhng sīk	
心血来潮	sām hyut lòih chiùh	
心知肚明	sām jī tóuh mìhng	
深紫色	sām jí sīk	
心智	sām ji	
心直口快	sām jihk háu faai	
心照	sām jiu	心照不宣，心里明白
心照不宣	sām jiu bāt syūn	
心脏	sām johng	
心脏病	sām johng behng	
心中	sām jūng	
深棕色	sām jūng sīk	
心中有鬼	sām jūng yáuh gwái	
心中有数	sām jūng yáuh sou	
深重	sām juhng	
心旷神怡	sām kwong sàhn yìh	
深蓝	sām làahm	
深蓝色	sām làahm sīk	
森林	sām làhm	
心理	sām léih	
心理系	sām léih haih	
心理学	sām léih hohk	
心理学家	sām léih hohk gā	
心理学系	sām léih hohk haih	
心理治疗	sām léih jih liùh	
心理战	sām léih jin	
心理作用	sām léih jok yuhng	
心理因素	sām léih yān sou	
心理医生	sām léih yī sāng	
心理现象	sām léih yihn jeuhng	
心里	sām léuih	
心力交瘁	sām lihk gāau seuih	
心灵	sām lìhng	
深绿	sām luhk	
深绿色	sām luhk sīk	
心乱	sām lyuhn	
心乱如麻	sām lyuhn yùh màh	
深埋	sām màaih	
深谋远虑	sām màuh yúhn leuih	
心无杂念	sām mòuh jaahp nihm	
心无二用	sām mòuh yih yuhng	
心目	sām muhk	
心目中	sām muhk jūng	
心满意足	sām múhn yi jūk	
心眼	sām ngáahn	
心眼小	sām ngáahn siú	
深奥	sām ngou	
心念	sām nihm	
心内	sām noih	
心爱	sām oi	
深爱	sām oi	
心安理得	sām ōn léih dāk	
心安神定	sām ōn sàhn dihng	
深怕	sām pa	
心平气和	sām pìhng hei wòh	
心抱	sām póuh	新娘，媳妇，儿媳妇
心抱仔	sām póuh jái	小媳妇
深山	sām sāan	
深深	sām sām	
心心相印	sām sām seūng yan	
心神	sām sàhn	
心神不定	sām sàhn bāt dihng	
心室	sām sāt	
深仇	sām sàuh	
深仇大恨	sām sàuh daaih hahn	
深受	sām sauh	
深受感动	sām sauh gám duhng	
心死	sām séi	
深水	sām séui	
深水港	sām séui góng	
心碎	sām seui	
深邃	sām seuih	
深信	sām seun	
深信不疑	sām seun bāt yìh	
心想	sām seúng	
心想事成	sām seúng sih sìhng	
心思	sām sī	
深思	sām sī	
深思熟虑	sām sī suhk leuih	
心事	sām sih	
心事重重	sām sih chùhng chùhng	
深色	sām sīk	
心态	sām taai	
深潭	sām tàahm	
心淡	sām táahm	心灰意冷，不感兴趣，没希望，失去了感情
心疼	sām tàhng	
心头高	sām tàuh gōu	心气高，志向高
心跳	sām tiu	
心痛	sām tung	
深痛	sām tung	
心怀不满	sām wàaih bāt múhn	
心怀鬼胎	sām wàaih gwái tōi	
心窝	sām wō	
深黄	sām wòhng	
深黄色	sām wòhng sīk	
深恶痛绝	sām wu tung jyuht	
