开放粤语词典（国际音标版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［国际音标］	［国语解释］
唞吓	tʰɐu˧˥ ha:˩˧	休息一下
透气	tʰɐu˧˥ hei˧	呼吸，呼气，喘气，叹气
唞气	tʰɐu˧˥ hei˧	歇气，松气
唞工	tʰɐu˧˥ kʊŋ˥	工休
唞凉	tʰɐu˧˥ lœ:ŋ˨˩	乘凉
透唔到气	tʰɐu˧˥ m̩˨˩ tou˧˥ hei˧	喘不过气，透不过气来
唞身	tʰɐu˧˥ sɐn˥	休息
透大气	tʰɐu˧˥ ta:i˨ hei˧	深呼吸，大声喘气
唞啖气	tʰɐu˧˥ ta:m˨ hei˧	歇口气，松口气
透啖气	tʰɐu˧˥ ta:m˨ hei˧	吸一口气，喘一口气
头发	tʰɐu˨˩ fa:t˧	
头发脚	tʰɐu˨˩ fa:t˧ kœ:k˧	发边，发际
头昏眼晕	tʰɐu˨˩ fɐn˥ ŋa:n˩˧ wɐn˨˩	
头揈揈	tʰɐu˨˩ fɪŋ˨ fɪŋ˨	摇头晃脑，沾沾自喜，得意忘形
头衔	tʰɐu˨˩ ha:m˨˩	
投效	tʰɐu˨˩ ha:u˨	
投合	tʰɐu˨˩ hɐp˨	
头壳	tʰɐu˨˩ hɔ:k˧	脑袋，头，脑袋瓜
投降	tʰɐu˨˩ hɔ:ŋ˨˩	
投降书	tʰɐu˨˩ hɔ:ŋ˨˩ sy:˥	
投降主义	tʰɐu˨˩ hɔ:ŋ˨˩ tsy:˧˥ ji:˨	
投河自尽	tʰɐu˨˩ hɔ:˨˩ tsi:˨ tsɵn˨	
投缘	tʰɐu˨˩ jy:n˨˩	
投入	tʰɐu˨˩ jɐp˨	
投影	tʰɐu˨˩ jɪŋ˧˥	
投影机	tʰɐu˨˩ jɪŋ˧˥ kei˥	
投机	tʰɐu˨˩ kei˥	
投机分子	tʰɐu˨˩ kei˥ fɐn˨ tsi:˧˥	
投机倒把	tʰɐu˨˩ kei˥ tou˧ pa:˧˥	
投机取巧	tʰɐu˨˩ kei˥ tsʰɵy˧˥ ha:u˧˥	
投寄	tʰɐu˨˩ kei˧	
投稿	tʰɐu˨˩ kou˧˥	
投稿人	tʰɐu˨˩ kou˧˥ jɐn˨˩	
头巾	tʰɐu˨˩ kɐn˥	
头颈	tʰɐu˨˩ kɛ:ŋ˧˥	
投靠	tʰɐu˨˩ kʰa:u˧	
投其所好	tʰɐu˨˩ kʰei˨˩ sɔ:˧˥ hou˧	
头盔	tʰɐu˨˩ kʰwɐi˥	安全帽，头盔
投契	tʰɐu˨˩ kʰɐi˧	
投球	tʰɐu˨˩ kʰɐu˨˩	
投篮	tʰɐu˨˩ la:m˨˩	
头蜡	tʰɐu˨˩ la:p˨	发蜡
头颅	tʰɐu˨˩ lou˨˩	
头泥	tʰɐu˨˩ nɐi˨˩	头垢
头拧拧	tʰɐu˨˩ nɪŋ˨ nɪŋ˨	不停地摇头
投鞭断流	tʰɐu˨˩ pi:n˥ ty:n˨ lɐu˨˩	
投保	tʰɐu˨˩ pou˧˥	
投币	tʰɐu˨˩ pɐi˨	
投奔	tʰɐu˨˩ pɐn˥	
投笔从戎	tʰɐu˨˩ pɐt˥ tsʰʊŋ˨˩ jʊŋ˨˩	
头皮	tʰɐu˨˩ pʰei˨˩	头皮屑
投票	tʰɐu˨˩ pʰi:u˧	
投票人	tʰɐu˨˩ pʰi:u˧ jɐn˨˩	
投票权	tʰɐu˨˩ pʰi:u˧ kʰy:n˨˩	
投票表决	tʰɐu˨˩ pʰi:u˧ pi:u˧˥ kʰy:t˧	
投票箱	tʰɐu˨˩ pʰi:u˧ sœ:ŋ˥	
投票所	tʰɐu˨˩ pʰi:u˧ sɔ:˧˥	
头先	tʰɐu˨˩ si:n˥	刚刚，刚才
投诉	tʰɐu˨˩ sou˧	
投鼠忌器	tʰɐu˨˩ sy:˧˥ kei˨ hei˧	
投手	tʰɐu˨˩ sɐu˧˥	
投石	tʰɐu˨˩ sɛ:k˨	
投石机	tʰɐu˨˩ sɛ:k˨ kei˥	
投石问路	tʰɐu˨˩ sɛ:k˨ mɐn˨ lou˨	
投射	tʰɐu˨˩ sɛ:˨	
投信	tʰɐu˨˩ sɵn˧	
头绪	tʰɐu˨˩ sɵy˩˧	
投宿	tʰɐu˨˩ sʊk˥	
投掷	tʰɐu˨˩ tsa:k˨	
投资	tʰɐu˨˩ tsi:˥	
投资人	tʰɐu˨˩ tsi:˥ jɐn˨˩	
投注	tʰɐu˨˩ tsy:˧	
投井	tʰɐu˨˩ tsɪŋ˧˥	
投井自尽	tʰɐu˨˩ tsɪŋ˧˥ tsi:˨ tsɵn˨	
投产	tʰɐu˨˩ tsʰa:n˧˥	
投钱	tʰɐu˨˩ tsʰi:n˨˩	
投钱箱	tʰɐu˨˩ tsʰi:n˨˩ sœ:ŋ˥	
头赤	tʰɐu˨˩ tsʰɛ:k˧	头痛，头疼
投递	tʰɐu˨˩ tɐi˨	
头耷耷眼湿湿	tʰɐu˨˩ tɐp˥ tɐp˥ ŋa:n˩˧ sɐp˥ sɐp˥	垂头丧气没精打采
投敌	tʰɐu˨˩ tɪk˨	
投桃报李	tʰɐu˨˩ tʰou˨˩ pou˧ lei˩˧	
头头	tʰɐu˨˩ tʰɐu˧˥	开头，起初，最初，起先，早先
头头	tʰɐu˨˩ tʰɐu˨˩	到处，处处
头头碰着黑	tʰɐu˨˩ tʰɐu˨˩ pʰʊŋ˧ tsœ:k˨ hɐk˥	到处碰上倒霉事，无论干什么事情都不顺利，甚么倒霉事都碰上了，连连续续地走霉运
投胎	tʰɐu˨˩ tʰɔ:i˥	
头陀	tʰɐu˨˩ tʰɔ:˨˩	
头痛	tʰɐu˨˩ tʰʊŋ˧	
头痛医头，脚痛医脚	tʰɐu˨˩ tʰʊŋ˧ ji:˥ tʰɐu˨˩ kœ:k˧ tʰʊŋ˧ ji:˥ kœ:k˧	
投怀	tʰɐu˨˩ wa:i˨˩	
投怀送抱	tʰɐu˨˩ wa:i˨˩ sʊŋ˧ pʰou˩˧	主动亲近
头晕	tʰɐu˨˩ wɐn˨˩	
头晕目眩	tʰɐu˨˩ wɐn˨˩ mʊk˨ jy:n˨˩	
腾空	tʰɐŋ˨˩ hʊŋ˥	
藤椅	tʰɐŋ˨˩ ji:˧˥	
藤喼	tʰɐŋ˨˩ ki:p˥	藤箱
藤喼耳	tʰɐŋ˨˩ ki:p˥ ji:˩˧	藤箱提手
誊录	tʰɐŋ˨˩ lʊk˨	
藤蔓	tʰɐŋ˨˩ ma:n˨	
疼惜	tʰɐŋ˨˩ sɪk˥	
誊清	tʰɐŋ˨˩ tsʰɪŋ˥	
疼痛	tʰɐŋ˨˩ tʰʊŋ˧	
疼爱	tʰɐŋ˨˩ ɔ:i˧	
胎盘	tʰɔ:i˥ pʰu:n˨˩	
台	tʰɔ:i˧˥	桌子
枱脚	tʰɔ:i˧˥ kœ:k˧	桌腿
枱荐	tʰɔ:i˧˥ tsi:n˧˥	垫布，餐具垫
枱枱凳凳	tʰɔ:i˧˥ tʰɔ:i˧˥ tɐŋ˧ tɐŋ˧	桌椅板凳
台风	tʰɔ:i˨˩ fʊŋ˥	
台阶	tʰɔ:i˨˩ ka:i˥	
抬高	tʰɔ:i˨˩ kou˥	
抬举	tʰɔ:i˨˩ kɵy˧˥	
跆拳道	tʰɔ:i˨˩ kʰy:n˨˩ tou˨	
台布	tʰɔ:i˨˩ pou˧	桌布
抬头	tʰɔ:i˨˩ tʰɐu˨˩	
台湾人	tʰɔ:i˨˩ wa:n˥ jɐn˨˩	
台币	tʰɔ:i˩˧ pɐi˨	
talk	tʰɔ:k˥	说话
拓荒	tʰɔ:k˧ fɔ:ŋ˥	
拓垦	tʰɔ:k˧ hɐn˧˥	
拓垦荒地	tʰɔ:k˧ hɐn˧˥ fɔ:ŋ˥ tei˨	
托水龙	tʰɔ:k˧ sɵy˧˥ lʊŋ˨˩	代人付款不把钱付出、代人收款不把钱交给原主，全部自己吞没
拓展	tʰɔ:k˧ tsi:n˧˥	
劏	tʰɔ:ŋ˥	宰，宰杀
劏房	tʰɔ:ŋ˥ fɔ:ŋ˧˥	分间楼宇单位
劏开	tʰɔ:ŋ˥ hɔ:i˥	切开
汤丸	tʰɔ:ŋ˥ jy:n˧˥	汤圆，元宵
汤圆	tʰɔ:ŋ˥ jy:n˨˩	
劏鱼	tʰɔ:ŋ˥ jy:˧˥	剖鱼
劏光猪	tʰɔ:ŋ˥ kwɔ:ŋ˥ tsy:˥	比喻下棋时棋子全被对方吃光
劏鸡	tʰɔ:ŋ˥ kɐi˥	杀鸡
汤面	tʰɔ:ŋ˥ mi:n˨	
劏死牛	tʰɔ:ŋ˥ sei˧˥ ŋɐu˨˩	拦路抢劫
劏西瓜	tʰɔ:ŋ˥ sɐi˥ kwa:˥	切开西瓜
汤水	tʰɔ:ŋ˥ sɵy˧˥	汤
劏猪	tʰɔ:ŋ˥ tsy:˥	宰猪
劏猪噉嗌	tʰɔ:ŋ˥ tsy:˥ kɐm˧˥ ŋa:i˧	呱呱大叫
汤勺	tʰɔ:ŋ˥ tsœ:k˧	
汤汁	tʰɔ:ŋ˥ tsɐp˥	
汤匙	tʰɔ:ŋ˥ tsʰi:˨˩	
劏车	tʰɔ:ŋ˥ tsʰɛ:˥	把汽车拆成零件
汤团	tʰɔ:ŋ˥ tʰy:n˨˩	
蹚水	tʰɔ:ŋ˧ sɵy˧˥	
熨斗	tʰɔ:ŋ˧ tɐu˧˥	
糖	tʰɔ:ŋ˧˥	糖果
倘若	tʰɔ:ŋ˧˥ jœ:k˨	
倘有	tʰɔ:ŋ˧˥ jɐu˩˧	
倘使	tʰɔ:ŋ˧˥ si:˧˥	
堂	tʰɔ:ŋ˨˩	架，座，顶，张，节
堂	tʰɔ:ŋ˨˩	十里
唐人	tʰɔ:ŋ˨˩ jɐn˨˩	华人，中国人
唐人街	tʰɔ:ŋ˨˩ jɐn˨˩ ka:i˥	
塘基	tʰɔ:ŋ˨˩ kei˥	池塘埂
堂倌	tʰɔ:ŋ˨˩ ku:n˥	
糖果	tʰɔ:ŋ˨˩ kwɔ:˧˥	
糖苷	tʰɔ:ŋ˨˩ kɐm˥	
螳螂	tʰɔ:ŋ˨˩ lɔ:ŋ˨˩	
塘尾	tʰɔ:ŋ˨˩ mei˥	蜻蜓
糖尿病	tʰɔ:ŋ˨˩ ni:u˨ pɛ:ŋ˨	
塘坣	tʰɔ:ŋ˨˩ pɔ:k˧	基堤，鱼塘的基堤
唐山	tʰɔ:ŋ˨˩ sa:n˥	中国
唐诗	tʰɔ:ŋ˨˩ si:˥	
搪塞	tʰɔ:ŋ˨˩ sɐk˥	
塘虱	tʰɔ:ŋ˨˩ sɐt˥	鲇，鲇鱼，胡子鲇
糖水	tʰɔ:ŋ˨˩ sɵy˧˥	甜食，甜品，甜汤
糖水铺	tʰɔ:ŋ˨˩ sɵy˧˥ pʰou˧	甜食店
唐字	tʰɔ:ŋ˨˩ tsi:˨	汉字
唐装	tʰɔ:ŋ˨˩ tsɔ:ŋ˥	中装，中式服装，中式衣服
唐装衫	tʰɔ:ŋ˨˩ tsɔ:ŋ˥ sa:m˥	中式衣服
唐餐	tʰɔ:ŋ˨˩ tsʰa:n˥	中国菜，中式菜肴
唐朝	tʰɔ:ŋ˨˩ tsʰi:u˨˩	
糖黐豆	tʰɔ:ŋ˨˩ tsʰi:˥ tɐu˧˥	形影不离
唐突	tʰɔ:ŋ˨˩ tɐt˨	
堂皇	tʰɔ:ŋ˨˩ wɔ:ŋ˨˩	
拖鞋	tʰɔ:˥ ha:i˧˥	
拖延	tʰɔ:˥ ji:n˨˩	
拖友	tʰɔ:˥ jɐu˧˥	恋人，对象，朋友
拖垮	tʰɔ:˥ kʰwa:˥	
拖拉机	tʰɔ:˥ la:i˥ kei˥	
拖捞	tʰɔ:˥ lɐu˨˩	
拖捞网	tʰɔ:˥ lɐu˨˩ mɔ:ŋ˩˧	
拖捞船	tʰɔ:˥ lɐu˨˩ sy:n˨˩	
拖手	tʰɔ:˥ sɐu˧˥	牵手
唾骂	tʰɔ:˧ ma:˨	
唾沫	tʰɔ:˧ mu:t˧	
唾手可得	tʰɔ:˧ sɐu˧˥ hɔ:˧˥ tɐk˥	
椭圆	tʰɔ:˧˥ jy:n˨˩	
妥善	tʰɔ:˧˥ si:n˨	
妥善处理	tʰɔ:˧˥ si:n˨ tsʰy:˩˧ lei˩˧	
妥切	tʰɔ:˧˥ tsʰi:t˧	
妥当	tʰɔ:˧˥ tɔ:ŋ˧	
佗	tʰɔ:˨˩	怀孕
佗	tʰɔ:˨˩	负荷，背
驼峰	tʰɔ:˨˩ fʊŋ˥	
佗人	tʰɔ:˨˩ jɐn˨˩	怀孕
驼鸟	tʰɔ:˨˩ li:u˩˧	
陀螺	tʰɔ:˨˩ lɔ:˨˩	
佗累	tʰɔ:˨˩ lɵy˨	拖累，牵累
鸵鸟	tʰɔ:˨˩ ni:u˩˧	
砣表	tʰɔ:˨˩ pi:u˥	怀表，挂表
驼背	tʰɔ:˨˩ pu:i˧	
舵手	tʰɔ:˨˩ sɐu˧˥	
佗手褦脚	tʰɔ:˨˩ sɐu˧˥ nɐŋ˧ kœ:k˧	牵牵扯扯的
佗衰	tʰɔ:˨˩ sɵy˥	拖累，牵累
佗衰人	tʰɔ:˨˩ sɵy˥ jɐn˨˩	牵累了别人
佗衰家	tʰɔ:˨˩ sɵy˥ ka:˥	害人精，败家子
佗住细路	tʰɔ:˨˩ tsy:˨ sɐi˧ lou˨	背着孩子
佗仔	tʰɔ:˨˩ tsɐi˧˥	怀孕，怀小孩，怀上孩子
妥协	tʰɔ:˩˧ hi:p˧	
踢馆	tʰɛ:k˧ ku:n˧˥	寻衅
踢脚	tʰɛ:k˧ kœ:k˧	陷入窘境，陷入困境，难办；手忙脚乱
踢爆	tʰɛ:k˧ pa:u˧	揭穿
踢波	tʰɛ:k˧ pɔ:˥	踢球，踢足球
踢晒脚	tʰɛ:k˧ sa:i˧ kœ:k˧	陷入困境，手忙脚乱，非常忙碌
听教	tʰɛ:ŋ˥ ka:u˧	听话
听见	tʰɛ:ŋ˥ ki:n˧	
听过隔篱	tʰɛ:ŋ˥ kwɔ:˧ ka:k˧ lei˨˩	听错，听错了
听讲	tʰɛ:ŋ˥ kɔ:ŋ˧˥	听说
听讲话	tʰɛ:ŋ˥ kɔ:ŋ˧˥ wa:˨	听说
听闻	tʰɛ:ŋ˥ mɐn˨˩	听说
听闻讲	tʰɛ:ŋ˥ mɐn˨˩ kɔ:ŋ˧˥	听说
听唔入耳	tʰɛ:ŋ˥ m̩˨˩ jɐp˨ ji:˩˧	听不进去
听唔明	tʰɛ:ŋ˥ m̩˨˩ mɪŋ˨˩	听不懂
听唔到	tʰɛ:ŋ˥ m̩˨˩ tou˧˥	听不见
听书	tʰɛ:ŋ˥ sy:˥	上课，听课
听电话	tʰɛ:ŋ˥ ti:n˨ wa:˧˥	接电话
听到	tʰɛ:ŋ˥ tou˧˥	
厅长	tʰɛ:ŋ˥ tsœ:ŋ˧˥	在客厅里过夜的人，在客厅里睡觉的人
听清楚	tʰɛ:ŋ˥ tsʰɪŋ˥ tsʰɔ:˧˥	
听得明	tʰɛ:ŋ˥ tɐk˥ mɪŋ˨˩	听得懂
听得到	tʰɛ:ŋ˥ tɐk˥ tou˧˥	听得见
听筒	tʰɛ:ŋ˥ tʰʊŋ˧˥	
剔	tʰɪk˥	勾
倜傥	tʰɪk˥ tʰɔ:ŋ˧˥	
剔牙	tʰɪk˥ ŋa:˨˩	
听暇	tʰɪŋ˥ ha:˥	待会儿，过一会儿，一会儿之后，过后
听日	tʰɪŋ˥ jɐt˨	明天
听晚	tʰɪŋ˥ ma:n˥	明晚，明天晚上
听闻	tʰɪŋ˥ mɐn˨˩	
听尼士	tʰɪŋ˥ ni:˥ si:˨	网球
汀线	tʰɪŋ˥ si:n˧	
听朝	tʰɪŋ˥ tsi:u˥	明早，明天早上
听朝早	tʰɪŋ˥ tsi:u˥ tsou˧˥	明早，明天早上
听早	tʰɪŋ˥ tsou˧˥	明早，明天早上
听	tʰɪŋ˧	等着，听候
听殃	tʰɪŋ˧ jœ:ŋ˥	等着倒楣，祸到临头
听闹	tʰɪŋ˧ na:u˨	等着挨骂
听死	tʰɪŋ˧ sei˧˥	等着死，等死
听衰	tʰɪŋ˧ sɵy˥	等着倒霉，祸到临头
听挨打	tʰɪŋ˧ ŋa:i˨˩ ta:˧˥	等着挨打
停	tʰɪŋ˧˥	样，种
停放	tʰɪŋ˨˩ fɔ:ŋ˧	
停课	tʰɪŋ˨˩ fɔ:˧	
停火	tʰɪŋ˨˩ fɔ:˧˥	
停火协定	tʰɪŋ˨˩ fɔ:˧˥ hi:p˧ tɪŋ˨	
停歇	tʰɪŋ˨˩ hi:t˧	
停口	tʰɪŋ˨˩ hɐu˧˥	住嘴，住口
停学	tʰɪŋ˨˩ hɔ:k˨	
停刊	tʰɪŋ˨˩ hɔ:n˧˥	
停业	tʰɪŋ˨˩ ji:p˨	
庭院	tʰɪŋ˨˩ jy:n˨	
停用	tʰɪŋ˨˩ jʊŋ˨	
停机	tʰɪŋ˨˩ kei˥	
停机坪	tʰɪŋ˨˩ kei˥ pʰɪŋ˨˩	
停经	tʰɪŋ˨˩ kɪŋ˥	
停经期	tʰɪŋ˨˩ kɪŋ˥ kʰei˨˩	
停工	tʰɪŋ˨˩ kʊŋ˥	
停靠	tʰɪŋ˨˩ kʰa:u˧	
停留	tʰɪŋ˨˩ lɐu˨˩	
停摆	tʰɪŋ˨˩ pa:i˧˥	
停步	tʰɪŋ˨˩ pou˨	
停笔	tʰɪŋ˨˩ pɐt˥	
停泊	tʰɪŋ˨˩ pɔ:k˨	
停播	tʰɪŋ˨˩ pɔ:˧	
停尸	tʰɪŋ˨˩ si:˥	
停尸间	tʰɪŋ˨˩ si:˥ ka:n˥	
停船	tʰɪŋ˨˩ sy:n˨˩	
停薪	tʰɪŋ˨˩ sɐn˥	
停手	tʰɪŋ˨˩ sɐu˧˥	住手
停息	tʰɪŋ˨˩ sɪk˥	
停水	tʰɪŋ˨˩ sɵy˧˥	
停电	tʰɪŋ˨˩ ti:n˨	
停战	tʰɪŋ˨˩ tsi:n˧	
停战协定	tʰɪŋ˨˩ tsi:n˧ hi:p˧ tɪŋ˨	
停止	tʰɪŋ˨˩ tsi:˧˥	
停滞	tʰɪŋ˨˩ tsɐi˨	
停滞不前	tʰɪŋ˨˩ tsɐi˨ pɐt˥ tsʰɪŋ˨˩	
停职	tʰɪŋ˨˩ tsɪk˥	
停产	tʰɪŋ˨˩ tsʰa:n˧˥	
停车	tʰɪŋ˨˩ tsʰɛ:˥	
停车场	tʰɪŋ˨˩ tsʰɛ:˥ tsʰœ:ŋ˨˩	
停车灯	tʰɪŋ˨˩ tsʰɛ:˥ tɐŋ˥	
停车位	tʰɪŋ˨˩ tsʰɛ:˥ wɐi˧˥	
停低	tʰɪŋ˨˩ tɐi˥	停下，停下来
停低脚	tʰɪŋ˨˩ tɐi˥ kœ:k˧	停下脚步，停下来
停当	tʰɪŋ˨˩ tɔ:ŋ˧	
停定	tʰɪŋ˨˩ tɪŋ˨	停好，停下来
停顿	tʰɪŋ˨˩ tɵn˨	
亭台	tʰɪŋ˨˩ tʰɔ:i˨˩	
亭台楼阁	tʰɪŋ˨˩ tʰɔ:i˨˩ lɐu˨˩ kɔ:k˧	
婷婷	tʰɪŋ˨˩ tʰɪŋ˨˩	
婷婷玉立	tʰɪŋ˨˩ tʰɪŋ˨˩ jʊk˨ la:p˨	
亭亭玉立	tʰɪŋ˨˩ tʰɪŋ˨˩ jʊk˨ la:p˨	
挺胸	tʰɪŋ˩˧ hʊŋ˥	
铤而走险	tʰɪŋ˩˧ ji:˨˩ tsɐu˧˥ hi:m˧˥	
湍急	tʰɵn˥ kɐp˥	
湍流	tʰɵn˥ lɐu˨˩	
彖辞	tʰɵn˧ tsʰi:˨˩	
盾牌	tʰɵn˩˧ pʰa:i˨˩	
推压	tʰɵy˥ a:t˧	
推翻	tʰɵy˥ fa:n˥	
推敲	tʰɵy˥ ha:u˥	
推向	tʰɵy˥ hœ:ŋ˧	
推勘	tʰɵy˥ hɐm˧	
推行	tʰɵy˥ hɐŋ˨˩	
推开	tʰɵy˥ hɔ:i˥	
推演	tʰɵy˥ ji:n˧˥	
推延	tʰɵy˥ ji:n˨˩	
推移	tʰɵy˥ ji:˨˩	
推让	tʰɵy˥ jœ:ŋ˨	
推介	tʰɵy˥ ka:i˧	
推己及人	tʰɵy˥ kei˧˥ kʰɐp˨ jɐn˨˩	
推故	tʰɵy˥ ku:˧	
推广	tʰɵy˥ kwɔ:ŋ˧˥	
推究	tʰɵy˥ kɐu˧	
推举	tʰɵy˥ kɵy˧˥	
推却	tʰɵy˥ kʰœ:k˧	
推拒	tʰɵy˥ kʰɵy˩˧	
推理	tʰɵy˥ lei˩˧	
推理小说	tʰɵy˥ lei˩˧ si:u˧˥ sy:t˧	
推论	tʰɵy˥ lɵn˨	
推磨	tʰɵy˥ mɔ:˨˩	
推拿	tʰɵy˥ na:˨˩	
推拿法	tʰɵy˥ na:˨˩ fa:t˧	
推本溯源	tʰɵy˥ pu:n˧˥ sou˧ jy:n˨˩	
推波助澜	tʰɵy˥ pɔ:˥ tsɔ:˧ la:n˨˩	
推病	tʰɵy˥ pɪŋ˨	
推派	tʰɵy˥ pʰa:i˧	
推三阻四	tʰɵy˥ sa:m˥ tsɔ:˧˥ sei˧	
推销	tʰɵy˥ si:u˥	
推销员	tʰɵy˥ si:u˥ jy:n˨˩	
推算	tʰɵy˥ sy:n˧	
推选	tʰɵy˥ sy:n˧˥	
推想	tʰɵy˥ sœ:ŋ˧˥	
推心置腹	tʰɵy˥ sɐm˥ tsi:˧ fʊk˥	
推手	tʰɵy˥ sɐu˧˥	
推卸	tʰɵy˥ sɛ:˧	
推卸责任	tʰɵy˥ sɛ:˧ tsa:k˧ jɐm˨	
推送	tʰɵy˥ sʊŋ˧	
推崇	tʰɵy˥ sʊŋ˨˩	
推倒	tʰɵy˥ tou˧˥	
推荐	tʰɵy˥ tsi:n˧	
推荐信	tʰɵy˥ tsi:n˧ sɵn˧	
推展	tʰɵy˥ tsi:n˧˥	
推挤	tʰɵy˥ tsɐi˥	
推辞	tʰɵy˥ tsʰi:˨˩	
推迟	tʰɵy˥ tsʰi:˨˩	
推测	tʰɵy˥ tsʰɐk˥	
推车	tʰɵy˥ tsʰɛ:˥	
推出	tʰɵy˥ tsʰɵt˥	
推断	tʰɵy˥ ty:n˨	
推断力	tʰɵy˥ ty:n˨ lɪk˨	
推挡	tʰɵy˥ tɔ:ŋ˧˥	
推定	tʰɵy˥ tɪŋ˨	
推动	tʰɵy˥ tʊŋ˨	
推土机	tʰɵy˥ tʰou˧˥ kei˥	
推脱	tʰɵy˥ tʰy:t˧	
推托	tʰɵy˥ tʰɔ:k˧	
推托之词	tʰɵy˥ tʰɔ:k˧ tsi:˥ tsʰi:˨˩	
推拖	tʰɵy˥ tʰɔ:˥	
推为	tʰɵy˥ wɐi˨˩	
退化	tʰɵy˧ fa:˧	
退款	tʰɵy˧ fu:n˧˥	
退房	tʰɵy˧ fɔ:ŋ˨˩	
退货	tʰɵy˧ fɔ:˧	
退火	tʰɵy˧ fɔ:˧˥	
退后	tʰɵy˧ hɐu˨	
退学	tʰɵy˧ hɔ:k˨	
退焮	tʰɵy˧ hɪŋ˧	退烧，退热
退去	tʰɵy˧ hɵy˧	
退热	tʰɵy˧ ji:t˨	
退而求其次	tʰɵy˧ ji:˨˩ kʰɐu˨˩ kʰei˨˩ tsʰi:˧	
退让	tʰɵy˧ jœ:ŋ˨	
退隐	tʰɵy˧ jɐn˧˥	
退入	tʰɵy˧ jɐp˨	
退一步海阔天空	tʰɵy˧ jɐt˥ pou˨ hɔ:i˧˥ fu:t˧ tʰi:n˥ hʊŋ˥	
退休	tʰɵy˧ jɐu˥	
退休金	tʰɵy˧ jɐu˥ kɐm˥	
退休年龄	tʰɵy˧ jɐu˥ ni:n˨˩ lɪŋ˨˩	
退役	tʰɵy˧ jɪk˨	
退役军人	tʰɵy˧ jɪk˨ kwɐn˥ jɐn˨˩	
退离	tʰɵy˧ lei˨˩	
退路	tʰɵy˧ lou˨	
退败	tʰɵy˧ pa:i˨	
退避	tʰɵy˧ pei˨	
蜕变	tʰɵy˧ pi:n˧	
退步	tʰɵy˧ pou˨	
退兵	tʰɵy˧ pɪŋ˥	
退兵之计	tʰɵy˧ pɪŋ˥ tsi:˥ kɐi˧	
退烧	tʰɵy˧ si:u˥	
退烧药	tʰɵy˧ si:u˥ jœ:k˨	
退选	tʰɵy˧ sy:n˧˥	
退税	tʰɵy˧ sɵy˧	
退水	tʰɵy˧ sɵy˧˥	
退缩	tʰɵy˧ sʊk˥	
退租	tʰɵy˧ tsou˥	
退钱	tʰɵy˧ tsʰi:n˨˩	
退潮	tʰɵy˧ tsʰi:u˨˩	
退场	tʰɵy˧ tsʰœ:ŋ˨˩	
退出	tʰɵy˧ tsʰɵt˥	
退出去	tʰɵy˧ tsʰɵt˥ hɵy˧	
退党	tʰɵy˧ tɔ:ŋ˧˥	
退敌	tʰɵy˧ tɪk˨	
退敌之计	tʰɵy˧ tɪk˨ tsi:˥ kɐi˧	
退订	tʰɵy˧ tɪŋ˧	
退换	tʰɵy˧ wu:n˨	
退还	tʰɵy˧ wu:n˨	
退位	tʰɵy˧ wɐi˨	
退伍	tʰɵy˧ ŋ˩˧	
退伍军人	tʰɵy˧ ŋ˩˧ kwɐn˥ jɐn˨˩	
腿治	tʰɵy˧˥ tsi:˧	火腿三明治
颓废	tʰɵy˨˩ fɐi˧	
颓然	tʰɵy˨˩ ji:n˨˩	
颓然丧气	tʰɵy˨˩ ji:n˨˩ sɔ:ŋ˧ hei˧	
颓靡	tʰɵy˨˩ mei˨˩	
颓败	tʰɵy˨˩ pa:i˨	
颓丧	tʰɵy˨˩ sɔ:ŋ˧	
秃发	tʰʊk˥ fa:t˧	
秃人	tʰʊk˥ jɐn˨˩	
秃鹰	tʰʊk˥ jɪŋ˥	
秃毛	tʰʊk˥ mou˨˩	
秃笔	tʰʊk˥ pɐt˥	
秃山	tʰʊk˥ sa:n˥	
秃顶	tʰʊk˥ tɪŋ˧˥	
秃头	tʰʊk˥ tʰɐu˨˩	
通婚	tʰʊŋ˥ fɐn˥	
通货	tʰʊŋ˥ fɔ:˧	
通货膨胀	tʰʊŋ˥ fɔ:˧ pʰa:ŋ˨˩ tsœ:ŋ˧	
通风	tʰʊŋ˥ fʊŋ˥	
通风口	tʰʊŋ˥ fʊŋ˥ hɐu˧˥	
通风报信	tʰʊŋ˥ fʊŋ˥ pou˧ sɵn˧	
通气	tʰʊŋ˥ hei˧	识趣，知趣，通情达理
通气	tʰʊŋ˥ hei˧	
通气口	tʰʊŋ˥ hei˧ hɐu˧˥	
通气孔	tʰʊŋ˥ hei˧ hʊŋ˧˥	
通窍	tʰʊŋ˥ hi:u˧	
通向	tʰʊŋ˥ hœ:ŋ˧	
通行	tʰʊŋ˥ hɐŋ˨˩	
通行无阻	tʰʊŋ˥ hɐŋ˨˩ mou˨˩ tsɔ:˧˥	
通行本	tʰʊŋ˥ hɐŋ˨˩ pu:n˧˥	
通行证	tʰʊŋ˥ hɐŋ˨˩ tsɪŋ˧	
通航	tʰʊŋ˥ hɔ:ŋ˨˩	
通红	tʰʊŋ˥ hʊŋ˨˩	
通儒	tʰʊŋ˥ jy:˨˩	
