開放粵語詞典（劉錫祥版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［劉錫祥拼音］	［國語解釋］
率爾操觚	sut1 yi5 cho1 goo1	
率然	sut1 yin4	
述說	sut6 suet3	
術語	sut6 yue5	
他他條條	ta1 ta1 tiu4 tiu4	舒服，悠閒，沒有什麼壓力的工作
他條	ta1 tiu4	悠然，舒服，從容，閒適
他條	ta1 tiu4	穩重，沉著
他人	ta1 yan4	
呔	taai1	領帶
肽	taai1	輪胎，車胎
title	taai1 to4	名銜，職稱，標題
太長	taai3 cheung4	
太大	taai3 daai6	
太低	taai3 dai1	
態度	taai3 do6	
太短	taai3 duen2	
太凍	taai3 dung3	太冷
太快	taai3 faai3	
貸款	taai3 foon2	
太監	taai3 gaam3	
汰舊換新	taai3 gau6 woon6 san1	
太極拳	taai3 gik6 kuen4	
太極圖	taai3 gik6 to4	
太高	taai3 go1	
太后	taai3 hau6	
太好	taai3 ho2	
太空	taai3 hung1	
太空褸	taai3 hung1 lau1	羽絨服，登山服，棉猴兒
太空梭	taai3 hung1 soh1	航天飛機，太空梭
太空船	taai3 hung1 suen4	
太空人	taai3 hung1 yan4	
太空衣	taai3 hung1 yi1	
太子	taai3 ji2	
太子女	taai3 ji2 nui5	千金小姐
太早	taai3 jo2	
泰銖	taai3 jue1	
傣族	taai3 juk6	
太慢	taai3 maan6	
太冇解喇	taai3 mo5 gaai2 la3	太不像話了
太難	taai3 naan4	
太平間	taai3 ping4 gaan1	
太平鋪	taai3 ping4 po1	通鋪
太平梯	taai3 ping4 tai1	
太平洋	taai3 ping4 yeung4	
太少	taai3 siu2	
太歲頭上動土	taai3 sui3 tau4 seung6 dung6 to2	
太太	taai3 taai2	
太陰	taai3 yam1	
太陰曆	taai3 yam1 lik6	
太陽	taai3 yeung4	
太陽燈	taai3 yeung4 dang1	
太陽電池	taai3 yeung4 din6 chi4	
太陽輻射	taai3 yeung4 fuk1 se6	
太陽鏡	taai3 yeung4 geng3	
太陽光	taai3 yeung4 gwong1	
太陽系	taai3 yeung4 hai6	
太陽黑子	taai3 yeung4 hak1 ji2	
太陽曆	taai3 yeung4 lik6	
太陽能	taai3 yeung4 nang4	
太陽能板	taai3 yeung4 nang4 baan2	
太陽眼鏡	taai3 yeung4 ngaan5 geng3	
太陽年	taai3 yeung4 nin4	
太陽神	taai3 yeung4 san4	
太陽活動	taai3 yeung4 woot6 dung6	
太陽熱	taai3 yeung4 yit6	
太陽穴	taai3 yeung4 yuet6	
太熱	taai3 yit6	
太遠	taai3 yuen5	
軚	taai5	方向盤
舦	taai5	舵
軚盤	taai5 poon4	方向盤，駕駛盤
貪錢	taam1 chin4	
貪財	taam1 choi4	
貪財害命	taam1 choi4 hoi6 ming6	
貪得無厭	taam1 dak1 mo4 yim3	
貪得意	taam1 dak1 yi3	好奇
貪多	taam1 doh1	
貪多必失	taam1 doh1 bit1 sat1	
貪瀆	taam1 duk6	
貪腐	taam1 foo6	
貪官	taam1 goon1	
貪官污吏	taam1 goon1 woo1 lei6	
貪着數	taam1 jeuk6 so3	貪便宜
貪自在	taam1 ji6 joi6	貪舒服
貪贓	taam1 jong1	
貪贓枉法	taam1 jong1 wong2 faat3	
貪婪	taam1 laam4	
貪利	taam1 lei6	
貪靚	taam1 leng3	愛美，愛漂亮，窮打扮
貪戀	taam1 luen2	
貪念	taam1 nim6	
貪便宜	taam1 pin4 yi4	
貪心	taam1 sam1	
貪心不足	taam1 sam1 bat1 juk1	
貪心不足蛇吞象	taam1 sam1 bat1 juk1 se4 tan1 jeung6	
貪生	taam1 sang1	
貪生怕死	taam1 sang1 pa3 sei2	
貪色	taam1 sik1	
貪小便宜	taam1 siu2 pin4 yi4	
貪小失大	taam1 siu2 sat1 daai6	
貪圖	taam1 to4	
貪玩	taam1 waan2	
貪污	taam1 woo1	
貪污罪	taam1 woo1 jui6	
貪污受賄	taam1 woo1 sau6 kooi2	
貪慾	taam1 yuk6	
探	taam3	看（朋友），探望
探病	taam3 bing6	
探查	taam3 cha4	
探察	taam3 chaat3	
探測	taam3 chak1	
探測器	taam3 chak1 hei3	
探測船	taam3 chak1 suen4	
探尋	taam3 cham4	
探親	taam3 chan1	
探出	taam3 chut1	
探底	taam3 dai2	
探訪	taam3 fong2	
探監	taam3 gaan1	
探究	taam3 gau3	
探見	taam3 gin3	
探勘	taam3 ham3	
探勘者	taam3 ham3 je2	
探口風	taam3 hau2 fung1	
探險	taam3 him2	
探險隊	taam3 him2 dui6	
探險家	taam3 him2 ga1	
探看	taam3 hon3	
探長	taam3 jeung2	
探照燈	taam3 jiu3 dang1	
探求	taam3 kau4	
探礦	taam3 kwong3	
探礦者	taam3 kwong3 je2	
探路	taam3 lo6	
探問	taam3 man6	
探明	taam3 ming4	
探明儲量	taam3 ming4 chue5 leung6	
探望	taam3 mong6	
探囊取物	taam3 nong4 chui2 mat6	
探案	taam3 on3	
探盤	taam3 poon2	摸底，試探
探索	taam3 saak3	
探身	taam3 san1	
探試	taam3 si3	
探視	taam3 si6	
探悉	taam3 sik1	
探詢	taam3 sun1	
探頭	taam3 tau4	
探頭探腦	taam3 tau4 taam3 no5	
探聽	taam3 ting1	
探討	taam3 to2	
探熱	taam3 yit6	量體溫
探熱針	taam3 yit6 jam1	體溫計，體溫表，溫度計
探員	taam3 yuen4	
曇花	taam4 fa1	
曇花一現	taam4 fa1 yat1 yin6	
談判	taam4 poon3	
談判者	taam4 poon3 je2	
談天	taam4 tin1	
談天說地	taam4 tin1 suet3 dei6	
談吐	taam4 to3	
談吐風生	taam4 to3 fung1 sang1	
談吐之間	taam4 to3 ji1 gaan1	
談妥	taam4 toh2	
談話	taam4 wa2	
痰盂	taam4 yue4	
攤	taan1	躺
癱	taan1	癱瘓
坍塌	taan1 taap3	
癱瘓	taan1 woon6	
坦白	taan2 baak6	
坦诚	taan2 sing4	
忐忑	taan2 tik1	
忐忑不安	taan2 tik1 bat1 on1	
袒護	taan2 woo6	
歎	taan3	享受，休息
歎報紙	taan3 bo3 ji2	舒服自在地看報紙
歎茶	taan3 cha4	品茶，茗茶
炭化	taan3 fa3	
炭化物	taan3 fa3 mat6	
炭火	taan3 foh2	
炭灰色	taan3 fooi1 sik1	
歎咖啡	taan3 ga3 fe1	享用咖啡
炭氣	taan3 hei3	
歎冷氣	taan3 laang5 hei3	享受空調
炭爐	taan3 lo4	
歎世界	taan3 sai3 gaai3	享受人生，享清福
歎息	taan3 sik1	
炭酸	taan3 suen1	
炭酸鹽	taan3 suen1 yim4	
炭水化合物	taan3 sui2 fa3 hap6 mat6	
炭畫	taan3 wa2	
彈	taan4	批評，指責
彈結他	taan4 git3 ta1	彈吉他
彈劾	taan4 hat6	
彈劾權	taan4 hat6 kuen4	
檀香	taan4 heung1	
檀香木	taan4 heung1 muk6	
檀香樹	taan4 heung1 sue6	
彈奏	taan4 jau3	
彈琴	taan4 kam4	
檀木	taan4 muk6	
塔	taap3	馬桶
塔	taap3	馬桶，糞桶
塔樓	taap3 lau4	
撻	taat1	騙，騙錢財，偷
撻錢	taat1 chin2	騙錢
撻嘢	taat1 ye5	偷東西
韃靼	taat3 daat3	
撻定	taat3 deng6	犧牲預付的訂金
撻伐	taat3 fat6	
撻住對鞋	taat3 jue6 dui3 haai4	趿拉著鞋
撻脷	taat3 lei6	伸舌頭
撻沙魚	taat3 sa1 yue2	比目魚
撻數	taat3 so3	賴賬
撻頭	taat3 tau4	光頭，禿頭
梯	tai1	梯子
銻	tai1	鋁
銻煲	tai1 bo1	鋁鍋，鋼精鍋
銻盆	tai1 poon4	鋁盆
睇	tai2	看
睇霸王戲	tai2 ba3 wong4 hei3	看戲不買票
睇病	tai2 beng6	找醫生治病
睇波	tai2 boh1	看球賽
體察	tai2 chaat3	
睇清楚	tai2 ching1 choh2	看清楚
體操	tai2 cho1	
睇錯	tai2 choh3	看錯
睇穿	tai2 chuen1	看穿，看透
體重	tai2 chung5	
體重計	tai2 chung5 gai3	
睇大戲	tai2 daai6 hei3	看粵劇
體大思精	tai2 daai6 si1 jing1	
睇低	tai2 dai1	看不起，小看，輕視
睇得出	tai2 dak1 chut1	看得出
睇得化	tai2 dak1 fa3	想得開
睇得起	tai2 dak1 hei2	看得起
睇得明	tai2 dak1 ming4	看得懂
睇電視	tai2 din6 si6	看電視
睇定	tai2 ding6	看準
睇到	tai2 do2	看到
睇檔	tai2 dong3	看舖子
睇化	tai2 fa3	看透了
睇法	tai2 faat3	看法
體罰	tai2 fat6	
睇風水	tai2 fung1 sui2	看風水
體格	tai2 gaak3	
體格檢查	tai2 gaak3 gim2 cha4	
睇更	tai2 gaang1	守夜，看更
體己	tai2 gei2	
體檢	tai2 gim2	
睇見	tai2 gin3	看見
體高	tai2 go1	
睇過點	tai2 gwoh3 dim2	看情況吧，再說吧，看著辦吧
睇吓	tai2 ha5	看一下，看看
睇吓點	tai2 ha5 dim2	看看怎麼樣
睇吓咧	tai2 ha5 le4	看一看吧
睇吓先	tai2 ha5 sin1	先看一下
體系	tai2 hai6	
體系化	tai2 hai6	
睇起	tai2 hei2	看得起，看得上，看重
睇起嚟	tai2 hei2 lei4	看起來
睇起上嚟	tai2 hei2 seung5 lei4	看起來，看上去
睇戲	tai2 hei3	看電影
睇好	tai2 ho2	看重
睇開	tai2 hoi1	看開
睇開啲	tai2 hoi1 di1	看開一點
體腔	tai2 hong1	
體制	tai2 jai3	
體質	tai2 jat1	
體積	tai2 jik1	
睇住佢頭	tai2 jue6 kui5 tau2	向他學，以他為榜樣，照他的樣子做
睇住嚟	tai2 jue6 lei4	等著瞧，走著瞧，看著辦
睇鐘數	tai2 jung1 so3	看時間
睇佢幾好	tai2 kui5 gei2 ho2	看他多好
體例	tai2 lai6	
睇嚟	tai2 lei4	看來，看上去，看起來
睇嚟湊	tai2 lei4 chau3	看著辦，到時再說
體諒	tai2 leung6	
體力	tai2 lik6	
體力勞動	tai2 lik6 lo4 dung6	
睇老婆	tai2 lo5 poh4	相親
睇落	tai2 lok6	看來，看上去
睇唔清	tai2 m4 ching1	看不清楚
睇唔切	tai2 m4 chit3	來不及看
睇唔出嚟	tai2 m4 chut1 lei4	看不出來
睇唔到	tai2 m4 do2	看不到
睇唔見	tai2 m4 gin3	看不見
睇唔過眼	tai2 m4 gwoh3 ngaan5	看不慣
睇唔過眼	tai2 m4 gwoh3 ngaan5	看不過眼，看不下去，看不上眼，不能容忍
睇唔起	tai2 m4 hei2	看不起，瞧不起
睇唔開	tai2 m4 hoi1	想不開
睇唔真	tai2 m4 jan1	看不清楚
睇唔明	tai2 m4 ming4	看不懂
睇唔入眼	tai2 m4 yap6 ngaan5	看不過眼，看不下去，看不上眼，不能容忍
睇脈	tai2 mak6	看病，切脈，看中醫
體味	tai2 mei6	
體面	tai2 min6	
體無完膚	tai2 mo4 yuen4 foo1	
體能	tai2 nang4	
睇啱	tai2 ngaam1	看中，看上
睇牛	tai2 ngau4	看牛，牧牛
體外	tai2 ngoi6	
體內	tai2 noi6	
體魄	tai2 paak3	
睇舖	tai2 po3	看店
睇山	tai2 saan1	看風水
體細胞	tai2 sai3 baau1	
睇實	tai2 sat6	緊盯著，監控
睇死	tai2 sei2	看透，斷定
睇相	tai2 seung3	相面
睇上眼	tai2 seung5 ngaan5	看上
睇小	tai2 siu2	小看，輕視
睇數	tai2 so3	結帳，算帳
睇書	tai2 sue1	看書
睇衰	tai2 sui1	蔑視，小看，看不起
睇水	tai2 sui2	把風，放風
睇水色	tai2 sui2 sik1	看形勢
睇餸食飯	tai2 sung3 sik6 faan6	量入為出，量力行事，量體裁衣，因地制宜，看情況行事，見機行事，看情況辦事
體恤	tai2 sut1	
體態	tai2 taai3	
體壇	tai2 taan4	
體貼	tai2 tip3	
體貼入微	tai2 tip3 yap6 mei4	
體統	tai2 tung2	
體位	tai2 wai6	
體溫	tai2 wan1	
體溫計	tai2 wan1 gai3	
睇勻	tai2 wan4	看遍
體會	tai2 wooi6	
睇夜	tai2 ye6	守夜
體弱	tai2 yeuk6	
睇樣	tai2 yeung2	看樣子
睇醫生	tai2 yi1 saang1	看病
體液	tai2 yik6	
體驗	tai2 yim6	
體現	tai2 yin6	
體型	tai2 ying4	
體熱	tai2 yit6	
體育	tai2 yuk6	
體育場	tai2 yuk6 cheung4	
體育界	tai2 yuk6 gaai3	
體育館	tai2 yuk6 goon2	
體育衫	tai2 yuk6 saam1	運動衣
體用	tai2 yung6	
涕淚	tai3 lui6	
剃面	tai3 min6	刮臉
剃眼眉	tai3 ngaan5 mei4	使人當眾出醜
剃鬚	tai3 so1	刮鬍子
替換	tai3 woon6	
堤壩	tai4 ba3	
提倡	tai4 cheung3	
提前	tai4 chin4	
提到	tai4 do2	
提款	tai4 foon2	
啾叫	tai4 giu3	
提高	tai4 go1	
提供	tai4 gung1	
提子	tai4 ji2	葡萄
提子乾	tai4 ji2 gon1	葡萄乾
提早	tai4 jo2	
提及	tai4 kap6	
提攜	tai4 kwai4	
提名	tai4 ming4	
提名人	tai4 ming4 yan4	
題目	tai4 muk6	
提審	tai4 sam2	
提醒	tai4 seng2	
提示	tai4 si6	
啼笑皆非	tai4 siu3 gaai1 fei1	
提堂	tai4 tong4	提審，提訊
醍醐	tai4 woo4	
鵜鶘	tai4 woo4	
嗿	tam3	哄，哄騙
嗿細蚊仔	tam3 sai3 man1 jai2	哄小孩
嗿人	tam3 yan4	哄人，逗人
嗿人歡喜	tam3 yan4 foon1 hei2	哄人高兴
氹氹轉	tam4 tam2 juen3	團團轉
氹	tam5	坑
吞併	tan1 bing6	
吞口水	tan1 hau2 sui2	
吞唔落	tan1 m4 lok6	嚥不下，吞不下
吞沒	tan1 moot6	
吞樸	tan1 pok1	偷懶
吞噬	tan1 sai6	
吞食	tan1 sik6	
吞聲	tan1 sing1	
吞聲忍氣	tan1 sing1 yan2 hei3	
吞吞吐吐	tan1 tan1 to3 to3	
吞吐	tan1 to3	
吞雲吐霧	tan1 wan4 to3 mo6	
吞嚥	tan1 yin3	
褪	tan3	退，挪，移動，後退
褪步	tan3 bo6	退步
褪幾步	tan3 gei2 bo6	退後幾步
褪過去	tan3 gwoh3 hui3	挪過去
褪後	tan3 hau6	退後
褪後啲	tan3 hau6 di1	退後一點
褪色	tan3 sik1	
褪舦	tan3 taai5	退縮，打退堂鼓
揗	tan4	發抖，哆嗦，顫抖
揗雞	tan4 gai1	慌張，手忙腳亂，手足無措
揗嚟揗去	tan4 lei4 tan4 hui3	轉來轉去
揗晒雞	tan4 saai3 gai1	慌張，手忙腳亂，手足無措
揗揗震	tan4 tan4 jan3	直打哆嗦，不停地顫動，哆哆嗦嗦，膽戰心驚
謄清	tang4 ching1	
藤喼	tang4 gip1	藤箱
藤喼耳	tang4 gip1 yi5	藤箱提手
騰空	tang4 hung1	
謄錄	tang4 luk6	
藤蔓	tang4 maan6	
疼愛	tang4 oi3	
疼惜	tang4 sik1	
疼痛	tang4 tung3	
藤椅	tang4 yi2	
偷車	tau1 che1	
偷車案	tau1 che1 on3	
偷錢	tau1 chin2	
偷情	tau1 ching4	
偷出	tau1 chut1	
偷得浮生	tau1 dak1 fau4 sang1	
偷渡	tau1 do6	
偷盜	tau1 do6	
偷渡過境	tau1 do6 gwoh3 ging2	
偷渡客	tau1 do6 haak3	
偷雞	tau1 gai1	偷懶
偷雞不著蝕把米	tau1 gai1 bat1 jeuk6 sik6 ba2 mai5	
偷雞摸狗	tau1 gai1 moh2 gau2	
偷工	tau1 gung1	
偷工減料	tau1 gung1 gaam2 liu6	
偷閒	tau1 haan4	
偷香竊玉	tau1 heung1 sit3 yuk6	
偷襲	tau1 jaap6	
偷走	tau1 jau2	
偷窺	tau1 kwai1	
偷窺狂	tau1 kwai1 kwong4	
偷懶	tau1 laan5	
偷獵	tau1 lip6	
偷溜	tau1 liu1	
偷龍轉鳳	tau1 lung4 juen2 fung6	偷梁換柱
偷拍	tau1 paak3	
偷跑	tau1 paau2	
偷生	tau1 sang1	
偷腥	tau1 seng1	
偷食	tau1 sik6	偷吃
偷食禁果	tau1 sik6 gan3 gwoh2	
偷竊	tau1 sit3	
偷竊罪	tau1 sit3 jui6	
偷竊狂	tau1 sit3 kwong4	
偷笑	tau1 siu3	
偷稅	tau1 sui3	
偷睇	tau1 tai2	偷看
偷偷	tau1 tau1	
偷偷摸摸	tau1 tau1 moh2 moh2	
偷聽	tau1 teng1	
偷天換日	tau1 tin1 woon6 yat6	
偷運	tau1 wan6	
唞	tau2	休息
透大氣	tau2 daai6 hei3	深呼吸，大聲喘氣
唞啖氣	tau2 daam6 hei3	歇口氣，鬆口氣
透啖氣	tau2 daam6 hei3	吸一口氣，喘一口氣
唞工	tau2 gung1	工休
唞吓	tau2 ha5	休息一下
唞氣	tau2 hei3	歇氣，鬆氣
透氣	tau2 hei3	呼吸，呼氣，喘氣，歎氣
唞涼	tau2 leung4	乘涼
透唔到氣	tau2 m4 do2 hei3	喘不過氣，透不過氣來
唞身	tau2 san1	休息
投標	tau3 biu1	
透出	tau3 chut1	
透頂	tau3 ding2	
透風	tau3 fung1	
透骨	tau3 gwat1	
透過	tau3 gwoh3	通過
透過	tau3 gwoh3	
透光	tau3 gwong1	
透氣	tau3 hei3	
透氣性	tau3 hei3 sing3	
透汗	tau3 hon6	
透漏	tau3 lau6	
透爐	tau3 lo4	生爐子
透露	tau3 lo6	
透明	tau3 ming4	
透明漆	tau3 ming4 chat1	
透明度	tau3 ming4 do6	
透明體	tau3 ming4 tai2	
投案自首	tau3 on3 ji6 sau2	
透心	tau3 sam1	
透心涼	tau3 sam1 leung4	寒心，非常失望
透射	tau3 se6	
透視	tau3 si6	
透視度	tau3 si6 do6	
透視鏡	tau3 si6 geng3	
透視力	tau3 si6 lik6	
透視圖	tau3 si6 to4	
透析	tau3 sik1	
透析法	tau3 sik1 faat3	
投書	tau3 sue1	
透水	tau3 sui2	
透水性	tau3 sui2 sing3	
透熱	tau3 yit6	
透熱性	tau3 yit6 sing3	
投幣	tau4 bai6	
投奔	tau4 ban1	
投筆從戎	tau4 bat1 chung4 yung4	
投鞭斷流	tau4 bin1 duen6 lau4	
投保	tau4 bo2	
投產	tau4 chaan2	
頭赤	tau4 chek3	頭痛，頭疼
投錢	tau4 chin4	
投錢箱	tau4 chin4 seung1	
投遞	tau4 dai6	
頭耷耷眼濕濕	tau4 dap1 dap1 ngaan5 sap1 sap1	垂頭喪氣沒精打採
投敵	tau4 dik6	
頭髮	tau4 faat3	
頭髮腳	tau4 faat3 geuk3	髮邊，髮際
頭昏眼暈	tau4 fan1 ngaan5 wan4	
頭揈揈	tau4 fing6 fing6	搖頭晃腦，沾沾自喜，得意忘形
頭巾	tau4 gan1	
投機	tau4 gei1	
投機取巧	tau4 gei1 chui2 haau2	
投機倒把	tau4 gei1 do3 ba2	
投機份子	tau4 gei1 fan6 ji2	
投寄	tau4 gei3	
頭頸	tau4 geng2	
投稿	tau4 go2	
投稿人	tau4 go2 yan4	
頭銜	tau4 haam4	
投效	tau4 haau6	
投合	tau4 hap6	
投河自盡	tau4 hoh4 ji6 jun6	
頭殼	tau4 hok3	腦袋，頭，腦袋瓜
投降	tau4 hong4	
投降主義	tau4 hong4 jue2 yi6	
投降書	tau4 hong4 sue1	
投擲	tau4 jaak6	
投資	tau4 ji1	
投資人	tau4 ji1 yan4	
投井	tau4 jing2	
投井自盡	tau4 jing2 ji6 jun6	
投注	tau4 jue3	
投靠	tau4 kaau3	
投契	tau4 kai3	
投球	tau4 kau4	
投其所好	tau4 kei4 soh2 ho3	
頭盔	tau4 kwai1	安全帽，頭盔
投籃	tau4 laam4	
頭蠟	tau4 laap6	髮蠟
頭顱	tau4 lo4	
頭泥	tau4 nai4	頭垢
頭擰擰	tau4 ning6 ning6	不停地搖頭
頭皮	tau4 pei4	頭皮屑
投票	tau4 piu3	
投票表決	tau4 piu3 biu2 kuet3	
投票權	tau4 piu3 kuen4	
投票箱	tau4 piu3 seung1	
投票所	tau4 piu3 soh2	
投票人	tau4 piu3 yan4	
投手	tau4 sau2	
投射	tau4 se6	
投石	tau4 sek6	
投石機	tau4 sek6 gei1	
投石問路	tau4 sek6 man6 lo6	
頭先	tau4 sin1	剛剛，剛才
投訴	tau4 so3	
投鼠忌器	tau4 sue2 gei6 hei3	
頭緒	tau4 sui5	
投宿	tau4 suk1	
投信	tau4 sun3	
頭頭	tau4 tau2	開頭，起初，最初，起先，早先
頭頭	tau4 tau4	到處，處處
頭頭碰著黑	tau4 tau4 pung3 jeuk6 hak1	到處碰上倒霉事，無論幹什麼事情都不順利，什麼倒霉事都碰上了，連連續續地走霉運
投桃報李	tau4 to4 bo3 lei5	
頭陀	tau4 toh4	
投胎	tau4 toi1	
頭痛	tau4 tung3	
頭痛醫頭，腳痛醫腳	tau4 tung3 yi1 tau4 geuk3 tung3 yi1 geuk3	
投懷	tau4 waai4	
投懷送抱	tau4 waai4 sung3 po5	主動親近
頭暈	tau4 wan4	
頭暈目眩	tau4 wan4 muk6 yuen4	
投入	tau4 yap6	
投影	tau4 ying2	
投影機	tau4 ying2 gei1	
投緣	tau4 yuen4	
踢爆	tek3 baau3	揭穿
踢波	tek3 boh1	踢球，踢足球
踢腳	tek3 geuk3	陷入窘境，陷入困境，難辦；手忙腳亂
踢館	tek3 goon2	尋釁
踢晒腳	tek3 saai3 geuk3	陷入困境，手忙腳亂，非常忙碌
聽清楚	teng1 ching1 choh2	
聽得到	teng1 dak1 do2	聽得見
聽得明	teng1 dak1 ming4	聽得懂
聽電話	teng1 din6 wa2	接電話
聽到	teng1 do2	
聽教	teng1 gaau3	聽話
聽見	teng1 gin3	
聽講	teng1 gong2	聽說
聽講話	teng1 gong2 wa6	聽說
聽過隔籬	teng1 gwoh3 gaak3 lei4	聽錯，聽錯了
廳長	teng1 jeung2	在客廳裡過夜的人，在客廳裡睡覺的人
聽唔到	teng1 m4 do2	聽不見
聽唔明	teng1 m4 ming4	聽不懂
聽唔入耳	teng1 m4 yap6 yi5	聽不進去
聽聞	teng1 man4	聽說
聽聞講	teng1 man4 gong2	聽說
聽書	teng1 sue1	上課，聽課
聽筒	teng1 tung2	
tissue	ti1 soo4	面紙，面巾紙，餐巾紙
T恤	ti1 sut1	體恤衫，體恤
剔	tik1	勾
剔牙	tik1 nga4	
倜儻	tik1 tong2	
添	tim1	也，都
添補	tim1 bo2	
添飯	tim1 faan6	
添加	tim1 ga1	
添加劑	tim1 ga1 jai1	
添加物	tim1 ga1 mat6	
添增	tim1 jang1	
添枝加葉	tim1 ji1 ga1 yip6	
添油加醋	tim1 yau4 ga1 cho3	
舔食	tim2 sik6	
恬不知恥	tim4 bat1 ji1 chi2	
甜不辣	tim4 bat1 laat6	
甜情密意	tim4 chin4 mat6 yi3	
甜菜	tim4 choi3	
甜得滯	tim4 dak1 jai6	太甜了
甜點	tim4 dim2	
甜柑	tim4 gam1	
甜糕點	tim4 go1 dim2	
甜瓜	tim4 gwa1	
甜酒	tim4 jau2	
恬靜	tim4 jing6	
甜蜜	tim4 mat6	
甜蜜蜜	tim4 mat6 mat6	
甜美	tim4 mei5	
甜味	tim4 mei6	
甜麵醬	tim4 min6 jeung3	
甜膩	tim4 nei6	
甜心	tim4 sam1	
甜絲絲	tim4 si1 si1	
甜食	tim4 sik6	
甜酸苦辣	tim4 suen1 foo2 laat6	
甜水	tim4 sui2	
甜頭	tim4 tau4	
甜甜哋	tim4 tim2 dei2	甜甜的，很甜
甜甜	tim4 tim4	
甜甜蜜蜜	tim4 tim4 mat6 mat6	
甜椰椰	tim4 ye4 ye4	甜絲絲的，太甜
甜而不膩	tim4 yi4 bat1 nei6	
甜言	tim4 yin4	
甜言蜜語	tim4 yin4 mat6 yue5	
天崩地裂	tin1 bang1 dei6 lit6	
天不從人願	tin1 bat1 chung4 yan4 yuen6	
天不怕地不怕	tin1 bat1 pa3 dei6 bat1 pa3	
天邊海角	tin1 bin1 hoi2 gok3	
天兵	tin1 bing1	
天兵神將	tin1 bing1 san4 jeung3	
天保九如	tin1 bo2 gau2 yue4	
天窗	tin1 cheung1	
天長地久	tin1 cheung4 dei6 gau2	
天賜	tin1 chi3	
天賜良緣	tin1 chi3 leung4 yuen4	
天塹	tin1 chim3	
天秤座	tin1 chin3 joh6	
天晴	tin1 ching4	
天朝	tin1 chiu4	
天才	tin1 choi4	
天才兒童	tin1 choi4 yi5 tung4	
天從人願	tin1 chung4 yan4 yuen6	
天打雷劈	tin1 da2 lui4 pek3	
天底	tin1 dai2	
天底下	tin1 dai2 ha6	
天地	tin1 dei6	
天地不容	tin1 dei6 bat1 yung4	
天地良心	tin1 dei6 leung4 sam1	
天地萬物	tin1 dei6 maan6 mat6	
天頂	tin1 ding2	
天花板	tin1 fa1 baan2	
天花亂墜	tin1 fa1 luen6 jui6	
天花龍鳳	tin1 fa1 lung4 fung6	天花亂墜
天翻地覆	tin1 faan1 dei6 fuk1	
天昏地暗	tin1 fan1 dei6 am3	
天分	tin1 fan6	
天荒地老	tin1 fong1 dei6 lo5	
天方夜譚	tin1 fong1 ye6 taam4	
天府	tin1 foo2	
天賦	tin1 foo3	
天婦羅	tin1 foo5 loh4	
天父	tin1 foo6	
天價	tin1 ga3	
天機	tin1 gei1	
天機不可洩露	tin1 gei1 bat1 hoh2 sit3 lo6	
天經地義	tin1 ging1 dei6 yi6	
天高地厚	tin1 go1 dei6 hau5	
天高皇帝遠	tin1 go1 wong4 dai6 yuen4	
天干	tin1 gon1	
天干地支	tin1 gon1 dei6 ji1	
天罡星	tin1 gong1 sing1	
天公	tin1 gung1	
天宮	tin1 gung1	
天公不作美	tin1 gung1 bat1 jok3 mei5	
天公地道	tin1 gung1 dei6 do6	
天國	tin1 gwok3	
天光	tin1 gwong1	天亮
天下	tin1 ha6	
天下本無事，庸人自擾之	tin1 ha6 boon2 mo4 si6 yung1 yan4 ji6 yiu2 ji1	
天下大亂	tin1 ha6 daai6 luen6	
天下無敵	tin1 ha6 mo4 dik6	
天下無難事	tin1 ha6 mo4 naan4 si6	
天下無雙	tin1 ha6 mo4 seung1	
天下太平	tin1 ha6 taai3 ping4	
天下為家	tin1 ha6 wai4 ga1	
天下為公	tin1 ha6 wai4 gung1	
天下一家	tin1 ha6 yat1 ga1	
天黑	tin1 hak1	
天口	tin1 hau2	天氣，氣溫
天口焮	tin1 hau2 hing3	天氣熱，氣溫高
天口熱	tin1 hau2 yit6	天氣熱，氣溫高
天后	tin1 hau6	
天候	tin1 hau6	
天氣	tin1 hei3	
天氣預報	tin1 hei3 yue6 bo3	
天香國色	tin1 heung1 gwok3 sik1	
天蝎	tin1 hit3	
天蠍座	tin1 hit3 joh6	
天蠍星	tin1 hit3 sing1	
天曉得	tin1 hiu2 dak1	
天寒地凍	tin1 hon4 dei6 dung3	
天空	tin1 hung1	
天擇	tin1 jaak6	
天際	tin1 jai3	
天真	tin1 jan1	
天真無邪	tin1 jan1 mo4 che4	
天井	tin1 jeng2	露天空地
天象	tin1 jeung6	
天象儀	tin1 jeung6 yi4	
天資	tin1 ji1	
天之驕子	tin1 ji1 giu1 ji2	
天姿國色	tin1 ji1 gwok3 sik1	
天子	tin1 ji2	
天字	tin1 ji6	
天字第一號	tin1 ji6 dai6 yat1 ho6	
天職	tin1 jik1	
天井	tin1 jing2	
天造地設	tin1 jo6 dei6 chit3	
天災	tin1 joi1	
天災人禍	tin1 joi1 yan4 woh6	
天作之合	tin1 jok3 ji1 hap6	
天葬	tin1 jong3	
天誅地滅	tin1 jue1 dei6 mit6	
天主教	tin1 jue2 gaau3	
天主教徒	tin1 jue2 gaau3 to4	
