開放粵語詞典（粵語拼音字調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［粵語拼音］	［國語解釋］
想唔…都幾難	seõng m döw gẽy nan	不…不行，非…不可
想念	seõng nìm	
賞心悅目	seõng sämp yeùd mòk	
賞心悅事	seõng sämp yeùd mòk	
賞識	seõng sëk	
想話	seõng wà	正想，打算
賞畫	seõng wã	
賞玩	seõng wùn	
鯗魚	seõng yeu	
賞月	seõng yeùd	
想入非非	seõng yàp fëy fëy	
想要	seõng yîu	
商品	seöng bãnt	
傷疤	seöng bä	
雙胞胎	seöng bäu töi	
傷病員	seöng bènk yeun	
傷悲	seöng bëy	
相別	seöng bìd	
相別多年	seöng bìd dö nin	
雙邊	seöng bïn	
雙邊會談	seöng bïn wùi tam	
相補	seöng bõw	
相伴	seöng bùn	
相比	seöng bẽy	
傷殘	seöng can	
雙層	seöng cank	
雙層床	seöng cank cong	
雙層公車	seöng cank gönk cë	
商場	seöng ceong	
相傳	seöng ceun	
相處	seöng ceú	
傷處	seöng ceû	
商朝	seöng ciu	
雙重	seöng conk	
雙重標準	seöng conk bïu jõnt	
雙重國籍	seöng conk guôg jèk	
雙重人格	seöng conk yant gâg	
相隨	seöng coy	
相差	seöng cä	
雙棲	seöng cäy	
相稱	seöng cênk	
相似	seöng cí	
相切	seöng cîd	
相衝	seöng cönk	
相等	seöng dãnk	
相抵	seöng dãy	
相得益彰	seöng däk yëk jeöng	
商店	seöng dîm	
相待	seöng dòi	
相對	seöng dôy	
相對速度	seöng dôy cök dòw	
相對主義	seöng dôy jeũ yì	
相對論	seöng dôy lònt	
相對濕度	seöng dôy säp dòw	
相對性	seöng dôy sênk	
相對而坐	seöng dôy yi có	
相當	seöng döng	
相逢	seöng fonk	
相符	seöng fu	
相反	seöng fãn	
相反詞	seöng fãn ci	
雙方	seöng föng	
雙方同意	seöng föng tonk yî	
傷風	seöng fönk	感冒
傷風	seöng fönk	
傷風敗俗	seöng fönk bài jòk	
傷風感冒	seöng fönk gãmp mòw	
相輔相成	seöng fù seöng senk	
孀婦	seöng fú	
雙軌	seöng guãy	
雙軌制	seöng guãy jây	
雙軌鐵路	seöng guãy tîd lòw	
相關	seöng guän	
相關性	seöng guän sênk	
雙關語	seöng guän yeú	
相近	seöng gànt	
相隔	seöng gâg	
雙格床	seöng gâg cong	雙層床，架子床
相較	seöng gâu	
相繼	seöng gây	
傷感	seöng gãmp	
傷感情	seöng gãmp cenk	
相加	seöng gä	
相間	seöng gän	
相敬	seöng gênk	
相敬如賓	seöng gênk yeu bänt	
相見	seöng gîn	
相見恨晚	seöng gîn hànt mán	
雙槓	seöng gông	
雙槓體操	seöng gông tãy cöw	
相干	seöng gön	
傷痕	seöng hant	
傷痕累累	seöng hant lóy lóy	
雙向	seöng heông	
相勸	seöng heûn	
傷寒	seöng hon	
傷寒病	seöng hon bèng	
鑲嵌	seöng hâmp	
傷口	seöng hãw	
傷口發炎	seöng hãw fâd yim	
相剋	seöng häk	
傷害	seöng hòi	
傷害罪	seöng hòi jòy	
傷害力	seöng hòi lèk	
傷害性	seöng hòi sênk	
雙行	seöng hõng	
相許	seöng hõy	
雙喜	seöng hẽy	
雙喜臨門	seöng hẽy lamp mun	
商酌	seöng jeôg	
雙週	seöng jäw	
雙週刊	seöng jäw hõn	
雙職工	seöng jëk gönk	
相接	seöng jîb	
雙節棍	seöng jîd guânt	
相助	seöng jò	
相撞	seöng jòng	
相聚	seöng jòy	
雙子	seöng jĩ	
雙子星	seöng jĩ sënk	
傷者	seöng jẽ	
相求	seöng kaw	
相距	seöng kóy	
商榷	seöng kôg	
雙曲線	seöng kök sîn	
商量	seöng leong	
相離	seöng ley	
相連	seöng lin	
雙螺旋	seöng lo seun	
相鄰	seöng lont	
傷亡	seöng mong	
傷亡慘重	seöng mong cãmp jònk	
商貿	seöng màw	
雙面	seöng mìn	
雙目	seöng mòk	
雙目失明	seöng mòk sät menk	
相望	seöng mòng	
雙妹嘜	seöng müi mäk	姊妹花
雙眼	seöng ngán	
雙眼皮	seöng ngán pey	
傷腦筋	seöng nów gänt	
相陪	seöng pui	
相撲	seöng pôg	
相碰	seöng pônk	
相配	seöng pûi	
相成	seöng senk	
雙脣	seöng sont	
傷勢	seöng sây	
傷心	seöng sämp	
傷心欲絕	seöng sämp yòk jeùd	
雙生	seöng sänk	
雙生子	seöng sänk jĩ	
雙生女	seöng sänk nóy	
相生相剋	seöng sänk seöng häk	
傷身	seöng sänt	
雙姓	seöng sênk	
雙性戀	seöng sênk leũn	
相識	seöng sëk	
雙聲帶	seöng sënk dâi	
相視	seöng sì	
相視而笑	seöng sì yi sîu	
雙線	seöng sîn	
相思	seöng sï	
相思病	seöng sï bènk	
相思豆	seöng sï dàw	
相思子	seöng sï jĩ	
相送	seöng sônk	
相信	seöng sônt	
相談	seöng tam	
相提並論	seöng tay bènk lònt	
相同	seöng tonk	
雙筒望遠鏡	seöng tonk mòng yeún gêng	
相睇	seöng tãy	相親
傷天害理	seöng tïn hòi léy	
傷痛	seöng tônk	
相通	seöng tönk	
相違	seöng way	
雙黃線	seöng wong sîn	
傷患	seöng wàn	
相混	seöng wànt	
傷胃	seöng wày	
相互	seöng wù	
商人	seöng yant	
傷人	seöng yant	
雙人床	seöng yant cong	
雙人房	seöng yant fõng	
雙贏	seöng yenk	
傷員	seöng yeun	
相若	seöng yeòg	
相讓	seöng yeòng	
相約	seöng yeôg	
相遇	seöng yeù	
雙月	seöng yeùd	
雙月刊	seöng yeùd hõn	
雙語	seöng yeú	
相與	seöng yeú	相處
相容	seöng yonk	
相因而生	seöng yänt yi sänk	
相認	seöng yènk	
相應	seöng yênk	
相異	seöng yì	
商業	seöng yìb	
相依為命	seöng yï way mènk	
商用	seöng yònk	
相擁	seöng yõnk	
相映	seöng yẽnk	
相愛	seöng ôi	
樹杈	seù câ	
樹倒猢猻散	seù dõw wu seün sân	
樹根	seù gänt	
樹幹	seù gôn	
豎起	seù hẽy	
樹枝	seù jï	
豎琴	seù kamp	
樹林	seù lamp	
豎立	seù làb	
樹皮	seù pey	
樹梢	seù säu	
樹陰	seù yämp	
樹葉	seù yìb	
篆刻	seùn häk	
篆字	seùn jì	
篆文	seùn mant	
篆書	seùn seü	
篆體	seùn tãy	
雋語	seún yeú	
處	seû	地方，處
恕不	seû bät	
恕不奉陪	seû bät fònk pui	
恕罪	seû jòy	
庶民	seû mant	
庶人	seû yant	
雪	seûd	冰
雪白	seûd bàg	
雪白色	seûd bàg sëk	
雪葩	seûd bä	
雪崩	seûd bänk	
雪藏	seûd cong	冰镇，冰凍，冷藏
雪藏汽水	seûd cong hêy sõy	冰鎮汽水
雪藏西瓜	seûd cong säy guä	冰鎮西瓜
雪藏肉	seûd cong yòk	冷藏的肉
說出	seûd cöt	
雪恥	seûd cĩ	
雪地	seûd dèy	
雪堆	seûd döy	
雪花	seûd fä	
說謊	seûd föng	
雪櫃	seûd guày	冰箱
雪季	seûd guây	
雪茄	seûd gä	
雪糕	seûd göw	冰淇淋
雪糕車	seûd göw cë	冰淇淋車
雪糕廠	seûd göw cõng	冰淇淋工廠
雪糕批	seûd göw päy	冰磚
雪糕筒	seûd göw tõnk	甜筒，冰淇淋蛋卷，盛著冰淇淋球的薄餅
雪景	seûd gẽnk	
雪恨	seûd hànt	
雪橇	seûd hïu	
雪豬	seûd jeü	凍豬肉
雪珠	seûd jeü	冰雹，雹子
雪戰	seûd jîn	
雪中送炭	seûd jönk sônk tân	
雪球	seûd kaw	
雪屐	seûd kèg	冰鞋，旱冰鞋
雪褸	seûd läw	毛皮大衣，棉猴兒，皮猴兒
雪裡紅	seûd lóy honk	
雪梨	seûd lẽy	鴨梨
說明	seûd menk	
說明書	seûd menk seü	
雪帽	seûd mõw	風帽，暖帽，風雪帽
雪批	seûd päy	冰磚
雪片	seûd pîn	
雪上加霜	seûd seòng gä seöng	
雪水	seûd sõy	冰水
雪條	seûd tĩu	冰棍
說話	seûd wà	話
雪人	seûd yant	
鱈魚	seûd yeu	
雪原	seûd yeun	
雪冤	seûd yeün	
雪耳	seûd yí	銀耳，白木耳
雪耳糖水	seûd yí tong sõy	銀耳甜湯
算罷啦	seûn bã lä	算了吧
算鬼數	seûn guãy sôw	算了啦！
算命	seûn mèng	
算你夠運	seûn néy gâw wànt	算你走運
算數	seûn sôw	算了，罷了
算數喇	seûn sôw lâ	算了吧
算死草	seûn sẽy cõw	鐵公雞
蒜頭	seûn taw	
蒜蓉	seûn yonk	
渲染	seûn yím	
抒情	seü cenk	
抒情歌	seü cenk gö	
舒暢	seü ceông	
書店	seü dîm	
抒發	seü fâd	
舒服	seü fòk	
書架	seü gã	
抒解	seü gãi	
紓解	seü gãi	
書局	seü gòk	
舒閒	seü han	
輸血	seü heûd	
書桌	seü jeôg	
書籍	seü jèk	
書展	seü jĩn	
紓困	seü kuânt	
書面語	seü mìn yeú	
樞紐	seü nãw	
舒舒服服	seü seü fòk fòk	很舒服，舒舒服服
輸晒	seü sâi	輸光
舒適	seü sëk	
書枱	seü tõi	書桌
抒懷	seü wai	
紓緩	seü wùn	
輸贏	seü yenk	
輸入	seü yàp	
書友	seü yãw	同學
抒意	seü yî	
宣布	seün bôw	
宣傳	seün ceun	
孫仔	seün jãy	孫子
宣戰	seün jîn	
酸微微	seün mëy mëy	酸酸的，酸溜溜，很酸
酸梅	seün mũi	梅子，酸梅
狻猊	seün ngay	
宣判	seün pûn	
宣判無罪	seün pûn mow jòy	
宣判有罪	seün pûn yáw jòy	
酸宿	seün sök	汗臭，汗餿味
酸宿爛臭	seün sök làn câw	難聞的酸臭味
鼠	seũ	偷，偷偷地拿走
薯	seũ	馬鈴薯，土豆，洋芋
鼠輩	seũ bûi	
暑假	seũ gâ	
鼠害	seũ hòi	
暑期	seũ key	
鼠摸	seũ mö	小偷
鼠年	seũ nin	
鼠藥	seũ yeòg	
鼠疫	seũ yèk	
鼠嘢	seũ yé	偷東西，偷竊
選拔	seũn bàt	
選舉	seũn gõy	
損害	seũn hòi	
損耗	seũn hôw	
損耗量	seũn hôw leòng	
損耗率	seũn hôw lòt	
選集	seũn jàb	
選擇	seũn jàg	
損傷	seũn seöng	
選手	seũn sãw	
損失	seũn sät	
損壞	seũn wài	
損毀	seũn wãy	
損人利己	seũn yant lèy gẽy	
損友	seũn yáw	壞朋友，不三不四的朋友
時代	si dòi	
時過境遷	si guô gẽnk cïn	
時間	si gän	
時間表	si gän bĩu	
時候	si hàw	時間
時候	si hàw	
時候唔夠	si hàw m gâw	時間不夠
時刻	si häk	
時興	si hënk	
時空	si hönk	
時裝	si jöng	
時裝騷	si jöng söw	時裝秀
蒔羅	si lo	
時髦	si mow	
時嘜	si mäk	時髦，漂亮
時尚	si seòng	
時時	si si	常常
時事	si sì	
鰣魚	si yeu	
蟾蜍	sim coy	
禪定	sim dènk	
禪房	sim fong	
禪機	sim gëy	
蟾宮	sim gönk	
禪學	sim hòg	
禪杖	sim jeòng	
禪寂	sim jèk	
禪寺	sim jì	
禪宗	sim jönk	
禪理	sim léy	
禪心	sim sämp	
禪思	sim sï	
禪師	sim sï	
禪堂	sim tong	
禪院	sim yeùn	
禪義	sim yì	
蟬聯	sin leun	
蟬蛻	sin tôy	
傻瓜	so guä	
傻瓜	so guä	傻瓜，傻子
傻更	so gäng	傻，傻瓜
傻更更	so gäng gäng	傻乎乎
傻氣	so hêy	
傻仔	so jãy	傻小子，傻瓜
傻仔水	so jãy sõy	酒
傻佬	so lõw	傻子，傻瓜
傻妹	so müi	傻丫頭，小丫頭
傻眼	so ngán	
傻女	so nõy	傻丫頭
傻傻更更	so so gäng gäng	傻裡傻氣，傻頭傻腦
傻事	so sì	
傻笑	so sîu	
傻傻哋	so sõ dẽy	傻里傻氣
傻頭傻腦	so taw so nów	
傻話	so wã	
傻人	so yant	傻子，傻瓜
傻人	so yant	
崇拜	sonk bâi	
崇拜者	sonk bâi jẽ	
崇拜偶像	sonk bâi ngáw jeòng	
崇德	sonk däk	
崇奉	sonk fònk	
崇敬	sonk gênk	
崇高	sonk göw	
崇高理想	sonk göw léy seõng	
崇尚	sonk seòng	
崇山	sonk sän	
崇山峻嶺	sonk sän jônt lénk	
崇洋	sonk yeong	
崇洋媚外	sonk yeong mèy ngòi	
馴品	sont bãnt	溫和，溫順，馴良，柔順，善良
脣齒之邦	sont cĩ jï böng	
脣齒相依	sont cĩ seöng yï	
馴服	sont fòk	
唇膏	sont göw	口紅
脣紅齒白	sont honk cĩ bàg	
醇厚	sont háw	
馴鹿	sont lòk	
脣吻	sont mánt	
純樸	sont pôg	
淳樸	sont pôg	
純粹	sont sòy	
誰不知	soy bät jï	誰知
垂危	soy ngay	
垂涎三尺	soy yin säm cêg	
甚至	sàmp jî	
甚至乎	sàmp jî fu	甚至
甚至於	sàmp jî yeü	
什麼	sàmp mö	
什麼時候	sàmp mö si hàw	
甚為	sàmp way	
甚為不解	sàmp way bät gãi	
甚或	sàmp wàg	
蜃景	sànt gẽnk	
十八般武藝	sàp bâd bün mów ngày	
十八羅漢	sàp bâd lo hôn	
十全十美	sàp ceun sàp méy	
十冬臘月	sàp dönk làb yeùd	
十點	sàp dĩm	
十點幾	sàp dĩm gẽy	十點多
十點鐘	sàp dĩm jönk	
十分	sàp fänt	
十分之	sàp fänt jï	非常，十分，很
十誡	sàp gâi	
十個字	sàp gô jì	五十分鍾
十角	sàp gôg	
十角形	sàp gôg yenk	
十項	sàp hòng	
十項全能	sàp hòng ceun nank	
十項運動	sàp hòng wànt dònk	
十號	sàp hòw	
拾起	sàp hẽy	
十字	sàp jì	
十字花	sàp jì fä	
十字軍	sàp jì guänt	
十字架	sàp jì gã	
十字街口	sàp jì gäi hãw	
十字鎬	sàp jì gõw	
十字路	sàp jì lòw	
十字路口	sàp jì lòw hãw	
十字繡	sàp jì sâw	
十字頭	sàp jì taw	
十字形	sàp jì yenk	
十之八九	sàp jï bâd gãw	
十進制	sàp jônt jây	
十進值	sàp jônt jèk	
十進位	sàp jônt wày	
十進位制	sàp jônt wày jây	
十進位碼	sàp jônt wày má	
十足	sàp jök	
十足十	sàp jök sàp	十足的
十里洋場	sàp léy yeong ceong	
十六進制	sàp lòk jônt jây	
十六進位	sàp lòk jônt wày	
十萬	sàp màn	
十萬八千里	sàp màn bâd cïn léy	
十萬火急	sàp màn fõ gäp	
十問九唔應	sàp mànt gãw m yênk	不喜答話，不愛搭理人，屢問屢不答
十面埋伏	sàp mìn mai fòk	
十拿九穩	sàp na bâd wãnt	
十扑	sàp pôg	支持
十成	sàp senk	
十三點	sàp säm dĩm	二百五
十室九空	sàp sät gãw hönk	
十畫都未有一撇	sàp wàg döw mèy yáw yät pîd	八字還沒一撇
十畫未有一撇	sàp wàg mèy yáw yät pîd	八字還沒一撇
十月	sàp yeùd	
十月份	sàp yeùd fànt	
十日	sàp yàt	十天
十一點	sàp yät dĩm	
十一個字	sàp yät gô jì	五十五分鍾
十一月	sàp yät yeùd	
十二點	sàp yì dĩm	
十二生肖	sàp yì sänk cîu	
十二月	sàp yì yeùd	
十五十六	sàp ńg sàp lòk	忐忑不安，七上八下
實	sàt	一定，肯定
實踐	sàt cín	
實得噶喇	sàt däk gâ lâ	一定成的
實地勘查	sàt dèy hâmp ca	
實行	sàt hank	當然，自然，一定，肯定，勢必
實行	sàt hank	就是
實行	sàt hank	就是，當然，自然，一定，肯定
實行	sàt hank	
實係	sàt hày	肯定，一定
實習	sàt jàb	
實習生	sàt jàb säng	
實際	sàt jây	
實淨	sàt jèng	結實
實在	sàt jòi	
實嚟	sàt ley	一定來
實唔係	sàt m hày	肯定不是
實牙實齒	sàt nga sàt cĩ	確確實實，千真萬確，板上釘釘的
實施	sàt sï	
實穩	sàt wãnt	一定，保險
實穩去	sàt wãnt hôy	一定去
實穩冇錯	sàt wãnt mów cô	一定沒錯，保險沒錯
實會	sàt wúi	一定會
實驗	sàt yìm	
實驗室	sàt yìm sät	
實現	sàt yìn	
實用	sàt yònk	
壽	sàw	傻笨，愚蠢
壽比南山	sàw bẽy nam sän	
售出	sàw cöt	
綬帶	sàw dâi	
受到	sàw dõw	
受苦	sàw fũ	
受黑錢	sàw häk cĩn	受賄
壽仔	sàw jãy	傻瓜，白癡，傻小子，小傻瓜
受賄	sàw kũi	
受落	sàw lòg	接受，接納，受用，接受下來
壽命	sàw mènk	
壽麵	sàw mìn	
壽屏	sàw pẽnk	
受傷	sàw seöng	
受審	sàw sãmp	
壽星	sàw sënk	
壽星公	sàw sënk gönk	壽星
壽星公吊頸	sàw sënk gönk dîu gẽng	嫌命長
壽司	sàw sï	
壽頭	sàw taw	傻瓜
壽頭壽腦	sàw taw sàw nów	呆頭呆腦，傻頭傻腦
受虐	sàw yeòg	
受虐狂	sàw yeòg kong	
受軟唔受硬	sàw yeún ḿ sàw ngàng	吃軟不吃硬
受影響	sàw yẽnk heõng	
逝去	sày hôy	
逝世	sày sây	
誓願	sày yeùn	發誓
誓願當食生菜	sày yeùn dông sèk säng côi	起誓當白饒，隨便發誓
誓言	sày yin	
腎	sánt	腎臟
腎部	sánt bòw	
腎結石	sánt gîd sèg	
腎臟	sánt jòng	
腎癌	sánt ngam	
腎囊	sánt nong	
腎上腺	sánt seòng sîn	
腎上腺素	sánt seòng sîn sôw	
腎炎	sánt yin	
舐犢情深	sáy dòk cenk sämp	
沙	sâ	沙啞，破
霎氣	sâb hêy	操心
霎戇	sâb ngòng	傻瓜，傻，犯傻，犯糊塗
霎時	sâb si	剎那，一下子，霎時間
霎時間	sâb si gän	剎那，一下子，霎時間
颯颯聲	sâb sâb sëng	
殺蟲劑	sâd conk jäy	
剎車	sâd cë	
殺青	sâd cëng	
殺出	sâd cöt	
殺出重圍	sâd cöt conk way	
煞科	sâd fö	結束，收尾，煞尾
殺風景	sâd fönk gẽnk	
殺戒	sâd gâi	
殺雞取卵	sâd gäy cõy lõnt	
殺雞儆猴	sâd gäy gẽnk haw	
殺雞焉用牛刀	sâd gäy yïn yònk ngaw döw	
殺機	sâd gëy	
撒嬌	sâd gïu	
殺氣	sâd hêy	
殺氣騰騰	sâd hêy tank tank	
殺害	sâd hòi	
煞掣	sâd jây	剎車
剎制	sâd jây	
殺戮	sâd lòk	
煞唔切掣	sâd m cîd jây	來不及剎車
煞尾科	sâd méy fö	末尾，尾聲，結束，完了
剎那	sâd ná	
殺傷	sâd seöng	
殺傷力	sâd seöng lèk	
殺手	sâd sãw	
撒手鐧	sâd sãw gãn	
殺生	sâd sänk	
殺身	sâd sänt	
殺身成仁	sâd sänt senk yant	
殺死	sâd sẽy	
殺頭	sâd taw	
殺人	sâd yant	
殺人不見血	sâd yant bät gîn heûd	
殺人不眨眼	sâd yant bät jâb ngán	
殺人犯	sâd yant fãn	
殺人放火	sâd yant fông fõ	
殺人罪	sâd yant jòy	
殺人如麻	sâd yant yeu ma	
鎩羽而歸	sâd yeú yi guäy	
索賠	sâg pui	
索引	sâg yánt	
曬	sâi	曝曬
晒	sâi	全部，都
曬乾	sâi gön	
曬黑	sâi häk	
曬相	sâi seõng	洗照片，洗相片
曬太陽	sâi tâi yeong	
曬熱頭	sâi yìd tãw	曬太陽
三思	sâm sï	
三思而行	sâm sï yi hank	
三思而後行	sâm sï yi hàw hank	
滲蚊仔	sâmp mänt jãy	小孩
滲入	sâmp yàp	
散步	sân bòw	
散佈	sân bôw	
散傳單	sân ceun dän	
散春	sân cönt	魚產卵
篡奪	sân deùd	
散毒	sân dòk	排毒
散檔	sân dông	散伙，結束
篡黨	sân dõng	
散花	sân fä	
篡改	sân gõi	
疝氣	sân hêy	
散悶	sân mùn	
涮涮鍋	sân sân wö	
散心	sân sämp	
篡竊	sân sîd	
訕笑	sân sîu	
散水	sân sõy	逃，逃走，分頭逃走，紛紛離去，作鳥獸散
疝痛	sân tônk	
篡位	sân wày	
散會	sân wùi	
涮羊肉	sân yeong yòk	
散瘀	sân yeũ	消腫
蹭蹬	sânk dànk	
哨兵	sâu bënk	
瘦長	sâw ceong	
秀才	sâw coi	
秀才不出門，能知天下事	sâw coi bät cöt mun nank jï tïn hà sì	
瘦到得棚骨	sâw dôw däk pang guät	瘦得只有一把骨頭
瘦到飛起	sâw dôw fëy hẽy	瘦得要命，非常瘦
瘦到成條柴噉	sâw dôw senk tiu cai gãmp	瘦瘦的，很瘦
秀髮	sâw fâd	
瘦骨賴柴	sâw guät lai cai	骨瘦如柴
瘦骨嶙峋	sâw guät lont sönt	
瘦骨仙	sâw guät sïn	瘦骨嶙峋的人
瘦骨如柴	sâw guät yeu cai	
瘦骨如柴煲碌竹	sâw guät yeu cai böw lök jök	戲稱骨瘦如柴的人
瘦金體	sâw gämp tãy	
獸行	sâw hank	
漱口	sâw hãw	
漱口盂	sâw hãw yeu	
秀氣	sâw hêy	
瘦咗	sâw jõ	瘦了
秀麗	sâw lày	
狩獵	sâw lìb	
瘦蜢蜢	sâw mãng mãng	瘦瘦的，乾瘦，非常瘦
瘦擘擘	sâw mäg mäg	瘦瘦的
秀美	sâw méy	
獸皮	sâw pey	
瘦削	sâw seôg	瘦弱，乾癟
漱洗	sâw sãy	
瘦身	sâw sänt	
獸性	sâw sênk	
獸性大發	sâw sênk dài fâd	
秀色可餐	sâw sëk hõ cän	
瘦小	sâw sĩu	
獸環	sâw wan	
獸王	sâw wong	
瘦弱	sâw yeòg	
秀而不實	sâw yi bät sàt	
獸醫	sâw yï	
獸醫系	sâw yï hày	
獸醫院	sâw yï yeùn	
獸慾	sâw yòk	
瘦肉	sâw yòk	
細	sây	小
世伯	sây bâg	伯伯
勢不兩立	sây bät leóng lèk	
細胞	sây bäu	
細胞壁	sây bäu bëk	
細胞核	sây bäu hàt	
細胞學	sây bäu hòg	
細胞組織	sây bäu jõw jëk	
細胞膜	sây bäu mòg	
勢必	sây bïd	
細髀	sây bẽy	小腿
細膽	sây dãm	膽小
世代	sây dòi	
世代交替	sây dòi gäu tây	
世代相傳	sây dòi seöng ceun	
世道	sây dòw	
世風日下	sây fönk yàt hà	
勢均力敵	sây guänt lèk dèk	
世界	sây gâi	
世界盃	sây gâi büi	
世界大戰	sây gâi dài jîn	
世界大同	sây gâi dài tonk	
世界地圖	sây gâi dèy tow	
世界錦標賽	sây gâi gãmp bïu côi	
世界經濟	sây gâi gënk jây	
世界經濟危機	sây gâi gënk jây ngay gëy	
世界觀	sây gâi gün	
世界主義	sây gâi jeũ yì	
世界級	sây gâi käp	
世界文化	sây gâi mant fâ	
世界貿易	sây gâi màw yèk	
世界貿易大樓	sây gâi màw yèk dài law	
世界貿易中心	sây gâi màw yèk jönk sämp	
世界末日	sây gâi mùd yàt	
世界銀行	sây gâi ngant hong	
世界新聞	sây gâi sänt mant	
世界史	sây gâi sĩ	
世界語	sây gâi yeú	
世界屋脊	sây gâi ök jêk	
世錦賽	sây gãmp côi	
世間	sây gän	
細個	sây gô	小，年紀小，年幼，個兒小，小個子
細個嗰陣	sây gô gõ jànt	小時候，小的時候
細個嗰陣時	sây gô gõ jànt	小時候，小的時候
細個仔	sây gô jãy	小孩子
細個仔嗰陣	sây gô jãy gõ jànt	小時候，小的時候
世紀	sây gẽy	
世紀末	sây gẽy mùd	
細嚼慢嚥	sây jeôg màn yîn	
世襲	sây jàb	
細仔	sây jãy	小兒子，最小的男孩
細隻	sây jêg	個兒小
細節	sây jîd	
勢在必得	sây jòi bïd däk	
勢在必行	sây jòi bïd hank	
世俗	sây jòk	
世俗主義	sây jòk jeũ yì	
細菌	sây kuãnt	
勢力	sây lèk	
勢力範圍	sây lèk fàn way	
勢利	sây lèy	
勢利眼	sây lèy ngán	
細路	sây lòw	小孩，小孩兒
細路仔	sây lòw jãy	小男孩，男孩子
細路女	sây lòw nõy	小女孩，女孩子，小姑娘
細佬	sây lõw	弟弟，小兄弟
細佬哥	sây lõw gö	小孩
世貿	sây màw	
世貿大樓	sây màw dài law	
世貿中心	sây màw jönk sämp	
細蚊仔	sây mänt jãy	小孩，小孩子
世面	sây mìn	
世銀	sây ngant	
世外桃源	sây ngòi tow yeun	
世世代代	sây sây dòi dòi	
細聲	sây sëng	小聲
細聲啲	sây sëng dï	小聲一點
世事	sây sì	
勢所必然	sây sõ bïd yin	
勢所難免	sây sõ nan mín	
世叔	sây sök	叔叔
勢頭	sây taw	
世運	sây wànt	
世運會	sây wànt wùi	
世人	sây yant	
勢如破竹	sây yeu pô jök	
細雨	sây yeú	小雨
