开放粤语词典（粤语拼音字调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［粤语拼音］	［国语解释］
熟行	sòk hong	内行，在行，熟练，懂门路
属下	sòk hà	
熟客	sòk hâg	常客，熟客
熟客仔	sòk hâg jãy	常客，熟客，老主顾
熟口熟面	sòk hãw sòk mìn	面熟，老相识，似曾相识
赎罪	sòk jòy	
熟落	sòk lòg	熟练
赎命	sòk mènk	
熟面口	sòk mìn hãw	面熟
孰能无过	sòk nank mow guô	
熟稔	sòk námp	
淑女	sòk nóy	
属实	sòk sàt	
赎身	sòk sänt	
属性	sòk sênk	
熟性	sòk sênk	通情达理，会做人，十分懂人情
熟悉	sòk sëk	
属于	sòk yeü	
熟盐	sòk yim	精盐
顺风驶艃	sònt fönk sãy léy	顺水推舟
顺利	sònt lèy	
顺路	sònt lòw	
述说	sòt seûd	
术语	sòt yeú	
睡袋	sòy dòi	
隧道	sòy dòw	
睡房	sòy fõng	卧室，卧房
睡觉	sòy gâu	
睡乡	sòy heöng	
睡着	sòy jeòg	
睡莲	sòy lin	
睡眠	sòy min	
睡眠不足	sòy min bät jök	
睡眠疗法	sòy min liu fâd	
睡梦	sòy mònk	
睡眼惺忪	sòy ngán sënk sönk	
睡袍	sòy pow	
睡衫	sòy säm	睡衣
燧石	sòy sèg	
瑞士军刀	sòy sì guänt döw	
睡衣	sòy yï	
絮叨	sóy döw	
索	sôg	绳索，大绳子
嗍	sôg	吸
索	sôg	漂亮
嗍鼻	sôg bèy	吸鼻涕，抽抽搭搭
嗍啖烟	sôg dàm yïn	吸一口烟
塑胶	sôg gäu	塑料，塑胶
塑胶桶	sôg gäu tõnk	塑料桶
嗍气	sôg hêy	喘气
塑料	sôg lĩu	塑胶，塑料
索女	sôg nóy	美女
嗍晒气	sôg sâi hêy	气喘吁吁
嗍水	sôg sõy	吸水
索油	sôg yaw	揩油，轻薄，占便宜，吃豆腐
丧	sông	散，野，心散，心野
丧	sông	傻，不正经，疯疯癫癫的样子
丧气	sông hêy	
丧仔	sông jãy	傻子
丧命	sông mèng	
丧失	sông sät	
餸	sônk	菜
送殡	sônk bânt	
送别	sônk bìd	
送报	sônk bôw	
送畀	sônk bẽy	送给
宋词	sônk ci	
送钱	sônk cin	
送亲	sônk cänt	
送秋波	sônk cäw bö	
宋朝	sônk cîu	
餸菜	sônk côi	菜，菜肴，饭菜，小菜
送出	sônk cöt	
送达	sônk dàd	
餸饭	sônk fàn	菜饭
送花	sônk fä	
送货	sônk fô	
送货上门	sônk fô seóng mun	
送货员	sônk fô yeun	
送风	sônk fönk	
送风机	sônk fönk gëy	
送机	sônk gëy	
送行	sônk hank	
送客	sônk hâg	
送客出门	sônk hâg cöt mun	
送气	sônk hêy	
送走	sônk jãw	
送葬	sônk jông	
送终	sônk jönk	
餸篮	sônk lam	菜篮
送礼	sônk láy	
送命	sônk mènk	
送审	sônk sãmp	
送信	sônk sônt	
送信人	sônk sônt yant	
送死	sônk sẽy	
餸头餸尾	sônk taw sônk méy	剩菜
宋体	sônk tãy	
宋体字	sônk tãy jì	
送还	sônk wan	
送往	sônk wóng	
送人	sônk yant	
送院	sônk yeùn	
送院治理	sônk yeùn jì léy	
送医	sônk yï	
送医急救	sônk yï gäp gâw	
信笔	sônt bät	
信步	sônt bòw	
信步闲游	sônt bòw han yaw	
信差	sônt cäi	
迅速	sônt cök	
信佛	sônt fàt	
信服	sônt fòk	
信奉	sônt fònk	
信风	sônt fönk	
迅风	sônt fönk	
信封	sônt fönk	
信风带	sônt fönk dâi	
信鸽	sônt gâp	
信教	sônt gâu	
瞬间	sônt gän	
信件	sônt gìn	
信函	sônt ham	
信口雌黄	sônt hãw cï wong	
信口开河	sônt hãw höi ho	
信号	sônt hòw	
信号枪	sônt hòw ceöng	
信号弹	sônt hòw dàn	
迅疾	sônt jàt	
信札	sônt jâd	
迅即	sônt jëk	
迅捷	sônt jìd	
信笺	sônt jïn	
信众	sônt jônk	
信纸	sônt jĩ	
汛期	sônt key	
迅雷	sônt loy	
迅雷不及掩耳	sônt loy bät kàp yĩm yí	
信赖	sônt lài	
囟门	sônt mun	
信物	sônt màt	
迅猛	sônt máng	
信念	sônt nìm	
信箱	sônt seöng	
信誓旦旦	sônt sày dân dân	
信手	sônt sãw	
信守	sônt sãw	
信守不渝	sônt sãw bät yeu	
信手拈来	sônt sãw nïm loi	
信心	sônt sämp	
信心十足	sônt sämp sàp jök	
讯息	sônt sëk	
信息	sônt sëk	
信使	sônt sî	
信条	sônt tiu	
信徒	sônt tow	
信贷	sônt tâi	
信天翁	sônt tïn yönk	
信筒	sônt tõnk	
信仰	sônt yeóng	
信仰自由	sônt yeóng jì yaw	
信誉	sônt yeù	
信任	sônt yàmp	
信任感	sônt yàmp gãmp	
信任案	sônt yàmp ôn	
信义	sônt yì	
信以为真	sônt yí way jänt	
信肉	sônt yòk	信纸，信瓤儿
信用	sônt yònk	
信用合作社	sônt yònk hàb jôg sé	
信用咭	sônt yònk kät	信用卡
扫把	sôw bã	扫帚，扫把，笤帚
素不相识	sôw bät seöng sëk	
素菜	sôw côi	
素菜馆	sôw côi gũn	
数据	sôw gôy	
数据库	sôw gôy fû	
数据机	sôw gôy gëy	
扫兴	sôw hênk	
数学	sôw hòg	
数学家	sôw hòg gä	
扫帚	sôw jãw	
素质	sôw jät	
数字键	sôw jì gìn	
诉讼	sôw jònk	
数字	sôw jĩ	
诉求	sôw kaw	
数量	sôw leòng	
扫埋嚟	sôw mai ley	扫过来
素描	sôw miu	
数码	sôw má	
数目	sôw mòk	
数目字	sôw mòk jì	
素雅	sôw ngá	
诉说	sôw seûd	
素食	sôw sèk	
素食店	sôw sèk dîm	
素食面	sôw sèk mìn	
数还数，路还路	sôw wan sôw lòw wan lòw	人情归人情，数目要分明
溯源	sôw yeun	
说服	sôy fòk	
帅哥	sôy gö	
帅气	sôy hêy	
税制	sôy jây	
碎料	sôy lĩu	小事，小新闻
碎银	sôy ngãnt	零钱，散银，钢镚儿
岁月	sôy yeùd	
锁	sõ	锁上
所得税	sõ däk sôy	
所见即所得	sõ gîn jëk sõ däk	
所见略同	sõ gîn leòg tonk	
所见所闻	sõ gîn sõ mant	
所幸	sõ hànk	
所长	sõ jeõng	
锁咗	sõ jõ	锁上了
锁链	sõ lin	
锁门	sõ mũn	锁上门
唢呐	sõ nàb	
锁匙	sõ si	钥匙
琐碎	sõ sôy	
锁头	sõ taw	
所为	sõ way	
所谓	sõ wày	
所有	sõ yáw	
所有权	sõ yáw keun	
所有人	sõ yáw yant	
所以	sõ yí	
爽	sõng	开心，舒服，过瘾
爽脆	sõng côy	脆，干脆，干脆利落
爽快	sõng fâi	
爽利	sõng lèy	兴奋，振作，精神好
嗓门	sõng mun	
爽手	sõng sãw	手感好，软滑，舒服；利索
怂	sõnk	怂慂
耸动	sõnk dònk	
耸动视听	sõnk dònk sì tënk	
耸肩	sõnk gïn	
耸立	sõnk làb	
耸听	sõnk tënk	
耸人听闻	sõnk yant tënk mant	
怂恿	sõnk yõnk	
笋	sõnt	好，值
笋货	sõnt fô	好货，好东西
笋价	sõnt gâ	好价钱，特价
榫头	sõnt taw	
笋嘢	sõnt yé	好东西，好货
扫	sõw	小笤帚，小扫帚，小扫把
数白榄	sõw bàg lãm	数来宝，说顺口溜
数典忘祖	sõw dĩn mong jõw	
数唔切	sõw m cîd	数不清
水	sõy	钱，钞票
水	sõy	水平低，质量差
水坝	sõy bâ	
水泵	sõy bämp	
水笔	sõy bät	
水兵	sõy bënk	
水枪	sõy ceöng	
水柱	sõy ceú	
水处理	sõy ceú léy	
水池	sõy ci	
水床	sõy cong	
水槽	sõy cow	
水獭	sõy câd	
水杉	sõy câm	
水产	sõy cãn	
水车	sõy cë	
水清可鉴	sõy cënk hõ gâm	
水清无鱼	sõy cënk mow yeu	
水彩	sõy cõi	
水彩笔	sõy cõi bät	
水彩颜料	sõy cõi ngan lìu	
水彩画	sõy cõi wã	
水草	sõy cõw	
水速	sõy cök	
水豆腐	sõy dàw fù	嫩豆腐，南豆腐
水滴	sõy dëk	
水滴石穿	sõy dëk sèg ceün	
水电	sõy dìn	
水电费	sõy dìn fây	
水电工	sõy dìn gönk	
水电站	sõy dìn jàm	
水稻	sõy dòw	
水道	sõy dòw	
水到渠成	sõy dôw koy senk	
水分	sõy fànt	
水费	sõy fây	
水花	sõy fä	
水花四溅	sõy fä sêy jîn	
水货	sõy fô	走私货，冒牌货，伪劣产品，仿冒产品
水货	sõy fô	质量差的货物
水火	sõy fõ	
水火不相容	sõy fõ bät seöng yonk	
水火无情	sõy fõ mow cenk	
水脚	sõy geôg	路费，运费
水怪	sõy guâi	
水果	sõy guõ	
水解	sõy gãi	
水饺	sõy gãu	
水鸡	sõy gäy	落汤鸡
水缸	sõy göng	
水鞋	sõy hai	雨靴，胶鞋
水喉	sõy haw	水管，水龙头
水喉铁	sõy haw tîd	铁管子
水喉通	sõy haw tönk	铁管子
水靴	sõy heö	
水乡	sõy heöng	
水客	sõy hâg	走水客，水路走私者，跑单帮的
水汽	sõy hêy	
水险	sõy hĩm	
水涨船高	sõy jeõng seun göw	
水闸	sõy jàb	
水蛭	sõy jàt	
水浸	sõy jâmp	水灾，水患
水浸眼眉	sõy jâmp ngán mey	火烧眉毛
水圳	sõy jânt	水渠
水质	sõy jät	
水晶	sõy jënk	
水晶宫	sõy jënk gönk	
水蒸气	sõy jënk hêy	
水晶球	sõy jënk kaw	
水晶体	sõy jënk tãy	
水螆	sõy jï	水蚤
水族	sõy jòk	
水族馆	sõy jòk gũn	
水葬	sõy jông	
水准	sõy jõnt	
水藻	sõy jõw	
水灾	sõy jöi	
水中	sõy jönk	
水中捞月	sõy jönk law yeùd	
水樽	sõy jönt	水瓶
水禽	sõy kamp	
水球	sõy kaw	
水球赛	sõy kaw côi	
水沟	sõy käw	
水沟油	sõy käw yaw	水火不兼容
水量	sõy leòng	
水疗	sõy liu	
水龙头	sõy lonk taw	
水轮	sõy lont	
水轮泵	sõy lont bämp	
水轮发电机	sõy lont fâd dìn gëy	
水轮机	sõy lont gëy	
水力	sõy lèk	
水力发电	sõy lèk fâd dìn	
水力发电厂	sõy lèk fâd dìn cõng	
水力学	sõy lèk hòg	
水力资源	sõy lèk jï yeun	
水利	sõy lèy	
水落石出	sõy lòg sèg cöt	
水陆	sõy lòk	
水陆两栖	sõy lòk leóng cäy	
水路	sõy lòw	
水路运输	sõy lòw wànt seü	
水文	sõy mant	
水文学	sõy mant hòg	
水门	sõy mun	
水墨	sõy màk	
水墨画	sõy màk wã	
水蜜桃	sõy màt tow	
水面	sõy mìn	
水面上	sõy mìn seòng	
水木清华	sõy mòk cënk wa	
水母	sõy mów	
水泥	sõy nay	
水银	sõy ngant	
水牛	sõy ngaw	
水鸟	sõy níu	
水瓶	sõy penk	
水平	sõy penk	
水瓶座	sõy penk jò	
水平线	sõy penk sîn	
水皮	sõy pey	水平低，质量差，差劲
水泡	sõy pów	
水泡	sõy pög	水泡
水神	sõy sant	
水蛇	sõy se	
水蛇春咁长	sõy se cönt gâmp ceong	很长，极长，没完没了，长篇大论，大排长龙
水势	sõy sây	
水手	sõy sãw	
水深火热	sõy sämp fõ yìd	
水深火热之中	sõy sämp fõ yìd jï jönk	
水生	sõy sänk	
水生动物	sõy sänk dònk màt	
水生植物	sõy sänk jèk màt	
水蚀	sõy sèk	
水性	sõy sênk	
水星	sõy sënk	
水仙	sõy sïn	
水仙花	sõy sïn fä	
水塘	sõy tong	
水塘	sõy tong	水库
水氹	sõy támp	水坑，水洼
水天一色	sõy tïn yät sëk	
水桶	sõy tõnk	
水土	sõy tõw	
水土不服	sõy tõw bät fòk	
水土流失	sõy tõw law sät	
水患	sõy wàn	
水运	sõy wànt	
水位	sõy wày	
水汪汪	sõy wöng wöng	
水壶	sõy wũ	
水浒传	sõy wũ jeûn	
水源	sõy yeun	
水乳交融	sõy yeú gäu yonk	
水鱼	sõy yeũ	鼈，甲鱼，团鱼，鼋，王八
水溶性	sõy yonk sênk	
水溶液	sõy yonk yèk	
水印	sõy yânt	
水嘢	sõy yé	质量差的东西
水淹	sõy yïm	
水鸭	sõy âb	
水压	sõy âd	
梳	sö	梳子，发刷
蔬菜	sö côi	
梳打	sö dã	苏打，碳酸钠
梳打粉	sö dã fãnt	苏打粉，小苏打
梳乎厘	sö fu ley	蛋奶酥
梳化	sö fâ	沙发
梳化椅	sö fã yĩ	沙发
疏忽	sö fät	
羧基	sö gëy	
sorry	sö li	对不起
sorry啰	sö li lö	对不起啊
梳洗	sö sãy	
唆使	sö sĩ	
梳头	sö taw	
疏堂	sö tong	堂
疏堂兄弟	sö tong hënk dày	堂兄弟
疏堂姐妹	sö tong jĩ mũi	堂姐妹
疏通	sö tönk	
蓑衣	sö yï	
short	söd	神经有问题，神经病
short short哋	söd söd dẽy	神经病，精神出了问题
腮红	söi honk	
腮腺炎	söi sîn yim	
宿	sök	馊，馊味，酸臭
宿包	sök bäu	满身汗臭味的人
缩尺	sök cêg	
肃清	sök cënk	
肃清残敌	sök cënk can dèk	
缩短	sök deũn	
倏地	sök dèy	
肃反	sök fãn	
缩放	sök fông	
缩骨遮	sök guät jë	折叠伞
缩减	sök gãm	
缩紧	sök gãnt	
肃敬	sök gênk	
宿哼哼	sök hänk hänk	馊臭，臊味，馊了呱唧
夙兴夜寐	sök hënk yè mèy	
肃静	sök jènk	
缩聚	sök jòy	
肃立	sök làb	
缩唔切	sök m cïd	来不及躲开
缩埋一嚿	sök mai yät gàw	缩作一团
缩埋一嚿	sök mai yät gàw	缩作一团
粟米	sök máy	玉米
粟米粉	sök máy fãnt	玉米粉，玉米面
肃穆	sök mòk	
鹔鹴	sök seöng	
肃杀	sök sâd	
肃杀之气	sök sâd jï hêy	
缩手缩脚	sök sãw sök geôg	
缩沙	sök sä	临阵退缩，打退堂鼓，变卦，退缩
宿舍	sök sê	
缩水	sök sõy	
缩水	sök sõy	抽
叔叔	sök sök	
缩小	sök sĩu	
缩写	sök sẽ	
缩头	sök taw	
缩头缩尾	sök taw sök méy	
缩头缩脑	sök taw sök nów	
缩头乌龟	sök taw wü guäy	
缩图	sök tow	
肃贪	sök täm	
夙缘	sök yeun	
夙愿	sök yeùn	
夙怨	sök yeûn	
倏然	sök yin	
肃然	sök yin	
肃然起敬	sök yin hẽy gênk	
肃容	sök yonk	
缩印	sök yânt	
夙夜	sök yè	
夙夜匪懈	sök yè fẽy hài	
缩衣节食	sök yï jîd sèk	
缩影	sök yẽnk	
丧葬	söng jông	
丧礼	söng láy	
桑树	söng seù	
桑葚	söng sàmp	
松	sönk	溜走
松绑	sönk bõng	
松饼	sönk bẽng	
松弛	sönk ci	
松脆	sönk côy	
松脆饼	sönk côy bẽng	
松动	sönk dònk	
松紧	sönk gãnt	
松紧带	sönk gãnt dâi	
松懈	sönk hài	
松开	sönk höi	
松手	sönk sãw	
嵩山	sönk sän	
松松垮垮	sönk sönk kuä kuä	
松脱	sönk teûd	
松土	sönk tõw	
松缓	sönk wùn	
松人	sönk yant	溜走
松软	sönk yeún	
从容	sönk yonk	
从容不迫	sönk yonk bät bäg	
徇	sönt	申斥，责备，臭骂
殉情	sönt cenk	
殉道	sönt dòw	
殉道者	sönt dòw jẽ	
殉国	sönt guôg	
殉教	sönt gâu	
殉职	sönt jëk	
殉职人员	sönt jëk yant yeun	
殉葬	sönt jông	
殉葬品	sönt jông bãnt	
询问	sönt mànt	
殉难	sönt nàn	
殉难者	sönt nàn jẽ	
殉身	sönt sänt	
徇一餐	sönt yät cän	臭骂一顿
率兵	söt bënk	
率部	söt bòw	
率队	söt dòy	
恤金	söt gämp	
摔跤	söt gäu	
率真	söt jänt	
率直	söt jèk	
率领	söt lénk	
率兽食人	söt sâw sèk yant	
恤衫	söt säm	衬衫
率性	söt sênk	
率师	söt sï	
率先	söt sïn	
率团	söt teun	
率同	söt tonk	
率由旧章	söt yaw gàw jeöng	
率然	söt yin	
率尔	söt yí	
率尔操觚	söt yí cöw gü	
臊	söw	膻，膻味，腥膻
须	söw	胡子
骚	söw	理睬，理
骚	söw	秀，演出
臊	söw	分娩，生孩子
骚包	söw bäu	
酥饼	söw bẽng	
臊臭	söw câw	
酥脆	söw côy	
骚动	söw dònk	
须发皓然	söw fâd hòw yin	
臊虾	söw hä	婴儿，小娃娃
臊虾仔	söw hä jãy	婴儿，男婴儿
臊虾女	söw hä nõy	女婴儿
酥胸	söw hönk	
苏州过后冇艇搭	söw jäw guô hàw mów téng dâb	过了这村没那店
苏州屎	söw jäw sĩ	烂摊子
骚quali	söw kö lĩ	显显本事，显显本领
骚乱	söw leùn	
酥麻	söw ma	
须刨	söw pãu	刮脸刀，剃须刀
搔首弄姿	söw sãw lònk jï	
苏轼	söw sëk	
酥松	söw sönk	
苏维埃	söw way öi	
酥油	söw yaw	
搔痒	söw yeóng	
酥软	söw yeún	
酥软软	söw yeún yeún	
苏芮	söw yòy	
骚扰	söw yĩu	打扰，打搅
骚扰	söw yĩu	
骚扰晒	söw yĩu sâi	打扰了，太打搅了，添麻烦
衰	söy	坏，次，糟
衰败	söy bài	
虽败犹荣	söy bài yaw wenk	
衰俾人睇	söy bẽy yant tãy	丢人现眼
衰到唔使恨	söy dôw m sãy hànt	坏透了
衰鬼	söy guãy	坏家伙，讨厌鬼
衰鬼豆	söy guãy dàw	坏家伙，讨厌鬼，坏东西
衰公	söy gönk	缺德鬼，讨厌鬼，坏家伙，下流鬼
衰起上嚟有头有路	söy hẽy seòng ley yáw taw yáw lòw	一倒霉就处处倒霉
水珠	söy jeü	
衰仔	söy jãy	混小子，小坏蛋，调皮鬼，臭小子，兔崽子
衰竭	söy kîd	
胥吏	söy lèy	
衰落	söy lòg	
衰老	söy lów	
衰佬	söy lõw	死鬼
衰亡	söy mong	
衰灭	söy mìd	
衰女	söy nõy	死丫头，臭丫头，坏女孩
衰女包	söy nõy bäu	死丫头，臭丫头，坏女孩
衰婆	söy põ	坏女人，下流的女人
衰神	söy sant	倒霉鬼，坏家伙
衰晒	söy sâi	真糟糕，真倒霉，糟糕透了
衰收尾	söy säw méy	事情快到结束才出问题
衰退	söy tôy	
衰人	söy yant	坏家伙，坏人
须臾	söy yeu	
衰弱	söy yeòg	
虽然	söy yin	
衰嘢	söy yé	坏家伙，次货，丑事
需要	söy yîu	
须要	söy yîu	
水烟	söy yïn	
屎	sĩ	差劲，很差
史前	sĩ cin	
史前时代	sĩ cin si dòi	
使出	sĩ cöt	
使出浑身解数	sĩ cöt want sänt gãi sôw	
使得	sĩ däk	
屎窟	sĩ fät	屁股
屎窟窿	sĩ fät lönk	肛门，屁股眼
屎计	sĩ gãy	鬼主意，馊主意
使劲	sĩ gènk	
史记	sĩ gêy	
屎坑	sĩ häng	茅坑，厕所
史学	sĩ hòg	
史学界	sĩ hòg gâi	
史学家	sĩ hòg gä	
史迹	sĩ jëk	
屎桥	sĩ kĩu	馊主意，馊点子
史料	sĩ lìu	
史无前例	sĩ mow cin lày	
屎眼	sĩ ngán	肛门，屁股眼
使眼色	sĩ ngán sëk	
屎片	sĩ pĩn	尿布
史上	sĩ seòng	
史书	sĩ seü	
史实	sĩ sàt	
使性子	sĩ sênk jĩ	
史诗	sĩ sï	
屎塔	sĩ tâb	马桶
倒屎塔	sĩ tâb	倒马桶
屎塔盖	sĩ tâb	马桶盖子
使唤	sĩ wùn	
使人	sĩ yant	
使然	sĩ yin	
闪避	sĩm bèy	
闪电	sĩm dìn	打闪
闪电	sĩm dìn	
闪电战	sĩm dìn jîn	
闪躲	sĩm dõ	
闪过	sĩm guô	
闪光	sĩm guöng	
闪光灯	sĩm guöng dänk	
闪开	sĩm höi	
闪亮	sĩm leòng	
闪身	sĩm sänt	
闪缩	sĩm sök	鬼祟
闪闪	sĩm sĩm	
闪闪发光	sĩm sĩm fâd guöng	
闪闪吓	sĩm sĩm há	闪着
闪闪炩	sĩm sĩm lênk	闪烁，亮光光，闪闪发亮
闪闪缩缩	sĩm sĩm sök sök	鬼鬼祟祟，躲躲闪闪，怕人看见
闪耀	sĩm yìu	
跣足	sĩn jök	
鲜少	sĩn sĩu	
鲜有	sĩn yáw	
少不免	sĩu bät mín	难免，免不了
小丑	sĩu cãw	
小觑	sĩu côy	
小岛	sĩu dõw	
小国寡民	sĩu guôg guã mant	
小家	sĩu gä	小气，小家子气
小家器	sĩu gä hêy	小气，小家子气
小家种	sĩu gä jõnk	小气，小家子气
小家庭	sĩu gä tenk	
少件得件	sĩu gìn däk gìn	多一事不如少一事
少见多怪	sĩu gîn dö guâi	
少管闲事	sĩu gũn han sì	
小孩	sĩu hai	
小学	sĩu hòg	
小学鸡	sĩu hòg gäy	小学生
小镇	sĩu jânt	
小组	sĩu jõw	
小姐	sĩu jẽ	
小囡	sĩu nam	
小朋友	sĩu pank yáw	
小乘	sĩu senk	
小篆	sĩu seùn	
小说	sĩu seûd	
小心	sĩu sämp	
小心翼翼	sĩu sämp yèk yèk	
小食	sĩu sèk	小吃
少数	sĩu sôw	
小数	sĩu sôw	
少数党	sĩu sôw dõng	
少数服从多数	sĩu sôw fòk conk dö sôw	
少数民族	sĩu sôw mant jòk	
少数人	sĩu sôw yant	
少少	sĩu sĩu	一点点
少少咋	sĩu sĩu jâ	一点点而已
小提琴	sĩu tay kamp	
小童	sĩu tonk	
小偷	sĩu täw	
小人蛇	sĩu yant se	从水路偷渡的小孩
小意思	sĩu yî sï	
泻	sẽ	洒，溢出，洒出，流出
写大字	sẽ dài jì	写毛笔字
写个服字	sẽ gô fòk jì	不由得信服
舍弃	sẽ hêy	
写字	sẽ jì	
写字楼	sẽ jì law	办公楼，办公大楼
写字台	sẽ jì tõi	书桌
写落嚟	sẽ lòg ley	写下来
写唔切	sẽ m cîd	来不及写
写书	sẽ seü	
写信	sẽ sônt	
醒瞓	sẽng fânt	警醒，惊醒，容易醒
醒嚟	sẽng ley	醒来
绳	sẽnk	绳子
醒定	sẽnk dènk	注意，当心
醒定啲	sẽnk dènk dï	当心一点
醒来	sẽnk loi	
醒目	sẽnk mòk	机灵
醒目啲	sẽnk mòk dï	机灵点
醒目仔	sẽnk mòk jãy	聪明人
醒神	sẽnk sant	当心，小心，夺目，提神，聪明，机灵，精神，加强注意，领悟暗示，神采奕奕
醒胃	sẽnk wày	开胃
醒悟	sẽnk ǹg	
死板	sẽy bãn	
死不瞑目	sẽy bät menk mòk	
死畀佢睇	sẽy bẽy kóy tãy	死给他看
死囚	sẽy caw	
死前	sẽy cin	
死缠	sẽy cin	
死缠不放	sẽy cin bät fông	
死蠢	sẽy cõnt	愚笨，蠢得很厉害
死得其所	sẽy däk key sõ	
死得其所，流芳百世	sẽy däk key sõ law föng bâg sây	
死得眼闭	sẽy däk ngán bây	死而瞑目
死敌	sẽy dèk	
死对头	sẽy dôy taw	
死党	sẽy dõng	
死党	sẽy dõng	老朋友，要好的朋友
死都唔眼闭	sẽy döw m ngán bây	死不瞑目
死都话	sẽy döw wã	硬说
死火	sẽy fõ	熄火，抛锚
死火山	sẽy fõ sän	
死灰	sẽy füi	
死灰复燃	sẽy füi fòk yin	
死估估	sẽy gu gu	呆板，不灵活，发愣
死光	sẽy guöng	
死光枪	sẽy guöng ceöng	
死咁	sẽy gâmp	很，非常，极度，拼命地，竭力地，死死地
死咁做	sẽy gâmp jòw	拚命干
死咁咪	sẽy gâmp mäy	拚命读书
死跟	sẽy gänt	死缠，追随不舍
死鸡撑饭盖	sẽy gäy câng fàn gôi	强辩
死鸡撑硬脚	sẽy gäy câng ngàng geôg	强辩
死结	sẽy gîd	
死角	sẽy gôg	
死后	sẽy hàw	
死悭死抵	sẽy hän sẽy dãy	省吃俭用，拼命节省，苦抠苦攒，极力节省开支，十分省俭
死气喉	sẽy hêy haw	排气管，废气管
死巷	sẽy hòng	
死就死	sẽy jàw sẽy	豁出去
死罪	sẽy jòy	
死咗火	sẽy jõ fõ	抛锚了
死咗又翻生	sẽy jõ yàw fän säng	死了又复活
死者	sẽy jẽ	
死桥	sẽy kĩu	绝招
死啦	sẽy lä	糟糕，糟了
死缬	sẽy lîd	死结
死路	sẽy lòw	
死路一条	sẽy lòw yät tiu	
死里逃生	sẽy lóy tow sänk	
死唔去	sẽy m hôy	死不了
死唔眼闭	sẽy m ngán bây	死不瞑目
死亡	sẽy mong	
死亡证书	sẽy mong jênk seü	
死亡率	sẽy mong lòt	
死无对证	sẽy mow dôy jênk	
死无葬身之地	sẽy mow jông sänt jï dèy	
