开放粤语词典（黄锡凌调符调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
养老院	ˏjœŋ ˏlou _jyn	
养母	ˏjœŋ ˏmou	
养眼	ˏjœŋ ˏŋan	
曳	ˏjɐi	淘气
曳货	ˏjɐi ¯fɔ	劣货
曳嘢	ˏjɐi ˏjɛ	次东西，次货
荏苒	ˏjɐm ˏjim	
引用	ˏjɐn _jʊŋ	
引用文	ˏjɐn _jʊŋ ˌmɐn	
引爆	ˏjɐn ¯bau	
引发	ˏjɐn ¯fat	
引咎辞职	ˏjɐn ¯gɐu ˌtsi 'dzik	
引诱	ˏjɐn ˏjɐu	
有啲	ˏjɐu 'di	有点，有一点
有啲烧	ˏjɐu 'di 'siu	有点发烧
有啲震	ˏjɐu 'di ¯dzɐn	有点发抖
有啲阻滞	ˏjɐu 'di ´dzɔ _dzɐi	有点困难，有点阻碍
有啲时	ˏjɐu 'di ˌsi	有时候
有的放矢	ˏjɐu 'dik ¯fɔŋ ´tsi	
有揸拿	ˏjɐu 'dza ˌna	有把握，十拿九稳
有之	ˏjɐu 'dzi	可能，有可能
有增无减	ˏjɐu 'dzɐŋ ˌmou ´gam	
有得饮	ˏjɐu 'dɐk ´jɐm	有人请客
有得你睇	ˏjɐu 'dɐk ˏnei ´tɐi	有你瞧的
有夫之妇	ˏjɐu 'fu 'dzi ˏfu	
有风驶尽艃	ˏjɐu 'fʊŋ ´sɐi _dzœn ˏlei	得理不饶人，做事不留余地
有机	ˏjɐu 'gei	
有机化学	ˏjɐu 'gei ¯fa _hɔk	
有机化合物	ˏjɐu 'gei ¯fa _hɔk _mɐt	
有机可乘	ˏjɐu 'gei ´hɔ ˌsɪŋ	
有机肥料	ˏjɐu 'gei ˌfei _liu	
有关	ˏjɐu 'gwan	
有关方面	ˏjɐu 'gwan 'fɔŋ _min	
有关于	ˏjɐu 'gwan 'jy	
有隙可乘	ˏjɐu 'gwik ´hɔ ˌsɪŋ	
有金执咩	ˏjɐu 'gɐm 'dzɐp 'mɛ	那有金子吗？
有惊无险	ˏjɐu 'gɪŋ ˌmou ´him	
诱供	ˏjɐu 'gʊŋ	
有空	ˏjɐu 'hʊŋ	
有益	ˏjɐu 'jik	
有乜冬瓜豆腐	ˏjɐu 'mɐt 'dʊŋ 'gwa _dɐu _fu	有什么三长两短
有乜噏乜	ˏjɐu 'mɐt 'ŋɐp 'mɐt	有什么话就说什么，没有保留
有乜用	ˏjɐu 'mɐt _jʊŋ	有啥用，有什么用，什么用处也没有
有乜事干	ˏjɐu 'mɐt _si ¯gɔn	有何贵干
有乜咁巴闭	ˏjɐu 'mɐt ¯gɐm 'ba ¯bɐi	有什么了不起的
有乜咁出奇	ˏjɐu 'mɐt ¯gɐm 'tsœt ˌkei	世界上的事，真是无奇不有，请不要少见多怪
有乜好倾	ˏjɐu 'mɐt ´hou 'kɪŋ	没有什么好谈的了
有挐褦	ˏjɐu 'na ¯nɐŋ	有关，有牵扯，有牵连，有瓜葛
有伤风化	ˏjɐu 'sœŋ 'fʊŋ ¯fa	
有心	ˏjɐu 'sɐm	故意，存心
有心	ˏjɐu 'sɐm	谢谢您关心
有心人	ˏjɐu 'sɐm ˌjɐn	
有心人士	ˏjɐu 'sɐm ˌjɐn _si	
有失	ˏjɐu 'sɐt	
有失身份	ˏjɐu 'sɐt 'sɐn _fɐn	
有失体统	ˏjɐu 'sɐt ´tɐi ´tʊŋ	
有生之年	ˏjɐu 'sɐŋ 'dzi ˌnin	
有生以来	ˏjɐu 'sɐŋ ˏji ˌlɔi	
有些少	ˏjɐu 'sɛ ´siu	有一点，有点
有声气喇	ˏjɐu 'sɛŋ ¯hei ¯la	有希望了
有出息	ˏjɐu 'tsœt 'sik	
有备而来	ˏjɐu _bei ˌji ˌlɔi	
有备无患	ˏjɐu _bei ˌmou _wan	
有道理	ˏjɐu _dou ˏlei	
有站慢	ˏjɐu _dzam _man	有下车的，有人下车，下一站请停车
有着数	ˏjɐu _dzœk ¯sou	有便宜可占，有好处
有助	ˏjɐu _dzɔ	
有突	ˏjɐu _dɐt	有余
有埞	ˏjɐu _dɛŋ	有空间，有地方
有埞坐	ˏjɐu _dɛŋ ˏtsɔ	有地方坐
有限	ˏjɐu _han	
有限公司	ˏjɐu _han 'gʊŋ 'si	
有效	ˏjɐu _hau	
有异曲同工之妙	ˏjɐu _ji 'kʊk ˌtʊŋ 'gʊŋ 'dzi _miu	
有样学样	ˏjɐu _jœŋ _hɔk _jœŋ	
有日	ˏjɐu _jɐt	有一天
有利必有弊	ˏjɐu _lei 'bit ˏjɐu _bɐi	
有利可图	ˏjɐu _lei ´hɔ ˌtou	
有力	ˏjɐu _lik	
有路数	ˏjɐu _lou ¯sou	有门路，有路子，有法子，有途径，有线索
有例在先	ˏjɐu _lɐi _dzɔi 'sin	
有例可循	ˏjɐu _lɐi ´hɔ ˌtsœn	
有落	ˏjɐu _lɔk	有下车的，有人下车，下一站请停车
有慢	ˏjɐu _man	有下车的，有人下车，下一站请停车
有问题	ˏjɐu _mɐn ˌtɐi	
有目共睹	ˏjɐu _mʊk _gʊŋ ´dou	
诱饵	ˏjɐu _nei	
有耐心	ˏjɐu _nɔi 'sɐm	
有事	ˏjɐu _si	
有事慢慢讲	ˏjɐu _si _man _man ´gɔŋ	有事好说
友善	ˏjɐu _sin	
诱惑	ˏjɐu _wak	
有志者事竟成	ˏjɐu ¯dzi ´dzɛ _si ´gɪŋ ˌsɪŋ	
有鉴于	ˏjɐu ¯gam 'jy	
有鉴于此	ˏjɐu ¯gam 'jy ´tsi	
有咁啱得咁跷	ˏjɐu ¯gɐm 'ŋam 'dɐk ¯gɐm ´kiu	这么巧呀，说多巧有多巧
有气无力	ˏjɐu ¯hei ˌmou _lik	
有意思	ˏjɐu ¯ji ¯si	
有线电视	ˏjɐu ¯sin _din _si	
有信心	ˏjɐu ¯sœn 'sɐm	
有辙	ˏjɐu ¯tsit	
有趣	ˏjɐu ¯tsœy	
有案可查	ˏjɐu ¯ɔn ´hɔ ˌtsa	
有把炮	ˏjɐu ´ba ¯pau	有把握
有宝	ˏjɐu ´bou	自以为了不起
有咗	ˏjɐu ´dzɔ	怀孕了
有几度散手	ˏjɐu ´gei _dou ´san ´sɐu	有点儿本事
有故讲咯	ˏjɐu ´gu ´gɔŋ ¯lɔk	说来话长
有计	ˏjɐu ´gɐi	有办法
有口皆碑	ˏjɐu ´hɐu 'gai 'bei	
有口齿	ˏjɐu ´hɐu ´tsi	有信用，说话算数
有口无心	ˏjɐu ´hɐu ˌmou 'sɐm	
有口难言	ˏjɐu ´hɐu ˌnan ˌjin	
有料	ˏjɐu ´liu	有本事，有能耐，有办法，有资格，有学问，有才干
有料到	ˏjɐu ´liu ¯dou	有本事，有内容，有进展，有所收获
有面	ˏjɐu ´min	有面子，有脸面，有地位，有名望
有名	ˏjɐu ´mɛŋ	
有少少	ˏjɐu ´siu ´siu	有一点，有点儿
有钱	ˏjɐu ´tsin	
有睇头	ˏjɐu ´tɐi ˌtɐu	有看头
有碗话碗，有碟话碟	ˏjɐu ´wun _wa ´wun ˏjɐu _dip _wa _dip	有一说一，有二说二
有银	ˏjɐu ´ŋɐn	有钱
有银揾	ˏjɐu ´ŋɐn ´wɐn	有钱可赚
有闲	ˏjɐu ˌhan	
有何不可	ˏjɐu ˌhɔ 'bɐt ˌhɔ	
有何指教	ˏjɐu ˌhɔ ´dzi ¯gau	
友谊	ˏjɐu ˌji	
有爷生无乸教	ˏjɐu ˌjɛ 'saŋ ˌmou ´na ¯gau	有爹生没娘教
有型	ˏjɐu ˌjɪŋ	帅，酷，好看
有型有款	ˏjɐu ˌjɪŋ ˏjɐu ´fun	像个样子
有其父必有其子	ˏjɐu ˌkei _fu 'bit ˏjɐu ˌkei ´dzi	
有权有势	ˏjɐu ˌkyn ˏjɐu ¯sɐi	
有求必应	ˏjɐu ˌkɐu 'bit ¯jɪŋ	
有求于人	ˏjɐu ˌkɐu 'jy ˌjɐn	
有来有往	ˏjɐu ˌlɔi ˏjɐu ˏwɔŋ	
有名无实	ˏjɐu ˌmɪŋ ˌmou _sɐt	
有能力	ˏjɐu ˌnɐŋ _lik	
有排	ˏjɐu ˌpai	还有很长时间
有排等	ˏjɐu ˌpai ´dɐŋ	够等的了
有仇	ˏjɐu ˌsɐu	
有仇必报	ˏjɐu ˌsɐu 'bit ¯bou	
有仇不报非君子	ˏjɐu ˌsɐu 'bɐt ¯bou 'fei 'gwɐn ´dzi	
有条不紊	ˏjɐu ˌtiu 'bɐt _mɐn	
有条有理	ˏjɐu ˌtiu ˏjɐu ˏlei	
有钱能使鬼推磨	ˏjɐu ˌtsin ˌnɐŋ ´si ´gwɐi 'tœy ˌmɔ	
有情人终成眷属	ˏjɐu ˌtsɪŋ ˌjɐn 'dzʊŋ ˌsɪŋ ¯gyn _sʊk	
有头威冇尾阵	ˏjɐu ˌtɐu 'wɐi ˏmou ˏmei _dzɐn	虎头蛇尾，有始无终，有前劲没后劲
有头无尾	ˏjɐu ˌtɐu ˌmou ˏmei	
有头有尾	ˏjɐu ˌtɐu ˏjɐu ˏmei	有始有终
有头冇尾	ˏjɐu ˌtɐu ˏmou ˏmei	虎头蛇尾，有始无终
有妇之夫	ˏjɐu ˏfu 'dzi 'fu	
有氧	ˏjɐu ˏjœŋ	
有氧运动	ˏjɐu ˏjœŋ _wɐn _dʊŋ	
有嘢食	ˏjɐu ˏjɛ _sik	有东西吃
有嘢话你知	ˏjɐu ˏjɛ _wa ˏnei 'dzi	有事告诉你
有嘢到	ˏjɐu ˏjɛ ¯dou	有本事，有内容，有进展，有所收获
有嘢讲	ˏjɐu ˏjɛ ´gɔŋ	有话说
有勇无谋	ˏjɐu ˏjʊŋ ˌmou ˌmɐu	
有理走遍天下	ˏjɐu ˏlei ´dzɐu ¯pin 'tin _ha	
有理走遍天下，无理寸步难行	ˏjɐu ˏlei ´dzɐu ¯pin 'tin _ha ˌmou ˏlei ¯tsyn _bou ˌnan ˌhaŋ	
有两度	ˏjɐu ˏlœŋ _dou	有两下子，有本领，有办法
有两度散手	ˏjɐu ˏlœŋ _dou ´san ´sɐu	有两下子
有两手	ˏjɐu ˏlœŋ ´sɐu	有两下子，有本事
有冇	ˏjɐu ˏmou	有没有
有冇声气	ˏjɐu ˏmou 'sɛŋ ¯hei	有没有希望
有冇搅错	ˏjɐu ˏmou ´gau ¯tsɔ	有没有搞错，不会吧，搞错了没有
有米	ˏjɐu ˏmɐi	有钱，富有
有眼不识泰山	ˏjɐu ˏŋan 'bɐt 'sik ¯tai 'san	
有我喺度	ˏjɐu ˏŋɔ ´hɐi _dou	有我在
惹	ˏjɛ	传染，被传染
嘢	ˏjɛ	东西
嘢	ˏjɛ	传染
惹	ˏjɛ	挑逗，招惹，撩拨，引起，产生
野猪	ˏjɛ 'dzy	
惹争议	ˏjɛ 'dzɐŋ ˏji	
野花	ˏjɛ 'fa	
野鸡	ˏjɛ 'gɐi	
野鸡大学	ˏjɛ 'gɐi _dai _hɔk	
野菊	ˏjɛ 'gʊk	
野猫	ˏjɛ 'mau	
野心	ˏjɛ 'sɐm	
野心家	ˏjɛ 'sɐm 'ga	
野心勃勃	ˏjɛ 'sɐm _but _but	
野生	ˏjɛ 'sɐŋ	
野生植物	ˏjɛ 'sɐŋ _dzik _mɐt	
野生动物	ˏjɛ 'sɐŋ _dʊŋ _mɐt	
野餐	ˏjɛ 'tsan	
野地	ˏjɛ _dei	
野鹿	ˏjɛ _lʊk	
野味	ˏjɛ _mei	
惹事生非	ˏjɛ _si 'sɐŋ 'fei	
惹是生非	ˏjɛ _si 'sɐŋ 'fei	
惹祸	ˏjɛ _wɔ	
惹祸上身	ˏjɛ _wɔ ˏsœŋ 'sɐn	
野雁	ˏjɛ _ŋan	
野外	ˏjɛ _ŋɔi	
野外求生	ˏjɛ _ŋɔi ˌkɐu 'sɐŋ	
野鸭	ˏjɛ ¯ap	
野百合	ˏjɛ ¯bak _hɐp	
野战	ˏjɛ ¯dzin	
野战军	ˏjɛ ¯dzin 'gwɐn	
野战部队	ˏjɛ ¯dzin _bou _dœy	
野兽	ˏjɛ ¯sɐu	
野性	ˏjɛ ¯sɪŋ	
冶铁	ˏjɛ ¯tit	
野兔	ˏjɛ ¯tou	
野菜	ˏjɛ ¯tsɔi	
惹畀	ˏjɛ ´bei	传染给
野仔	ˏjɛ ´dzɐi	私生子
惹咗	ˏjɛ ´dzɔ	染上，患
野火	ˏjɛ ´fɔ	
野火烧不尽	ˏjɛ ´fɔ 'siu 'bɐt _dzœn	
野狗	ˏjɛ ´gɐu	
惹屎上身	ˏjɛ ´si ˏsœŋ 'sɐn	招来麻烦，惹一身臊
野草	ˏjɛ ´tsou	
野人	ˏjɛ ˌjɐn	
惹人注目	ˏjɛ ˌjɐn ¯dzy _mʊk	
惹人注意	ˏjɛ ˌjɐn ¯dzy ¯ji	
惹人厌	ˏjɛ ˌjɐn ¯jim	
惹人讨厌	ˏjɛ ˌjɐn ´tou ¯jim	
野游	ˏjɛ ˌjɐu	
野营	ˏjɛ ˌjɪŋ	
野营队	ˏjɛ ˌjɪŋ _dœy	
野禽	ˏjɛ ˌkɐm	
野兰	ˏjɛ ˌlan	
野兰花	ˏjɛ ˌlan 'fa	
野狼	ˏjɛ ˌlɔŋ	
惹埋	ˏjɛ ˌmai	传染，传染到
嘢埋…	ˏjɛ ˌmai	传染给…
嘢埋我	ˏjɛ ˌmai ˏŋɔ	传染给我
野蛮	ˏjɛ ˌman	
野蛮人	ˏjɛ ˌman ˌjɐn	
惹痰	ˏjɛ ˌtam	生痰
野牛	ˏjɛ ˌŋɐu	
野马	ˏjɛ ˏma	
野鸟	ˏjɛ ˏniu	
勇夫	ˏjʊŋ 'fu	
勇于	ˏjʊŋ 'jy	
勇于认错	ˏjʊŋ 'jy _jɪŋ ¯tsɔ	
勇悍	ˏjʊŋ _hɔn	
勇士	ˏjʊŋ _si	
勇将	ˏjʊŋ ¯dzœŋ	
勇冠三军	ˏjʊŋ ¯gun 'sam 'gwɐn	
勇气	ˏjʊŋ ¯hei	
勇者不惧	ˏjʊŋ ´dzɛ 'bɐt _gœy	
勇敢	ˏjʊŋ ´gɐm	
勇敢善战	ˏjʊŋ ´gɐm _sin ¯dzin	
勇为	ˏjʊŋ ˌwɐi	
勇猛	ˏjʊŋ ˏmaŋ	
勇武	ˏjʊŋ ˏmou	
勇往直前	ˏjʊŋ ˏwɔŋ _dzik ˌtsin	
企	ˏkei	站
企出来	ˏkei 'tsœt ˌlei	站出来
企定	ˏkei _dɪŋ	站稳，站住
企柜面	ˏkei _gwɐi ´min	站柜台
企业	ˏkei _jip	
企业家	ˏkei _jip 'ga	
企到脚软	ˏkei ¯dou ¯gœk ˏjyn	脚都站软
企起身	ˏkei ´hei 'sɐn	站起来
企歪啲	ˏkei ´mɛ 'di	借光，借过一下，请让一让
企堂	ˏkei ´tɔŋ	旧时称茶楼的服务员
企埋嚟	ˏkei ˌmai ˌlei	站过来
企唔住脚	ˏkei ˌm̩ _dzy ¯gœk	站不住脚
企唔稳	ˏkei ˌm̩ ´wɐn	站不稳
企鹅	ˏkei ˌŋɔ	
企领	ˏkei ˏlɛŋ	竖领
企图	ˏkei ˏtou	
繑	ˏkiu	缠绕
繑冷	ˏkiu 'laŋ	缠毛线
繑住手	ˏkiu _dzy ´sɐu	交叉着双手，把手交叉在胸前
繑脷	ˏkiu _lei	拗口，不顺口
繑火牛	ˏkiu ´fɔ ˌŋɐu	绕变压器
繑起对手	ˏkiu ´hei ¯dœy ´sɐu	交叉着双手，把手交叉在胸前
繑口	ˏkiu ´hɐu	拗口，不顺口
愧悔	ˏkwɐi ¯fui	
佢	ˏkœy	他
佢哋	ˏkœy _dei	他们
佢哋自己	ˏkœy _dei _dzi ´gei	他们自己，她们自己
佢哋自己嘅	ˏkœy _dei _dzi ´gei ¯gɛ	他们自己的，她们自己的
佢哋嘅	ˏkœy _dei ¯gɛ	他们的，她们的
佢自己	ˏkœy _dzi ´gei	他自己，她自己
佢自己嘅	ˏkœy _dzi ´gei ¯gɛ	他自己的
拒绝	ˏkœy _dzyt	
佢份人	ˏkœy _fɐn ˌjɐn	他这个人，他那种人，他的为人，他这人
佢只嘢	ˏkœy ¯dzɛk ˏjɛ	他这个家伙
佢个人	ˏkœy ¯gɔ ˌjɐn	他的为人
佢嘅	ˏkœy ¯gɛ	他的
距离	ˏkœy ˌlei	
羟基	ˏkœŋ 'gei	
镪水	ˏkœŋ ´sœy	硫酸
强词夺理	ˏkœŋ ˌtsi _dyt ˏlei	
妗婆	ˏkɐm ˌpɔ	舅奶奶
妗母	ˏkɐm ˏmou	舅母
近路	ˏkɐn _lou	近道，捷径
舅公	ˏkɐu 'gʊŋ	舅爷
舅妈	ˏkɐu 'ma	
舅仔	ˏkɐu ´dzɐi	小舅子
舅父	ˏkɐu ´fu	舅舅
揦鲊	ˏla ´dza	肮脏，不干净
揽生意	ˏlam 'saŋ ¯ji	
揽身揽势	ˏlam 'sɐn ˏlam ¯sɐi	搂搂抱抱的，半搂半抱的
懒得	ˏlan 'dɐk	
懒骨头	ˏlan 'gwɐt ˌtɐu	
懒惰	ˏlan _dɔ	
懒觉	ˏlan ¯gau	
懒汉	ˏlan ¯hɔn	
懒佬	ˏlan ´lou	懒汉
懒佬鞋	ˏlan ´lou ˌhai	方便鞋
懒散	ˏlan ´san	
懒洋洋	ˏlan ˌjœŋ ˌjœŋ	
懒人	ˏlan ˌjɐn	
懒懒散散	ˏlan ˏlan ´san ´san	
懒理	ˏlan ˏlei	少管，不管
冷空气	ˏlaŋ 'hʊŋ ¯hei	
冷亲	ˏlaŋ 'tsɐn	着凉
冷清	ˏlaŋ 'tsɪŋ	
冷饭	ˏlaŋ _fan	剩饭
冷饭菜汁	ˏlaŋ _fan ¯tsɔi 'dzɐp	残羹剩饭
冷酷	ˏlaŋ _hʊk	
冷到硬咗	ˏlaŋ ¯dou _ŋaŋ ´dzɔ	冻僵了
冷气	ˏlaŋ ¯hei	空调，冷气
冷气机	ˏlaŋ ¯hei 'gei	空调机，空调设备，空气调节机
冷血	ˏlaŋ ¯hyt	
冷却	ˏlaŋ ¯kœk	
冷饮	ˏlaŋ ´jɐm	
冷手执个热煎堆	ˏlaŋ ´sɐu 'dzɐp ¯gɔ _jit 'dzin 'dœy	冷锅里捡了个热栗子
冷门	ˏlaŋ ˌmun	
冷淡	ˏlaŋ ˏtam	
艃	ˏlei	帆
理	ˏlei	管，理会，理睬
里	ˏlei	里子，衬里
理则	ˏlei 'dzɐk	
理则学	ˏlei 'dzɐk _hɔk	
理当	ˏlei 'dɔŋ	
理当如此	ˏlei 'dɔŋ ˌjy ´tsi	
理科	ˏlei 'fɔ	
理该	ˏlei 'gɔi	
理工	ˏlei 'gʊŋ	
理工科	ˏlei 'gʊŋ 'fɔ	
理工学院	ˏlei 'gʊŋ _hɔk _jyn	
理应	ˏlei 'jɪŋ	
理亏	ˏlei 'kwɐi	
理亏心虚	ˏlei 'kwɐi 'sɐm 'hœy	
履新	ˏlei 'sɐn	
理清	ˏlei 'tsɪŋ	
理屈	ˏlei 'wɐt	
理屈词穷	ˏlei 'wɐt ˌtsi ˌkʊŋ	
理直气壮	ˏlei _dzik ¯hei ¯dzɔŋ	
理学院	ˏlei _hɔk _jyn	
理学士	ˏlei _hɔk _si	
理学博士	ˏlei _hɔk ¯bɔk _si	
鲤跃龙门	ˏlei _jœk ˌlʊŋ ˌmun	
履历表	ˏlei _lik ´biu	
理论	ˏlei _lœn	
理论科学	ˏlei _lœn 'fɔ _hɔk	
理论家	ˏlei _lœn 'ga	
理论上	ˏlei _lœn _sœŋ	
理论化	ˏlei _lœn ¯fa	
理论性	ˏlei _lœn ¯sɪŋ	
理念	ˏlei _nim	
理事	ˏlei _si	
理事会	ˏlei _si _wui	
理事国	ˏlei _si ¯gwɔk	
理事长	ˏlei _si ´dzœŋ	
理会	ˏlei _wui	
履带	ˏlei ¯dai	
理智	ˏlei ¯dzi	
理发	ˏlei ¯fat	
理发师	ˏlei ¯fat 'si	
理发厅	ˏlei ¯fat 'tɪŋ	
理发院	ˏlei ¯fat _jyn	
理发店	ˏlei ¯fat ¯dim	
履约	ˏlei ¯jœk	
理性	ˏlei ¯sɪŋ	
理性认识	ˏlei ¯sɪŋ _jɪŋ 'sik	
理性主义	ˏlei ¯sɪŋ ´dzy _ji	
理解	ˏlei ´gai	
理解力	ˏlei ´gai _lik	
履险如夷	ˏlei ´him ˌjy ˌji	
理想	ˏlei ´sœŋ	
理想化	ˏlei ´sœŋ ¯fa	
理想国	ˏlei ´sœŋ ¯gwɔk	
理想主义	ˏlei ´sœŋ ´dzy _ji	
理所当然	ˏlei ´sɔ 'dɔŋ ˌjin	
理睬	ˏlei ´tsɔi	
履行	ˏlei ˌhɐŋ	
鲤鱼	ˏlei ˌjy	
鲤鱼潭	ˏlei ˌjy ˌtam	
鲤鱼池	ˏlei ˌjy ˌtsi	
理由	ˏlei ˌjɐu	
理疗	ˏlei ˌliu	
理疗科	ˏlei ˌliu 'fɔ	
理平头	ˏlei ˌpɪŋ ˌtɐu	
理财	ˏlei ˌtsɔi	
里程碑	ˏlei ˌtsɪŋ 'bei	
里程表	ˏlei ˌtsɪŋ 'biu	
理头	ˏlei ˌtɐu	
理头发	ˏlei ˌtɐu ¯fat	
俚语	ˏlei ˏjy	
脸面	ˏlim _min	
脸颊	ˏlim ¯gap	
撵出去	ˏlin 'tsœt ¯hœy	
撵走	ˏlin ´dzɐu	
了不得	ˏliu 'bɐt 'dɐk	
了不得	ˏliu 'bɐt 'dɐk	了不起
了不起	ˏliu 'bɐt ´hei	
了得	ˏliu 'dɐk	了不起
了得	ˏliu 'dɐk	
了结	ˏliu ¯git	
了却	ˏliu ¯kœk	
了解	ˏliu ´gai	
了解	ˏliu ´gai	
潦草	ˏliu ´tsou	
老积	ˏlou 'dzik	老成，老气，老到，老练，老气横秋的
老积仔	ˏlou 'dzik ´dzɐi	老成的少年
卤汁	ˏlou 'dzɐp	
老宗	ˏlou 'dzʊŋ	本家
老爹	ˏlou 'dɛ	
老番	ˏlou 'fan	洋鬼子，老外
老番冬	ˏlou 'fan 'dʊŋ	圣诞节
老番睇榜第一	ˏlou 'fan ´tɐi ´bɔŋ _dɐi 'dzɐt	倒数第一，最后一名
老番凉茶	ˏlou 'fan ˌlœŋ ˌtsa	啤酒
老姜	ˏlou 'gœŋ	
卤鸡肉	ˏlou 'gɐi _jʊk	
老公仔	ˏlou 'gʊŋ ´dzɐi	对年轻丈夫或男朋友的昵称
老鹰	ˏlou 'jɪŋ	
老翁	ˏlou 'jʊŋ	
老编	ˏlou 'pin	编辑
老师	ˏlou 'si	
老千	ˏlou 'tsin	骗子
老抽	ˏlou 'tsɐu	浓酱油
老挝	ˏlou 'wɔ	
老仆	ˏlou _bʊk	
卤蛋	ˏlou _dan	
老调重弹	ˏlou _diu ˌtsʊŋ ˌtan	
掳夺	ˏlou _dyt	
老豆	ˏlou _dɐu	父亲，爸爸，爹
老豆老母	ˏlou _dɐu ˏlou ´mou	爹妈，爸爸妈妈，爸妈，父母
老定	ˏlou _dɪŋ	镇定，冷静，沉住气
卤肉	ˏlou _jʊk	
卤肉饭	ˏlou _jʊk _fan	
掳掠	ˏlou _lœk	
卤味	ˏlou _mei	
卤面	ˏlou _min	
老衲	ˏlou _nap	
老实讲句	ˏlou _sɐt ´gɔŋ ¯gœy	老实说
老百姓	ˏlou ¯bak ¯sɪŋ	
老到巢皮咪孟	ˏlou ¯dou ˌtsau ˌpei 'mi 'mɐŋ	皮皱皱的
卤制	ˏlou ¯dzɐi	
老骥伏枥	ˏlou ¯kei _fʊk 'lik	
卤素	ˏlou ¯sou	
老细	ˏlou ¯sɐi	老板
老衬	ˏlou ¯tsɐn	傻瓜，笨
卤菜	ˏlou ¯tsɔi	
老板	ˏlou ´ban	
老板娘	ˏlou ´ban ˌnœŋ	
老表	ˏlou ´biu	表亲
老鸨	ˏlou ´bou	
老点	ˏlou ´dim	作弄，胡吹，瞎骗
老祖	ˏlou ´dzou	祖先
老顶	ˏlou ´dɪŋ	老板，上司
老顶	ˏlou ´dɪŋ	老板，上司，最高层人员
老虎	ˏlou ´fu	
老虎公	ˏlou ´fu 'gʊŋ	公老虎
老虎仔	ˏlou ´fu ´dzɐi	小老虎
老虎乸	ˏlou ´fu ´na	母老虎
鲁凯族	ˏlou ´hɔi _dzʊk	
老妪	ˏlou ´jy	
卤味	ˏlou ´mei	酱肉，卤肉
老母	ˏlou ´mou	母亲，妈妈，妈
老死	ˏlou ´sei	
老死	ˏlou ´sei	老友，死党
老死不相往来	ˏlou ´sei 'bɐt 'sœŋ ˏwɔŋ ˌlɔi	
老鼠	ˏlou ´sy	
老鼠拉龟	ˏlou ´sy 'lai 'gwɐi	无计可施
老鼠窿	ˏlou ´sy 'lʊŋ	老鼠洞
老鼠货	ˏlou ´sy ¯fɔ	贼赃
卤水	ˏlou ´sœy	
卤水	ˏlou ´sœy	
老土	ˏlou ´tou	土气，过时，不时髦，不入时，不合时宜
老行专	ˏlou ˌhɔŋ 'dzyn	专家
老而不	ˏlou ˌji 'bɐt	老不正经，老而不死，老王八蛋
鲁鱼亥豕	ˏlou ˌjy _hɔi ´tsi	
老人痴呆	ˏlou ˌjɐn 'tsi ˌŋɔi	
老爷车	ˏlou ˌjɛ 'tsɛ	旧车，旧式的车
鲁莽	ˏlou ˌmɔŋ	
卤莽	ˏlou ˌmɔŋ	
鲁莽行事	ˏlou ˌmɔŋ ˌhɐŋ _si	
老泥	ˏlou ˌnɐi	汗垢
老朋友	ˏlou ˌpɐŋ ˏjɐu	
老婆仔	ˏlou ˌpɔ ´dzɐi	老婆
老前辈	ˏlou ˌtsin ¯bui	
老友	ˏlou ˏjɐu	老友，老朋友
老友记	ˏlou ˏjɐu ¯gei	老朋友，老兄，老相识
老嘢	ˏlou ˏjɛ	老家伙，老东西
姥姥	ˏlou ˏlou	
累积	ˏlœy 'dzik	
屡败屡战	ˏlœy _bai ˏlœy ¯dzin	
里便	ˏlœy _bin	里面，里边，里头
膂力	ˏlœy _lik	
膂力过人	ˏlœy _lik ¯gwɔ ˌjɐn	
磊落	ˏlœy _lɔk	
里面	ˏlœy _min	
垒上	ˏlœy _sœŋ	
垒上无人	ˏlœy _sœŋ ˌmou ˌjɐn	
垒上有人	ˏlœy _sœŋ ˏjɐu ˌjɐn	
屡战屡败	ˏlœy ¯dzin ˏlœy _bai	
累赘	ˏlœy ¯dzœy	
屡教不改	ˏlœy ¯gau 'bɐt ´gɔi	
屡见不鲜	ˏlœy ¯gin 'bɐt 'sin	
屡建奇功	ˏlœy ¯gin ˌkei 'gʊŋ	
旅客	ˏlœy ¯hak	
屡劝不听	ˏlœy ¯hyn 'bɐt 'tɪŋ	
屡试不爽	ˏlœy ¯si 'bɐt ´sɔŋ	
屡次	ˏlœy ¯tsi	
里底	ˏlœy ´dɐi	里面，里边，里头
旅馆	ˏlœy ´gun	
女首富	ˏlœy ´sɐu ¯fu	
旅行	ˏlœy ˌhɐŋ	
旅行团	ˏlœy ˌhɐŋ ˌtyn	
旅游	ˏlœy ˌjɐu	
旅游巴士	ˏlœy ˌjɐu 'ba ´si	
旅游巴士司机	ˏlœy ˌjɐu 'ba ´si 'si 'gei	
旅游业	ˏlœy ˌjɐu _jip	
旅游团队	ˏlœy ˌjɐu ˌtyn _dœy	
垒球	ˏlœy ˌkɐu	
垒球队	ˏlœy ˌkɐu _dœy	
