開放粵語詞典（耶魯拼音數字調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［耶魯拼音］	［國語解釋］
廿八歲	ya6 baat8 seui3	二十八歲
廿四	ya6 sei3	二十四
跴	yaai2	踩，騎（自行車等）
跴單車	yaai2 daan1 che1	騎自行車，騎腳踏車
喫	yaak8	吃
喫飯	yaak8 faan6	吃飯
曳曳	yai1 yai1	淘氣
曳	yai5	淘氣
曳貨	yai5 fo3	劣貨
曳嘢	yai5 ye5	次東西，次貨
曳到死	yai6 dou3 sei2	調皮得要命，淘氣得要命，非常頑皮
紝	yam1	劉海
陰	yam1	害，暗害，陰險
陰	yam1	暗害，算計
陰	yam1	陰險
陰暗	yam1 am3	
陰暗面	yam1 am3 min6	
陰差陽錯	yam1 cha1 yeung4 cho3	
欽差	yam1 chaai1	
陰沉	yam1 cham4	
陰沉沉	yam1 cham4 cham4	
欽賜	yam1 chi3	
陰晴	yam1 ching4	
陰晴不定	yam1 ching4 bat7 ding6	
陰蒂	yam1 dai3	
陰電	yam1 din6	
陰電子	yam1 din6 ji2	
陰道	yam1 dou6	
陰毒	yam1 duk9	惡毒，狠毒，陰險毒辣
陰府	yam1 fu2	
陰間	yam1 gaan1	
陰極	yam1 gik9	
陰功	yam1 gung1	殘忍，可憐，造孽
陰功鬼	yam1 gung1 gwai2	缺德鬼
陰狠	yam1 han2	
陰狠毒辣	yam1 han2 duk9 laat9	
陰莖	yam1 hang1	
陰核	yam1 hat9	
陰氣	yam1 hei3	
音響	yam1 heung2	
陰險	yam1 him2	
陰險毒辣	yam1 him2 duk9 laat9	
陰騭	yam1 jat7	缺德，造孽，虧心，陰毒
陰騭事	yam1 jat7 si6	虧心事，缺德事
陰溝	yam1 kau1	
陰溝裡翻船	yam1 kau1 leui5 faan1 syun4	
陰冷	yam1 laang5	
陰離子	yam1 lei4 ji2	
陰涼	yam1 leung4	
陰曆	yam1 lik9	
陰霾	yam1 maai4	
陰謀	yam1 mau4	
陰謀份子	yam1 mau4 fan6 ji2	
陰謀家	yam1 mau4 ga1	
陰毛	yam1 mou4	
音樂	yam1 ngok9	
音樂家	yam1 ngok9 ga1	
音樂團體	yam1 ngok9 tyun4 tai2	
音樂會	yam1 ngok9 wui2	
陰囊	yam1 nong4	
陰平	yam1 ping4	
欽佩	yam1 pui3	
陰山	yam1 saan1	
陰森	yam1 sam1	
陰森森	yam1 sam1 sam1	
陰濕	yam1 sap7	
陰濕	yam1 sap7	陰險，狡猾
陰壽	yam1 sau6	
陰聲細氣	yam1 seng1 sai3 hei3	小聲小氣，低聲細語，輕聲細氣，輕言細語
陰脣	yam1 seun4	
陰司紙	yam1 si1 ji2	紙錢，冥鈔
陰性	yam1 sing3	
陰性反應	yam1 sing3 faan2 ying3	
陰盛陽衰	yam1 sing6 yeung4 seui1	
陰天	yam1 tin1	
陰雲	yam1 wan4	
陰魂	yam1 wan4	
音韻	yam1 wan6	
陰陰暗暗	yam1 yam1 am3 am3	
陰陰沉沉	yam1 yam1 cham4 cham4	
陰人	yam1 yan4	算計別人，暗害別人
陰柔	yam1 yau4	
陰陽	yam1 yeung4	
陰陽家	yam1 yeung4 ga1	
陰陽怪氣	yam1 yeung4 gwaai3 hei3	
陰陽眼	yam1 yeung4 ngaan5	
陰陽人	yam1 yeung4 yan4	
陰影	yam1 ying2	
陰雨	yam1 yu5	
陰雨天	yam1 yu5 tin1	
陰月	yam1 yut9	
飲	yam2	喝
飲品	yam2 ban2	
飲杯	yam2 bui1	碰杯，喝一杯
飲茶	yam2 cha4	下館子
飲茶	yam2 cha4	喝茶
飲茶錢	yam2 cha4 chin2	酒飯錢
飲大咗	yam2 daai6 jo2	酒喝多了，喝醉了
飲大咗兩杯	yam2 daai6 jo2 leung5 bui1	喝醉
飲啖茶	yam2 daam6 cha4	喝口茶
飲啖水	yam2 daam6 seui2	喝口水
飲彈	yam2 daan6	
飲彈自盡	yam2 daan6 ji6 jeun6	
飲翻杯喇	yam2 faan1 bui1 la1	喝一杯吧
飲管	yam2 gun2	吸管
飲恨	yam2 han6	
飲恨而終	yam2 han6 yi4 jung1	
飲鴆止渴	yam2 jam6 ji2 hot8	
飲酒	yam2 jau2	喝酒
飲醉	yam2 jeui3	喝醉
飲醉酒	yam2 jeui3 jau2	喝醉了
飲醉咗	yam2 jeui3 jo2	喝醉了
飲料	yam2 liu6	
飲料店	yam2 liu6 dim3	
飲水	yam2 seui2	喝水
飲水機	yam2 seui2 gei1	
飲水思源	yam2 seui2 si1 yun4	
飲醇自醉	yam2 seun4 ji6 jeui3	
飲食	yam2 sik9	
飲食店	yam2 sik9 dim3	
飲食男女	yam2 sik9 naam4 neui5	
飲食失調	yam2 sik9 sat7 tiu4	
飲食業	yam2 sik9 yip9	
飲勝	yam2 sing3	乾杯
飲勝佢	yam2 sing3 keui5	幹了它，乾杯
飲傻仔水	yam2 so4 jai2 seui2	喝酒
飲筒	yam2 tung2	吸管
飲飲食食	yam2 yam2 sik9 sik9	吃吃喝喝
飲泣	yam2 yap7	
飲用	yam2 yung6	
飲用水	yam2 yung6 seui2	
窨井	yam3 jeng2	
淫賊	yam4 chaak9	
吟唱	yam4 cheung3	
淫蕩	yam4 dong6	
淫婦	yam4 fu5	
任何	yam4 ho4	
淫賤	yam4 jin6	
吟誦	yam4 jung6	
淫亂	yam4 lyun6	
任務	yam4 mou6	
吟哦	yam4 ngo4	
吟詩	yam4 si1	
吟詩作對	yam4 si1 jok8 deui3	
淫褻	yam4 sit8	
淫笑	yam4 siu3	
淫書	yam4 syu1	
淫威	yam4 wai1	
淫猥	yam4 wai2	
淫穢	yam4 wai3	
吟詠	yam4 wing6	
淫業	yam4 yip9	
霪雨	yam4 yu5	
淫慾	yam4 yuk9	
荏苒	yam5 yim5	
妊婦	yam6 fu5	
任揀唔嬲	yam6 gaan2 m4 nau1	隨便挑選也不在乎
衽金革	yam6 gam1 gaak8	
任職	yam6 jik7	
衽席	yam6 jik9	
任憑	yam6 pang4	
妊娠	yam6 san1	
妊孕	yam6 yan6	
姻婭	yan1 a3	
因循	yan1 cheun4	
因循守舊	yan1 cheun4 sau2 gau6	
因此	yan1 chi2	
因此之故	yan1 chi2 ji1 gu3	
恩賜	yan1 chi3	
恩情	yan1 ching4	
因材施教	yan1 choi4 si1 gaau3	
恩寵	yan1 chung2	
恩重如山	yan1 chung5 yu4 saan1	
因地制宜	yan1 dei6 jai3 yi4	
恩典	yan1 din2	
殷鑑	yan1 gaam3	
殷鑑不遠	yan1 gaam3 bat7 yun5	
因故	yan1 gu3	
因公殉職	yan1 gung1 seun1 jik7	
因果	yan1 gwo2	
因果報應	yan1 gwo2 bou3 ying3	
因果關係	yan1 gwo2 gwaan1 hai6	
因果論	yan1 gwo2 leun6	
因果律	yan1 gwo2 leut9	
因襲	yan1 jaap9	
因襲陳規	yan1 jaap9 chan4 kwai1	
恩將仇報	yan1 jeung1 sau4 bou3	
因之	yan1 ji1	
因子	yan1 ji2	
因住	yan1 jyu6	當心，小心
因住電親	yan1 jyu6 din6 chan1	當心觸電
因住凍親	yan1 jyu6 dung3 chan1	當心著涼，小心著涼
殷勤	yan1 kan4	
因陋就簡	yan1 lau6 jau6 gaan2	
因利乘便	yan1 lei6 sing4 bin6	
堙滅	yan1 mit9	
堙沒	yan1 mut9	
恩愛	yan1 oi3	
恩愛夫妻	yan1 oi3 fu1 chai1	
因勢利導	yan1 sai3 lei6 dou6	
甄審	yan1 sam2	
恩仇	yan1 sau4	
欣賞	yan1 seung2	
恩師	yan1 si1	
因時制宜	yan1 si4 jai3 yi4	
因式	yan1 sik7	
因式分解	yan1 sik7 fan1 gaai2	
因小失大	yan1 siu2 sat7 daai6	
因數	yan1 sou3	
因素	yan1 sou3	
因數分解	yan1 sou3 fan1 gaai2	
甄選	yan1 syun2	
甄選人才	yan1 syun2 yan4 choi4	
欣慰	yan1 wai3	
因為	yan1 wai6	
恩惠	yan1 wai6	
氤氳	yan1 wan1	
因禍得福	yan1 wo6 dak7 fuk7	
恩恩愛愛	yan1 yan1 oi3 oi3	
恩恩怨怨	yan1 yan1 yun3 yun3	
恩人	yan1 yan4	
因人成事	yan1 yan4 sing4 si6	
因人而異	yan1 yan4 yi4 yi6	
因由	yan1 yau4	
因由	yan1 yau4	原因
因而	yan1 yi4	
因應	yan1 ying3	
因噎廢食	yan1 yit8 fai3 sik9	
因雨取消	yan1 yu5 cheui2 siu1	
因雨延期	yan1 yu5 yin4 kei4	
恩怨	yan1 yun3	
因緣	yan1 yun4	
姻緣	yan1 yun4	
因緣際會	yan1 yun4 jai3 wui6	
隱蔽	yan2 bai3	
隱藏	yan2 chong4	
隱晦	yan2 fui3	
隱伏	yan2 fuk9	
隱居	yan2 geui1	
忍唔到	yan2 m4 dou2	忍不住
隱密	yan2 mat9	
隱名	yan2 ming4	
隱瞞	yan2 mun4	
忍耐	yan2 noi6	
忍心	yan2 sam1	
隱身	yan2 san1	
隱身術	yan2 san1 seut9	
忍受	yan2 sau6	
隱私	yan2 si1	
隱私權	yan2 si1 kyun4	
隱姓埋名	yan2 sing3 maai4 ming4	
隱退	yan2 teui3	
隱諱	yan2 wai5	
隱隱	yan2 yan2	
隱隱作痛	yan2 yan2 jok8 tung3	
隱隱約約	yan2 yan2 yeuk8 yeuk8	
隱約	yan2 yeuk8	
忍讓	yan2 yeung6	
隱形	yan2 ying4	
隱形眼鏡	yan2 ying4 ngaan5 geng3	
隱形人	yan2 ying4 yan4	
隱語	yan2 yu5	
隱喻	yan2 yu6	
印本	yan3 bun2	
印刷	yan3 chaat8	
印刷品	yan3 chaat8 ban2	
印刷廠	yan3 chaat8 chong2	
印刷機	yan3 chaat8 gei1	
印刷術	yan3 chaat8 seut9	
印刷體	yan3 chaat8 tai2	
印刷業	yan3 chaat8 yip9	
印出	yan3 cheut7	
印度教	yan3 dou6 gaau3	
印度豹	yan3 dou6 paau3	
印度人	yan3 dou6 yan4	
印花	yan3 fa1	
印花稅	yan3 fa1 seui3	
印發	yan3 faat8	
印鑑	yan3 gaam3	
印記	yan3 gei3	
印痕	yan3 han6	
印章	yan3 jeung1	
印象	yan3 jeung6	
印象主義	yan3 jeung6 jyu2 yi6	
印證	yan3 jing3	
印模	yan3 mou4	
印泥	yan3 nai4	
印尼人	yan3 nei4 yan4	
印綬	yan3 sau6	
印染	yan3 yim5	
印傭	yan3 yung4	印尼傭人
人辦	yan4 baan2	樣版，榜樣
人不犯我，我不犯人	yan4 bat7 faan6 ngo5 ngo5 bat7 faan6 yan4	
人不犯我，我不犯人，人若犯我，我必犯人	yan4 bat7 faan6 ngo5 ngo5 bat7 faan6 yan4 yan4 yeuk9 faan6 ngo5 ngo5 bit7 faan6 yan4	
人不可貌相	yan4 bat7 ho2 maau6 seung3	
人不可貌相，海不可斗量	yan4 bat7 ho2 maau6 seung3 hoi2 bat7 ho2 dau2 leung4	
人不知鬼不覺	yan4 bat7 ji1 gwai2 bat7 gok8	
人不為己，天誅地滅	yan4 bat7 wai4 gei2 tin1 jyu1 dei6 mit9	
人比人氣死人	yan4 bei2 yan4 hei3 sei2 yan4	
仁慈	yan4 chi4	
人稱	yan4 ching1	
人稱代名詞	yan4 ching1 doi6 ming4 chi4	
人才	yan4 choi4	
仁弟	yan4 dai6	
仁德	yan4 dak7	
人哋	yan4 dei6	人家，別人
人道	yan4 dou6	
人道精神	yan4 dou6 jing1 san4	
人道主義	yan4 dou6 jyu2 yi6	
人非草木	yan4 fei1 chou2 muk9	
人非聖賢，孰能無過	yan4 fei1 sing3 yin4 suk9 nang4 mou4 gwo3	
人逢喜事精神爽	yan4 fung4 hei2 si5 jing1 san4 song2	
人間	yan4 gaan1	
人間地獄	yan4 gaan1 dei6 yuk9	
人間仙境	yan4 gaan1 sin1 ging2	
人間天堂	yan4 gaan1 tin1 tong4	
人軋人	yan4 gaat8 yan4	
人見人愛	yan4 gin3 yan4 oi3	
人工	yan4 gung1	工資
人客	yan4 haak8	客人
人喊馬嘶	yan4 haam3 ma5 sai1	
人行道	yan4 haang4 dou6	
人口	yan4 hau2	
仁厚	yan4 hau5	
人氣	yan4 hei3	
仁兄	yan4 hing1	
人仔	yan4 jai2	人民幣
人際	yan4 jai3	
人際關係	yan4 jai3 gwaan1 hai6	
仁者	yan4 je2	
仁者见仁，智者見智	yan4 je2 gin3 yan4 ji3 je2 gin3 ji3	
仁者無敵	yan4 je2 mou4 dik9	
人盡可夫	yan4 jeun6 ho2 fu1	
人之將死，其言也善	yan4 ji1 jeung1 sei2 kei4 yin4 ya5 sin6	
人之常情	yan4 ji1 seung4 ching4	
人質	yan4 ji3	
仁至義盡	yan4 ji3 yi6 jeun6	
人在福中不知福	yan4 joi6 fuk7 jung1 bat7 ji1 fuk7	
人造	yan4 jou6	
人造纖維	yan4 jou6 chim1 wai4	
人造絲	yan4 jou6 si1	
人造衛星	yan4 jou6 wai6 sing1	
人中	yan4 jung1	
人群	yan4 kwan4	
人權	yan4 kyun4	
人類	yan4 leui6	
人類學	yan4 leui6 hok9	
人類學家	yan4 leui6 hok9 ga1	
人龍	yan4 lung4	隊排得很長
人唔似人，鬼唔似鬼	yan4 m4 chi5 yan4 gwai2 m4 chi5 gwai2	落魄
人馬	yan4 ma5	
人民	yan4 man4	
人民幣	yan4 man4 bai6	
仁民愛物	yan4 man4 oi3 mat9	
人物	yan4 mat9	
人物誌	yan4 mat9 ji3	
人面獸心	yan4 min6 sau3 sam1	
人面桃花	yan4 min6 tou4 fa1	
人無千日好	yan4 mou4 chin1 yat9 hou2	
人無千日好，花無百日紅	yan4 mou4 chin1 yat9 hou2 fa1 mou4 baak8 yat9 hung4	
仁愛	yan4 oi3	
人怕噅， 米怕篩	yan4 pa3 ngai1 mai5 pa3 sai1	人怕別人多次懇求，人就怕被人哀求
人細鬼大	yan4 sai3 gwai2 daai6	人小鬼大，人小點子多
人參	yan4 sam1	
仁心	yan4 sam1	
人心不足蛇吞象	yan4 sam1 bat7 juk7 se4 tan1 jeung6	
仁心仁術	yan4 sam1 yan4 seut9	
人身攻擊	yan4 san1 gung1 gik7	
人生	yan4 sang1	
人生觀	yan4 sang1 gun1	
人生路不熟	yan4 sang1 lou6 bat7 suk9	
人生舞台	yan4 sang1 mou5 toi4	
人生意義	yan4 sang1 yi3 yi6	
人生如朝露	yan4 sang1 yu4 jiu1 lou6	
人生如夢	yan4 sang1 yu4 mung6	
人蛇	yan4 se4	水路偷渡者，非法入境者
人衰行路打倒褪	yan4 seui1 haang4 lou6 da2 dou2 tan3	人倒霉，走路都摔跤
仁術	yan4 seut9	
人數	yan4 sou3	
人選	yan4 syun2	
人算不如天算	yan4 syun3 bat7 yu4 tin1 syun3	
人體	yan4 tai2	
人頭	yan4 tau4	
人頭豬腦	yan4 tau4 jyu1 nou5	蠢笨
人頭稅	yan4 tau4 seui3	
人頭湧湧	yan4 tau4 yung2 yung2	人山人海
人寰	yan4 waan4	
人為財死，鳥為食亡	yan4 wai4 choi4 sei2 niu5 wai4 sik9 mong4	
人為刀俎	yan4 wai4 dou1 jo2	
人為萬物之靈	yan4 wai4 maan6 mat9 ji1 ling4	
人云亦云	yan4 wan4 yik9 wan4	
仁人	yan4 yan4	
仁人君子	yan4 yan4 gwan1 ji2	
仁人志士	yan4 yan4 ji3 si6	
人有我有	yan4 yau5 ngo5 yau5	人家有的我也有
仁義	yan4 yi6	
仁義道德	yan4 yi6 dou6 dak7	
仁義禮智信	yan4 yi6 lai5 ji3 seun3	
仁言利博	yan4 yin4 lei6 bok8	
人慾橫流	yan4 yuk9 waang4 lau4	
人員	yan4 yun4	
人猿	yan4 yun4	
引爆	yan5 baau3	
引發	yan5 faat8	
引咎辭職	yan5 gau3 chi4 jik7	
引誘	yan5 yau5	
引用	yan5 yung6	
引用文	yan5 yung6 man4	
孕婦	yan6 fu5	
紉針	yan6 jam1	
韌性	yan6 sing3	
孕育	yan6 yuk9	
泣不成聲	yap7 bat7 sing4 sing1	
翕動	yap7 dung6	
翕眼	yap7 ngaan5	眨眼
悒鬱	yap7 wat7	
熠熠閃爍	yap7 yap7 sim2 seuk8	
入	yap9	進
入不敷出	yap9 bat7 fu1 cheut7	
入便	yap9 bin6	裡面，裡頭，裡邊
入侵	yap9 cham1	
入秋	yap9 chau1	
入場	yap9 cheung4	
入錢	yap9 chin2	存錢
入黨	yap9 dong2	
入伙	yap9 fo2	入住
入貨	yap9 fo3	進貨，買進
入境	yap9 ging2	
入境隨俗	yap9 ging2 cheui4 juk9	
入境簽證	yap9 ging2 chim1 jing3	
入境證	yap9 ging2 jing3	
入境問俗	yap9 ging2 man6 juk9	
入境問俗，入鄉隨俗	yap9 ging2 man6 juk9 yap9 heung1 cheui4 juk9	
入境手續	yap9 ging2 sau2 juk9	
入口	yap9 hau2	
入口即化	yap9 hau2 jik7 fa3	
入去	yap9 heui3	進去
入鄉隨俗	yap9 heung1 cheui4 juk9	
入閘口	yap9 jaap9 hau2	進剪票口
入蟄	yap9 jat9	
入樽	yap9 jeun1	扣籃，灌籃，進球，投籃
入嚟	yap9 lei4	進來
入嚟啦	yap9 lei4 la1	進來吧，請進
入殮	yap9 lim5	
入面	yap9 min6	裡面
入魔	yap9 mo1	
入門	yap9 mun4	
入伍	yap9 ng5	
入聲	yap9 sing1	
入數	yap9 sou3	入賬
入選	yap9 syun2	
入土為安	yap9 tou2 wai4 on1	
入圍	yap9 wai4	
入闈	yap9 wai4	
入獄	yap9 yuk9	
入院	yap9 yun6	
一敗塗地	yat7 baai6 tou4 dei6	
一百	yat7 baak8	
一飽口福	yat7 baau2 hau2 fuk7	
一飽眼福	yat7 baau2 ngaan5 fuk7	
一飽耳福	yat7 baau2 yi5 fuk7	
一不做二不休	yat7 bat7 jou6 yi6 bat7 yau1	
一筆勾銷	yat7 bat7 ngau1 siu1	
一不小心	yat7 bat7 siu2 sam1	
一臂之力	yat7 bei3 ji1 lik9	
一鼻孔出氣	yat7 bei6 hung2 cheut7 hei3	
一病不起	yat7 beng6 bat7 hei2	
一邊倒	yat7 bin1 dou2	
一便	yat7 bin6	一邊，一頭
一便…，一便…	yat7 bin6 yat7 bin6	一邊…，一邊…
一表人才	yat7 biu2 yan4 choi4	
一表人材	yat7 biu2 yan4 choi4	
一波未平	yat7 bo1 mei6 ping4	
一波三折	yat7 bo1 saam1 jit8	
一波又起	yat7 bo1 yau6 hei2	
一步登天	yat7 bou6 dang1 tin1	
一部分	yat7 bou6 fan6	
一輩	yat7 bui3	
一曝十寒	yat7 buk9 sap9 hon4	
一般	yat7 bun1	
一般情形	yat7 bun1 ching4 ying4	
一般嘅	yat7 bun1 ge3	一般的
一般狀況	yat7 bun1 jong6 fong3	
一般嚟講	yat7 bun1 lei4 gong2	一般來說
一般常識	yat7 bun1 seung4 sik7	
一般性	yat7 bun1 sing3	
一般人	yat7 bun1 yan4	
一般而言	yat7 bun1 yi4 yin4	
一本正經	yat7 bun2 jing3 ging1	
一本萬利	yat7 bun2 maan6 lei6	
一妻多夫	yat7 chai1 do1 fu1	
一妻多夫制	yat7 chai1 do1 fu1 jai3	
一妻制	yat7 chai1 jai3	
一切	yat7 chai3	
一齊	yat7 chai4	一起
一親芳澤	yat7 chan1 fong1 jaak9	
一塵不染	yat7 chan4 bat7 yim5	
一揪一掕	yat7 chau1 yat7 lang3	一串串的，一包一袋
一籌莫展	yat7 chau4 mok9 jin2	
一場兄弟	yat7 cheung4 hing1 dai6	兄弟一場
一次	yat7 chi3	
一次過	yat7 chi3 gwo3	一次性，就一次，一下兒，一次為止，下不為例
一池秋水	yat7 chi4 chau1 seui2	
一池春水	yat7 chi4 cheun1 seui2	
一清二白	yat7 ching1 yi6 baak9	
一清二楚	yat7 ching1 yi6 cho2	
一清如水	yat7 ching1 yu4 seui2	
一錯再錯	yat7 cho3 joi3 cho3	
一觸即發	yat7 chuk7 jik7 faat8	
一蹴而就	yat7 chuk7 yi4 jau6	
一柱擎天	yat7 chyu5 king4 tin1	
一寸光陰一寸金	yat7 chyun3 gwong1 yam1 yat7 chyun3 gam1	
一登龍門	yat7 dang1 lung4 mun4	
一等兵	yat7 dang2 bing1	
一等艙	yat7 dang2 chong1	
一對多	yat7 deui3 do1	
一對一	yat7 deui3 yat7	
一啲都唔	yat7 di1 dou1 m4	一點也不
一啲都唔知	yat7 di1 dou1 m4 ji1	一點也不知道
一點鐘	yat7 dim2 jung1	
一點一滴	yat7 dim2 yat7 dik7	
一丁不識	yat7 ding1 bat7 sik7	
一丁點	yat7 ding1 dim2	
一定	yat7 ding6	
一跌再跌	yat7 dit8 joi3 dit8	
一代	yat7 doi6	
一代不如一代	yat7 doi6 bat7 yu4 yat7 doi6	
一代豪傑	yat7 doi6 hou4 git9	
一代新人換舊人	yat7 doi6 san1 yan4 wun6 gau6 yan4	
一代英豪	yat7 doi6 ying1 hou4	
一黨制	yat7 dong2 jai3	
一刀兩斷	yat7 dou1 leung5 dyun6	
一督就穿	yat7 duk7 jau6 chyun1	一戳就破
一動不動	yat7 dung6 bat7 dung6	
一動不如一靜	yat7 dung6 bat7 yu4 yat7 jing6	
一戙都冇	yat7 dung6 dou1 mou5	一文不值，一錢不值，毫無辦法，
一番苦心	yat7 faan1 fu2 sam1	
一反常態	yat7 faan2 seung4 taai3	
一帆風順	yat7 faan4 fung1 seun6	
一發不可收拾	yat7 faat8 bat7 ho2 sau1 sap9	
一髮千鈞	yat7 faat8 chin1 gwan1	
一分錢一分貨	yat7 fan1 chin4 yat7 fan1 fo3	
一分為二	yat7 fan1 wai4 yi6	
一分一秒	yat7 fan1 yat7 miu5	
一飛沖天	yat7 fei1 chung1 tin1	
一方面	yat7 fong1 min6	
一房一廳	yat7 fong4 yat7 ting1	
一呼百應	yat7 fu1 baak8 ying3	
一夫多妻	yat7 fu1 do1 chai1	
一夫當關	yat7 fu1 dong1 gwaan1	
一夫一妻	yat7 fu1 yat7 chai1	
一夫一妻制	yat7 fu1 yat7 chai1 jai3	
一家大小	yat7 ga1 daai6 siu2	
一家之主	yat7 ga1 ji1 jyu2	
一家人	yat7 ga1 yan4	
一較高下	yat7 gaau3 gou1 ha6	
一拮就穿	yat7 gat7 jau6 chyun1	一戳就破
一己之見	yat7 gei2 ji1 gin3	
一己之私	yat7 gei2 ji1 si1	
一技之長	yat7 gei6 ji1 cheung4	
一頸血	yat7 geng2 hyut8	傷亡慘重，宰人一筆
一舉兩得	yat7 geui2 leung5 dak7	
一舉成名	yat7 geui2 sing4 ming4	
一舉一動	yat7 geui2 yat7 dung6	
一句講晒	yat7 geui3 gong2 saai3	總括而言
一句話都唔聲	yat7 geui3 wa2 dou1 m4 seng1	一句話都不說
一腳踢	yat7 geuk8 tek8	獨自幹某事，沒有助手，一手包辦，一力承擔，包攬一切，包幹，包攪，通通，全包了
一腳踢開	yat7 geuk8 tek8 hoi1	
一見鍾情	yat7 gin3 jung1 ching4	
一見傾心	yat7 gin3 king1 sam1	
一見如故	yat7 gin3 yu4 gu3	
一個	yat7 go3	
一個巴掌拍不響	yat7 go3 ba1 jeung2 paak8 bat7 heung2	
一個崩	yat7 go3 bang1	一個子兒，一分錢
一個餅印	yat7 go3 beng2 yan3	完全相同，一個樣兒，一模一樣
一個啫	yat7 go3 je1	一個而已
一個字	yat7 go3 ji6	五分鍾
一個做好，一個做醜	yat7 go3 jou6 hou2 yat7 go3 jou6 chau2	一個唱紅臉，一個唱白臉
一個蘿蔔一個坑	yat7 go3 lo4 baak9 yat7 go3 haang1	
一個頭兩個大	yat7 go3 tau4 leung5 go3 daai6	
一個人	yat7 go3 yan4	
一乾二淨	yat7 gon1 yi6 jing6	
一鼓作氣	yat7 gu2 jok8 hei3	
一官半職	yat7 gun1 bun3 jik7	
一貫	yat7 gun3	
一共	yat7 gung6	
一骨碌	yat7 gwat7 luk7	
一國之君	yat7 gwok8 ji1 gwan1	
一國之主	yat7 gwok8 ji1 jyu2	
一國兩制	yat7 gwok8 leung5 jai3	
一吓	yat7 ha5	一下子，突然，稍不經意
一係	yat7 hai6	要麼，或者，還是
一刻千金	yat7 hak7 chin1 gam1	
一口價	yat7 hau2 ga3	實價，言無二價，鐵價不二
一氣呵成	yat7 hei3 ho1 sing4	
一氣之下	yat7 hei3 ji1 ha6	
一去不返	yat7 heui3 bat7 faan2	
一去不復返	yat7 heui3 bat7 fuk9 faan2	
一向	yat7 heung3	
一竅不通	yat7 hiu3 bat7 tung1	
一學就識	yat7 hok9 jau6 sik7	一學便會
一腔熱血	yat7 hong1 yit9 hyut8	
一腔熱誠	yat7 hong1 yit9 sing4	
一齋兩雜	yat7 jaai1 leung5 jaap9	兩葷一素
一齋三雜	yat7 jaai1 saam1 jaap9	三葷一素
一擲千金	yat7 jaak9 chin1 gam1	
一針見血	yat7 jam1 gin3 hyut8	
一陣	yat7 jan6	一回兒，一陣子
一陣間	yat7 jan6 gaan1	一會兒，待一會兒
一隻屐	yat7 jek8 kek9	垂頭喪氣
一醉解千愁	yat7 jeui3 gaai2 chin1 sau4	
一將功成萬骨枯	yat7 jeung3 gung1 sing4 maan6 gwat7 fu1	
一知半解	yat7 ji1 bun3 gaai2	
一枝獨秀	yat7 ji1 duk9 sau3	
一枝公	yat7 ji1 gung1	一個人
一枝之棲	yat7 ji1 ji1 chai1	
一紙空文	yat7 ji2 hung1 man4	
一致	yat7 ji3	
一致性	yat7 ji3 sing3	
一字不差	yat7 ji6 bat7 cha1	
一字不漏	yat7 ji6 bat7 lau6	
一字不識	yat7 ji6 bat7 sik7	
一字千金	yat7 ji6 chin1 gam1	
一字之差	yat7 ji6 ji1 cha1	
一字之師	yat7 ji6 ji1 si1	
一直行	yat7 jik9 haang4	一直走，直走
一直去	yat7 jik9 heui3	一直走，直走
一席之地	yat7 jik9 ji1 dei6	
一夕之間	yat7 jik9 ji1 gaan1	
一展身手	yat7 jin2 san1 sau2	
一箭雙雕	yat7 jin3 seung1 diu1	
一怔	yat7 jing1	
一朝被蛇咬	yat7 jiu1 bei6 se4 ngaau5	
一招半式	yat7 jiu1 bun3 sik7	
一朝天子一朝臣	yat7 jiu1 tin1 ji2 yat7 jiu1 san4	
一朝一夕	yat7 jiu1 yat7 jik9	
一再	yat7 joi3	
一早	yat7 jou2	早就，老早，很久以前
一竹篙打晒一船人	yat7 juk7 gou1 da2 saai3 yat7 syun4 yan4	以偏蓋全
一竹篙揇咗一船人	yat7 juk7 gou1 naam5 jo2 yat7 syun4 yan4	一竹竿打了一船人
一住…一住…	yat7 jyu6 yat7 jyu6	邊…邊…，一邊…一邊…
一轉眼	yat7 jyun2 ngaan5	
一瘸一拐	yat7 ke4 yat7 gwaai2	
一概	yat7 koi3	
一概而論	yat7 koi3 yi4 leun6	
一窮二白	yat7 kung4 yi6 baak9	
一窺究竟	yat7 kwai1 gau3 ging2	
一蹶不振	yat7 kyut8 bat7 jan3	
一決雌雄	yat7 kyut8 chi1 hung4	
一決勝負	yat7 kyut8 sing3 fu6	
一覽	yat7 laam4	
一覽表	yat7 laam4 biu2	
一覽無遺	yat7 laam5 mou4 wai4	
一溜煙	yat7 lau6 yin1	
一了百了	yat7 liu5 baak8 liu5	
一落千丈	yat7 lok9 chin1 jeung6	
一勞永逸	yat7 lou4 wing5 yat9	
一路	yat7 lou6	一直，一向，一貫
一路都有	yat7 lou6 dou1 yau5	一直都有
一路平安	yat7 lou6 ping4 on1	
一路順風	yat7 lou6 seun6 fung1	
一路上	yat7 lou6 seung6	
一路…一路…	yat7 lou6 yat7 lou6	一邊…一邊…
一路以為	yat7 lou6 yi5 wai4	一直以為
一馬當先	yat7 ma5 dong1 sin1	
