开放粤语词典（耶鲁拼音数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［耶鲁拼音］	［国语解释］
事态	si6 taai3	
士挞胆	si6 taat7 daam2	启辉器，起动器
事头	si6 tau2	老板
事头婆	si6 tau4 po4	老板娘
莳田	si6 tin4	插秧
视听	si6 ting1	
仕途	si6 tou4	
侍童	si6 tung4	
仕宦	si6 waan6	
示威	si6 wai1	
示威游行	si6 wai1 yau4 hang4	
侍卫	si6 wai6	
侍卫长	si6 wai6 jeung2	
视阈	si6 wik9	
豉油	si6 yau4	酱油
豉油碟	si6 yau4 dip9	酱油碟子
豉油樽	si6 yau4 jeun1	酱油瓶
视野	si6 ye5	
视若无睹	si6 yeuk9 mou4 dou2	
视若无人	si6 yeuk9 mou4 yan4	
示意	si6 yi3	
事宜	si6 yi4	
视而不见	si6 yi4 bat7 gin3	
事已如此	si6 yi5 yu4 chi2	
侍应	si6 ying3	服务员
事业	si6 yip9	
事业心	si6 yip9 sam1	
事与愿违	si6 yun6 wai4	
识	sik7	会，能够
识	sik7	认识
饰品	sik7 ban2	
识辨	sik7 bin6	
惜别	sik7 bit9	
识别	sik7 bit9	
识别字	sik7 bit9 ji6	
识别证	sik7 bit9 jing3	
识别力	sik7 bit9 lik9	
识别码	sik7 bit9 ma5	
识趣	sik7 cheui3	
色情	sik7 ching4	
色情电影	sik7 ching4 din6 ying2	
色情行业	sik7 ching4 hong4 yip9	
色情杂志	sik7 ching4 jaap9 ji3	
色情片	sik7 ching4 pin2	
色彩	sik7 choi2	
色彩学	sik7 choi2 hok9	
识穿	sik7 chyun1	识破
识得	sik7 dak7	认得，认识，懂得
熄灯	sik7 dang1	关灯
识啲啲扮老师	sik7 di1 di1 baan6 lou5 si1	会一点点就以为自己可以当教师了
识啲唔识啲	sik7 di1 m4 sik7 di1	一知半解，似懂非懂，又会又不会
色调	sik7 diu6	
识多见广	sik7 do1 gin3 gwong2	
适当	sik7 dong3	
色度	sik7 dou6	
色度计	sik7 dou6 gai3	
释放	sik7 fong3	
媳妇	sik7 fu5	
熄机	sik7 gei1	关机，把机器关掉
识见	sik7 gin3	
识讲	sik7 gong2	会说
识讲嘢	sik7 gong2 ye5	口若悬河，能言善辩
色鬼	sik7 gwai2	
色系	sik7 hai6	
息口	sik7 hau2	利息
色泽	sik7 jaak9	
识字	sik7 ji6	
识字班	sik7 ji6 baan1	
识字率	sik7 ji6 leut9	
色即是空	sik7 jik7 si6 hung1	
适值	sik7 jik9	正好
色厉内荏	sik7 lai6 noi6 yam5	
拭泪	sik7 leui6	
淅沥沥	sik7 lik7 lik7	
色狼	sik7 long4	
识捞	sik7 lou1	会挣钱，会钻营，会往上爬
识路	sik7 lou6	认识路
色盲	sik7 maang4	
色盲症	sik7 maang4 jing3	
饰物	sik7 mat9	
熄灭	sik7 mit9	
色目人	sik7 muk9 yan4	
拭目以待	sik7 muk9 yi5 doi6	
识谂	sik7 nam2	会想、会动脑
息怒	sik7 nou6	
识朋友	sik7 pang4 yau5	交朋友
识破	sik7 po3	
色水	sik7 seui2	颜色，色泽
识相	sik7 seung3	
蟋蟀	sik7 seut7	
熄匙	sik7 si4	把引擎关掉
识时务	sik7 si4 mou6	
识时务者为俊杰	sik7 si4 mou6 je2 wai4 jeun3 git8	
色士风	sik7 si6 fung1	萨克斯风，萨克斯管
识识哋	sik7 sik7 dei2	会一点
息息相关	sik7 sik7 seung1 gwaan1	
识食	sik7 sik9	会吃
识性	sik7 sing3	懂事，有出息
识少少扮代表	sik7 siu2 siu2 baan6 doi6 biu2	自作聪明，自以为是
色素	sik7 sou3	
色素体	sik7 sou3 tai2	
识叹	sik7 taan3	会享受，懂得享受
识弹唔识唱	sik7 taan4 m4 sik7 cheung3	只会说不会做
识睇	sik7 tai2	看得懂
识听	sik7 teng1	听得懂
识途老马	sik7 tou4 lou5 ma5	
识饮识食	sik7 yam2 sik7 sik9	会吃会喝，懂得吃喝
识人要带眼	sik7 yan4 yiu3 daai3 ngaan5	交友要分清好人坏人，交友要善于辨别好人坏人
昔日	sik7 yat9	
识游水	sik7 yau4 seui2	会游泳
蜥蜴	sik7 yik9	
适应	sik7 ying3	
识认	sik7 ying6	标记，特殊的记号
色欲	sik7 yuk9	
食	sik9	吃
食霸王饭	sik9 ba3 wong4 faan6	吃饭不付钱
食饱	sik9 baau2	吃饱
食饱未	sik9 baau2 mei6	吃饱了吗？
食品	sik9 ban2	
食品厂	sik9 ban2 chong2	
食品店	sik9 ban2 dim3	
食品工业	sik9 ban2 gung1 yip9	
食品商	sik9 ban2 seung1	
食品卫生	sik9 ban2 wai6 sang1	
食品业	sik9 ban2 yip9	
食品业者	sik9 ban2 yip9 je2	
食不充饥	sik9 bat7 chung1 gei1	
食不知味	sik9 bat7 ji1 mei6	
食餐便饭	sik9 chaan1 bin6 faan6	吃个便饭
食餐冇餸饭	sik9 chaan1 mou5 sung3 faan3	吃个便饭
食七咁食	sik9 chat7 gam3 sik9	狼吞虎咽
食翅	sik9 chi3	吃鱼翅
食前方丈	sik9 ching4 fong1 jeung6	
食错药	sik9 cho3 yeuk9	吃错药
食得咸鱼抵得渴	sik9 dak7 haam4 yu4 dai2 dak7 hot8	敢做敢当
食得咸鱼就要抵得渴	sik9 dak7 haam4 yu4 jau6 yiu3 dai2 dak7 hot8	敢做敢当
食得落	sik9 dak7 lok9	吃得下
食得唔好嘥	sik9 dak7 mou2 saai1	别暴殄天物
食到嗒嗒声	sik9 dou3 daap7 daap7 seng1	吃得津津有味
食道	sik9 dou6	
食道癌	sik9 dou6 ngaam4	
食翻餐劲嘅	sik9 faan1 chaan1 ging6 ge3	吃大餐
食饭	sik9 faan6	吃饭
食饭台	sik9 faan6 toi2	餐桌
食古不化	sik9 gu2 bat7 fa3	
食谷种	sik9 guk7 jung2	吃老本
食管	sik9 gun2	
食管癌	sik9 gun2 ngaam4	
食闲口	sik9 haan4 hau2	吃零食
食口立湿	sik9 hau2 lap9 sap7	吃零食
食斋	sik9 jaai1	吃素
食杂	sik9 jaap9	吃荤
食滞	sik9 jai6	消化不良，吃腻了
食滞咗	sik9 jai6 jo2	吃腻了
食指	sik9 ji2	
食指浩繁	sik9 ji2 hou6 faan4	
食咗	sik9 jo2	吃了
食早餐	sik9 jou2 chaan1	吃早餐
食粥	sik9 juk7	喝粥，吃稀饭
食量	sik9 leung6	
食唔饱	sik9 m4 baau2	吃不饱
食唔切	sik9 m4 chit8	来不及吃
食唔落	sik9 m4 lok9	吃不下
食唔安瞓唔落	sik9 m4 on1 fan3 m4 lok9	吃不好睡不着
食唔晒	sik9 m4 saai3	吃不完
食埋	sik9 maai4	吃完
食晚饭	sik9 maan5 faan6	吃晚饭
食猫面	sik9 maau1 min6	挨骂
食物	sik9 mat9	
食物店	sik9 mat9 dim3	
食物中毒	sik9 mat9 jung3 duk9	
食物链	sik9 mat9 lin4	
食无求饱	sik9 mou4 kau4 baau2	
食懵咗	sik9 mung2 jo2	傻了，疯了，糊涂了
食晏	sik9 ngaan3	吃午饭
食晏仔	sik9 ngaan3 jai2	吃午饭
食蚁兽	sik9 ngai5 sau3	
食姩	sik9 nin1	吃奶
食柠檬	sik9 ning4 mung1	被拒绝，碰一鼻子灰
食脑	sik9 nou5	动脑筋，用脑力，用脑袋去想
食谱	sik9 pou2	
食晒	sik9 saai3	吃掉，吃光
食西北风	sik9 sai1 bak7 fung1	喝西北风
食塞米	sik9 sak7 mai5	白吃饭
食死猫	sik9 sei2 maau1	吃哑巴亏
食水太深	sik9 seui2 taai3 sam1	要价太高
食肆	sik9 si3	餐馆
食色性也	sik9 sik7 sing3 ya5	
食消夜	sik9 siu1 ye2	吃夜宵，吃宵夜
食…送…	sik9 sung3	就着吃，搭配着吃，…就…，用…下…
食堂	sik9 tong4	
食皇家饭	sik9 wong4 ga1 faan6	坐牢，进监狱
食碗面反碗底	sik9 wun2 min2 faan2 wun2 dai2	吃里扒外，恩将仇报
食人	sik9 yan4	
食人族	sik9 yan4 juk9	
食油	sik9 yau4	
食嘢	sik9 ye5	吃东西
食药	sik9 yeuk9	吃药
食盐	sik9 yim4	
食盐仲多过你食米	sik9 yim4 jung6 do1 gwo3 nei5 sik9 mai5	过的桥比你走的路还多
食烟	sik9 yin1	抽烟
食烟仔	sik9 yin1 jai2	抽烟，抽香烟
食言	sik9 yin4	
食言而肥	sik9 yin4 yi4 fei4	
食欲	sik9 yuk9	
食欲	sik9 yuk9	
食欲不佳	sik9 yuk9 bat7 gaai1	
食欲不振	sik9 yuk9 bat7 jan3	
食用	sik9 yung6	
食用盐	sik9 yung6 yim4	
闪避	sim2 bei6	
闪电	sim2 din6	
闪电	sim2 din6	打闪
闪电战	sim2 din6 jin3	
闪躲	sim2 do2	
闪过	sim2 gwo3	
闪光	sim2 gwong1	
闪光灯	sim2 gwong1 dang1	
闪开	sim2 hoi1	
闪亮	sim2 leung6	
闪身	sim2 san1	
闪闪	sim2 sim2	
闪闪发光	sim2 sim2 faat8 gwong1	
闪闪吓	sim2 sim2 ha5	闪着
闪闪炩	sim2 sim2 ling3	闪烁，亮光光，闪闪发亮
闪闪缩缩	sim2 sim2 suk7 suk7	鬼鬼祟祟，躲躲闪闪，怕人看见
闪缩	sim2 suk7	鬼祟
闪耀	sim2 yiu6	
蟾蜍	sim4 cheui4	
禅定	sim4 ding6	
禅房	sim4 fong4	
禅机	sim4 gei1	
蟾宫	sim4 gung1	
禅学	sim4 hok9	
禅杖	sim4 jeung6	
禅寺	sim4 ji6	
禅寂	sim4 jik9	
禅宗	sim4 jung1	
禅理	sim4 lei5	
禅心	sim4 sam1	
禅师	sim4 si1	
禅思	sim4 si1	
禅堂	sim4 tong4	
禅义	sim4 yi6	
禅院	sim4 yun6	
赡养费	sim6 yeung5 fai3	
先	sin1	才，再
先秦	sin1 cheun4	
鲜彩	sin1 choi2	
先得	sin1 dak7	才好，才行
先睹为快	sin1 dou2 wai4 faai3	
鲜度	sin1 dou6	
鲜花	sin1 fa1	
先发制人	sin1 faat8 jai3 yan4	
先锋	sin1 fung1	
先见之明	sin1 gin3 ji1 ming4	
仙境	sin1 ging2	
先嗰排	sin1 go2 paai2	前些日子
鲜果	sin1 gwo2	
先行	sin1 hang4	
先行者	sin1 hang4 je2	
仙鹤	sin1 hok9	
鲜红	sin1 hung4	
鲜红色	sin1 hung4 sik7	
鲜血	sin1 hyut8	
鲜血淋漓	sin1 hyut8 lam4 lei4	
先进	sin1 jeun3	
先知	sin1 ji1	
先至	sin1 ji3	才，再
先至唔会	sin1 ji3 m4 wui5	才不会
先祖	sin1 jou2	
先驱	sin1 keui1	
先礼后兵	sin1 lai5 hau6 bing1	
鲜丽	sin1 lai6	
鲜亮	sin1 leung6	
鲜绿	sin1 luk9	
鲜绿色	sin1 luk9 sik7	
先晚	sin1 maan5	前晚
鲜美	sin1 mei5	
鲜味	sin1 mei6	
鲜明	sin1 ming4	
鲜明对比	sin1 ming4 deui3 bei2	
鲜奶	sin1 naai5	
鲜奶油	sin1 naai5 yau4	
鲜嫩	sin1 nyun6	
先排	sin1 paai2	前些时候
先生	sin1 saang1	
先生	sin1 saang1	老师
先时	sin1 si4	以前
先小人后君子	sin1 siu2 yan4 hau6 gwan1 ji2	
先头	sin1 tau4	钢材
鲜甜	sin1 tim4	鲜美，鲜
先一排	sin1 yat7 paai2	前些日子
鲜衣美食	sin1 yi1 mei5 sik9	
鲜艳	sin1 yim6	
鲜鱼	sin1 yu4	
鲜乳	sin1 yu5	
鲜肉	sin1 yuk9	
跣足	sin2 juk7	
鲜少	sin2 siu2	
鲜有	sin2 yau5	
跣	sin3	害，陷害
跣	sin3	打滑，摔
嬗变	sin3 bin3	
线步	sin3 bou6	针脚
扇贝	sin3 bui3	
跣亲	sin3 chan1	滑倒
煽情	sin3 ching4	
煽动	sin3 dung6	
煽火	sin3 fo2	
跣跤	sin3 gaau1	摔跤
骟鸡	sin3 gai1	阉鸡，阉过的公鸡
跣脚	sin3 geuk8	滑脚
线桄	sin3 gwong3	
跣咗一跤	sin3 jo2 yat7 gaau1	摔了一跤
跣咗一脚	sin3 jo2 yat7 geuk8	滑了一脚
线络	sin3 lok8	网兜
跣落	sin3 lok9	滑下
跣落去	sin3 lok9 heui3	滑下去
骟马	sin3 ma5	
腺癌	sin3 ngaam4	
线衫	sin3 saam1	汗衫
线索	sin3 sok8	
线条	sin3 tiu4	
蝉联	sin4 lyun4	
蝉蜕	sin4 teui3	
擅长	sin5 cheung4	
善良	sin5 leung4	
鳝鱼	sin5 yu4	
善罢甘休	sin6 ba6 gam1 yau1	
善变	sin6 bin3	
善辩	sin6 bin6	
掸邦	sin6 bong1	
善报	sin6 bou3	
善本	sin6 bun2	
善始善终	sin6 chi5 sin6 jung1	
善待	sin6 doi6	
善根	sin6 gan1	
善举	sin6 geui2	
善行	sin6 hang4	
善后	sin6 hau6	
善后事宜	sin6 hau6 si6 yi4	
擅自	sin6 ji6	
善战	sin6 jin3	
善哉	sin6 joi1	
掸族	sin6 juk9	
善终	sin6 jung1	
善忘	sin6 mong4	
羡慕	sin6 mou6	
羨慕	sin6 mou6	
善男信女	sin6 naam4 seun3 neui5	
善恶	sin6 ok8	
善恶不分	sin6 ok8 bat7 fan1	
善心	sin6 sam1	
善思	sin6 si1	
善事	sin6 si6	
善士	sin6 si6	
膳食	sin6 sik9	
善性	sin6 sing3	
善人	sin6 yan4	
掸人	sin6 yan4	
善有善报	sin6 yau5 sin6 bou3	
禅让	sin6 yeung6	
善意	sin6 yi3	
善言	sin6 yin4	
善于	sin6 yu1	
星	sing1	星
腥臭	sing1 chau3	
腥臭味	sing1 chau3 mei6	
升出	sing1 cheut7	
升迁	sing1 chin1	
声称	sing1 ching1	
升速	sing1 chuk7	
声速	sing1 chuk7	
声带	sing1 daai3	
升等	sing1 dang2	
升等考试	sing1 dang2 haau2 si3	
升斗小民	sing1 dau2 siu2 man4	
声调	sing1 diu6	
声东击西	sing1 dung1 gik7 sai1	
升幅	sing1 fuk7	
腥风血雨	sing1 fung1 hyut8 yu5	
声价	sing1 ga3	
升降	sing1 gong3	
升降机	sing1 gong3 gei1	
升高	sing1 gou1	
升官	sing1 gun1	
升官发财	sing1 gun1 faat8 choi4	
星君	sing1 gwan1	胡闹，调皮捣蛋
星君仔	sing1 gwan1 jai2	星君仔
升起	sing1 hei2	
腥气	sing1 hei3	
升学	sing1 hok9	
升空	sing1 hung1	
星空	sing1 hung1	
星际	sing1 jai3	
升值	sing1 jik9	
腥膻	sing1 jin1	
升级	sing1 kap7	
星球	sing1 kau4	
升旗	sing1 kei4	
星期	sing1 kei4	
升旗典礼	sing1 kei4 din2 lai5	
升力	sing1 lik9	
腥味	sing1 mei6	
升幂	sing1 mik9	
升幂级数	sing1 mik9 kap7 sou3	
声名	sing1 ming4	
声明	sing1 ming4	
声名大噪	sing1 ming4 daai4 chou3	
声明书	sing1 ming4 syu1	
声名远播	sing1 ming4 yun5 bo3	
声望	sing1 mong6	
声母	sing1 mou5	
声门	sing1 mun4	
升势	sing1 sai3	
声势	sing1 sai3	
声势浩大	sing1 sai3 hou6 daai6	
星辰表	sing1 san4 biu1	
声色	sing1 sik7	
星星	sing1 sing1	
腥臊	sing1 sou1	
惺忪	sing1 sung1	
升天	sing1 tin1	
升堂入室	sing1 tong4 yap9 sat7	
声讨	sing1 tou2	
升华	sing1 wa4	
升温	sing1 wan1	
声援	sing1 wun4	
声音	sing1 yam1	
升任	sing1 yam6	
声誉	sing1 yu6	
绳	sing2	绳子
醒定	sing2 ding6	注意，当心
醒定啲	sing2 ding6 di1	当心一点
醒来	sing2 loi4	
醒目	sing2 muk9	机灵
醒目啲	sing2 muk9 di1	机灵点
醒目仔	sing2 muk9 jai2	聪明人
醒悟	sing2 ng6	
醒神	sing2 san4	当心，小心，夺目，提神，聪明，机灵，精神，加强注意，领悟暗示，神采奕奕
醒胃	sing2 wai6	开胃
胜败	sing3 baai6	
胜败乃兵家常事	sing3 baai6 naai5 bing1 ga1 seung4 si6	
性变态	sing3 bin3 taai3	
性病	sing3 bing6	
性别	sing3 bit9	
性别	sing3 bit9	
性取向	sing3 cheui2 heung3	
性趣	sing3 cheui3	
性情	sing3 ching4	
性情平和	sing3 ching4 ping4 wo4	
圣诞咭	sing3 daan3 kat7	圣诞卡
胜地	sing3 dei6	
胜负	sing3 fu6	
性格	sing3 gaak8	
性交	sing3 gaau1	
性教育	sing3 gaau3 yuk9	
性感	sing3 gam2	
性感尤物	sing3 gam2 yau4 mat9	
性急	sing3 gap7	
性激素	sing3 gik7 sou3	
性经验	sing3 ging1 yim6	
胜景	sing3 ging2	
胜瓜	sing3 gwa1	丝瓜
胜过	sing3 gwo3	
性行为	sing3 hang4 wai4	
性器官	sing3 hei3 gun1	
性向	sing3 heung3	
胜券	sing3 hyun3	
性质	sing3 jat7	
胜仗	sing3 jeung3	
胜之不武	sing3 ji1 bat7 mou5	
性知识	sing3 ji1 sik7	
性理	sing3 lei5	
胜利	sing3 lei6	
姓名	sing3 ming4	
性命	sing3 ming6	
性命不保	sing3 ming6 bat7 bou2	
性无能	sing3 mou4 nang4	
性能	sing3 nang4	
性爱	sing3 oi3	
姓氏	sing3 si6	
胜诉	sing3 sou3	
胜算	sing3 syun3	
圣人	sing3 yan4	
性欲	sing3 yuk9	
成败	sing4 baai6	
成败在此一举	sing4 baai6 joi6 chi2 yat7 geui2	
成品	sing4 ban2	
乘便	sing4 bin6	
城堡	sing4 bou2	
成本	sing4 bun2	
成亲	sing4 chan1	
乘车	sing4 che1	
乘除	sing4 cheui4	
成千上万	sing4 chin1 seung6 maan6	
成全	sing4 chyun4	
成反比	sing4 faan2 bei2	
乘法	sing4 faat8	
成婚	sing4 fan1	
成份	sing4 fan6	
成分	sing4 fan6	
乘风破浪	sing4 fung1 po3 long6	
成家	sing4 ga1	
成家立业	sing4 ga1 laap9 yip9	
成交	sing4 gaau1	
成交总值	sing4 gaau1 jung2 jik9	
成交量	sing4 gaau1 leung6	
成交额	sing4 gaau1 ngaak9	
乘机	sing4 gei1	
成见	sing4 gin3	
成功	sing4 gung1	
成功者	sing4 gung1 je2	
乘隙	sing4 gwik7	
成果	sing4 gwo2	
乘客	sing4 haak8	
诚恳	sing4 han2	
乘虚	sing4 heui1	
乘虚而入	sing4 heui1 yi4 yap9	
乘兴	sing4 hing3	
乘兴而来	sing4 hing3 yi4 loi4	
乘兴而往败兴而归	sing4 hing3 yi4 wong5 baai6 hing3 yi4 gwai1	
成何体统	sing4 ho4 tai2 tung2	
乘空	sing4 hung1	
成真	sing4 jan1	
成就	sing4 jau6	
成就感	sing4 jau6 gam2	
成长	sing4 jeung2	
成长率	sing4 jeung2 leut9	
诚挚	sing4 ji3	
成绩	sing4 jik7	
成绩单	sing4 jik7 daan1	
诚征	sing4 jing1	
成灾	sing4 joi1	
承载	sing4 joi3	
乘其不备	sing4 kei4 bat7 bei6	
成群结队	sing4 kwan4 git8 deui6	
成立	sing4 laap9	
乘凉	sing4 leung4	
乘龙快婿	sing4 lung4 faai3 sai3	
承闻	sing4 man4	听说
成问题	sing4 man6 tai4	
乘幂	sing4 mik9	
成名	sing4 ming4	
成名作	sing4 ming4 jok8	
成名曲	sing4 ming4 kuk7	
承蒙	sing4 mung4	
成年	sing4 nin4	
成年人	sing4 nin4 yan4	
承诺	sing4 nok9	承诺
乘势	sing4 sai3	
成心	sing4 sam1	
诚实	sing4 sat9	
承受	sing4 sau6	
丞相	sing4 seung3	
城市	sing4 si5	
乘胜追击	sing4 sing3 jeui1 gik7	
绳索	sing4 sok8	
乘数表	sing4 sou3 biu2	乘法表
成熟	sing4 suk9	
乘船	sing4 syun4	
成套	sing4 tou3	
成为	sing4 wai4	
成为泡影	sing4 wai4 pou5 ying2	
成为事实	sing4 wai4 si6 sat9	
城隍	sing4 wong4	
城垣	sing4 wun4	
成因	sing4 yan1	
成人	sing4 yan4	
成仁	sing4 yan4	
成人班	sing4 yan4 baan1	
成仁取义	sing4 yan4 cheui2 yi6	
成人之美	sing4 yan4 ji1 mei5	
乘人之危	sing4 yan4 ji1 ngai4	
成药	sing4 yeuk9	
成衣	sing4 yi1	
诚意	sing4 yi3	
成型	sing4 ying4	
成形	sing4 ying4	
承认	sing4 ying6	
成语	sing4 yu5	
成员	sing4 yun4	
成员国	sing4 yun4 gwok8	
剩余	sing6 yu4	
摄	sip8	垫，塞，插，掖，塞入
摄青鬼	sip8 cheng1 gwai2	行踪飘忽、行为诡秘的人
摄高	sip8 gou1	垫高
涉及	sip8 kap9	
摄录	sip8 luk9	拍摄，摄像
摄录机	sip8 luk9 gei1	摄像机，录像机
摄蚊帐	sip8 man1 jeung3	掖蚊帐
摄牙罅	sip8 nga4 la3	塞牙缝
摄石	sip8 sek9	磁石，磁铁，吸铁石
摄氏	sip8 si6	
摄氏度	sip8 si6 dou6	
摄铁	sip8 tit8	磁铁
摄入去	sip8 yap9 heui3	塞进去
摄入嚟	sip8 yap9 lei4	塞进来
摄影	sip8 ying2	
摄影机	sip8 ying2 gei1	
摄影师	sip8 ying2 si1	
窃贼	sit8 chaak9	
窃取	sit8 cheui2	
窃盗	sit8 dou6	
窃盗罪	sit8 dou6 jeui6	
亵渎	sit8 duk9	
窃犯	sit8 faan2	
窃据	sit8 geui3	
窃国	sit8 gwok8	
窃国贼	sit8 gwok8 chaak9	
窃喜	sit8 hei2	
楔子	sit8 ji2	
窃案	sit8 on3	
窃窃私议	sit8 sit8 si1 yi5	
窃窃私语	sit8 sit8 si1 yu5	
窃笑	sit8 siu3	
舌头	sit8 tau4	
窃听	sit8 ting1	
窃听	sit8 ting1	
窃听器	sit8 ting1 hei3	
窃位	sit8 wai6	
楔形	sit8 ying4	
窃用	sit8 yung6	
蚀	sit9	亏损
蚀本	sit9 bun2	亏本，赔本
蚀本货	sit9 bun2 fo3	亏本货
蚀本生意	sit9 bun2 saang1 yi3	亏本生意
蚀本贷	sit9 bun2 taai3	亏本贷款
蚀钱	sit9 chin2	亏本，亏钱
蚀底	sit9 dai2	吃亏，不合算
蚀晒大本	sit9 saai3 daai6 bun2	亏了大本
烧	siu1	烤
烧饼	siu1 beng2	
烧饼油条	siu1 beng2 yau4 tiu4	
烧亲	siu1 chan1	烧伤
烧枪	siu1 cheung1	放枪，打枪
烧肠	siu1 cheung2	香肠
消化	siu1 fa3	
消化不良	siu1 fa3 bat7 leung4	
消化道	siu1 fa3 dou6	
消化管	siu1 fa3 gun2	
消化系统	siu1 fa3 hai6 tung2	
消化器官	siu1 fa3 hei3 gun1	
消化液	siu1 fa3 yik9	
消费	siu1 fai3	
消费者	siu1 fai3 je2	
消防	siu1 fong4	
消防车	siu1 fong4 che1	
消防队	siu1 fong4 deui6	
消防局	siu1 fong4 guk9	
消防喉	siu1 fong4 hau4	消防水龙，消防水带，消防水管
消防喉辘	siu1 fong4 hau4 luk7	消防水龙，消防水带，消防水管
消防安全	siu1 fong4 on1 chyun4	
消防员	siu1 fong4 yun4	
烧硷	siu1 gaan2	
烧鸡	siu1 gai1	烤鸡
消极	siu1 gik9	
韶光	siu1 gwong1	
消闲	siu1 haan4	
烧烤	siu1 haau1	
烧香	siu1 heung1	
消遣	siu1 hin2	
烧焦	siu1 jiu1	
烧咗灰士	siu1 jo2 fiu1 si2	保险丝烧了
烧猪	siu1 jyu1	烤猪
烧腊	siu1 laap9	腊制肉食，烤制肉食的统称
销量	siu1 leung6	
烧录器	siu1 luk9 hei3	
烧味	siu1 mei2	烧烤肉食的总称
烧鸭	siu1 ngaap8	烤鸭
烧鹅	siu1 ngo2	烤鹅
烧燶咗	siu1 nung1 jo2	烧焦了
烧炮仗	siu1 paau3 jeung2	放鞭炮
潇洒	siu1 sa2	
潇洒自如	siu1 sa2 ji6 yu4	
消失	siu1 sat7	
消受	siu1 sau6	
销售	siu1 sau6	
烧伤	siu1 seung1	
潇湘	siu1 seung1	秀气，苗条
销士	siu1 si2	推销员
消息	siu1 sik7	
潇潇	siu1 siu1	
烧毀	siu1 wai2	
销魂	siu1 wan4	
消夜	siu1 ye2	宵夜，夜宵，吃夜宵，吃宵夜
烧嘢食	siu1 ye5 sik9	烤烧
逍遥	siu1 yiu4	
逍遥法外	siu1 yiu4 faat8 ngoi6	
逍遥自在	siu1 yiu4 ji6 joi6	
烧乳猪	siu1 yu5 jyu1	烤小猪
烧肉	siu1 yuk9	烤猪肉
少不免	siu2 bat7 min5	难免，免不了
小丑	siu2 chau2	
小觑	siu2 cheui3	
小岛	siu2 dou2	
小家	siu2 ga1	小气，小家子气
小家器	siu2 ga1 hei3	小气，小家子气
小家种	siu2 ga1 jung2	小气，小家子气
小家庭	siu2 ga1 ting4	
少见多怪	siu2 gin3 do1 gwaai3	
少件得件	siu2 gin6 dak7 gin6	多一事不如少一事
少管闲事	siu2 gun2 haan4 si6	
小国寡民	siu2 gwok8 gwa2 man4	
小孩	siu2 haai4	
小学	siu2 hok9	
小学鸡	siu2 hok9 gai1	小学生
小镇	siu2 jan3	
小姐	siu2 je2	
小组	siu2 jou2	
小囡	siu2 naam4	
小朋友	siu2 pang4 yau5	
小心	siu2 sam1	
小心翼翼	siu2 sam1 yik9 yik9	
小食	siu2 sik9	小吃
小乘	siu2 sing4	
少少	siu2 siu2	一点点
少少咋	siu2 siu2 ja3	一点点而已
小数	siu2 sou3	
少数	siu2 sou3	
少数党	siu2 sou3 dong2	
少数服从多数	siu2 sou3 fuk9 chung4 do1 sou3	
少数民族	siu2 sou3 man4 juk9	
少数人	siu2 sou3 yan4	
小篆	siu2 syun6	
小说	siu2 syut8	
小提琴	siu2 tai4 kam4	
小偷	siu2 tau1	
小童	siu2 tung4	
小人蛇	siu2 yan4 se4	从水路偷渡的小孩
小意思	siu2 yi3 si1	
少	siu3	丈夫的兄弟
少	siu3	少爷
笑	siu3	笑话
少不更事	siu3 bat7 gang1 si6	
笑称	siu3 ching1	
笑大人个口	siu3 daai6 yan4 go3 hau2	笑死人，可笑
笑到见牙唔见眼	siu3 dou3 gin3 nga4 m4 gin3 ngaan5	笑得合不拢嘴，笑得眼睛都瞇缝了
笑到畸畸声	siu3 dou3 ki1 ki1 seng1	嘻哈地笑
笑到肚刺	siu3 dou3 tou5 chek8	笑疼了肚子
少校	siu3 gaau3	
少将	siu3 jeung3	
少林寺	siu3 lam4 ji2	
少男	siu3 naam4	
少女	siu3 neui5	
少年	siu3 nin4	
笑声	siu3 sing1	
笑笑口	siu3 siu3 hau2	微笑
笑笑口噉讲	siu3 siu3 hau2 gam2 gong2	微笑着说
笑笑口话	siu3 siu3 hau2 wa2	笑着说
少尉	siu3 wai3	
笑吟吟	siu3 yam4 yam4	笑嘻嘻
少爷	siu3 ye4	
笑靥	siu3 yip8	
笑容	siu3 yung4	
笑容可掬	siu3 yung4 ho2 guk7	
绍菜	siu6 choi3	大白菜
绍酒	siu6 jau2	绍兴黄酒，料酒
肇事	siu6 si6	
肇事者	siu6 si6 je2	
兆头	siu6 tau4	
肇祸	siu6 wo6	
梳	so1	梳子，发刷
蔬菜	so1 choi3	
梳打	so1 da2	苏打，碳酸钠
梳打粉	so1 da2 fan2	苏打粉，小苏打
梳化椅	so1 fa2 yi2	沙发
梳化	so1 fa3	沙发
疏忽	so1 fat7	
梳乎厘	so1 fu4 lei4	蛋奶酥
羧基	so1 gei1	
sorry	so1 li4	对不起
sorry啰	so1 li4 lo1	对不起啊
梳洗	so1 sai2	
唆使	so1 si2	
梳头	so1 tau4	
疏堂	so1 tong4	堂
疏堂兄弟	so1 tong4 hing1 dai6	堂兄弟
