開放粵語詞典（黃錫凌調符調號版）

© 2013年 kaifangcidian.com
網址：http://www.kaifangcidian.com
本詞典以創作共用“署名 3.0”許可協議授權發佈（詳見 http://creativecommons.org/licenses/by/3.0/）
最後更新於2013年1月22日

［粵語詞彙］	［黃錫凌拼音］	［國語解釋］
名牌	ˌmɪŋ ˌpai	
名牌店	ˌmɪŋ ˌpai ¯dim	
名牌嘢	ˌmɪŋ ˌpai ˏjɛ	名牌貨
名垂青史	ˌmɪŋ ˌsœy 'tsɪŋ ´si	
明查暗訪	ˌmɪŋ ˌtsa ¯ɐm ´fɔŋ	
名詞	ˌmɪŋ ˌtsi	
冥錢	ˌmɪŋ ˌtsin	
明朝	ˌmɪŋ ˌtsiu	
名廚	ˌmɪŋ ˌtsy	
名存實亡	ˌmɪŋ ˌtsyn _sɐt ˌmɔŋ	
名堂	ˌmɪŋ ˌtɔŋ	
冥王星	ˌmɪŋ ˌwɔŋ 'sɪŋ	
明理	ˌmɪŋ ˏlei	
明朗	ˌmɪŋ ˏlɔŋ	
明碼	ˌmɪŋ ˏma	
名滿天下	ˌmɪŋ ˏmun 'tin _ha	
名諱	ˌmɪŋ ˏwɐi	
明眼人	ˌmɪŋ ˏŋan ˌjɐn	
矇	ˌmʊŋ	模糊
蒙	ˌmʊŋ	模糊
蒙恩	ˌmʊŋ 'jɐn	
曚曨	ˌmʊŋ ˌlʊŋ	
朦朧	ˌmʊŋ ˌlʊŋ	
濛濛細雨	ˌmʊŋ ˌmʊŋ ¯sɐi ˏjy	
矇查查	ˌmʊŋ ˌtsa ˌtsa	頭腦不清
唔	ˌm̩	不
唔單止	ˌm̩ 'dan ´dzi	不但
唔單止噉	ˌm̩ 'dan ´dzi ´gɐm	不僅如此，不但如此
唔知	ˌm̩ 'dzi	不知道
唔知道	ˌm̩ 'dzi _dou	不知道
唔知好醜	ˌm̩ 'dzi ´hou ´tsɐu	不知好歹
唔知死	ˌm̩ 'dzi ´sei	不知天高地厚，不知道利害，不懂得事情危急
唔知醜	ˌm̩ 'dzi ´tsɐu	沒羞，沒羞沒臊
唔中用	ˌm̩ 'dzʊŋ _jʊŋ	不管用，不頂用，不中用，不行，無能
唔鍾意	ˌm̩ 'dzʊŋ ¯ji	不喜歡
唔得	ˌm̩ 'dɐk	不行
唔得掂	ˌm̩ 'dɐk _dim	不得了，不可收拾
唔得切	ˌm̩ 'dɐk ¯tsit	來不及
唔得閒	ˌm̩ 'dɐk ˌhan	忙，沒空
唔多	ˌm̩ 'dɔ	不多
唔方便	ˌm̩ 'fɔŋ _bin	不方便
唔高興	ˌm̩ 'gou ¯hɪŋ	不高興
唔關事	ˌm̩ 'gwan _si	跟這沒關系
唔關…事	ˌm̩ 'gwan _si	與…無關，跟…無關，跟…沒有關系
唔關你事	ˌm̩ 'gwan ˏnei _si	事情跟你無關
唔關我事	ˌm̩ 'gwan ˏŋɔ _si	與我無關
唔該	ˌm̩ 'gɔi	謝謝，有勞
唔該借歪	ˌm̩ 'gɔi ¯dzɛ ´mɛ	借光，借過一下
唔該晒	ˌm̩ 'gɔi ¯sai	謝謝，有勞
唔經唔覺	ˌm̩ 'gɪŋ ˌm̩ ¯gɔk	不知不覺
唔公平	ˌm̩ 'gʊŋ ˌpɪŋ	不公平
唔開心	ˌm̩ 'hɔi 'sɐm	不開心
唔開胃	ˌm̩ 'hɔi _wɐi	倒胃口，吃不下，胃口不好，討厭，不順眼
唔興	ˌm̩ 'hɪŋ	不流行，不時興
唔一定	ˌm̩ 'jɐt _dɪŋ	不一定
唔憂	ˌm̩ 'jɐu	不愁
唔憂食，唔憂著	ˌm̩ 'jɐu _sik ˌm̩ 'jɐu ¯dzœk	不愁吃，不愁穿
唔應該	ˌm̩ 'jɪŋ 'gɔi	不應該
唔喐得	ˌm̩ 'jʊk 'dɐk	動不了，不能動
唔禁	ˌm̩ 'kɐm	不耐久，不耐用，不結實
唔禁著	ˌm̩ 'kɐm ¯dzœk	不耐穿
唔禁等	ˌm̩ 'kɐm ´dɐŋ	禁不起等
唔撈	ˌm̩ 'lou	不幹了，辭職
唔挐耕	ˌm̩ 'na 'gaŋ	毫不相干，毫無關係，不著邊際，一點兒也不沾邊
唔生性	ˌm̩ 'saŋ ¯sɪŋ	不懂事，沒出息
唔識佢	ˌm̩ 'sik	不認識他
唔識	ˌm̩ 'sik	不認識
唔識	ˌm̩ 'sik	不會
唔識衰	ˌm̩ 'sik 'sœy	不知好歹
唔識聽	ˌm̩ 'sik 'tɛŋ	聽不懂
唔識字	ˌm̩ 'sik _dzi	不識字
唔識路	ˌm̩ 'sik _lou	不認識路
唔識唱歌	ˌm̩ 'sik ¯tsœŋ 'gɔ	不會唱歌
唔識轉彎	ˌm̩ 'sik ´dzyn 'wan	不靈活，不會拐彎
唔識死	ˌm̩ 'sik ´sei	不知天高地厚，不知道利害，不懂得事情危急
唔識睇	ˌm̩ 'sik ´tɐi	看不懂
唔舒服	ˌm̩ 'sy _fʊk	不舒服
唔衰得	ˌm̩ 'sœy 'dɐk	好勝，不服輸
唔需要	ˌm̩ 'sœy ¯jiu	不需要
唔衰攞嚟衰	ˌm̩ 'sœy ´lɔ ˌlei 'sœy	沒事找事，自討苦吃，自找麻煩
唔相信	ˌm̩ 'sœŋ ¯sœn	不相信
唔聲	ˌm̩ 'sɛŋ	不說話
唔出聲	ˌm̩ 'tsœt 'sɛŋ	不吭聲
唔清楚	ˌm̩ 'tsɪŋ ´tsɔ	不清楚
唔通	ˌm̩ 'tʊŋ	難道，莫非
唔通…咩	ˌm̩ 'tʊŋ 'mɛ	難道…嗎
唔通氣	ˌm̩ 'tʊŋ ¯hei	不知趣，不識趣
唔啱	ˌm̩ 'ŋam	不對
唔啱傾	ˌm̩ 'ŋam 'kɪŋ	談不攏
唔啱數	ˌm̩ 'ŋam ¯sou	數目不對
唔啱咀形	ˌm̩ 'ŋam ´dzœy ˌjɪŋ	合不來
唔安樂	ˌm̩ 'ŋɔn _lɔk	心裡不安，心裡不舒暢，不放心
唔安全	ˌm̩ 'ɔn ˌtsyn	不安全
唔掂	ˌm̩ _dim	不行，不妥
唔掂諗到掂為止	ˌm̩ _dim ´lɐm ¯dou _dim ˌwɐi ´dzi	有事好商量
唔道德	ˌm̩ _dou 'dɐk	不道德
唔習慣	ˌm̩ _dzap ¯gwan	不習慣
唔值得	ˌm̩ _dzik 'dɐk	不值得
唔做	ˌm̩ _dzou	不幹
唔…就假	ˌm̩ _dzɐu ´ga	不…才怪呢
唔…就假嘅	ˌm̩ _dzɐu ´ga ¯gɛ	不…才怪呢
唔…就有鬼	ˌm̩ _dzɐu ˏjɐu ´gwɐi	不…才怪呢
唔…就有鬼囉	ˌm̩ _dzɐu ˏjɐu ´gwɐi ¯lɔ	不…那就很奇怪
唔在講	ˌm̩ _dzɔi ´gɔŋ	不但，不用說，不消說
唔重要	ˌm̩ _dzʊŋ ¯jiu	不重要
唔忿氣	ˌm̩ _fɐn ¯hei	不服氣
唔係	ˌm̩ _hɐi	不是
唔係路	ˌm̩ _hɐi _lou	不對勁兒，不對頭，有問題
唔係呀嘛	ˌm̩ _hɐi ¯a ¯ma	真的嗎？
唔係呀話	ˌm̩ _hɐi ¯a ´wa	不會吧？
唔係啩	ˌm̩ _hɐi ¯gwa	不是吧
唔係嘅話	ˌm̩ _hɐi ¯gɛ _wa	不然的話，要不，否則，要不然
唔係幾	ˌm̩ _hɐi ´gei	不大…，不怎麼…
唔係幾似	ˌm̩ _hɐi ´gei ˏtsi	不大像，不怎麼像
唔係噉話	ˌm̩ _hɐi ´gɐm ´wa	哪裡，哪裡
唔係噉話，你過獎喇	ˌm̩ _hɐi ´gɐm ´wa ˏnei ¯gwɔ ´dzœŋ ¯la	哪裡，哪裡，你過獎了
唔係好合	ˌm̩ _hɐi ´hou ¯gap	不大合得來
唔合適	ˌm̩ _hɐp 'sik	不合適
唔合法	ˌm̩ _hɐp ¯fat	不合法
唔合理	ˌm̩ _hɐp ˏlei	不合理
唔易做	ˌm̩ _ji _dzou	不好辦
唔認得	ˌm̩ _jɪŋ 'dɐk	認不得
唔認數	ˌm̩ _jɪŋ ¯sou	不認帳
唔論	ˌm̩ _lœn	不論
唔落得手	ˌm̩ _lɔk 'dɐk ´sɐu	下不了手
唔耐	ˌm̩ _nɔi	不久
唔耐煩	ˌm̩ _nɔi ˌfan	不耐煩
唔食雜	ˌm̩ _sik _dzap	不吃葷
唔食力	ˌm̩ _sik _lik	吃不住勁
唔實際	ˌm̩ _sɐt ¯dzɐi	不實際
唔受得	ˌm̩ _sɐu 'dɐk	受不了
唔話得	ˌm̩ _wa 'dɐk	沒什麼說的，無可挑剔，難得，沒說的
唔搭界	ˌm̩ ¯dap ¯gai	沒關係
唔到你	ˌm̩ ¯dou ˏnei	輪不到你，不能由你
唔到你唔…	ˌm̩ ¯dou ˏnei ˌm̩	不由得你不…
唔至於	ˌm̩ ¯dzi 'jy	不至於
唔志在	ˌm̩ ¯dzi _dzɔi	不在乎
唔制	ˌm̩ ¯dzɐi	不願意，不幹
唔制得過	ˌm̩ ¯dzɐi 'dɐk ¯gwɔ	划不來，不划算
唔正常	ˌm̩ ¯dzɪŋ ˌsœŋ	不正常
唔對路	ˌm̩ ¯dœy _lou	不對勁，不對頭
唔化	ˌm̩ ¯fa	固執，不開通，不覺醒，食古不化
唔化算	ˌm̩ ¯fa ¯syn	划不來，不划算，不合算
唔發市	ˌm̩ ¯fat ˏsi	沒人光顧
唔合	ˌm̩ ¯gap	合不來
唔記得	ˌm̩ ¯gei 'dɐk	忘記，不記得
唔記得咗	ˌm̩ ¯gei 'dɐk ´dzɔ	忘了
唔見得光	ˌm̩ ¯gin 'dɐk 'gwɔŋ	見不得光
唔見得人	ˌm̩ ¯gin 'dɐk ˌjɐn	見不得人
唔見咗	ˌm̩ ¯gin ´dzɔ	不見了
唔怪之得	ˌm̩ ¯gwai 'dzi 'dɐk	怪不得，難怪
唔怪乎	ˌm̩ ¯gwai ˌfu	怪不得，難怪
唔計帶	ˌm̩ ¯gɐi ¯dai	不在意，不介意，不計較
唔夠	ˌm̩ ¯gɐu	不夠
唔夠quali	ˌm̩ ¯gɐu 'kɔ ´li	不夠格，沒有資格
唔夠埞方	ˌm̩ ¯gɐu _dɛŋ 'fɔŋ	地方不夠
唔夠力	ˌm̩ ¯gɐu _lik	力氣不夠
唔夠瞓	ˌm̩ ¯gɐu ¯fɐn	睡眠不足，沒睡好，睡不夠
唔夠攝牙罅	ˌm̩ ¯gɐu ¯sip ˌŋa ¯la	不夠塞牙縫兒，不夠塞牙縫的
唔夠佢爭	ˌm̩ ¯gɐu ˏkœy 'dzaŋ	搶不過他
唔夠佢鬥	ˌm̩ ¯gɐu ˏkœy ¯dɐu	鬥不過他
唔夠佢打	ˌm̩ ¯gɐu ˏkœy ´da	打不過他
唔夠佢嚟	ˌm̩ ¯gɐu ˏkœy ˌlei	比不過他，比不上他
唔覺意	ˌm̩ ¯gɔk ¯ji	沒留意，不留神，不小心
唔覺眼	ˌm̩ ¯gɔk ˏŋan	沒注意，沒留意，沒注意到
唔要	ˌm̩ ¯jiu	不要
唔要得	ˌm̩ ¯jiu 'dɐk	要不得
唔怕	ˌm̩ ¯pa	不怕
唔怕醜	ˌm̩ ¯pa ´tsɐu	不害羞
…唔晒	ˌm̩ ¯sai	…不完
唔信	ˌm̩ ¯sœn	不相信
唔切	ˌm̩ ¯tsit	來不及
唔錯	ˌm̩ ¯tsɔ	不錯
唔打得都睇得	ˌm̩ ´da 'dɐk 'dou ´tɐi 'dɐk	中看不中用
唔盞	ˌm̩ ´dzan	不好
唔止	ˌm̩ ´dzi	不但，不光是
唔止…仲…	ˌm̩ ´dzi _dzʊŋ	不但…還…
唔止…仲…添	ˌm̩ ´dzi _dzʊŋ 'tim	不但…還…
唔准	ˌm̩ ´dzœn	不准
唔走得	ˌm̩ ´dzɐu 'dɐk	跑不了，不能走
唔抵	ˌm̩ ´dɐi	不值得，不划算
唔抵幫	ˌm̩ ´dɐi 'bɔŋ	不值得幫忙
唔等使	ˌm̩ ´dɐŋ ´sɐi	不切實際的，無關緊要的，無濟於事的，用不上的，用不著的，沒用的，不頂用的，無益的
唔定	ˌm̩ ´dɪŋ	說不定
唔敢	ˌm̩ ´gɐm	不敢
唔緊要	ˌm̩ ´gɐn ¯jiu	不要緊，不重要
唔好	ˌm̩ ´hou	不好
唔好聽	ˌm̩ ´hou 'tɛŋ	不好聽
唔好食	ˌm̩ ´hou _sik	不好吃
唔好意思	ˌm̩ ´hou ¯ji ¯si	不好意思
唔好意頭	ˌm̩ ´hou ¯ji ˌtɐu	不吉利
唔好飲	ˌm̩ ´hou ´jɐm	不好喝
唔好睇	ˌm̩ ´hou ´tɐi	不好看
唔响度	ˌm̩ ´hœŋ _dou	不在，不在這裡，不在那裡
唔喺屋企	ˌm̩ ´hɐi 'ŋʊk ´kei	不在家
唔喺度	ˌm̩ ´hɐi _dou	去世
唔喺度	ˌm̩ ´hɐi _dou	不在
唔可能	ˌm̩ ´hɔ ˌnɐŋ	不可能
唔可以	ˌm̩ ´hɔ ˏji	不可以
唔少	ˌm̩ ´siu	不少
唔少得	ˌm̩ ´siu 'dɐk	少不了，少不得
唔小心	ˌm̩ ´siu 'sɐm	不小心
唔想	ˌm̩ ´sœŋ	不想
唔使	ˌm̩ ´sɐi	不用，不需要
唔使慌	ˌm̩ ´sɐi 'fɔŋ	不要怕
唔使驚	ˌm̩ ´sɐi 'gɛŋ	不要怕，別怕，別害怕
唔使一陣	ˌm̩ ´sɐi 'jɐt _dzɐn	不久
唔使憂	ˌm̩ ´sɐi 'jɐu	不用擔心，不用擔憂，用不著操心
唔使做	ˌm̩ ´sɐi _dzou	不用工作了
唔使問阿貴	ˌm̩ ´sɐi _mɐn ¯a ¯gwɐi	還用問？
唔使咁謙噃	ˌm̩ ´sɐi ¯gɐm 'him ¯bɔ	不用那麼謙虛啦
唔使咁火滾	ˌm̩ ´sɐi ¯gɐm ´fɔ ´gwɐn	用不著那麼生氣
唔使客氣	ˌm̩ ´sɐi ¯hak ¯hei	不用客氣，別客氣
唔使送呀	ˌm̩ ´sɐi ¯sʊŋ ¯a	不用送了
唔使指擬	ˌm̩ ´sɐi ´dzi ˏji	別指望，別癡心妄想
唔使講	ˌm̩ ´sɐi ´gɔŋ	不用說，用不著說，不用提，不必說了
唔使唔該	ˌm̩ ´sɐi ˌm̩ 'gɔi	不謝
唔捨得	ˌm̩ ´sɛ 'dɐk	捨不得
唔睬佢	ˌm̩ ´tsɔi ˏkœy	不理他
唔鹹唔淡	ˌm̩ ˌham ˌm̩ ˏtam	有口音，不標準
唔行得開	ˌm̩ ˌhaŋ 'dɐk 'hɔi	走不開，離不開
唔行得埋	ˌm̩ ˌhaŋ 'dɐk ˌmai	合不来
唔容易	ˌm̩ ˌjʊŋ _ji	不容易
唔明	ˌm̩ ˌmɪŋ	不懂
唔難	ˌm̩ ˌnan	不難
唔能	ˌm̩ ˌnɐŋ	不能
唔同	ˌm̩ ˌtʊŋ	不同，不一樣
唔同意	ˌm̩ ˌtʊŋ ¯ji	不同意
唔為得過	ˌm̩ ˌwɐi 'dɐk ¯gwɔ	划不來
唔近	ˌm̩ ˏkɐn	不近
唔理	ˌm̩ ˏlei	不管，不理
唔似	ˌm̩ ˏtsi	不像
唔似樣	ˌm̩ ˏtsi ´jœŋ	不像樣，不像話
唔會	ˌm̩ ˏwui	不會
唔會啩	ˌm̩ ˏwui ¯gwa	不會吧
唔會嘅	ˌm̩ ˏwui ¯gɛ	不會的
嗱	ˌna	喏，欸，你看
哪吒	ˌna 'dza	
拿破侖	ˌna ¯pɔ ˌlœn	
泥潭	ˌna ˌtam	
南北朝	ˌnam 'bɐk ˌtsiu	
男裝	ˌnam 'dzɔŋ	
男中音	ˌnam 'dzʊŋ 'jɐm	
男低音	ˌnam 'dɐi 'jɐm	
男丁	ˌnam 'dɪŋ	
男歡女愛	ˌnam 'fun ˏnœy ¯ɔi	
男婚女嫁	ˌnam 'fɐn ˏnœy ¯ga	
男方	ˌnam 'fɔŋ	
南方	ˌnam 'fɔŋ	
男耕女織	ˌnam 'gaŋ ˏnœy 'dzik	
男高音	ˌnam 'gou 'jɐm	
南京	ˌnam 'gɪŋ	
南腔北調	ˌnam 'hɔŋ 'bɐk _diu	
男嬰	ˌnam 'jɪŋ	
男色	ˌnam 'sik	
男生	ˌnam 'sɐŋ	
男星	ˌnam 'sɪŋ	
南昌	ˌnam 'tsœŋ	
南便	ˌnam _bin	南邊
男伴	ˌnam _bun	
男僕	ˌnam _bʊk	
男盜女娼	ˌnam _dou ˏnœy 'tsœŋ	
男妓	ˌnam _gei	
男校	ˌnam _hau	
男學生	ˌnam _hɔk 'saŋ	
男用錶	ˌnam _jʊŋ 'biu	
男士	ˌnam _si	
男仕	ˌnam _si	
男扮女裝	ˌnam ¯ban ˏnœy 'dzɔŋ	
南半球	ˌnam ¯bun ˌkɐu	
男爵	ˌnam ¯dzœk	
男性	ˌnam ¯sɪŋ	
男性化	ˌnam ¯sɪŋ ¯fa	
男廁	ˌnam ¯tsi	
男廁所	ˌnam ¯tsi ´sɔ	
男子	ˌnam ´dzi	
男子漢	ˌnam ´dzi ¯hɔn	
男主角	ˌnam ´dzy ¯gɔk	
男仔	ˌnam ´dzɐi	男孩
男人	ˌnam ´jɐn	
南無	ˌnam ´mɔ	念經
男孩	ˌnam ˌhai	
男孩子	ˌnam ˌhai ´dzi	
男兒	ˌnam ˌji	
男兒本色	ˌnam ˌji ´bun 'sik	
南轅北轍	ˌnam ˌjyn 'bɐk ¯tsit	
男人婆	ˌnam ˌjɐn ˌpɔ	
男人老狗	ˌnam ˌjɐn ˏlou ´gɐu	大男人的，男子漢大丈夫
男籃	ˌnam ˌlam	
男籃賽	ˌnam ˌlam ¯tsɔi	
南無佬	ˌnam ˌmɔ ´lou	道士，法師，術士，巫師
喃喃自語	ˌnam ˌnam _dzi ˏjy	
男男女女	ˌnam ˌnam ˏnœy ˏnœy	
南寧	ˌnam ˌnɪŋ	
男朋友	ˌnam ˌpɐŋ ˏjɐu	
蝻蛇	ˌnam ˌsɛ	蟒蛇
男童	ˌnam ˌtʊŋ	
男童軍	ˌnam ˌtʊŋ 'gwɐn	
男同學	ˌnam ˌtʊŋ _hɔk	
南乳	ˌnam ˏjy	紅腐乳，醬豆腐
南乳花生	ˌnam ˏjy 'fa 'sɐŋ	五香花生
南乳肉	ˌnam ˏjy _jʊk	五香花生仁兒，炒花生仁兒
男友	ˌnam ˏjɐu	
南美洲	ˌnam ˏmei 'dzɐu	
男女	ˌnam ˏnœy	
男女授受不親	ˌnam ˏnœy _sɐu _sɐu 'bɐt 'tsɐn	
男女平等	ˌnam ˏnœy ˌpɪŋ ´dɐŋ	
男女老幼	ˌnam ˏnœy ˏlou ¯jɐu	
男女老少	ˌnam ˏnœy ˏlou ¯siu	
難得	ˌnan 'dɐk	
難分高下	ˌnan 'fɐn 'gou _ha	
難關	ˌnan 'gwan	
難堪	ˌnan 'hɐm	
難相與	ˌnan 'sœŋ ˏjy	難相處
難聽	ˌnan 'tɛŋ	
難聽到死	ˌnan 'tɛŋ ¯dou ´sei	難聽死了，難聽得要命
難辦	ˌnan _ban	
難度	ˌnan _dou	
難道	ˌnan _dou	
難做	ˌnan _dzou	難為情
難耐	ˌnan _nɔi	
難食	ˌnan _sik	難吃
難上加難	ˌnan _sœŋ 'ga ˌnan	
難受	ˌnan _sɐu	
難怪	ˌnan ¯gwai	
難過	ˌnan ¯gwɔ	
難保	ˌnan ´bou	
難點	ˌnan ´dim	
難抵	ˌnan ´dɐi	難以忍受，難受
難頂	ˌnan ´dɪŋ	受不了，難熬
難攪	ˌnan ´gau	難辦
難管	ˌnan ´gun	
難忍	ˌnan ´jɐn	
難鯁	ˌnan ´kɐŋ	難吃，難下嚥
難捨	ˌnan ´sɛ	
難捨難分	ˌnan ´sɛ ˌnan 'fɐn	
難睇	ˌnan ´tɐi	難看
難睇到死	ˌnan ´tɐi ¯dou ´sei	難看得要命
難搵	ˌnan ´wɐn	難找，不好找
難言之隱	ˌnan ˌjin 'dzi ´jɐn	
難聞	ˌnan ˌmɐn	
難忘	ˌnan ˌmɔŋ	
難能可貴	ˌnan ˌnɐŋ ´hɔ ¯gwɐi	
難逃	ˌnan ˌtou	
難逃一死	ˌnan ˌtou 'jɐt ´sei	
難逃法網	ˌnan ˌtou ¯fat ˏmɔŋ	
難辭其咎	ˌnan ˌtsi ˌkei ¯gɐu	
難纏	ˌnan ˌtsin	
難題	ˌnan ˌtɐi	
難為	ˌnan ˌwɐi	
難為情	ˌnan ˌwɐi ˌtsɪŋ	
難以	ˌnan ˏji	
難以捉摸	ˌnan ˏji 'dzʊk ´mɔ	
難以相信	ˌnan ˏji 'sœŋ ¯sœn	
難以出口	ˌnan ˏji 'tsœt ´hɐu	
難以置信	ˌnan ˏji ¯dzi ¯sœn	
難以解決	ˌnan ˏji ´gai ¯kyt	
難以啟齒	ˌnan ˏji ´kɐi ´tsi	
難以形容	ˌnan ˏji ˌjɪŋ ˌjʊŋ	
難以為繼	ˌnan ˏji ˌwɐi ¯gɐi	
難免	ˌnan ˏmin	
橈骨	ˌnau 'gwɐt	
鐃鈸	ˌnau _bɐt	
橈動脈	ˌnau _dʊŋ _mɐk	
尼姑	ˌnei 'gu	
彌合	ˌnei _hɐp	
彌補	ˌnei ´bou	
鯰魚	ˌnim ˌjy	
年租	ˌnin 'dzou	
年終	ˌnin 'dzʊŋ	
年終獎金	ˌnin 'dzʊŋ ´dzœŋ 'gɐm	
年糕	ˌnin 'gou	
年高德劭	ˌnin 'gou 'dɐk _siu	
年關	ˌnin 'gwan	
年輕	ˌnin 'hɛŋ	
年輕人	ˌnin 'hɛŋ ˌjɐn	
年輕力壯	ˌnin 'hɪŋ _lik ¯dzɔŋ	
年輕貌美	ˌnin 'hɪŋ _mau ˏmei	
年輕氣盛	ˌnin 'hɪŋ ¯hei _sɪŋ	
年輕有為	ˌnin 'hɪŋ ˏjɐu ˌwɐi	
年級	ˌnin 'kɐp	
年卅晚	ˌnin 'sa ˏman	除夕
年息	ˌnin 'sik	
年銷	ˌnin 'siu	
年銷量	ˌnin 'siu _lœŋ	
年薪	ˌnin 'sɐn	
年初	ˌnin 'tsɔ	
年初一流流	ˌnin 'tsɔ 'jɐt ˌlɐu ˌlɐu	大年初一的，正是大年初一
年俗	ˌnin _dzʊk	
年代	ˌnin _dɔi	
年飯	ˌnin _fan	
年份	ˌnin _fɐn	
年復一年	ˌnin _fʊk 'jɐt ˌnin	
年俸	ˌnin _fʊŋ	
年限	ˌnin _han	
年號	ˌnin _hou	
年月日	ˌnin _jyt _mut	
年利	ˌnin _lei	
年利率	ˌnin _lei _lœt	
年曆	ˌnin _lik	
年邁	ˌnin _mai	
年末	ˌnin _mut	
年事	ˌnin _si	
年事已高	ˌnin _si ˏji 'gou	
年會	ˌnin _wui	
年報	ˌnin ¯bou	
年節	ˌnin ¯dzit	
年富力強	ˌnin ¯fu _lik ˌkœŋ	
年費	ˌnin ¯fɐi	
年貨	ˌnin ¯fɔ	
年假	ˌnin ¯ga	
年鑑	ˌnin ¯gam	
年幼	ˌnin ¯jɐu	
年少	ˌnin ¯siu	
年數	ˌnin ¯sou	
年歲	ˌnin ¯sœy	
年表	ˌnin ´biu	
年底	ˌnin ´dɐi	
年紀	ˌnin ´gei	
年紀細	ˌnin ´gei ¯sɐi	年紀小
年久	ˌnin ´gɐu	
年久失修	ˌnin ´gɐu 'sɐt 'sɐu	
年刊	ˌnin ´hɔn	
年譜	ˌnin ´pou	
年產	ˌnin ´tsan	
年產量	ˌnin ´tsan _lœŋ	
年畫	ˌnin ´wa	
年齡	ˌnin ˌlɪŋ	
年齡層	ˌnin ˌlɪŋ ˌtsɐŋ	
年年	ˌnin ˌnin	
年年有餘	ˌnin ˌnin ˏjɐu ˌjy	
年頭	ˌnin ˌtɐu	年初
年頭	ˌnin ˌtɐu	
年華	ˌnin ˌwa	
年華虛度	ˌnin ˌwa 'hœy _dou	
年老	ˌnin ˏlou	
年老色衰	ˌnin ˏlou 'sik 'sœy	
年老力衰	ˌnin ˏlou _lik 'sœy	
年老體衰	ˌnin ˏlou ´tɐi 'sœy	
年禮	ˌnin ˏlɐi	
年尾	ˌnin ˏmei	年底
年尾花紅	ˌnin ˏmei 'fa ˌhʊŋ	年終獎金
年滿	ˌnin ˏmun	
奴僕	ˌnou _bʊk	
奴隸	ˌnou _dɐi	
奴隸制度	ˌnou _dɐi ¯dzɐi _dou	
奴婢	ˌnou ˏpei	
囡囡	ˌnœy ´nœy	女兒，閨女；女孩子
娘家	ˌnœŋ 'ga	
娘親	ˌnœŋ 'tsɐn	
娘子軍	ˌnœŋ ´dzi 'gwɐn	
娘娘腔	ˌnœŋ ˌnœŋ 'hɔŋ	
泥	ˌnɐi	土，泥
泥巴	ˌnɐi 'ba	
泥山	ˌnɐi 'san	土山
泥湴	ˌnɐi _ban	爛泥，稀泥，泥土
泥肉	ˌnɐi _jʊk	可耕種的土層
泥濘	ˌnɐi _nɪŋ	
泥土	ˌnɐi ´tou	
泥牆	ˌnɐi ˌtsœŋ	土牆
泥塵	ˌnɐi ˌtsɐn	灰塵，塵土
腍	ˌnɐm	軟，松軟，不硬，爛熟，爛
腍啤啤	ˌnɐm ˌbɛ ˌbɛ	軟綿綿
能歌善舞	ˌnɐŋ 'gɔ _sin ˏmou	
能工巧匠	ˌnɐŋ 'gʊŋ ´hau _dzœŋ	
能攻能守	ˌnɐŋ 'gʊŋ ˌnɐŋ ´sɐu	
能伸能屈	ˌnɐŋ 'sɐn ˌnɐŋ 'wɐt	
能屈能伸	ˌnɐŋ 'wɐt ˌnɐŋ 'sɐn	
能力	ˌnɐŋ _lik	
能量	ˌnɐŋ _lœŋ	
能量不滅定律	ˌnɐŋ _lœŋ 'bɐt _mit _dɪŋ _lœt	
能量守恆定律	ˌnɐŋ _lœŋ ´sɐu ˌhɐŋ _dɪŋ _lœt	
能耐	ˌnɐŋ _nɔi	
能見度	ˌnɐŋ ¯gin _dou	
能夠	ˌnɐŋ ¯gɐu	
能幹	ˌnɐŋ ¯gɔn	
能說善道	ˌnɐŋ ¯syt _sin _dou	
能者多勞	ˌnɐŋ ´dzɛ 'dɔ ˌlou	
能否	ˌnɐŋ ´fɐu	
能手	ˌnɐŋ ´sɐu	
能言善辯	ˌnɐŋ ˌjin _sin _bin	
能言善道	ˌnɐŋ ˌjin _sin _dou	
能言快語	ˌnɐŋ ˌjin ¯fai ˏjy	
能源	ˌnɐŋ ˌjyn	
能源部	ˌnɐŋ ˌjyn _bou	
能源危機	ˌnɐŋ ˌjyn ˌŋɐi 'gei	
能人	ˌnɐŋ ˌjɐn	
能文能武	ˌnɐŋ ˌmɐn ˌnɐŋ ˏmou	
挪動	ˌnɔ _dʊŋ	
挪用	ˌnɔ _jʊŋ	
挼好長髮	ˌnɔ ´hou ˌtsœŋ ¯fat	
囊中物	ˌnɔŋ 'dzʊŋ _mɐt	
囊空如洗	ˌnɔŋ 'hʊŋ ˌjy ´sɐi	
囊篋羞澀	ˌnɔŋ _hap 'sɐu 'sɐp	
囊括	ˌnɔŋ ¯kut	
囔囔	ˌnɔŋ ˌnɔŋ	
檸檬	ˌnɪŋ 'mʊŋ	
檸檬汁	ˌnɪŋ 'mʊŋ 'dzɐp	
檸檬酸	ˌnɪŋ 'mʊŋ 'syn	
檸檬水	ˌnɪŋ 'mʊŋ ´sœy	
檸檬皮	ˌnɪŋ 'mʊŋ ˌpei	
檸檬茶	ˌnɪŋ 'mʊŋ ˌtsa	
寧靜	ˌnɪŋ _dzɪŋ	
寧願	ˌnɪŋ _jyn	
