开放粤语词典（黄锡凌数字调号版）

© 2013年 kaifangcidian.com
网址：http://www.kaifangcidian.com
本词典以创作共用“署名 3.0”许可协议授权发布（详见 http://creativecommons.org/licenses/by/3.0/）
最后更新于2013年1月22日

［粤语词汇］	［黄锡凌拼音］	［国语解释］
菜单	tsɔi3 dan1	
菜地	tsɔi3 dei6	
菜刀	tsɔi3 dou1	
菜籽	tsɔi3 dzi2	
菜豆	tsɔi3 dɐu6	
菜花	tsɔi3 fa1	
菜馆	tsɔi3 gun2	
菜瓜	tsɔi3 gwa1	
赛狗	tsɔi3 gɐu2	
赛狗场	tsɔi3 gɐu2 tsœŋ4	
菜干	tsɔi3 gɔn1	干菜
菜园	tsɔi3 jyn2	
菜薳	tsɔi3 jyn5	嫩菜薹，嫩菜心
赛璐珞	tsɔi3 lou6 lɔk8	
赛马	tsɔi3 ma5	
赛马场	tsɔi3 ma5 tsœŋ4	
菜鸟	tsɔi3 niu5	
菜农	tsɔi3 nʊŋ4	
菜牌	tsɔi3 pai2	菜单
赛跑	tsɔi3 pau2	
赛跑选手	tsɔi3 pau2 syn2 sɐu2	
菜脯	tsɔi3 pou1	萝卜干
菜市	tsɔi3 si5	
菜市场	tsɔi3 si5 tsœŋ4	
菜色	tsɔi3 sik7	
赛船	tsɔi3 syn4	
菜田	tsɔi3 tin4	
菜场	tsɔi3 tsœŋ4	
赛场	tsɔi3 tsœŋ4	
赛车	tsɔi3 tsɛ1	
赛车选手	tsɔi3 tsɛ1 syn2 sɐu2	
赛车场	tsɔi3 tsɛ1 tsœŋ4	
赛程	tsɔi3 tsɪŋ4	
菜肴	tsɔi3 ŋau4	
才子	tsɔi4 dzi2	
才子佳人	tsɔi4 dzi2 gai1 jɐn4	
才智	tsɔi4 dzi3	
财主	tsɔi4 dzy2	
财政	tsɔi4 dzɪŋ3	
财政部	tsɔi4 dzɪŋ3 bou6	
财政部长	tsɔi4 dzɪŋ3 bou6 dzœŋ2	
财政预算	tsɔi4 dzɪŋ3 jy6 syn3	
财政年度	tsɔi4 dzɪŋ3 nin4 dou6	
财富	tsɔi4 fu3	
财阀	tsɔi4 fɐt9	
裁缝	tsɔi4 fʊŋ4	
裁减	tsɔi4 gam2	
财金	tsɔi4 gɐm1	
才干	tsɔi4 gɔn3	
财经	tsɔi4 gɪŋ1	
才气	tsɔi4 hei3	
才学	tsɔi4 hɔk9	
裁员	tsɔi4 jyn4	
财源	tsɔi4 jyn4	
财源滚滚	tsɔi4 jyn4 gwɐn2 gwɐn2	
财力	tsɔi4 lik9	
材料	tsɔi4 liu6	
才略	tsɔi4 lœk9	
才貌	tsɔi4 mau6	
才貌双全	tsɔi4 mau6 sœŋ1 tsyn4	
财务	tsɔi4 mou6	
财迷	tsɔi4 mɐi4	
财迷心窍	tsɔi4 mɐi4 sɐm1 hiu3	
财物	tsɔi4 mɐt9	
财贸	tsɔi4 mɐu6	
才女	tsɔi4 nœy5	
才能	tsɔi4 nɐŋ4	
裁判	tsɔi4 pun3	
裁判长	tsɔi4 pun3 dzœŋ2	
裁判官	tsɔi4 pun3 gun1	
裁判员	tsɔi4 pun3 jyn4	
裁判权	tsɔi4 pun3 kyn4	
财神	tsɔi4 sɐn4	
才疏学浅	tsɔi4 sɔ1 hɔk9 tsin2	
财产	tsɔi4 tsan2	
财团	tsɔi4 tyn4	
财团法人	tsɔi4 tyn4 fat8 jɐn4	
才华	tsɔi4 wa4	
才华盖世	tsɔi4 wa4 kɔi3 sɐi3	
才华横溢	tsɔi4 wa4 waŋ4 jɐt9	
财运	tsɔi4 wɐn6	
财运亨通	tsɔi4 wɐn6 hɐŋ1 tʊŋ1	
才艺	tsɔi4 ŋɐi6	
剒	tsɔk8	拽，用力拉，猛然拉动
剒样	tsɔk8 jœŋ2	耍帅
苍白	tsɔŋ1 bak9	
仓库	tsɔŋ1 fu3	
沧海	tsɔŋ1 hɔi2	
苍蝇	tsɔŋ1 jɪŋ4	
仓颉	tsɔŋ1 kit8	
苍穹	tsɔŋ1 kʊŋ4	
沧桑	tsɔŋ1 sɔŋ1	
苍天	tsɔŋ1 tin1	
闯荡	tsɔŋ2 dɔŋ6	
闯关	tsɔŋ2 gwan1	
敞口	tsɔŋ2 hɐu2	
闯开	tsɔŋ2 hɔi1	
敞开	tsɔŋ2 hɔi1	
敞胸露怀	tsɔŋ2 hʊŋ1 lou6 wai4	
闯红灯	tsɔŋ2 hʊŋ4 dɐŋ1	
敞亮	tsɔŋ2 lœŋ6	
敞篷	tsɔŋ2 pʊŋ4	
敞篷车	tsɔŋ2 pʊŋ4 tsɛ1	
闯事	tsɔŋ2 si6	
厂商	tsɔŋ2 sœŋ1	
闯祸	tsɔŋ2 wɔ6	
创办	tsɔŋ3 ban6	
创办人	tsɔŋ3 ban6 jɐn4	
创造	tsɔŋ3 dzou6	
创造力	tsɔŋ3 dzou6 lik9	
创意	tsɔŋ3 ji3	
床	tsɔŋ4	床铺
床单	tsɔŋ4 dan1	
床垫	tsɔŋ4 din3	
床荐	tsɔŋ4 dzin2	褥子，垫褥，床垫
床下底	tsɔŋ4 ha6 dɐi2	床底，床下面
床褥	tsɔŋ4 jʊk2	床垫
藏匿	tsɔŋ4 nik7	
床铺	tsɔŋ4 pou3	
藏身	tsɔŋ4 sɐn1	
藏污纳垢	tsɔŋ4 wu1 nap9 gɐu3	
车	tsɛ1	车子，车
唓	tsɛ1	呸
车	tsɛ1	缝，缝衣服
车大炮	tsɛ1 dai6 pau3	吹牛
车刀	tsɛ1 dou1	
车道	tsɛ1 dou6	
车仔	tsɛ1 dzɐi2	洋车，人力车
车轴	tsɛ1 dzʊk9	
车队	tsɛ1 dœy6	
车灯	tsɛ1 dɐŋ1	
车费	tsɛ1 fɐi3	
车房	tsɛ1 fɔŋ2	车库
车行	tsɛ1 hɔŋ2	
斜喱眼	tsɛ1 lei1 ŋan5	斜眼
车厘子	tsɛ1 lei4 dzi2	樱桃
车轮	tsɛ1 lœn4	
车辆	tsɛ1 lœŋ6	
车辘	tsɛ1 lʊk7	车轮
车马费	tsɛ1 ma5 fɐi3	
车埋去	tsɛ1 mai4 hœy3	开进去
车尾	tsɛ1 mei5	车厢，后车厢，行李厢，后备箱
车尾箱	tsɛ1 mei5 sœŋ1	行李箱
车门	tsɛ1 mun4	
车内	tsɛ1 nɔi6	
车票	tsɛ1 piu3	
车衫	tsɛ1 sam1	缝衣服，砸衣服，缝纫
车死	tsɛ1 sei2	撞死
车匙	tsɛ1 si4	汽车钥匙，车钥匙，车子的钥匙
车水马龙	tsɛ1 sœy2 ma5 lʊŋ4	
车厢	tsɛ1 sœŋ1	
车身	tsɛ1 sɐn1	
车肽	tsɛ1 tai1	车胎，轮带
车天车地	tsɛ1 tin1 tsɛ1 dei6	吹牛吹得天花乱坠
奢侈	tsɛ1 tsi2	
车前灯	tsɛ1 tsin4 dɐŋ1	
车辙	tsɛ1 tsit8	
车窗	tsɛ1 tsœŋ1	
车程	tsɛ1 tsɪŋ4	
车速	tsɛ1 tsʊk7	
车头	tsɛ1 tɐu4	
车头灯	tsɛ1 tɐu4 dɐŋ1	
车祸	tsɛ1 wɔ6	
车外	tsɛ1 ŋɔi6	
扯	tsɛ2	走
扯鼻鼾	tsɛ2 bei6 hɔn4	打鼾，打呼噜
扯火	tsɛ2 fɔ2	发火，生气，发怒，动怒
扯旗	tsɛ2 kei4	升旗，挂旗
扯艃	tsɛ2 lei5	扬帆
且慢	tsɛ2 man6	
扯晒火	tsɛ2 sai3 fɔ2	冒火了，发怒，生气，火冒三丈
且听下回分解	tsɛ2 tɪŋ1 ha6 wui4 fɐn1 gai2	
斜	tsɛ3	陡，倾斜
邪不胜正	tsɛ4 bɐt7 sɪŋ3 dzɪŋ3	
邪道	tsɛ4 dou6	
邪教	tsɛ4 gau3	
邪气	tsɛ4 hei3	
邪行	tsɛ4 hɐŋ4	
邪路	tsɛ4 lou6	
邪门	tsɛ4 mun4	
邪门歪道	tsɛ4 mun4 wai1 dou6	
邪魔	tsɛ4 mɔ1	
邪魔外道	tsɛ4 mɔ1 ŋɔi6 dou6	
邪念	tsɛ4 nim6	
斜坡	tsɛ4 pɔ1	
邪心	tsɛ4 sɐm1	
邪恶	tsɛ4 ŋɔk8	
仄	tsɛk7	支票
check	tsɛk7	查，检查，查核，查问，核对，校对
check吓	tsɛk7 ha5	查查，检查一下
赤	tsɛk8	痛，疼痛
赤膊	tsɛk8 bɔk8	
赤胆	tsɛk8 dam2	
赤道	tsɛk8 dou6	
赤子	tsɛk8 dzi2	
赤子之心	tsɛk8 dzi2 dzi1 sɐm1	
赤字	tsɛk8 dzi6	
赤足	tsɛk8 dzʊk7	
赤脚	tsɛk8 gœk8	
赤脚医生	tsɛk8 gœk8 ji1 sɐŋ1	
赤裸	tsɛk8 lɔ2	
赤裸裸	tsɛk8 lɔ2 lɔ2	
赤色	tsɛk8 sik7	
赤心	tsɛk8 sɐm1	
赤身	tsɛk8 sɐn1	
赤身露体	tsɛk8 sɐn1 lou6 tɐi2	
赤手	tsɛk8 sɐu2	
赤手空拳	tsɛk8 sɐu2 hʊŋ1 kyn4	
赤诚	tsɛk8 sɪŋ4	
赤条条	tsɛk8 tiu4 tiu4	
赤卫队	tsɛk8 wɐi6 dœy6	
赤卫军	tsɛk8 wɐi6 gwɐn1	
青瓜	tsɛŋ1 gwa1	黄瓜
青铜	tsɛŋ1 tʊŋ4	
青蛙	tsɛŋ1 wa1	
请假	tsɛŋ2 ga3	
请饮	tsɛŋ2 jɐm2	请客
请人	tsɛŋ2 jɐn4	雇人
请人饮茶	tsɛŋ2 jɐn4 jɐm2 tsa4	请人下馆子
请人饮餐茶	tsɛŋ2 jɐn4 jɐm2 tsan1 tsa4	请人下馆子
请问	tsɛŋ2 mɐn6	
请勿打扰	tsɛŋ2 mɐt9 da2 jiu5	
长途	tsɛŋ4 tou4	
称霸	tsɪŋ1 ba3	
称霸世界	tsɪŋ1 ba3 sɐi3 gai3	
称霸全球	tsɪŋ1 ba3 tsyn4 kɐu4	
清白	tsɪŋ1 bak9	
称病	tsɪŋ1 bɪŋ6	
清单	tsɪŋ1 dan1	
清点	tsɪŋ1 dim2	
清点人数	tsɪŋ1 dim2 jɐn4 sou3	
清道	tsɪŋ1 dou6	
清道夫	tsɪŋ1 dou6 fu1	
称赞	tsɪŋ1 dzan3	
清剿	tsɪŋ1 dziu2	
清早	tsɪŋ1 dzou2	
清真寺	tsɪŋ1 dzɐn1 dzi6	
清真教	tsɪŋ1 dzɐn1 gau3	
清真馆	tsɪŋ1 dzɐn1 gun2	
清酒	tsɪŋ1 dzɐu2	
清蒸	tsɪŋ1 dzɪŋ1	
清蒸鸡	tsɪŋ1 dzɪŋ1 gɐi1	
清蒸鱼	tsɪŋ1 dzɪŋ1 jy4	
清净	tsɪŋ1 dzɪŋ6	
清静	tsɪŋ1 dzɪŋ6	
称颂	tsɪŋ1 dzʊŋ6	
称得上	tsɪŋ1 dɐk7 sœŋ6	
清炖	tsɪŋ1 dɐn6	
清炖鸡	tsɪŋ1 dɐn6 gɐi1	
清炖鱼	tsɪŋ1 dɐn6 jy4	
青豆	tsɪŋ1 dɐu6	
清代	tsɪŋ1 dɔi6	
清党	tsɪŋ1 dɔŋ2	
称呼	tsɪŋ1 fu1	
清苦	tsɪŋ1 fu2	
清福	tsɪŋ1 fʊk7	
清风	tsɪŋ1 fʊŋ1	
清风徐来	tsɪŋ1 fʊŋ1 tsœy4 lɔi4	
清教	tsɪŋ1 gau3	
清教徒	tsɪŋ1 gau3 tou4	
清洁	tsɪŋ1 git8	
清洁剂	tsɪŋ1 git8 dzɐi1	
清洁队	tsɪŋ1 git8 dœy6	
清洁工	tsɪŋ1 git8 gʊŋ1	
清高	tsɪŋ1 gou1	
称孤道寡	tsɪŋ1 gu1 dou6 gwa2	
清官	tsɪŋ1 gun1	
清官难断家务事	tsɪŋ1 gun1 nan4 dyn6 ga1 mou6 si6	
清君侧	tsɪŋ1 gwɐn1 dzɐk7	
清闲	tsɪŋ1 han4	
青蒿	tsɪŋ1 hou1	
称号	tsɪŋ1 hou6	
清香	tsɪŋ1 hœŋ1	
清寒	tsɪŋ1 hɔn4	
称兄道弟	tsɪŋ1 hɪŋ1 dou6 dɐi6	
称雄	tsɪŋ1 hʊŋ4	
鲭鱼	tsɪŋ1 jy4	
清音	tsɪŋ1 jɐm1	
清一色	tsɪŋ1 jɐt7 sik7	
清油	tsɪŋ1 jɐu4	
清夜	tsɪŋ1 jɛ6	
清规	tsɪŋ1 kwɐi1	
清规戒律	tsɪŋ1 kwɐi1 gai3 lœt9	
清冷	tsɪŋ1 laŋ5	
清理	tsɪŋ1 lei5	
清廉	tsɪŋ1 lim4	
清凉	tsɪŋ1 lœŋ4	
清亮	tsɪŋ1 lœŋ6	
清丽	tsɪŋ1 lɐi6	
青睐	tsɪŋ1 lɔi6	
清朗	tsɪŋ1 lɔŋ5	
清明	tsɪŋ1 mɪŋ4	
清明节	tsɪŋ1 mɪŋ4 dzit8	
青年	tsɪŋ1 nin4	
青年仔	tsɪŋ1 nin4 dzɐi2	小伙子
清盘	tsɪŋ1 pun2	清账，结账，结业，结清账目，结束买卖
清盘	tsɪŋ1 pun4	
清贫	tsɪŋ1 pɐn4	
清平	tsɪŋ1 pɪŋ4	
清平世界	tsɪŋ1 pɪŋ4 sɐi3 gai3	
清晰	tsɪŋ1 sik7	
清晰度	tsɪŋ1 sik7 dou6	
称羡	tsɪŋ1 sin6	
青少年	tsɪŋ1 siu3 nin4	
清扫	tsɪŋ1 sou3	
清算	tsɪŋ1 syn3	
清算帐目	tsɪŋ1 syn3 dzœŋ3 mʊk9	
清算斗争	tsɪŋ1 syn3 dɐu3 dzɐŋ1	
清纯	tsɪŋ1 sœn4	
清水	tsɪŋ1 sœy2	
清洗	tsɪŋ1 sɐi2	
清心寡欲	tsɪŋ1 sɐm1 gwa2 jʊk9	
清新	tsɪŋ1 sɐn1	
清晨	tsɪŋ1 sɐn4	
清瘦	tsɪŋ1 sɐu3	
清秀	tsɪŋ1 sɐu3	
清秀佳人	tsɪŋ1 sɐu3 gai1 jɐn4	
清爽	tsɪŋ1 sɔŋ2	
清醒	tsɪŋ1 sɪŋ2	
清谈	tsɪŋ1 tam4	
清淡	tsɪŋ1 tam5	
清甜	tsɪŋ1 tim4	
清查	tsɪŋ1 tsa4	
清茶	tsɪŋ1 tsa4	
清册	tsɪŋ1 tsak8	
清澈	tsɪŋ1 tsit8	
清澈见底	tsɪŋ1 tsit8 gin3 dɐi2	
清朝	tsɪŋ1 tsiu4	
青草	tsɪŋ1 tsou2	
青春	tsɪŋ1 tsœn1	
清出	tsɪŋ1 tsœt7	
清脆	tsɪŋ1 tsœy3	
清除	tsɪŋ1 tsœy4	
清唱	tsɪŋ1 tsœŋ3	
清场	tsɪŋ1 tsœŋ4	
清楚	tsɪŋ1 tsɔ2	
清仓	tsɪŋ1 tsɔŋ1	
清仓大拍卖	tsɪŋ1 tsɔŋ1 dai6 pak8 mai6	
清清白白	tsɪŋ1 tsɪŋ1 bak9 bak9	
清清爽爽	tsɪŋ1 tsɪŋ1 sɔŋ2 sɔŋ2	
清清楚楚	tsɪŋ1 tsɪŋ1 tsɔ2 tsɔ2	
蛏埕	tsɪŋ1 tsɪŋ4	
青苔	tsɪŋ1 tɔi4	
清汤	tsɪŋ1 tɔŋ1	
蜻蜓	tsɪŋ1 tɪŋ4	
清华	tsɪŋ1 wa4	
称为	tsɪŋ1 wɐi4	
称王	tsɪŋ1 wɔŋ4	
称王称霸	tsɪŋ1 wɔŋ4 tsɪŋ1 ba3	
清雅	tsɪŋ1 ŋa5	
拯救	tsɪŋ2 gɐu3	
逞凶	tsɪŋ2 hʊŋ1	
逞一时之快	tsɪŋ2 jɐt7 si4 dzi1 fai3	
逞勇	tsɪŋ2 jʊŋ5	
逞强	tsɪŋ2 kœŋ4	
请求	tsɪŋ2 kɐu4	
逞能	tsɪŋ2 nɐŋ4	
逞匹夫之勇	tsɪŋ2 pɐt7 fu1 dzi1 jʊŋ5	
逞威	tsɪŋ2 wɐi1	
掅	tsɪŋ3	提，拎，抽起
秤	tsɪŋ3	磅秤
称职	tsɪŋ3 dzik7	
掅住	tsɪŋ3 dzy6	提着
掅住一袋嘢	tsɪŋ3 dzy6 jɐt7 dɔi6 jɛ5	提着一袋东西
掅起	tsɪŋ3 hei2	提起，拎起
掅起身	tsɪŋ3 hei2 sɐn1	提起来
称心	tsɪŋ3 sɐm1	
称心如意	tsɪŋ3 sɐm1 jy4 ji3	
埕	tsɪŋ4	坛子
惩办	tsɪŋ4 ban6	
情报	tsɪŋ4 bou3	
呈报	tsɪŋ4 bou3	
情报局	tsɪŋ4 bou3 gʊk9	
情报员	tsɪŋ4 bou3 jyn4	
情不自禁	tsɪŋ4 bɐt7 dzi6 gɐm1	
情敌	tsɪŋ4 dik9	
情调	tsɪŋ4 diu6	
程度	tsɪŋ4 dou6	
情至意尽	tsɪŋ4 dzi3 ji3 dzœn6	
惩治	tsɪŋ4 dzi6	
情节	tsɪŋ4 dzit8	
程序	tsɪŋ4 dzœy6	
情窦初开	tsɪŋ4 dɐu6 tsɔ1 hɔi1	
情夫	tsɪŋ4 fu1	
情妇	tsɪŋ4 fu5	
惩罚	tsɪŋ4 fɐt9	
情况	tsɪŋ4 fɔŋ3	
惩戒	tsɪŋ4 gai3	
情结	tsɪŋ4 git8	
情感	tsɪŋ4 gɐm2	
情急	tsɪŋ4 gɐp7	
情急之下	tsɪŋ4 gɐp7 dzi1 ha6	
情急智生	tsɪŋ4 gɐp7 dzi3 sɐŋ1	
情歌	tsɪŋ4 gɔ1	
情景	tsɪŋ4 gɪŋ2	
情境	tsɪŋ4 gɪŋ2	
呈献	tsɪŋ4 hin3	
情意	tsɪŋ4 ji3	
情谊	tsɪŋ4 ji4	
呈现	tsɪŋ4 jin6	
情愿	tsɪŋ4 jyn2	宁可
情愿	tsɪŋ4 jyn6	
情人	tsɪŋ4 jɐn4	
情人节	tsɪŋ4 jɐn4 dzit8	
情人眼里出西施	tsɪŋ4 jɐn4 ŋan5 lœy5 tsœt7 sɐi1 si1	
惩一儆百	tsɪŋ4 jɐt7 gɪŋ2 bak8	
情有独钟	tsɪŋ4 jɐu5 dʊk9 dzʊŋ1	
情形	tsɪŋ4 jɪŋ4	
情欲	tsɪŋ4 jʊk9	
情侣	tsɪŋ4 lœy5	
情郎	tsɪŋ4 lɔŋ4	
晴朗	tsɪŋ4 lɔŋ5	
情面	tsɪŋ4 min6	
情诗	tsɪŋ4 si1	
情事	tsɪŋ4 si6	
情色	tsɪŋ4 sik7	
情愫	tsɪŋ4 sou3	
情书	tsɪŋ4 sy1	
情绪	tsɪŋ4 sœy5	
情绪化	tsɪŋ4 sœy5 fa3	
情商	tsɪŋ4 sœŋ1	
呈上	tsɪŋ4 sœŋ6	
情势	tsɪŋ4 sɐi3	
晴天	tsɪŋ4 tin1	
情操	tsɪŋ4 tsou1	
惩处	tsɪŋ4 tsy5	
情趣	tsɪŋ4 tsœy3	
情场	tsɪŋ4 tsœŋ4	
澄清	tsɪŋ4 tsɪŋ1	
情投意合	tsɪŋ4 tɐu4 ji3 hɐp9	
情同手足	tsɪŋ4 tʊŋ4 sɐu2 dzʊk7	
情怀	tsɪŋ4 wai4	
情爱	tsɪŋ4 ɔi3	
惩恶劝善	tsɪŋ4 ɔk8 hyn3 sin6	
触压	tsʊk7 at8	
束缚	tsʊk7 bɔk8	
触电	tsʊk7 din6	
速度	tsʊk7 dou6	
速战	tsʊk7 dzin3	
速战速决	tsʊk7 dzin3 tsʊk7 kyt8	
触礁	tsʊk7 dziu1	
束装	tsʊk7 dzɔŋ1	
速递	tsʊk7 dɐi6	快递
速递员	tsʊk7 dɐi6 jyn4	快递员
速递车	tsʊk7 dɐi6 tsɛ1	快递车
速读	tsʊk7 dʊk9	
速读法	tsʊk7 dʊk9 fat8	
触动	tsʊk7 dʊŋ6	
触犯	tsʊk7 fan6	
束发	tsʊk7 fat8	
触法	tsʊk7 fat8	
触发	tsʊk7 fat8	
束腹	tsʊk7 fʊk7	
速记	tsʊk7 gei3	
触击	tsʊk7 gik7	
触感	tsʊk7 gɐm2	
束紧	tsʊk7 gɐn2	
触角	tsʊk7 gɔk8	
触觉	tsʊk7 gɔk8	
触觉神经	tsʊk7 gɔk8 sɐn4 gɪŋ1	
触景生情	tsʊk7 gɪŋ2 sɐŋ1 tsɪŋ4	
束胸	tsʊk7 hʊŋ1	
触控	tsʊk7 hʊŋ3	
触控式	tsʊk7 hʊŋ3 sik7	
蓄意	tsʊk7 ji3	
束腰	tsʊk7 jiu1	
簇拥	tsʊk7 jʊŋ2	
触及	tsʊk7 kɐp7	
矗立	tsʊk7 lap9	
速率	tsʊk7 lœt9	
速来速往	tsʊk7 lɔi4 tsʊk7 wɔŋ5	
蹙眉	tsʊk7 mei4	
触毛	tsʊk7 mou4	
触媒	tsʊk7 mui4	
触摸	tsʊk7 mɔ2	
触摸式	tsʊk7 mɔ2 sik7	
触目	tsʊk7 mʊk9	
触目皆是	tsʊk7 mʊk9 gai1 si6	
触目惊心	tsʊk7 mʊk9 gɪŋ1 sɐm1	
畜牧业	tsʊk7 mʊk9 jip9	
触怒	tsʊk7 nou6	
触碰	tsʊk7 pʊŋ3	
畜牲	tsʊk7 saŋ1	牲口，牲畜
促使	tsʊk7 si2	
速食	tsʊk7 sik9	
速食店	tsʊk7 sik9 dim3	
速食面	tsʊk7 sik9 min6	
触须	tsʊk7 sou1	
蓄水池	tsʊk7 sœy2 tsi4	
束手	tsʊk7 sɐu2	
触手	tsʊk7 sɐu2	
束手就擒	tsʊk7 sɐu2 dzɐu6 kɐm4	
束手无策	tsʊk7 sɐu2 mou4 tsak8	
速写	tsʊk7 sɛ2	
速写法	tsʊk7 sɛ2 fat8	
速写员	tsʊk7 sɛ2 jyn4	
促成	tsʊk7 sɪŋ4	
速成	tsʊk7 sɪŋ4	
速成班	tsʊk7 sɪŋ4 ban1	
涌	tsʊŋ1	小河，河汊，河沟，河汊子
充大头鬼	tsʊŋ1 dai6 tɐu4 gwɐi2	打肿脸充胖子
充电	tsʊŋ1 din6	
冲走	tsʊŋ1 dzɐu2	
冲撞	tsʊŋ1 dzɔŋ6	
冲撞力	tsʊŋ1 dzɔŋ6 lik9	
冲突	tsʊŋ1 dɐt9	
冲动	tsʊŋ1 dʊŋ6	
充阔佬	tsʊŋ1 fut8 lou2	装成有钱人
充分	tsʊŋ1 fɐn3	
冲锋	tsʊŋ1 fʊŋ1	
冲锋陷阵	tsʊŋ1 fʊŋ1 ham6 dzɐn6	
冲锋枪	tsʊŋ1 fʊŋ1 tsœŋ1	
充饥	tsʊŋ1 gei1	
冲击	tsʊŋ1 gik7	
冲击力	tsʊŋ1 gik7 lik9	
冲滚水	tsʊŋ1 gwɐn2 sœy2	打开水
冲滚水	tsʊŋ1 gwɐn2 sœy2	灌开水，续水
冲个靓凉	tsʊŋ1 gɔ3 lɛŋ3 lœŋ4	洗个痛快澡
憧憬	tsʊŋ1 gɪŋ2	
冲口而出	tsʊŋ1 hɐu2 ji4 tsœt7	
冲力	tsʊŋ1 lik9	
冲凉	tsʊŋ1 lœŋ4	洗澡
冲凉房	tsʊŋ1 lœŋ4 fɔŋ2	洗澡间，洗澡房，浴室
冲浪	tsʊŋ1 lɔŋ6	
冲浪板	tsʊŋ1 lɔŋ6 ban2	
冲埋去	tsʊŋ1 mai4 hœy3	冲过去，跑过去
充满	tsʊŋ1 mun5	
聪敏	tsʊŋ1 mɐn5	
葱茂	tsʊŋ1 mɐu6	
匆忙	tsʊŋ1 mɔŋ4	
聪明	tsʊŋ1 mɪŋ4	
聪明绝顶	tsʊŋ1 mɪŋ4 dzyt9 dɪŋ2	
聪明反被聪明误	tsʊŋ1 mɪŋ4 fan2 bei6 tsʊŋ1 mɪŋ4 ŋ̩6	
聪明一世	tsʊŋ1 mɪŋ4 jɐt7 sɐi3	
聪明一世，糊涂一时	tsʊŋ1 mɪŋ4 jɐt7 sɐi3 wu4 tou4 jɐt7 si4	
聪明才智	tsʊŋ1 mɪŋ4 tsɔi4 dzi3	
冲破	tsʊŋ1 pɔ3	
枞树	tsʊŋ1 sy6	
冲洗	tsʊŋ1 sɐi2	
充实	tsʊŋ1 sɐt9	
冲淡水	tsʊŋ1 tam5 sœy2	泼冷水
冲茶	tsʊŋ1 tsa4	沏茶，泡茶
冲刺	tsʊŋ1 tsi3	
充斥	tsʊŋ1 tsik7	
冲菜	tsʊŋ1 tsɔi3	大头菜的一种
充充电	tsʊŋ1 tsʊŋ1 dɪŋ6	休息一下，休息休息
匆匆离去	tsʊŋ1 tsʊŋ1 lei4 hœy3	
葱头	tsʊŋ1 tɐu4	
聪慧	tsʊŋ1 wɐi6	
聪颖	tsʊŋ1 wɪŋ6	
虫仔	tsʊŋ2 dzɐi2	小虫，小昆虫
宠幸	tsʊŋ2 hɐŋ6	
宠儿	tsʊŋ2 ji4	
宠物	tsʊŋ2 mɐt9	
宠信	tsʊŋ2 sœn3	
宠坏	tsʊŋ2 wai6	
宠爱	tsʊŋ2 ɔi3	
宠爱有加	tsʊŋ2 ɔi3 jɐu5 ga1	
虫	tsʊŋ4	昆虫
重播	tsʊŋ4 bɔ3	
重播节目	tsʊŋ4 bɔ3 dzit8 mʊk9	
重叠	tsʊŋ4 dip9	
重蹈复辙	tsʊŋ4 dou6 fʊk7 tsit8	
丛集	tsʊŋ4 dzap9	
虫蛀	tsʊŋ4 dzy3	
重制	tsʊŋ4 dzɐi3	
松针	tsʊŋ4 dzɐm1	
重整	tsʊŋ4 dzɪŋ2	
重整家园	tsʊŋ4 dzɪŋ2 ga1 jyn4	
重整旗鼓	tsʊŋ4 dzɪŋ2 kei4 gu2	
从政	tsʊŋ4 dzɪŋ3	
从俗	tsʊŋ4 dzʊk9	
从中取利	tsʊŋ4 dzʊŋ1 tsœy2 lei6	
从犯	tsʊŋ4 fan2	
从宽	tsʊŋ4 fun1	
从宽办理	tsʊŋ4 fun1 ban6 lei5	
从宽处理	tsʊŋ4 fun1 tsy5 lei5	
重婚	tsʊŋ4 fɐn1	
重婚罪	tsʊŋ4 fɐn1 dzœy6	
重复	tsʊŋ4 fʊk7	
重逢	tsʊŋ4 fʊŋ4	
从谏如流	tsʊŋ4 gan3 jy4 lɐu4	
重建	tsʊŋ4 gin3	
重见光明	tsʊŋ4 gin3 gwɔŋ1 mɪŋ4	
重见天日	tsʊŋ4 gin3 tin1 jɐt9	
从军	tsʊŋ4 gwɐn1	
松鸡	tsʊŋ4 gɐi1	松果
重起炉灶	tsʊŋ4 hei2 lou4 dzou3	
丛刊	tsʊŋ4 hɔn2	
从轻	tsʊŋ4 hɪŋ1	
从轻发落	tsʊŋ4 hɪŋ1 fat8 lɔk9	
从严	tsʊŋ4 jim4	
从严办理	tsʊŋ4 jim4 ban6 lei5	
从严处理	tsʊŋ4 jim4 tsy5 lei5	
从业	tsʊŋ4 jip9	
重阳	tsʊŋ4 jœŋ4	
重阳节	tsʊŋ4 jœŋ4 dzit8	
重任	tsʊŋ4 jɐm6	
从一而终	tsʊŋ4 jɐt7 ji4 dzʊŋ1	
重游旧地	tsʊŋ4 jɐu4 gɐu6 dei6	
从有到无	tsʊŋ4 jɐu5 dou3 mou4	
从戎	tsʊŋ4 jʊŋ4	
从良	tsʊŋ4 lœŋ4	
松林	tsʊŋ4 lɐm4	
丛林	tsʊŋ4 lɐm4	
丛林地	tsʊŋ4 lɐm4 dei6	
丛林战	tsʊŋ4 lɐm4 dzin3	
从未	tsʊŋ4 mei6	
松毛	tsʊŋ4 mou1	松针
从无到有	tsʊŋ4 mou4 dou3 jɐu5	
丛密	tsʊŋ4 mɐt9	
